"","x"
"3620",1684045
"3621",1681520
"3622",1678996
"3623",1676473
"3624",1673958
"3625",1671444
"3626",1668939
"3627",1666432
"3628",1663926
"3629",1661428
"3630",1658936
"3631",1656446
"3632",1653957
"3633",1651470
"3634",1648989
"3635",1646516
"3636",1644044
"3637",1641573
"3638",1639104
"3639",1636641
"3640",1634186
"3641",1631726
"3642",1629278
"3643",1626826
"3644",1624382
"3645",1621944
"3646",1619507
"3647",1617071
"3648",1614637
"3649",1612215
"3650",1609789
"3651",1607369
"3652",1604951
"3653",1602539
"3654",1600128
"3655",1597725
"3656",1595322
"3657",1592921
"3658",1590524
"3659",1588133
"3660",1585742
"3661",1583359
"3662",1580976
"3663",1578598
"3664",1576222
"3665",1573850
"3666",1571481
"3667",1569120
"3668",1566759
"3669",1564398
"3670",1562047
"3671",1559694
"3672",1557348
"3673",1555004
"3674",1552662
"3675",1550325
"3676",1547991
"3677",1545657
"3678",1543330
"3679",1541008
"3680",1538688
"3681",1536370
"3682",1534057
"3683",1531746
"3684",1529438
"3685",1527133
"3686",1524837
"3687",1522540
"3688",1520246
"3689",1517956
"3690",1515666
"3691",1513383
"3692",1511103
"3693",1508823
"3694",1506552
"3695",1504280
"3696",1502015
"3697",1499751
"3698",1497491
"3699",1495229
"3700",1492977
"3701",1490727
"3702",1488478
"3703",1486235
"3704",1483992
"3705",1481757
"3706",1479521
"3707",1477287
"3708",1475062
"3709",1472837
"3710",1470614
"3711",1468395
"3712",1466180
"3713",1463968
"3714",1461759
"3715",1459553
"3716",1457352
"3717",1455154
"3718",1452959
"3719",1450767
"3720",1448574
"3721",1446389
"3722",1444207
"3723",1442024
"3724",1439850
"3725",1437673
"3726",1435505
"3727",1433336
"3728",1431173
"3729",1429010
"3730",1426855
"3731",1424699
"3732",1422545
"3733",1420400
"3734",1418253
"3735",1416110
"3736",1413970
"3737",1411837
"3738",1409703
"3739",1407572
"3740",1405445
"3741",1403321
"3742",1401199
"3743",1399082
"3744",1396967
"3745",1394855
"3746",1392751
"3747",1390645
"3748",1388539
"3749",1386444
"3750",1384344
"3751",1382254
"3752",1380164
"3753",1378078
"3754",1375993
"3755",1373913
"3756",1371835
"3757",1369756
"3758",1367684
"3759",1365616
"3760",1363550
"3761",1361491
"3762",1359427
"3763",1357370
"3764",1355317
"3765",1353270
"3766",1351218
"3767",1349173
"3768",1347132
"3769",1345092
"3770",1343060
"3771",1341027
"3772",1338997
"3773",1336970
"3774",1334945
"3775",1332921
"3776",1330907
"3777",1328892
"3778",1326879
"3779",1324869
"3780",1322863
"3781",1320858
"3782",1318858
"3783",1316859
"3784",1314863
"3785",1312875
"3786",1310885
"3787",1308897
"3788",1306912
"3789",1304935
"3790",1302956
"3791",1300980
"3792",1299010
"3793",1297044
"3794",1295075
"3795",1293115
"3796",1291151
"3797",1289195
"3798",1287243
"3799",1285287
"3800",1283340
"3801",1281394
"3802",1279452
"3803",1277512
"3804",1275575
"3805",1273640
"3806",1271707
"3807",1269778
"3808",1267851
"3809",1265927
"3810",1264009
"3811",1262091
"3812",1260173
"3813",1258264
"3814",1256352
"3815",1254447
"3816",1252546
"3817",1250641
"3818",1248744
"3819",1246849
"3820",1244958
"3821",1243067
"3822",1241181
"3823",1239295
"3824",1237413
"3825",1235533
"3826",1233660
"3827",1231785
"3828",1229912
"3829",1228047
"3830",1226183
"3831",1224318
"3832",1222459
"3833",1220603
"3834",1218749
"3835",1216893
"3836",1215044
"3837",1213198
"3838",1211355
"3839",1209515
"3840",1207675
"3841",1205841
"3842",1204007
"3843",1202180
"3844",1200353
"3845",1198525
"3846",1196703
"3847",1194886
"3848",1193070
"3849",1191255
"3850",1189442
"3851",1187634
"3852",1185827
"3853",1184022
"3854",1182224
"3855",1180426
"3856",1178631
"3857",1176835
"3858",1175046
"3859",1173259
"3860",1171474
"3861",1169689
"3862",1167909
"3863",1166134
"3864",1164358
"3865",1162585
"3866",1160815
"3867",1159048
"3868",1157284
"3869",1155524
"3870",1153764
"3871",1152007
"3872",1150252
"3873",1148502
"3874",1146753
"3875",1145009
"3876",1143265
"3877",1141524
"3878",1139782
"3879",1138046
"3880",1136315
"3881",1134581
"3882",1132855
"3883",1131130
"3884",1129406
"3885",1127683
"3886",1125966
"3887",1124248
"3888",1122536
"3889",1120824
"3890",1119118
"3891",1117412
"3892",1115708
"3893",1114007
"3894",1112309
"3895",1110614
"3896",1108917
"3897",1107227
"3898",1105539
"3899",1103852
"3900",1102169
"3901",1100488
"3902",1098810
"3903",1097134
"3904",1095462
"3905",1093788
"3906",1092121
"3907",1090456
"3908",1088791
"3909",1087131
"3910",1085471
"3911",1083812
"3912",1082159
"3913",1080509
"3914",1078860
"3915",1077212
"3916",1075569
"3917",1073925
"3918",1072284
"3919",1070649
"3920",1069013
"3921",1067380
"3922",1065752
"3923",1064125
"3924",1062498
"3925",1060876
"3926",1059254
"3927",1057637
"3928",1056020
"3929",1054408
"3930",1052796
"3931",1051190
"3932",1049582
"3933",1047977
"3934",1046379
"3935",1044778
"3936",1043181
"3937",1041589
"3938",1039993
"3939",1038406
"3940",1036819
"3941",1035233
"3942",1033650
"3943",1032068
"3944",1030492
"3945",1028914
"3946",1027342
"3947",1025770
"3948",1024203
"3949",1022635
"3950",1021072
"3951",1019509
"3952",1017951
"3953",1016393
"3954",1014836
"3955",1013286
"3956",1011733
"3957",1010184
"3958",1008640
"3959",1007096
"3960",1005556
"3961",1004016
"3962",1002480
"3963",1000946
"3964",999410
"3965",997880
"3966",996353
"3967",994828
"3968",993305
"3969",991784
"3970",990266
"3971",988749
"3972",987235
"3973",985723
"3974",984213
"3975",982705
"3976",981200
"3977",979696
"3978",978195
"3979",976696
"3980",975199
"3981",973704
"3982",972211
"3983",970723
"3984",969236
"3985",967748
"3986",966265
"3987",964785
"3988",963306
"3989",961828
"3990",960353
"3991",958882
"3992",957411
"3993",955943
"3994",954476
"3995",953013
"3996",951550
"3997",950090
"3998",948631
"3999",947176
"4000",945725
"4001",944273
"4002",942825
"4003",941377
"4004",939934
"4005",938490
"4006",937050
"4007",935614
"4008",934178
"4009",932741
"4010",931309
"4011",929881
"4012",928451
"4013",927027
"4014",925602
"4015",924181
"4016",922763
"4017",921346
"4018",919932
"4019",918518
"4020",917108
"4021",915698
"4022",914291
"4023",912888
"4024",911485
"4025",910084
"4026",908685
"4027",907288
"4028",905893
"4029",904501
"4030",903113
"4031",901725
"4032",900339
"4033",898953
"4034",897572
"4035",896192
"4036",894813
"4037",893438
"4038",892063
"4039",890692
"4040",889322
"4041",887954
"4042",886589
"4043",885226
"4044",883865
"4045",882503
"4046",881146
"4047",879792
"4048",878436
"4049",877086
"4050",875735
"4051",874388
"4052",873041
"4053",871699
"4054",870356
"4055",869018
"4056",867679
"4057",866343
"4058",865011
"4059",863679
"4060",862348
"4061",861019
"4062",859695
"4063",858371
"4064",857048
"4065",855727
"4066",854409
"4067",853093
"4068",851781
"4069",850468
"4070",849157
"4071",847848
"4072",846542
"4073",845237
"4074",843936
"4075",842635
"4076",841337
"4077",840039
"4078",838743
"4079",837451
"4080",836161
"4081",834872
"4082",833584
"4083",832298
"4084",831016
"4085",829735
"4086",828453
"4087",827176
"4088",825901
"4089",824627
"4090",823356
"4091",822085
"4092",820818
"4093",819551
"4094",818287
"4095",817023
"4096",815763
"4097",814503
"4098",813246
"4099",811990
"4100",810737
"4101",809486
"4102",808237
"4103",806990
"4104",805744
"4105",804500
"4106",803258
"4107",802018
"4108",800777
"4109",799542
"4110",798308
"4111",797073
"4112",795842
"4113",794612
"4114",793385
"4115",792159
"4116",790936
"4117",789713
"4118",788495
"4119",787276
"4120",786059
"4121",784845
"4122",783631
"4123",782421
"4124",781210
"4125",780003
"4126",778798
"4127",777594
"4128",776389
"4129",775191
"4130",773992
"4131",772794
"4132",771598
"4133",770406
"4134",769213
"4135",768025
"4136",766835
"4137",765649
"4138",764465
"4139",763284
"4140",762102
"4141",760924
"4142",759744
"4143",758569
"4144",757395
"4145",756222
"4146",755054
"4147",753884
"4148",752716
"4149",751552
"4150",750389
"4151",749225
"4152",748066
"4153",746907
"4154",745750
"4155",744597
"4156",743443
"4157",742290
"4158",741142
"4159",739994
"4160",738848
"4161",737703
"4162",736560
"4163",735418
"4164",734280
"4165",733141
"4166",732005
"4167",730869
"4168",729736
"4169",728607
"4170",727477
"4171",726349
"4172",725223
"4173",724100
"4174",722975
"4175",721854
"4176",720737
"4177",719618
"4178",718501
"4179",717388
"4180",716276
"4181",715165
"4182",714055
"4183",712947
"4184",711842
"4185",710736
"4186",709634
"4187",708531
"4188",707434
"4189",706335
"4190",705238
"4191",704144
"4192",703052
"4193",701961
"4194",700870
"4195",699782
"4196",698696
"4197",697610
"4198",696526
"4199",695445
"4200",694367
"4201",693288
"4202",692209
"4203",691135
"4204",690061
"4205",688991
"4206",687919
"4207",686851
"4208",685783
"4209",684718
"4210",683655
"4211",682590
"4212",681529
"4213",680472
"4214",679413
"4215",678358
"4216",677303
"4217",676250
"4218",675198
"4219",674150
"4220",673102
"4221",672055
"4222",671010
"4223",669964
"4224",668922
"4225",667883
"4226",666843
"4227",665807
"4228",664771
"4229",663736
"4230",662703
"4231",661672
"4232",660642
"4233",659615
"4234",658588
"4235",657564
"4236",656539
"4237",655518
"4238",654497
"4239",653478
"4240",652461
"4241",651446
"4242",650432
"4243",649419
"4244",648408
"4245",647397
"4246",646390
"4247",645382
"4248",644378
"4249",643374
"4250",642372
"4251",641370
"4252",640372
"4253",639373
"4254",638378
"4255",637383
"4256",636389
"4257",635398
"4258",634407
"4259",633418
"4260",632431
"4261",631445
"4262",630461
"4263",629477
"4264",628497
"4265",627517
"4266",626537
"4267",625561
"4268",624585
"4269",623611
"4270",622638
"4271",621667
"4272",620698
"4273",619729
"4274",618762
"4275",617797
"4276",616832
"4277",615871
"4278",614910
"4279",613949
"4280",612991
"4281",612034
"4282",611079
"4283",610126
"4284",609174
"4285",608222
"4286",607272
"4287",606325
"4288",605378
"4289",604433
"4290",603488
"4291",602546
"4292",601605
"4293",600664
"4294",599726
"4295",598789
"4296",597855
"4297",596920
"4298",595988
"4299",595056
"4300",594126
"4301",593198
"4302",592271
"4303",591346
"4304",590421
"4305",589499
"4306",588576
"4307",587657
"4308",586738
"4309",585820
"4310",584905
"4311",583990
"4312",583076
"4313",582165
"4314",581253
"4315",580345
"4316",579437
"4317",578531
"4318",577625
"4319",576722
"4320",575819
"4321",574918
"4322",574019
"4323",573120
"4324",572224
"4325",571328
"4326",570433
"4327",569541
"4328",568649
"4329",567759
"4330",566871
"4331",565983
"4332",565097
"4333",564211
"4334",563329
"4335",562446
"4336",561565
"4337",560685
"4338",559808
"4339",558931
"4340",558055
"4341",557180
"4342",556307
"4343",555435
"4344",554566
"4345",553696
"4346",552828
"4347",551962
"4348",551098
"4349",550233
"4350",549370
"4351",548509
"4352",547650
"4353",546791
"4354",545933
"4355",545078
"4356",544223
"4357",543370
"4358",542517
"4359",541666
"4360",540816
"4361",539968
"4362",539121
"4363",538276
"4364",537432
"4365",536587
"4366",535745
"4367",534906
"4368",534065
"4369",533227
"4370",532391
"4371",531556
"4372",530721
"4373",529887
"4374",529056
"4375",528224
"4376",527396
"4377",526568
"4378",525741
"4379",524914
"4380",524090
"4381",523268
"4382",522446
"4383",521625
"4384",520806
"4385",519988
"4386",519170
"4387",518354
"4388",517540
"4389",516726
"4390",515915
"4391",515104
"4392",514295
"4393",513486
"4394",512678
"4395",511873
"4396",511069
"4397",510264
"4398",509463
"4399",508661
"4400",507861
"4401",507062
"4402",506265
"4403",505469
"4404",504675
"4405",503880
"4406",503088
"4407",502297
"4408",501506
"4409",500717
"4410",499929
"4411",499143
"4412",498357
"4413",497573
"4414",496789
"4415",496007
"4416",495227
"4417",494447
"4418",493669
"4419",492892
"4420",492115
"4421",491340
"4422",490567
"4423",489794
"4424",489022
"4425",488252
"4426",487483
"4427",486716
"4428",485949
"4429",485183
"4430",484420
"4431",483656
"4432",482893
"4433",482133
"4434",481373
"4435",480615
"4436",479856
"4437",479099
"4438",478344
"4439",477590
"4440",476837
"4441",476085
"4442",475334
"4443",474585
"4444",473837
"4445",473089
"4446",472343
"4447",471598
"4448",470854
"4449",470112
"4450",469370
"4451",468630
"4452",467890
"4453",467152
"4454",466415
"4455",465679
"4456",464944
"4457",464210
"4458",463478
"4459",462746
"4460",462016
"4461",461286
"4462",460558
"4463",459831
"4464",459105
"4465",458380
"4466",457656
"4467",456933
"4468",456212
"4469",455491
"4470",454772
"4471",454053
"4472",453336
"4473",452620
"4474",451905
"4475",451191
"4476",450478
"4477",449766
"4478",449055
"4479",448346
"4480",447637
"4481",446929
"4482",446223
"4483",445518
"4484",444813
"4485",444110
"4486",443408
"4487",442707
"4488",442007
"4489",441308
"4490",440610
"4491",439913
"4492",439217
"4493",438522
"4494",437829
"4495",437136
"4496",436444
"4497",435754
"4498",435064
"4499",434376
"4500",433688
"4501",433002
"4502",432317
"4503",431632
"4504",430949
"4505",430267
"4506",429586
"4507",428906
"4508",428226
"4509",427548
"4510",426871
"4511",426195
"4512",425520
"4513",424846
"4514",424173
"4515",423502
"4516",422831
"4517",422161
"4518",421492
"4519",420824
"4520",420157
"4521",419491
"4522",418827
"4523",418163
"4524",417500
"4525",416838
"4526",416178
"4527",415518
"4528",414859
"4529",414201
"4530",413545
"4531",412889
"4532",412234
"4533",411580
"4534",410928
"4535",410276
"4536",409625
"4537",408975
"4538",408326
"4539",407679
"4540",407032
"4541",406386
"4542",405741
"4543",405097
"4544",404454
"4545",403812
"4546",403172
"4547",402532
"4548",401893
"4549",401255
"4550",400618
"4551",399982
"4552",399346
"4553",398712
"4554",398079
"4555",397447
"4556",396816
"4557",396185
"4558",395556
"4559",394928
"4560",394300
"4561",393674
"4562",393048
"4563",392424
"4564",391800
"4565",391178
"4566",390556
"4567",389935
"4568",389315
"4569",388697
"4570",388079
"4571",387462
"4572",386846
"4573",386231
"4574",385617
"4575",385003
"4576",384391
"4577",383780
"4578",383169
"4579",382560
"4580",381951
"4581",381344
"4582",380737
"4583",380131
"4584",379527
"4585",378923
"4586",378320
"4587",377718
"4588",377117
"4589",376516
"4590",375917
"4591",375319
"4592",374721
"4593",374125
"4594",373529
"4595",372934
"4596",372340
"4597",371747
"4598",371155
"4599",370564
"4600",369974
"4601",369385
"4602",368796
"4603",368209
"4604",367622
"4605",367037
"4606",366452
"4607",365868
"4608",365285
"4609",364703
"4610",364121
"4611",363541
"4612",362962
"4613",362383
"4614",361805
"4615",361228
"4616",360652
"4617",360077
"4618",359503
"4619",358930
"4620",358358
"4621",357786
"4622",357215
"4623",356646
"4624",356077
"4625",355509
"4626",354941
"4627",354375
"4628",353810
"4629",353245
"4630",352681
"4631",352118
"4632",351556
"4633",350995
"4634",350435
"4635",349876
"4636",349317
"4637",348759
"4638",348202
"4639",347646
"4640",347091
"4641",346537
"4642",345984
"4643",345431
"4644",344879
"4645",344328
"4646",343778
"4647",343229
"4648",342681
"4649",342133
"4650",341586
"4651",341041
"4652",340496
"4653",339951
"4654",339408
"4655",338866
"4656",338324
"4657",337783
"4658",337243
"4659",336704
"4660",336165
"4661",335628
"4662",335091
"4663",334555
"4664",334020
"4665",333486
"4666",332952
"4667",332420
"4668",331888
"4669",331357
"4670",330827
"4671",330298
"4672",329769
"4673",329241
"4674",328714
"4675",328188
"4676",327663
"4677",327138
"4678",326615
"4679",326092
"4680",325570
"4681",325049
"4682",324528
"4683",324008
"4684",323490
"4685",322971
"4686",322454
"4687",321938
"4688",321422
"4689",320907
"4690",320393
"4691",319880
"4692",319367
"4693",318855
"4694",318344
"4695",317834
"4696",317325
"4697",316816
"4698",316308
"4699",315801
"4700",315295
"4701",314790
"4702",314285
"4703",313781
"4704",313278
"4705",312775
"4706",312274
"4707",311773
"4708",311273
"4709",310774
"4710",310275
"4711",309777
"4712",309280
"4713",308784
"4714",308289
"4715",307794
"4716",307300
"4717",306807
"4718",306314
"4719",305823
"4720",305332
"4721",304842
"4722",304352
"4723",303864
"4724",303376
"4725",302889
"4726",302402
"4727",301916
"4728",301432
"4729",300947
"4730",300464
"4731",299981
"4732",299499
"4733",299018
"4734",298538
"4735",298058
"4736",297579
"4737",297101
"4738",296624
"4739",296147
"4740",295671
"4741",295196
"4742",294721
"4743",294247
"4744",293774
"4745",293302
"4746",292830
"4747",292359
"4748",291889
"4749",291420
"4750",290951
"4751",290483
"4752",290016
"4753",289549
"4754",289083
"4755",288618
"4756",288154
"4757",287690
"4758",287227
"4759",286765
"4760",286304
"4761",285843
"4762",285383
"4763",284923
"4764",284465
"4765",284007
"4766",283549
"4767",283093
"4768",282637
"4769",282182
"4770",281727
"4771",281274
"4772",280820
"4773",280368
"4774",279916
"4775",279466
"4776",279015
"4777",278566
"4778",278117
"4779",277669
"4780",277221
"4781",276774
"4782",276328
"4783",275883
"4784",275438
"4785",274994
"4786",274551
"4787",274108
"4788",273666
"4789",273225
"4790",272784
"4791",272344
"4792",271905
"4793",271467
"4794",271029
"4795",270592
"4796",270155
"4797",269719
"4798",269284
"4799",268850
"4800",268416
"4801",267983
"4802",267550
"4803",267118
"4804",266687
"4805",266257
"4806",265827
"4807",265398
"4808",264969
"4809",264541
"4810",264114
"4811",263688
"4812",263262
"4813",262837
"4814",262412
"4815",261988
"4816",261565
"4817",261142
"4818",260721
"4819",260299
"4820",259879
"4821",259459
"4822",259040
"4823",258621
"4824",258203
"4825",257786
"4826",257369
"4827",256953
"4828",256537
"4829",256123
"4830",255709
"4831",255295
"4832",254882
"4833",254470
"4834",254058
"4835",253648
"4836",253237
"4837",252828
"4838",252419
"4839",252010
"4840",251603
"4841",251195
"4842",250789
"4843",250383
"4844",249978
"4845",249573
"4846",249169
"4847",248766
"4848",248363
"4849",247961
"4850",247560
"4851",247159
"4852",246759
"4853",246359
"4854",245960
"4855",245562
"4856",245164
"4857",244767
"4858",244371
"4859",243975
"4860",243579
"4861",243185
"4862",242791
"4863",242397
"4864",242005
"4865",241612
"4866",241221
"4867",240830
"4868",240439
"4869",240050
"4870",239661
"4871",239272
"4872",238884
"4873",238497
"4874",238110
"4875",237724
"4876",237338
"4877",236953
"4878",236569
"4879",236185
"4880",235802
"4881",235420
"4882",235038
"4883",234656
"4884",234276
"4885",233895
"4886",233516
"4887",233137
"4888",232758
"4889",232381
"4890",232003
"4891",231627
"4892",231251
"4893",230875
"4894",230500
"4895",230126
"4896",229752
"4897",229379
"4898",229007
"4899",228636
"4900",228263
"4901",227892
"4902",227522
"4903",227153
"4904",226783
"4905",226415
"4906",226047
"4907",225680
"4908",225313
"4909",224947
"4910",224581
"4911",224216
"4912",223851
"4913",223488
"4914",223124
"4915",222761
"4916",222399
"4917",222037
"4918",221676
"4919",221316
"4920",220956
"4921",220596
"4922",220238
"4923",219879
"4924",219522
"4925",219164
"4926",218808
"4927",218452
"4928",218096
"4929",217741
"4930",217387
"4931",217033
"4932",216680
"4933",216327
"4934",215975
"4935",215623
"4936",215272
"4937",214921
"4938",214571
"4939",214222
"4940",213873
"4941",213525
"4942",213177
"4943",212830
"4944",212483
"4945",212137
"4946",211791
"4947",211446
"4948",211101
"4949",210757
"4950",210414
"4951",210071
"4952",209728
"4953",209387
"4954",209045
"4955",208704
"4956",208364
"4957",208024
"4958",207685
"4959",207346
"4960",207008
"4961",206671
"4962",206334
"4963",205997
"4964",205661
"4965",205325
"4966",204990
"4967",204656
"4968",204322
"4969",203989
"4970",203656
"4971",203323
"4972",202991
"4973",202660
"4974",202329
"4975",201999
"4976",201669
"4977",201340
"4978",201011
"4979",200683
"4980",200355
"4981",200028
"4982",199701
"4983",199375
"4984",199049
"4985",198724
"4986",198400
"4987",198075
"4988",197752
"4989",197429
"4990",197106
"4991",196784
"4992",196462
"4993",196141
"4994",195820
"4995",195500
"4996",195181
"4997",194862
"4998",194543
"4999",194225
"5000",193907
"5001",193590
"5002",193274
"5003",192957
"5004",192642
"5005",192327
"5006",192012
"5007",191698
"5008",191384
"5009",191071
"5010",190758
"5011",190446
"5012",190135
"5013",189823
"5014",189513
"5015",189203
"5016",188893
"5017",188584
"5018",188275
"5019",187967
"5020",187659
"5021",187351
"5022",187045
"5023",186738
"5024",186432
"5025",186127
"5026",185822
"5027",185518
"5028",185214
"5029",184910
"5030",184607
"5031",184305
"5032",184003
"5033",183701
"5034",183400
"5035",183100
"5036",182799
"5037",182500
"5038",182200
"5039",181902
"5040",181604
"5041",181306
"5042",181008
"5043",180712
"5044",180415
"5045",180119
"5046",179824
"5047",179529
"5048",179234
"5049",178940
"5050",178647
"5051",178353
"5052",178061
"5053",177769
"5054",177477
"5055",177186
"5056",176895
"5057",176604
"5058",176314
"5059",176025
"5060",175736
"5061",175447
"5062",175159
"5063",174872
"5064",174584
"5065",174298
"5066",174011
"5067",173726
"5068",173440
"5069",173155
"5070",172871
"5071",172587
"5072",172303
"5073",172020
"5074",171737
"5075",171455
"5076",171173
"5077",170892
"5078",170611
"5079",170330
"5080",170050
"5081",169771
"5082",169492
"5083",169213
"5084",168935
"5085",168657
"5086",168379
"5087",168102
"5088",167826
"5089",167550
"5090",167274
"5091",166999
"5092",166724
"5093",166450
"5094",166176
"5095",165902
"5096",165629
"5097",165357
"5098",165084
"5099",164813
"5100",164541
"5101",164270
"5102",164000
"5103",163730
"5104",163460
"5105",163191
"5106",162922
"5107",162654
"5108",162386
"5109",162119
"5110",161851
"5111",161585
"5112",161319
"5113",161053
"5114",160787
"5115",160522
"5116",160258
"5117",159994
"5118",159730
"5119",159467
"5120",159204
"5121",158941
"5122",158679
"5123",158418
"5124",158156
"5125",157896
"5126",157635
"5127",157375
"5128",157116
"5129",156856
"5130",156598
"5131",156339
"5132",156081
"5133",155824
"5134",155567
"5135",155310
"5136",155054
"5137",154798
"5138",154542
"5139",154287
"5140",154032
"5141",153778
"5142",153524
"5143",153271
"5144",153018
"5145",152765
"5146",152513
"5147",152261
"5148",152009
"5149",151758
"5150",151508
"5151",151257
"5152",151007
"5153",150758
"5154",150509
"5155",150260
"5156",150012
"5157",149764
"5158",149516
"5159",149269
"5160",149022
"5161",148776
"5162",148530
"5163",148284
"5164",148039
"5165",147794
"5166",147550
"5167",147306
"5168",147062
"5169",146819
"5170",146576
"5171",146334
"5172",146092
"5173",145850
"5174",145609
"5175",145368
"5176",145127
"5177",144887
"5178",144647
"5179",144408
"5180",144169
"5181",143930
"5182",143692
"5183",143454
"5184",143216
"5185",142979
"5186",142742
"5187",142506
"5188",142270
"5189",142034
"5190",141799
"5191",141564
"5192",141330
"5193",141096
"5194",140862
"5195",140628
"5196",140395
"5197",140163
"5198",139930
"5199",139698
"5200",139467
"5201",139236
"5202",139005
"5203",138774
"5204",138544
"5205",138315
"5206",138085
"5207",137856
"5208",137628
"5209",137399
"5210",137171
"5211",136944
"5212",136717
"5213",136490
"5214",136263
"5215",136037
"5216",135812
"5217",135586
"5218",135361
"5219",135137
"5220",134912
"5221",134688
"5222",134465
"5223",134242
"5224",134019
"5225",133796
"5226",133574
"5227",133352
"5228",133131
"5229",132910
"5230",132689
"5231",132468
"5232",132248
"5233",132029
"5234",131809
"5235",131590
"5236",131372
"5237",131153
"5238",130935
"5239",130718
"5240",130501
"5241",130284
"5242",130067
"5243",129851
"5244",129635
"5245",129419
"5246",129204
"5247",128989
"5248",128775
"5249",128561
"5250",128347
"5251",128133
"5252",127920
"5253",127707
"5254",127495
"5255",127283
"5256",127071
"5257",126860
"5258",126648
"5259",126438
"5260",126227
"5261",126017
"5262",125807
"5263",125598
"5264",125389
"5265",125180
"5266",124972
"5267",124764
"5268",124556
"5269",124348
"5270",124141
"5271",123934
"5272",123728
"5273",123522
"5274",123316
"5275",123111
"5276",122906
"5277",122701
"5278",122496
"5279",122292
"5280",122088
"5281",121885
"5282",121682
"5283",121479
"5284",121276
"5285",121074
"5286",120872
"5287",120671
"5288",120469
"5289",120269
"5290",120068
"5291",119868
"5292",119668
"5293",119468
"5294",119269
"5295",119070
"5296",118871
"5297",118673
"5298",118475
"5299",118277
"5300",118080
"5301",117883
"5302",117686
"5303",117489
"5304",117293
"5305",117097
"5306",116902
"5307",116707
"5308",116512
"5309",116317
"5310",116123
"5311",115929
"5312",115735
"5313",115542
"5314",115349
"5315",115156
"5316",114964
"5317",114772
"5318",114580
"5319",114389
"5320",114197
"5321",114007
"5322",113816
"5323",113626
"5324",113436
"5325",113246
"5326",113057
"5327",112868
"5328",112679
"5329",112491
"5330",112302
"5331",112115
"5332",111927
"5333",111740
"5334",111553
"5335",111366
"5336",111180
"5337",110994
"5338",110808
"5339",110623
"5340",110438
"5341",110253
"5342",110068
"5343",109884
"5344",109700
"5345",109516
"5346",109333
"5347",109150
"5348",108967
"5349",108785
"5350",108603
"5351",108421
"5352",108239
"5353",108058
"5354",107877
"5355",107696
"5356",107516
"5357",107335
"5358",107156
"5359",106976
"5360",106797
"5361",106618
"5362",106439
"5363",106261
"5364",106083
"5365",105905
"5366",105727
"5367",105550
"5368",105373
"5369",105196
"5370",105020
"5371",104844
"5372",104668
"5373",104492
"5374",104317
"5375",104142
"5376",103967
"5377",103793
"5378",103619
"5379",103445
"5380",103271
"5381",103098
"5382",102925
"5383",102752
"5384",102580
"5385",102407
"5386",102235
"5387",102064
"5388",101892
"5389",101721
"5390",101550
"5391",101380
"5392",101210
"5393",101040
"5394",100870
"5395",100700
"5396",100531
"5397",100362
"5398",100194
"5399",100025
"5400",99857
"5401",99689
"5402",99522
"5403",99355
"5404",99188
"5405",99021
"5406",98854
"5407",98688
"5408",98522
"5409",98357
"5410",98191
"5411",98026
"5412",97861
"5413",97696
"5414",97532
"5415",97368
"5416",97204
"5417",97041
"5418",96877
"5419",96714
"5420",96552
"5421",96389
"5422",96227
"5423",96065
"5424",95903
"5425",95742
"5426",95581
"5427",95420
"5428",95259
"5429",95099
"5430",94938
"5431",94779
"5432",94619
"5433",94460
"5434",94300
"5435",94142
"5436",93983
"5437",93825
"5438",93667
"5439",93509
"5440",93351
"5441",93194
"5442",93037
"5443",92880
"5444",92723
"5445",92567
"5446",92411
"5447",92255
"5448",92100
"5449",91944
"5450",91789
"5451",91634
"5452",91480
"5453",91326
"5454",91172
"5455",91018
"5456",90864
"5457",90711
"5458",90558
"5459",90405
"5460",90252
"5461",90100
"5462",89948
"5463",89796
"5464",89645
"5465",89493
"5466",89342
"5467",89191
"5468",89041
"5469",88890
"5470",88740
"5471",88591
"5472",88441
"5473",88291
"5474",88142
"5475",87993
"5476",87845
"5477",87696
"5478",87548
"5479",87400
"5480",87253
"5481",87105
"5482",86958
"5483",86811
"5484",86664
"5485",86518
"5486",86371
"5487",86225
"5488",86080
"5489",85934
"5490",85789
"5491",85644
"5492",85499
"5493",85354
"5494",85210
"5495",85066
"5496",84922
"5497",84778
"5498",84635
"5499",84491
"5500",84348
"5501",84206
"5502",84063
"5503",83921
"5504",83779
"5505",83637
"5506",83495
"5507",83354
"5508",83213
"5509",83072
"5510",82931
"5511",82791
"5512",82651
"5513",82511
"5514",82371
"5515",82231
"5516",82092
"5517",81953
"5518",81814
"5519",81675
"5520",81537
"5521",81399
"5522",81261
"5523",81123
"5524",80986
"5525",80848
"5526",80711
"5527",80574
"5528",80438
"5529",80301
"5530",80165
"5531",80029
"5532",79894
"5533",79758
"5534",79623
"5535",79488
"5536",79353
"5537",79218
"5538",79084
"5539",78950
"5540",78816
"5541",78682
"5542",78548
"5543",78415
"5544",78282
"5545",78149
"5546",78016
"5547",77884
"5548",77752
"5549",77620
"5550",77488
"5551",77356
"5552",77225
"5553",77094
"5554",76963
"5555",76832
"5556",76701
"5557",76571
"5558",76441
"5559",76311
"5560",76181
"5561",76052
"5562",75923
"5563",75794
"5564",75665
"5565",75536
"5566",75408
"5567",75279
"5568",75151
"5569",75024
