Species;population;N.ind;N.plots
Ferdinandusa elliptica;4,13E+07;139;72
Micropholis trunciflora;4,13E+07;109;60
Geissospermum urceolatum;4,13E+07;70;46
Virola multicostata;4,12E+07;119;63
Myracrodruon urundeuva;4,11E+07;105;7
Cordia sellowiana;4,11E+07;73;39
Neea bracteosa;4,08E+07;69;9
Peltogyne heterophylla;4,08E+07;57;4
Talisia sylvatica;4,07E+07;129;15
Phyllanthus elsiae;4,07E+07;306;1
Meriania urceolata;4,07E+07;64;12
Caraipa spuria;4,06E+07;34;5
Oxandra sphaerocarpa;4,05E+07;80;11
Dendropanax cuneatus;4,05E+07;109;34
Emmotum acuminatum;4,04E+07;93;34
Dipteryx alata;4,03E+07;98;38
Hirtella paniculata;4,02E+07;140;6
Erisma splendens;4,02E+07;92;26
Virola carinata;4,01E+07;79;31
Vismia macrophylla;4,00E+07;87;51
Parinari montana;4,00E+07;79;63
Protium rubrum;3,99E+07;122;43
Heisteria densifrons;3,99E+07;104;63
Dussia tessmannii;3,99E+07;111;69
Croton tricolor;3,99E+07;219;6
Isertia hypoleuca;3,98E+07;45;22
Parinari klugii;3,97E+07;102;37
Cordia sagotii;3,97E+07;172;69
Eschweilera juruensis;3,96E+07;113;40
Nectandra cissiflora;3,96E+07;94;41
Ormosia macrocalyx;3,96E+07;60;30
Spiranthera guianensis;3,94E+07;62;5
Enterolobium maximum;3,94E+07;175;43
Pera glabrata;3,94E+07;109;61
Chrysophyllum ucuquirana-branca;3,93E+07;127;57
Hymenolobium sericeum;3,93E+07;76;48
Pradosia caracasana;3,91E+07;86;8
Sterculia peruviana;3,90E+07;74;31
Poecilanthe parviflora;3,90E+07;23;8
Cordia scabrifolia;3,89E+07;216;58
Caraipa richardiana;3,87E+07;149;29
Astronium obliquum;3,87E+07;127;57
Stenostomum acreanum;3,86E+07;188;16
Xylopia barbata;3,86E+07;96;12
Banara nitida;3,85E+07;79;37
Neea ovalifolia;3,85E+07;104;58
Pourouma ferruginea;3,85E+07;49;28
Casearia ulmifolia;3,84E+07;161;74
Guatteria ucayalina;3,84E+07;163;59
Mezilaurus sprucei;3,84E+07;61;32
Platycarpum orinocense;3,83E+07;40;16
Terminalia ochroprumna ;3,83E+07;151;21
Senegalia loretensis;3,82E+07;120;37
Pouteria lucumifolia;3,82E+07;57;21
Couratari tenuicarpa;3,82E+07;81;14
Erythroxylum spruceanum;3,82E+07;188;11
Botryarrhena pendula;3,80E+07;93;45
Apeiba schomburgkii;3,79E+07;91;28
Croton palanostigma;3,79E+07;75;20
Lueheopsis rugosa;3,78E+07;108;51
Cynometra hostmanniana;3,78E+07;117;24
Iryanthera tessmannii;3,77E+07;90;25
Eperua bijuga;3,76E+07;161;34
Coussarea hirticalyx;3,76E+07;44;7
Heisteria laxiflora;3,76E+07;125;46
Hirtella hispidula;3,75E+07;76;45
Andira trifoliolata;3,75E+07;78;36
Duguetia calycina;3,74E+07;186;72
Haploclathra paniculata;3,73E+07;52;9
Ophiocaryon heterophyllum;3,73E+07;89;39
Alseis peruviana;3,72E+07;40;5
Simira cordifolia;3,71E+07;119;27
Terminalia guyanensis;3,71E+07;173;59
Guatteria modesta;3,70E+07;99;46
Ocotea neblinae;3,70E+07;46;24
Hymenolobium heterocarpum;3,70E+07;96;36
Chimarrhis barbata;3,70E+07;103;39
Guatteria dura;3,69E+07;52;13
Licania rodriguesii;3,68E+07;73;50
Heisteria spruceana;3,67E+07;66;40
Protium laxiflorum;3,66E+07;49;12
Cupania macrostylis;3,65E+07;71;32
Licaria brasiliensis;3,65E+07;425;68
Aniba burchellii;3,65E+07;158;52
Hymenopus sothersiae;3,64E+07;55;22
Astronium fraxinifolium;3,64E+07;80;17
Pagamea plicata;3,64E+07;65;9
Cecropia polystachya;3,63E+07;73;23
Glandonia macrocarpa;3,63E+07;57;17
Styrax guyanensis;3,62E+07;73;30
Inga gracilior;3,62E+07;62;19
Platymiscium stipulare;3,62E+07;86;44
Inga obidensis;3,62E+07;61;29
Aniba riparia;3,62E+07;114;41
Ruizterania cassiquiarensis;3,61E+07;68;28
Perebea angustifolia;3,61E+07;85;49
Eugenia omissa;3,60E+07;276;78
Vataireopsis iglesiasii;3,59E+07;68;16
Nectandra longifolia;3,59E+07;106;37
Jacaranda macrocarpa;3,59E+07;85;34
Couepia bernardii;3,59E+07;88;10
Pradosia mutisii;3,58E+07;47;4
Mezilaurus synandra;3,58E+07;69;35
Chrysochlamys membranacea;3,57E+07;161;38
Cordia iguaguana;3,56E+07;43;4
Esenbeckia amazonica;3,55E+07;92;32
Piptadenia viridiflora;3,54E+07;78;6
Myriocarpa stipitata;3,53E+07;63;6
Ocotea minor;3,53E+07;42;25
Siparuna poeppigii;3,53E+07;177;58
Coussarea paniculata;3,53E+07;125;31
Micropholis resinifera;3,53E+07;321;49
Diospyros tetrandra;3,52E+07;244;13
Mouriri collocarpa;3,51E+07;282;81
Poeppigia procera;3,50E+07;36;9
Humiriastrum excelsum;3,50E+07;92;37
Hymenopus prismatocarpus;3,50E+07;53;32
Vochysia obidensis;3,49E+07;86;21
Cedrela fissilis;3,49E+07;121;48
Diospyros carbonaria;3,48E+07;116;58
Couepia ulei;3,47E+07;55;32
Talisia coriacea;3,47E+07;30;11
Calophyllum longifolium;3,46E+07;81;16
Licania mollis;3,46E+07;83;22
Annona ambotay;3,46E+07;132;67
Pouteria ucuqui;3,46E+07;49;19
Catostemma sclerophyllum;3,45E+07;214;15
Duguetia uniflora;3,45E+07;130;10
Cynophalla flexuosa;3,45E+07;50;10
Tetrastylidium peruvianum;3,45E+07;90;35
Duckesia verrucosa;3,45E+07;151;56
Amanoa gracillima;3,45E+07;71;3
Antonia ovata;3,45E+07;155;39
Terminalia suaveolens;3,44E+07;64;6
Dulacia guianensis;3,44E+07;95;61
Aniba parviflora;3,43E+07;205;80
Hymenopus arachnoideus;3,43E+07;81;34
Chimarrhis gentryana;3,43E+07;46;21
Ormosia coccinea;3,42E+07;117;51
Moronobea coccinea;3,42E+07;173;60
Byrsonima incarnata;3,42E+07;91;25
Couroupita subsessilis;3,41E+07;51;23
Inga sapindoides;3,41E+07;79;41
Guapira opposita;3,41E+07;57;20
Chamaecrista apoucouita;3,41E+07;190;19
Terminalia congesta;3,40E+07;112;74
Triplaris poeppigiana;3,40E+07;113;24
Zanthoxylum compactum;3,39E+07;65;33
Vouacapoua macropetala;3,39E+07;285;3
Protium prancei;3,39E+07;81;44
Inga neblinensis;3,38E+07;32;2
Annona neoinsignis;3,38E+07;86;56
Capparidastrum coimbranum;3,38E+07;52;2
Pradosia ptychandra;3,38E+07;267;76
Croton urucurana;3,37E+07;36;5
Sloanea synandra;3,37E+07;108;73
Wittmackanthus stanleyanus;3,37E+07;160;33
Mouriri guianensis;3,37E+07;107;24
Byrsonima stipulacea;3,37E+07;318;55
Caraipa savannarum;3,36E+07;37;3
Posoqueria latifolia;3,36E+07;255;82
Elvasia canescens;3,36E+07;73;3
Miconia mirabilis;3,35E+07;268;36
Caraipa valioi;3,35E+07;55;8
Alibertia edulis;3,34E+07;130;33
Vochysia divergens;3,34E+07;122;32
Inga spectabilis;3,34E+07;139;39
Swartzia leptopetala;3,34E+07;109;40
Pouteria melanopoda;3,34E+07;255;63
Galipea jasminiflora;3,33E+07;32;8
Vantanea macrocarpa;3,33E+07;138;68
Bowdichia nitida;3,32E+07;164;45
Licaria armeniaca;3,32E+07;82;24
Platypodium elegans;3,32E+07;106;31
Quiina negrensis;3,32E+07;73;41
Lonchocarpus nicou;3,32E+07;147;7
Abarema mataybifolia;3,31E+07;195;81
Humiriastrum cuspidatum;3,30E+07;69;25
Ficus paraensis;3,30E+07;83;41
Tachigali eriopetala;3,29E+07;62;22
Aniba puchury-minor;3,29E+07;154;40
Bowdichia virgilioides;3,29E+07;62;20
Elaeoluma schomburgkiana;3,29E+07;55;19
Sweetia fruticosa;3,29E+07;61;14
Actinostemon amazonicus;3,28E+07;53;6
Licania stewardii;3,28E+07;80;7
Pseudima frutescens;3,28E+07;59;31
Caryodendron orinocense;3,28E+07;182;47
Sloanea fragrans;3,28E+07;131;38
Miconia dispar;3,28E+07;94;42
Vitex calothyrsa;3,28E+07;43;4
Ormosia grossa;3,27E+07;61;29
Quiina rhytidopus;3,27E+07;45;15
Recordoxylon speciosum;3,27E+07;63;17
Vismia japurensis;3,26E+07;75;28
Malouetia lata;3,25E+07;240;21
Inga brachyrhachis;3,25E+07;93;35
Stryphnodendron racemiferum;3,24E+07;96;64
Aniba citrifolia;3,24E+07;127;53
Zygia ampla;3,24E+07;110;10
Talisia hexaphylla;3,23E+07;170;72
Ocotea rhodophylla;3,23E+07;78;38
Mabea occidentalis;3,23E+07;82;20
Platonia insignis;3,22E+07;134;65
Monopteryx inpae;3,21E+07;148;39
Caryocar gracile;3,21E+07;66;19
Chrysophyllum sparsiflorum;3,21E+07;79;42
Jacaranda obtusifolia;3,20E+07;118;43
Bathysa bathysoides;3,20E+07;81;5
Trema micrantha;3,20E+07;69;36
Allophylus divaricatus;3,20E+07;56;23
Guarea humaitensis;3,19E+07;145;60
Palicourea guianensis;3,19E+07;187;45
Parkia discolor;3,19E+07;116;31
Gaulettia racemosa;3,18E+07;69;25
Vochysia lomatophylla;3,17E+07;84;34
Dacryodes roraimensis;3,17E+07;55;18
Eugenia punicifolia;3,16E+07;145;11
Caraipa llanorum;3,15E+07;159;8
Ceiba chodatii;3,15E+07;47;21
Ternstroemia klugiana;3,15E+07;132;10
Touroulia guianensis;3,15E+07;265;79
Geissanthus ambigua;3,14E+07;54;14
Unonopsis stipitata;3,14E+07;88;47
Manilkara cavalcantei;3,13E+07;81;34
Miconia bubalina;3,12E+07;84;18
Tachigali alba;3,12E+07;339;68
Duguetia lucida;3,11E+07;64;12
Chrysophyllum bombycinum;3,11E+07;80;31
Byrsonima cydoniifolia;3,10E+07;54;6
Diclinanona tessmannii;3,09E+07;85;25
Licania niloi;3,09E+07;62;40
Endlicheria bracteolata;3,08E+07;108;25
Limadendron hostmannii;3,08E+07;197;17
Hymenopus laevigatus;3,07E+07;78;41
Senna silvestris;3,07E+07;71;29
Virola marleneae;3,07E+07;54;12
Aspidosperma araracanga;3,07E+07;50;26
Neocouma ternstroemiacea;3,07E+07;49;14
Emmotum fagifolium;3,06E+07;134;42
Parinari parilis;3,06E+07;58;35
Mezilaurus duckei;3,05E+07;266;78
Perebea tessmannii;3,05E+07;78;42
Laetia suaveolens;3,04E+07;142;14
Gustavia elliptica;3,04E+07;116;41
Ferdinandusa loretensis;3,04E+07;72;32
Zygia lathetica;3,04E+07;57;16
Inga tenuistipula;3,03E+07;85;43
Clathrotropis brunnea;3,03E+07;81;6
Rhamnidium elaeocarpum;3,03E+07;71;26
Vitex compressa;3,03E+07;57;9
Dulacia candida;3,03E+07;259;90
Salacia impressifolia;3,02E+07;48;26
Hymenopus reticulatus;3,02E+07;83;36
Licaria martiniana;3,02E+07;84;45
Corythophora rimosa;3,02E+07;148;57
Couepia chrysocalyx;3,02E+07;67;29
Swartzia canescens;3,01E+07;96;35
Sterculia kayae;3,00E+07;142;40
Licaria triandra;3,00E+07;61;27
Ormosia discolor;3,00E+07;59;23
Pouteria stipulifera;2,99E+07;38;18
Drypetes fanshawei;2,99E+07;175;51
Mouriri sagotiana;2,98E+07;134;33
Pouteria platyphylla;2,98E+07;112;70
Curatella americana;2,97E+07;108;16
Diospyros santaremnensis;2,97E+07;199;11
Aniba cylindriflora;2,97E+07;62;19
Coussapoa orthoneura;2,97E+07;112;63
Swartzia jenmanii;2,97E+07;158;14
Senegalia multipinnata;2,97E+07;56;36
Terminalia fagifolia;2,96E+07;26;1
Inga vismiifolia;2,95E+07;106;39
Tachigali amplifolia;2,95E+07;65;20
Swartzia lamellata;2,94E+07;69;31
Ixora peruviana;2,93E+07;61;22
Marila laxiflora;2,92E+07;136;30
Terminalia corrugata;2,91E+07;81;47
Tachigali physophora;2,91E+07;31;8
Inga melinonis;2,91E+07;104;51
Annona montana;2,91E+07;55;33
Sloanea brevipes;2,90E+07;77;55
Ormosia grandiflora;2,90E+07;43;23
Aniba kappleri;2,89E+07;74;31
Lacistema grandifolium;2,89E+07;193;53
Cariniana domestica;2,88E+07;29;11
Marlierea schomburgkiana;2,87E+07;159;25
Swietenia macrophylla;2,85E+07;41;20
Calyptranthes spruceana;2,85E+07;74;9
Pleurothyrium parviflorum;2,85E+07;81;38
Toulicia reticulata;2,84E+07;41;16
Sloanea nitida;2,83E+07;58;31
Endlicheria sericea;2,83E+07;65;27
Inga alata;2,83E+07;113;36
Paypayrola longifolia;2,83E+07;127;35
Roucheria calophylla;2,82E+07;45;19
Catostemma altsonii;2,82E+07;188;3
Swartzia oblanceolata;2,82E+07;153;55
Heterostemon ellipticus;2,82E+07;45;10
Virola schultesii;2,82E+07;28;2
Croton smithianus;2,81E+07;80;23
Laetia cupulata;2,81E+07;60;20
Duroia micrantha;2,81E+07;144;17
Tovomita acutiflora;2,80E+07;32;10
Dendropanax macropodus;2,80E+07;47;14
Eugenia stylaris;2,79E+07;32;7
Vochysia biloba;2,79E+07;79;23
Panopsis sessilifolia;2,78E+07;74;19
Lacmellea gracilis;2,78E+07;58;32
Zanthoxylum ekmanii;2,78E+07;45;24
Bellucia dichotoma;2,77E+07;113;25
Cordia lomatoloba;2,77E+07;92;46
Mouriri sideroxylon;2,77E+07;41;10
Inga umbratica;2,76E+07;131;53
Sloanea sinemariensis;2,75E+07;113;33
Handroanthus heptaphyllus;2,75E+07;77;5
Miconia elata;2,74E+07;135;42
Talisia cupularis;2,74E+07;27;21
Sterculia duckei;2,73E+07;136;63
Vochysia grandis;2,73E+07;56;28
Leptobalanus emarginata;2,73E+07;53;20
Semaphyllanthe obovata;2,73E+07;50;18
Parinari sprucei;2,73E+07;63;24
Xylopia plowmanii;2,72E+07;58;4
Pachira paraensis;2,72E+07;66;28
Syagrus inajai;2,72E+07;44;13
Zygia coccinea;2,72E+07;82;22
Leptobalanus gardneri;2,71E+07;72;12
Eugenia ochrophloea;2,71E+07;49;16
Inga sertulifera;2,70E+07;111;71
Erythroxylum havanense;2,70E+07;44;7
Parkia decussata;2,69E+07;110;59
Anisophyllea manausensis;2,68E+07;109;58
Mouriri huberi;2,68E+07;88;61
Tachigali ptychophysca;2,68E+07;54;10
Tachigali vasquezii;2,68E+07;54;11
Quararibea turbinata;2,67E+07;18;2
Vitex orinocensis;2,66E+07;59;34
Neea verticillata;2,66E+07;52;25
Caraipa heterocarpa;2,66E+07;43;17
Aniba taubertiana;2,65E+07;92;61
Casearia uleana;2,64E+07;96;15
Moquilea minutiflora;2,64E+07;167;32
Quiina amazonica;2,64E+07;85;53
Xylopia uniflora;2,64E+07;34;3
Erythroxylum citrifolium;2,64E+07;69;36
Ficus coerulescens;2,63E+07;68;33
Ocotea marmellensis;2,63E+07;36;8
Varronia multispicata;2,63E+07;58;7
Iryanthera grandis;2,63E+07;96;25
Schefflera decaphylla;2,63E+07;176;74
Micropholis cylindrocarpa;2,62E+07;100;56
Marlierea montana;2,62E+07;166;14
Byrsonima laevigata;2,62E+07;42;22
Cavanillesia umbellata;2,62E+07;39;17
Quiina obovata;2,62E+07;72;54
Haydenia urbaniana;2,61E+07;80;32
Calyptranthes forsteri;2,60E+07;41;21
Sloanea schomburgkii;2,60E+07;43;33
Micropholis madeirensis;2,60E+07;54;28
Parinari parvifolia;2,60E+07;54;29
Homalium guianense;2,59E+07;56;21
Oxandra euneura;2,59E+07;76;19
Alchornea grandiflora;2,59E+07;24;1
Diclinanona calycina;2,59E+07;53;37
Calyptranthes lucida;2,58E+07;47;7
Trymatococcus oligandrus;2,58E+07;163;65
Eschweilera apiculata;2,57E+07;193;72
Duguetia trunciflora;2,57E+07;104;21
Leptobalanus granvillei;2,57E+07;135;33
Senegalia tenuifolia;2,57E+07;59;19
Guatteria elata;2,57E+07;68;32
Tabernaemontana markgrafiana;2,56E+07;28;8
Eugenia lambertiana;2,56E+07;79;39
Iryanthera olacoides;2,56E+07;145;21
Gaulettia elata;2,55E+07;65;42
Virola obovata;2,55E+07;157;37
Vochysia venulosa;2,55E+07;97;16
Endlicheria macrophylla;2,55E+07;52;21
Henriettea fascicularis;2,55E+07;26;11
Siparuna glycycarpa;2,55E+07;254;45
Amburana acreana;2,55E+07;53;15
Ruizterania trichanthera;2,54E+07;66;22
Aspidosperma multiflorum;2,54E+07;66;12
Glandonia williamsii;2,54E+07;45;10
Senegalia riparia;2,53E+07;37;17
Parahancornia peruviana;2,52E+07;65;29
Gaulettia canomensis;2,51E+07;215;55
Drypetes gentryi;2,49E+07;76;23
Macrolobium pendulum;2,49E+07;155;26
Ocotea camphoromoea;2,49E+07;77;24
Dendrobangia multinervia;2,49E+07;59;41
Miconia ruficalyx;2,49E+07;57;14
Nectandra turbacensis;2,49E+07;100;23
Matayba spruceana;2,48E+07;21;5
Mouriri trunciflora;2,48E+07;31;20
Ficus amazonica;2,48E+07;20;17
Quararibea amazonica;2,48E+07;85;12
Hymenolobium petraeum;2,47E+07;247;64
Protium gallicum;2,47E+07;276;41
Oenocarpus minor;2,47E+07;33;13
Croton trombetensis;2,47E+07;1076;34
Aspidosperma darienense;2,47E+07;102;14
Dilodendron bipinnatum;2,47E+07;63;11
Ocotea petalanthera;2,47E+07;168;58
Leptobalanus parvifolius;2,47E+07;28;7
Pseudobombax septenatum;2,46E+07;73;27
Erisma bracteosum;2,46E+07;52;25
Heisteria coccinea;2,45E+07;52;13
Zanthoxylum riedelianum;2,44E+07;91;34
Ferdinandusa guainiae;2,44E+07;66;16
Myrcia tomentosa;2,44E+07;166;19
Hieronyma duquei;2,44E+07;43;4
Licania cuprea;2,44E+07;120;11
Ilex nayana;2,43E+07;41;11
Miconia gratissima;2,43E+07;198;31
Cecropia purpurascens;2,43E+07;72;31
Allophylus latifolius;2,42E+07;43;25
Prunus myrtifolia;2,42E+07;73;26
Pleurothyrium poeppigii;2,42E+07;79;32
Rinorea falcata;2,41E+07;48;18
Sterigmapetalum guianense;2,41E+07;41;20
Swartzia jorori;2,41E+07;71;23
Guatteria glaberrima;2,41E+07;123;41
Pourouma herrerensis;2,40E+07;48;25
Ephedranthus guianensis;2,39E+07;59;20
Chromolucuma rubriflora;2,38E+07;48;22
Swartzia brachyrachis;2,38E+07;95;60
Dalbergia inundata;2,38E+07;47;8
Geissospermum reticulatum;2,38E+07;40;17
Abarema floribunda;2,37E+07;37;19
Pradosia cochlearia;2,37E+07;171;73
Protium balsamiferum;2,37E+07;17;2
Faramea torquata;2,37E+07;50;33
Calyptranthes multiflora;2,36E+07;42;13
Cecropia angulata;2,36E+07;66;8
Licaria aurea;2,36E+07;64;36
Tacarcuna amanoifolia;2,36E+07;30;4
Melicoccus oliviformis;2,36E+07;59;15
Chimarrhis duckeana;2,36E+07;39;22
Endlicheria krukovii;2,36E+07;63;41
Capparidastrum petiolare;2,35E+07;31;6
Combretum laxum;2,34E+07;70;30
Ferdinandusa paraensis;2,33E+07;68;40
Calliandra trinervia;2,33E+07;74;30
Faramea capillipes;2,33E+07;29;22
Ilex divaricata;2,32E+07;101;8
Swartzia cupavenensis;2,32E+07;42;6
Pseudoxandra leiophylla;2,32E+07;59;26
Tovomita brevistaminea;2,32E+07;101;45
Chamaecrista negrensis;2,32E+07;71;14
Miconia tomentosa;2,31E+07;62;21
Maytenus myrsinoides;2,31E+07;80;44
Muellera denudata;2,30E+07;29;13
Ormosia costulata;2,30E+07;106;41
Dialypetalanthus fuscescens;2,30E+07;51;22
Vismia baccifera;2,29E+07;59;26
Ouratea spruceana;2,29E+07;184;8
Alchornea fluviatilis;2,29E+07;62;14
Pouteria cayennensis;2,28E+07;102;31
Socratea rostrata;2,28E+07;226;7
Bactris gasipaes;2,28E+07;40;23
Eugenia patens;2,28E+07;67;42
Simaba obovata;2,28E+07;87;7
Paypayrola guianensis;2,28E+07;90;18
Mouriri uncitheca;2,27E+07;20;3
Parkia ulei;2,27E+07;153;75
Lacmellea ramosissima;2,27E+07;57;19
Terminalia argentea;2,27E+07;51;23
Corythophora labriculata;2,26E+07;94;15
Inga striata;2,26E+07;60;15
Pouteria nemorosa;2,26E+07;36;12
Ficus pertusa;2,25E+07;64;29
Campomanesia aromatica;2,25E+07;48;20
Marlierea spruceana;2,24E+07;64;24
Poraqueiba sericea;2,24E+07;39;25
Piper demeraranum;2,24E+07;62;4
Duroia petiolaris;2,24E+07;47;9
Endlicheria ruforamula;2,23E+07;44;22
Eschweilera eperuetorum;2,23E+07;133;29
Byrsonima aerugo;2,23E+07;131;42
Pourouma velutina;2,23E+07;82;36
Pouteria pallens;2,22E+07;58;33
Cybianthus reticulatus;2,21E+07;37;5
Duguetia lepidota;2,21E+07;72;5
Duguetia argentea;2,21E+07;25;13
Miconia lepidota;2,21E+07;58;24
Miconia cuspidata;2,21E+07;88;16
Talisia macrophylla;2,21E+07;38;30
Handroanthus uleanus;2,21E+07;35;4
Elvasia calophyllea;2,20E+07;104;3
Swartzia flaemingii;2,20E+07;40;17
Duroia gransabanensis;2,20E+07;31;12
Zanthoxylum sprucei;2,20E+07;57;33
Kutchubaea insignis;2,19E+07;41;30
Tovomita eggersii;2,19E+07;60;17
Albizia subdimidiata;2,19E+07;45;15
Pentagonia spathicalyx;2,19E+07;74;18
Roucheria schomburgkii;2,18E+07;45;21
Parahancornia oblonga;2,18E+07;28;13
Erythrina fusca;2,18E+07;41;7
Esenbeckia almawillia;2,17E+07;22;1
Duguetia cauliflora;2,17E+07;47;35
Swartzia oraria;2,17E+07;46;28
Manilkara paraensis;2,16E+07;79;32
Inga coruscans;2,16E+07;86;46
Hydrochorea gonggrijpii;2,16E+07;142;9
Miconia affinis;2,16E+07;80;42
Marlierea umbraticola;2,15E+07;287;69
Helicostylis turbinata;2,15E+07;44;28
Sloanea parviflora;2,15E+07;45;18
Tovomita caloneura;2,15E+07;47;19
Luehea paniculata;2,15E+07;60;10
Clusia hammeliana;2,15E+07;32;2
Matisia bicolor;2,14E+07;73;21
Inga tessmannii;2,14E+07;50;28
Vochysia mapirensis;2,13E+07;64;8
Hymenolobium flavum;2,13E+07;135;48
Diploon cuspidatum;2,13E+07;85;44
Aspidosperma pichonianum;2,12E+07;20;8
Inga pilosula;2,12E+07;67;35
Kutchubaea sericantha;2,12E+07;76;33
Micropholis macrophylla;2,12E+07;36;13
Pachira duckei;2,12E+07;41;11
Herrania mariae;2,11E+07;48;13
Couepia caryophylloides;2,11E+07;156;61
Astronium ulei;2,11E+07;103;38
Guatteria insculpta;2,10E+07;41;16
Coussapoa nitida;2,10E+07;32;12
Qualea ingens;2,10E+07;43;16
Leptobalanus persaudii;2,10E+07;93;14
Pachira punga-schunkei;2,10E+07;203;24
Bocageopsis pleiosperma;2,10E+07;49;27
Lorostemon bombaciflorum;2,09E+07;42;11
Handroanthus capitatus;2,09E+07;55;37
Cordia fallax;2,09E+07;31;15
Chrysochlamys weberbaueri;2,09E+07;58;19
Dacryodes negrensis;2,09E+07;32;9
Qualea grandiflora;2,08E+07;62;6
Ferdinandusa goudotiana;2,08E+07;31;11
Esenbeckia grandiflora;2,07E+07;21;1
Quiina indigofera;2,07E+07;117;16
Chamaecrista xinguensis;2,07E+07;60;16
Hernandia guianensis;2,07E+07;84;30
Licaria macrophylla;2,07E+07;33;22
Zygia glomerata;2,07E+07;55;5
Parinari rodolphii;2,06E+07;93;51
Macrocnemum roseum;2,06E+07;81;25
Jacaranda glabra;2,05E+07;45;8
Guatteria duckeana;2,05E+07;29;15
Anaxagorea acuminata;2,04E+07;158;38
Miconia ampla;2,04E+07;26;10
Vataireopsis speciosa;2,04E+07;87;31
Pseudomonotes tropenbosii;2,04E+07;80;5
Acioa edulis;2,03E+07;32;9
Qualea mori-boomii;2,03E+07;86;21
Dacryodes cuspidata;2,03E+07;76;42
Ephedranthus parviflorus;2,03E+07;83;7
Pouteria grandiflora;2,03E+07;40;10
Spondias globosa;2,03E+07;56;22
Hirtella obidensis;2,03E+07;105;37
Salacia gigantea;2,03E+07;43;20
Allophylus glabratus;2,02E+07;125;49
Huertea glandulosa;2,02E+07;93;40
Allantoma pluriflora;2,01E+07;40;21
Dipteryx micrantha;2,01E+07;53;40
Allophylus paniculatus;2,01E+07;57;18
Mouriri crassifolia;2,00E+07;129;60
Trattinnickia peruviana;2,00E+07;64;46
Matisia obliquifolia;2,00E+07;262;34
Dimorphandra parviflora;2,00E+07;66;31
Tovomita spruceana;2,00E+07;80;14
Talisia longifolia;1,99E+07;86;34
Perebea rubra;1,99E+07;29;22
Cordia laevifrons;1,99E+07;99;26
Sapium laurifolium;1,99E+07;54;28
Ferdinandusa uaupensis;1,99E+07;29;16
Guatteria hirsuta;1,98E+07;63;24
Remijia ulei;1,98E+07;36;7
Pterygota amazonica;1,97E+07;63;22
Moquilea sclerophylla;1,97E+07;39;26
Myrcia rufipila;1,97E+07;25;18
Hirtella eriandra;1,97E+07;77;31
Tovomitidium speciosum;1,96E+07;152;45
Remijia pacimonica;1,96E+07;29;7
Inga chrysantha;1,96E+07;17;12
Pleradenophora membranifolia;1,95E+07;39;3
Hebepetalum neblinae;1,95E+07;31;12
Licania ovalifolia;1,95E+07;84;34
Eperua schomburgkiana;1,95E+07;71;12
Aniba rosiodora;1,94E+07;65;40
Ouratea castaneifolia;1,94E+07;79;36
Xylopia cuspidata;1,94E+07;59;12
Coccoloba ovata;1,94E+07;31;9
Micropholis caudata;1,93E+07;198;45
Duroia longiflora;1,93E+07;132;46
Inga velutina;1,93E+07;74;43
Inga microcalyx;1,92E+07;277;54
Annona edulis;1,92E+07;81;39
Guianodendron praeclarum;1,92E+07;77;9
Stryphnodendron rotundifolium;1,92E+07;181;58
Moquilea macrocarpa;1,92E+07;50;28
Tabernaemontana muricata;1,92E+07;193;33
Matisia lomensis;1,91E+07;101;22
Sloanea spathulata;1,91E+07;85;25
Trattinnickia demerarae;1,91E+07;79;33
Vochysia surinamensis;1,91E+07;64;17
Swartzia myrtifolia;1,91E+07;72;31
Myrcia paivae;1,90E+07;102;44
Duroia maguirei;1,90E+07;32;13
Dendropanax tessmannii;1,90E+07;28;6
Parahancornia negroensis;1,89E+07;37;5
Naucleopsis macrophylla;1,89E+07;55;31
Cordia lutea;1,89E+07;41;9
Ilex affinis;1,88E+07;17;5
Alseis reticulata;1,88E+07;27;4
Inga acicularis;1,88E+07;55;26
Syagrus orinocensis;1,88E+07;27;4
Couratari tauari;1,88E+07;70;36
Cyrillopsis paraensis;1,87E+07;71;30
Dimorphandra conjugata;1,86E+07;52;1
Elaeoluma nuda;1,86E+07;64;37
Nectandra reticulata;1,86E+07;42;23
Pouteria speciosa;1,86E+07;123;16
Endlicheria bracteata;1,86E+07;41;26
Mezilaurus lindaviana;1,86E+07;141;24
Miconia ceramicarpa;1,85E+07;311;13
Matisia idroboi;1,85E+07;72;17
Onychopetalum periquino;1,85E+07;24;14
Sterculia killipiana;1,85E+07;45;21
Hirtella schultesii;1,85E+07;32;7
Couratari oblongifolia;1,85E+07;92;45
Ocotea pauciflora;1,85E+07;40;16
Virola loretensis;1,85E+07;51;19
Centrolobium paraense;1,84E+07;37;10
Colubrina glandulosa;1,84E+07;21;11
Byrsonima spicata;1,84E+07;40;8
Coccoloba latifolia;1,84E+07;59;24
Martiodendron parviflorum;1,84E+07;53;31
Licania majuscula;1,83E+07;109;39
Banara guianensis;1,83E+07;61;33
Duckeodendron cestroides;1,83E+07;106;67
Cariniana ianeirensis;1,83E+07;26;6
Lecythis gracieana;1,82E+07;79;50
Pourouma cuspidata;1,82E+07;29;19
Ormosia nobilis;1,81E+07;41;30
Ladenbergia oblongifolia;1,81E+07;50;20
Parkia gigantocarpa;1,81E+07;36;28
Unonopsis spectabilis;1,81E+07;56;28
