Species;population;N.ind;N.plots
Ocotea schomburgkiana;1,13E+08;497;38
Micropholis casiquiarensis;1,13E+08;224;87
Inga punctata;1,13E+08;436;124
Terminalia parvifolia;1,13E+08;301;172
Terminalia macrophylla;1,13E+08;188;87
Siphoneugena occidentalis;1,13E+08;222;3
Humiria balsamifera;1,13E+08;318;76
Brownea coccinea;1,12E+08;307;52
Swartzia ulei;1,12E+08;307;43
Agonandra brasiliensis;1,12E+08;323;129
Hebepetalum humiriifolium;1,12E+08;538;187
Virola duckei;1,12E+08;391;111
Combretum leprosum;1,12E+08;225;8
Simaba guianensis;1,12E+08;307;105
Virola mollissima;1,12E+08;287;137
Sextonia rubra;1,11E+08;448;192
Aspidosperma carapanauba;1,11E+08;275;101
Zanthoxylum rhoifolium;1,11E+08;196;74
Genipa americana;1,11E+08;263;93
Maclura tinctoria;1,11E+08;229;41
Byrsonima japurensis;1,10E+08;244;48
Matayba elaeagnoides;1,10E+08;81;3
Pouteria petiolata;1,10E+08;750;107
Vitex triflora;1,10E+08;362;162
Inga auristellae;1,09E+08;459;119
Chamaecrista adiantifolia;1,09E+08;251;31
Roupala montana;1,08E+08;781;78
Sterculia apetala;1,08E+08;266;115
Matayba opaca;1,08E+08;617;44
Duguetia pycnastera;1,08E+08;328;72
Sloanea latifolia;1,08E+08;245;91
Cedrela odorata;1,07E+08;231;145
Dacryodes peruviana;1,07E+08;318;77
Ecclinusa ramiflora;1,07E+08;616;115
Duguetia echinophora;1,06E+08;985;109
Pouteria egregia;1,06E+08;460;78
Schizolobium parahyba;1,06E+08;157;62
Jacaratia digitata;1,06E+08;329;110
Eriotheca globosa;1,06E+08;386;172
Sloanea robusta;1,06E+08;299;32
Ocotea porosa;1,05E+08;75;2
Peltogyne excelsa;1,05E+08;201;63
Coccoloba mollis;1,05E+08;215;91
Paramachaerium ormosioides;1,05E+08;376;53
Inga grandiflora;1,05E+08;140;87
Platycarpum egleri;1,05E+08;183;7
Vantanea parviflora;1,04E+08;696;215
Dendropanax arboreus;1,04E+08;286;94
Swartzia panacoco;1,04E+08;404;127
Ocotea cymbarum;1,04E+08;258;69
Vismia guianensis;1,03E+08;355;76
Emmotum floribundum;1,03E+08;216;25
Inga gracilifolia;1,03E+08;332;173
Pouteria eugeniifolia;1,03E+08;923;206
Pouteria ambelaniifolia;1,03E+08;293;123
Neea divaricata;1,03E+08;225;76
Cassipourea guianensis;1,02E+08;592;89
Guatteria inundata;1,02E+08;162;21
Swartzia bannia;1,02E+08;597;24
Quararibea duckei;1,02E+08;421;16
Pseudoxandra cuspidata;1,01E+08;187;26
Hasseltia floribunda;1,01E+08;254;79
Bocoa prouacensis;1,01E+08;786;81
Xylopia aromatica;1,01E+08;274;62
Sandwithia heterocalyx;1,01E+08;172;22
Bixa orellana;1,01E+08;212;59
Hymenopus intrapetiolaris;1,01E+08;173;30
Naucleopsis glabra;1,01E+08;201;84
Handroanthus impetiginosus;1,01E+08;221;85
Trichilia pallida;1,01E+08;313;106
Crudia glaberrima;1,00E+08;269;59
Inga cayennensis;1,00E+08;246;102
Cordia tetrandra;9,98E+07;737;89
Diplotropis martiusii;9,91E+07;358;75
Couma utilis;9,91E+07;249;56
Andira unifoliolata;9,90E+07;345;119
Sloanea grandiflora;9,90E+07;333;140
Inga laurina;9,87E+07;330;89
Onychopetalum amazonicum;9,86E+07;870;123
Cenostigma macrophyllum;9,85E+07;310;3
Sterculia apeibophylla;9,84E+07;283;105
Inga cinnamomea;9,84E+07;304;88
Ocotea nigrescens;9,84E+07;175;73
Brosimum potabile;9,83E+07;272;116
Protium ferrugineum;9,79E+07;161;84
Cynometra spruceana;9,77E+07;172;43
Naucleopsis krukovii;9,76E+07;433;117
Ocotea javitensis;9,76E+07;236;93
Eschweilera romeu-cardosoi;9,73E+07;361;88
Trichilia poeppigii;9,72E+07;327;81
Andira fraxinifolia;9,71E+07;49;5
Micropholis melinoniana;9,66E+07;374;109
Duroia duckei;9,66E+07;201;34
Cecropia obtusa;9,61E+07;539;143
Pachira aquatica;9,60E+07;521;85
Browneopsis ucayalina;9,59E+07;197;25
Eschweilera cyathiformis;9,59E+07;287;55
Tovomita calophyllophylla;9,56E+07;176;16
Heisteria ovata;9,53E+07;200;83
Pouteria engleri;9,52E+07;599;150
Pouteria decorticans;9,50E+07;597;103
Xylopia polyantha;9,44E+07;183;51
Inga pezizifera;9,44E+07;418;106
Henriquezia nitida;9,40E+07;169;6
Bribria apiculata;9,35E+07;615;20
Pouteria coriacea;9,32E+07;980;120
Conceveiba terminalis;9,31E+07;285;65
Trichilia rubra;9,31E+07;290;117
Dicypellium manausense;9,25E+07;135;45
Dicymbe altsonii;9,24E+07;450;9
Pouteria vernicosa;9,21E+07;337;150
Dicorynia paraensis;9,17E+07;111;25
Neea madeirana;9,17E+07;191;72
Heisteria duckei;9,15E+07;180;76
Astrocaryum chonta;9,14E+07;333;24
Eschweilera ovata;9,14E+07;420;42
Rinorea lindeniana;9,13E+07;241;69
Pouteria jariensis;9,13E+07;784;186
Licania hypoleuca;9,11E+07;277;102
Heisteria barbata;9,09E+07;196;82
Ruizodendron ovale;9,08E+07;348;82
Virola caducifolia;9,07E+07;137;93
Eschweilera alata;9,07E+07;306;32
Simira rubescens;9,04E+07;144;66
Aspidosperma schultesii;9,01E+07;247;47
Guarea purusana;9,01E+07;207;61
Guatteria foliosa;9,01E+07;210;57
Grias neuberthii;9,00E+07;486;48
Guarea pterorhachis;8,97E+07;398;85
Ilex vismiifolia;8,96E+07;123;23
Terminalia oxycarpa;8,94E+07;235;54
Aptandra tubicina;8,93E+07;152;66
Mouriri duckeana;8,91E+07;407;111
Leptobalanus sprucei;8,90E+07;247;109
Cupania cinerea;8,88E+07;232;47
Swartzia corrugata;8,88E+07;373;108
Virola peruviana;8,88E+07;273;81
Talisia squarrosa;8,86E+07;514;37
Geissospermum laeve;8,83E+07;567;73
Ecclinusa lanceolata;8,81E+07;199;86
Mouriri brachyanthera;8,81E+07;242;61
Chrysophyllum manaosense;8,78E+07;186;71
Eschweilera carinata;8,75E+07;76;31
Chrysophyllum venezuelanense;8,71E+07;378;119
Sloanea garckeana;8,69E+07;784;88
Miconia argyrophylla;8,69E+07;339;93
Diospyros artanthifolia;8,67E+07;223;106
Pourouma villosa;8,67E+07;387;125
Guatteria procera;8,67E+07;152;42
Brownea grandiceps;8,66E+07;799;54
Myrciaria dubia;8,65E+07;299;21
Margaritaria nobilis;8,62E+07;258;88
Hirtella gracilipes;8,62E+07;374;25
Micrandra minor;8,62E+07;178;20
Couma catingae;8,60E+07;101;20
Gustavia coriacea;8,59E+07;176;7
Couratari oligantha;8,58E+07;160;27
Clathrotropis brachypetala;8,57E+07;340;56
Eperua glabriflora;8,56E+07;529;103
Micropholis maguirei;8,56E+07;144;8
Ferdinandusa rudgeoides;8,54E+07;259;25
Compsoneura capitellata;8,52E+07;251;78
Guarea grandifolia;8,52E+07;506;113
Vismia cayennensis;8,50E+07;213;97
Terminalia viridiflora;8,48E+07;183;76
Ocotea amazonica;8,47E+07;195;93
Protium gallosum;8,39E+07;206;84
Hymenaea oblongifolia;8,38E+07;401;150
Lecointea amazonica;8,38E+07;171;66
Pouteria oppositifolia;8,37E+07;686;112
Crudia oblonga;8,30E+07;243;67
Bixa arborea;8,29E+07;163;61
Tachigali formicarum;8,28E+07;243;60
Zollernia paraensis;8,26E+07;185;58
Unonopsis duckei;8,25E+07;795;145
Sterculia frondosa;8,25E+07;268;117
Parkia panurensis;8,20E+07;182;76
Sterculia tessmannii;8,18E+07;314;94
Couma guianensis;8,17E+07;359;154
Conceveiba martiana;8,16E+07;187;95
Discocarpus spruceanus;8,15E+07;92;18
Xylopia ligustrifolia;8,15E+07;225;37
Tachigali vulgaris;8,12E+07;349;44
Licaria chrysophylla;8,08E+07;1095;117
Tachigali vaupesiana;8,05E+07;409;11
Micropholis acutangula;8,04E+07;301;104
Naucleopsis concinna;8,04E+07;168;75
Sacoglottis ceratocarpa;8,04E+07;158;42
Bocageopsis canescens;8,04E+07;131;28
Licania leptostachya;8,03E+07;454;16
Anaxagorea dolichocarpa;7,99E+07;208;40
Trichilia lepidota;7,99E+07;263;43
Matisia bracteolosa;7,98E+07;421;89
Trichilia solitudinis;7,96E+07;298;80
Conceveiba rhytidocarpa;7,96E+07;207;66
Swartzia ingifolia;7,95E+07;195;99
Turpinia occidentalis;7,94E+07;210;73
Pentaplaris davidsmithii;7,94E+07;199;14
Pagamea guianensis;7,92E+07;419;27
Xylopia parviflora;7,87E+07;359;65
Eperua rubiginosa;7,87E+07;588;10
Mouriri angulicosta;7,84E+07;233;60
Ocotea myriantha;7,84E+07;163;74
Lonchocarpus spiciflorus;7,84E+07;320;34
Anacardium parvifolium;7,83E+07;227;105
Inga ingoides;7,83E+07;189;57
Pouteria krukovii;7,82E+07;1305;123
Calatola costaricensis;7,80E+07;292;48
Platymiscium trinitatis;7,80E+07;189;80
Erisma bicolor;7,78E+07;218;110
Anaxagorea brevipes;7,77E+07;243;51
Aniba canelilla;7,76E+07;586;130
Cordia ucayaliensis;7,76E+07;236;103
Zygia ramiflora;7,74E+07;195;75
Maburea trinervis;7,74E+07;465;7
Vochysia ferruginea;7,73E+07;224;40
Eugenia cupulata;7,72E+07;571;101
Trichilia elegans;7,71E+07;232;42
Aspidosperma cylindrocarpon;7,69E+07;151;19
Croton megalodendron;7,68E+07;310;12
Lepidocordia punctata;7,65E+07;171;15
Ormosia excelsa;7,65E+07;399;34
Lueheopsis hoehnei;7,64E+07;242;6
Chaunochiton kappleri;7,62E+07;364;162
Ocotea splendens;7,62E+07;155;69
Naucleopsis ternstroemiiflora;7,61E+07;254;48
Luehea speciosa;7,60E+07;349;76
Pseudomalmea diclina;7,60E+07;297;66
Lacmellea aculeata;7,59E+07;410;159
Macrolobium suaveolens;7,57E+07;189;59
Eschweilera laevicarpa;7,56E+07;233;64
Tachigali tinctoria;7,53E+07;224;13
Batocarpus amazonicus;7,53E+07;181;85
Inga brachystachys;7,50E+07;304;108
Ocotea matogrossensis;7,48E+07;155;51
Aldina kunhardtiana;7,47E+07;93;10
Galipea trifoliata;7,47E+07;174;36
Lacunaria jenmanii;7,43E+07;347;152
Peltogyne gracilipes;7,42E+07;117;3
Ficus insipida;7,40E+07;153;58
Trichilia claussenii;7,40E+07;52;2
Calycophyllum megistocaulum;7,40E+07;213;62
Calyptranthes crebra;7,40E+07;137;33
Ternstroemia dentata;7,39E+07;107;25
Vatairea sericea;7,38E+07;208;79
Nectandra hihua;7,36E+07;249;17
Garcinia brasiliensis;7,36E+07;266;60
Heisteria nitida;7,36E+07;178;57
Iryanthera paradoxa;7,36E+07;185;42
Ocotea floribunda;7,32E+07;247;102
Sloanea terniflora;7,32E+07;157;56
Dacryodes nitens;7,31E+07;239;94
Vochysia revoluta;7,31E+07;140;6
Xylopia emarginata;7,29E+07;240;29
Cecropia engleriana;7,29E+07;256;82
Sorocea pubivena;7,29E+07;220;95
Pouteria peruviensis;7,26E+07;243;74
Spirotropis longifolia;7,26E+07;1282;4
Pouteria bangii;7,26E+07;583;105
Andira inermis;7,25E+07;201;102
Stryphnodendron pulcherrimum;7,25E+07;152;105
Ladenbergia amazonensis;7,24E+07;176;44
Mabea paniculata;7,23E+07;396;20
Ceiba samauma;7,23E+07;160;64
Protium crenatum;7,22E+07;316;53
Platymiscium pinnatum;7,20E+07;173;84
Rhabdodendron amazonicum;7,20E+07;339;98
Lacmellea arborescens;7,17E+07;193;73
Moquilea brittoniana;7,17E+07;223;87
Abarema laeta;7,16E+07;236;75
Duroia macrophylla;7,11E+07;788;119
Mauritia carana;7,08E+07;171;21
Ocotea oblonga;7,06E+07;221;87
Astrocaryum gynacanthum;7,06E+07;519;27
Allantoma lineata;7,06E+07;398;54
Pouteria sagotiana;7,05E+07;145;40
Pausandra macropetala;7,05E+07;260;60
Duguetia quitarensis;7,05E+07;226;77
Unonopsis glaucopetala;7,04E+07;338;61
Patinoa paraensis;7,03E+07;710;48
Endlicheria anomala;7,03E+07;133;32
Talisia retusa;7,03E+07;124;24
Pachira macrocalyx;7,01E+07;126;45
Aniba panurensis;7,01E+07;163;66
Lueheopsis duckeana;7,00E+07;209;74
Hymenolobium excelsum;6,99E+07;158;78
Tovomita choisyana;6,99E+07;124;49
Rinorea flavescens;6,98E+07;214;47
Aspidosperma album;6,98E+07;230;95
Micropholis splendens;6,97E+07;160;57
Lindackeria latifolia;6,97E+07;297;73
Meliosma herbertii;6,97E+07;187;89
Micropholis mensalis;6,96E+07;161;51
Iryanthera polyneura;6,94E+07;184;48
Syagrus sancona;6,94E+07;151;21
Licania blackii;6,94E+07;169;44
Copaifera langsdorffii;6,92E+07;117;22
Swartzia cuspidata;6,90E+07;171;61
Couratari macrosperma;6,89E+07;102;42
Pouteria erythrochrysa;6,89E+07;1124;90
Podocalyx loranthoides;6,88E+07;146;22
Vatairea erythrocarpa;6,87E+07;207;102
Caryocar villosum;6,86E+07;229;121
Ruptiliocarpon caracolito;6,84E+07;116;23
Clathrotropis nitida;6,83E+07;178;22
Hymenopus caudatus;6,82E+07;173;77
Caraipa tereticaulis;6,82E+07;127;9
Inga acreana;6,80E+07;247;92
Guatteria megalophylla;6,79E+07;153;64
Swartzia tessmannii;6,78E+07;138;41
Casearia grandiflora;6,78E+07;139;35
Neoraputia paraensis;6,77E+07;107;6
Cupania oblongifolia;6,77E+07;48;2
Ocotea argyrophylla;6,76E+07;234;98
Tachigali paraensis;6,76E+07;337;105
Guarea trunciflora;6,75E+07;181;93
Terminalia tetraphylla;6,74E+07;138;82
Eugenia pseudopsidium;6,70E+07;193;68
Pouteria gardneri;6,69E+07;147;31
Inga ruiziana;6,68E+07;297;95
Aniba hostmanniana;6,67E+07;178;92
Cynometra longicuspis;6,67E+07;150;32
Ferdinandusa chlorantha;6,66E+07;160;37
Sloanea durissima;6,66E+07;178;81
Sterigmapetalum obovatum;6,63E+07;166;83
Cabralea canjerana;6,63E+07;226;75
Trichilia pachypoda;6,59E+07;199;28
Licania impressa;6,59E+07;682;89
Anacardium spruceanum;6,59E+07;310;145
Trichilia surinamensis;6,58E+07;328;82
Zanthoxylum acuminatum;6,58E+07;97;26
Votschia nemophila;6,57E+07;140;6
Eschweilera amazoniciformis;6,57E+07;219;40
Tabernaemontana cymosa;6,56E+07;124;42
Pradosia surinamensis;6,54E+07;97;11
Protium puncticulatum;6,54E+07;185;33
Diospyros cavalcantei;6,53E+07;101;51
Licania parviflora;6,53E+07;110;26
Didymocistus chrysadenius;6,53E+07;103;9
Exellodendron barbatum;6,52E+07;200;29
Aspidosperma macrocarpon;6,52E+07;121;34
Bathysa bracteosa;6,52E+07;96;5
Inga macrophylla;6,50E+07;158;83
Ocotea bofo;6,50E+07;214;64
Miconia splendens;6,49E+07;153;46
Ocotea corymbosa;6,46E+07;46;2
Inga stipularis;6,45E+07;215;112
Pouteria ephedrantha;6,44E+07;203;38
Tovomita schomburgkii;6,44E+07;332;71
Simaba orinocensis;6,42E+07;204;60
Xylopia spruceana;6,39E+07;114;25
Diospyros vestita;6,37E+07;349;74
Peltogyne venosa;6,36E+07;291;90
Quiina florida;6,36E+07;274;99
Sloanea tuerckheimii;6,33E+07;82;38
Albizia barinensis;6,32E+07;108;8
Caryocar microcarpum;6,31E+07;173;66
Iryanthera obovata;6,31E+07;141;10
Duguetia stelechantha;6,31E+07;312;106
Sloanea laurifolia;6,30E+07;153;85
Elizabetha princeps;6,30E+07;192;10
Dinizia excelsa;6,29E+07;269;117
Gustavia longifolia;6,29E+07;558;66
Rhodostemonodaphne grandis;6,28E+07;463;116
Discophora guianensis;6,26E+07;244;80
Swartzia acuminata;6,25E+07;184;54
Rinorea macrocarpa;6,24E+07;74;20
Peltogyne subsessilis;6,23E+07;87;9
Candolleodendron brachystachyum;6,22E+07;2069;66
Manilkara inundata;6,22E+07;136;42
Aspidosperma discolor;6,20E+07;169;57
Myroxylon balsamum;6,15E+07;167;77
Inga acrocephala;6,15E+07;215;66
Toulicia pulvinata;6,14E+07;164;27
Hymenaea intermedia;6,14E+07;161;66
Eugenia stictopetala;6,13E+07;190;58
Couratari multiflora;6,12E+07;319;110
Alseis labatioides;6,11E+07;162;28
Duroia eriopila;6,10E+07;215;66
Nectandra pulverulenta;6,10E+07;235;66
Inga leiocalycina;6,09E+07;256;104
Piranhea longepedunculata;6,09E+07;273;8
Psidium acutangulum;6,08E+07;127;36
Pouteria fimbriata;6,08E+07;268;135
Calyptranthes cuspidata;6,08E+07;172;49
Martiodendron elatum;6,06E+07;136;42
Protium glabrescens;6,05E+07;197;57
Helicostylis elegans;6,03E+07;117;53
Casearia aculeata;6,02E+07;140;42
Cordiera macrophylla;6,02E+07;136;35
Duguetia flagellaris;6,01E+07;68;23
Pachira nitida;6,00E+07;104;15
Cassia spruceana;5,99E+07;99;41
Protium strumosum;5,97E+07;286;102
Scleronema praecox;5,97E+07;113;35
Talisia esculenta;5,94E+07;67;19
Rinorea pubiflora;5,94E+07;278;58
Ternstroemia candolleana;5,92E+07;580;21
Neea macrophylla;5,92E+07;215;82
Clarisia ilicifolia;5,92E+07;282;71
Mucoa duckei;5,91E+07;121;34
Tabebuia roseoalba;5,91E+07;144;13
Cupania diphylla;5,91E+07;97;23
Inga bourgonii;5,90E+07;170;56
Hirtella excelsa;5,89E+07;210;68
Ficus trigona;5,89E+07;178;61
Matayba purgans;5,89E+07;110;53
Hevea benthamiana;5,88E+07;122;27
Guatteria blepharophylla;5,88E+07;216;38
Myrocarpus frondosus;5,88E+07;76;14
Batocarpus costaricensis;5,86E+07;108;41
Annona hypoglauca;5,84E+07;120;29
Agonandra silvatica;5,84E+07;152;97
Pouteria williamii;5,83E+07;174;68
Cariniana micrantha;5,82E+07;195;95
Couroupita guianensis;5,81E+07;119;53
Annona densicoma;5,80E+07;178;16
Tapirira retusa;5,79E+07;102;50
Duguetia surinamensis;5,79E+07;242;101
Calliandra laxa;5,79E+07;132;7
Eugenia biflora;5,79E+07;81;27
Eriotheca longipedicellata;5,78E+07;202;81
Balizia pedicellaris;5,77E+07;331;136
Vouarana guianensis;5,74E+07;71;40
Etaballia dubia;5,72E+07;109;18
Matayba elegans;5,72E+07;114;40
Leopoldinia pulchra;5,71E+07;227;9
Lecythis zabucajo;5,71E+07;305;156
Centrolobium microchaete;5,70E+07;91;7
Pourouma cucura;5,69E+07;150;51
Mouriri myrtifolia;5,68E+07;126;34
Pentagonia amazonica;5,67E+07;210;29
Ormosia coutinhoi;5,67E+07;345;57
Pagamea coriacea;5,67E+07;173;27
Swartzia argentea;5,66E+07;107;30
Lacunaria crenata;5,65E+07;271;131
Connarus perrottetii;5,65E+07;285;61
Helicostylis pedunculata;5,65E+07;458;109
Stryphnodendron polystachyum;5,62E+07;252;113
Tetrathylacium macrophyllum;5,62E+07;314;57
Pseudobombax longiflorum;5,61E+07;85;10
Tabernaemontana rupicola;5,61E+07;59;4
Quiina paraensis;5,59E+07;100;33
Ficus americana;5,59E+07;131;70
Batocarpus orinocensis;5,58E+07;224;65
Eriotheca macrophylla;5,58E+07;99;47
Handroanthus incanus;5,56E+07;84;41
Inga oerstediana;5,55E+07;288;109
Talisia cerasina;5,55E+07;117;48
Miconia minutiflora;5,55E+07;160;57
Siparuna cristata;5,55E+07;144;73
Cochlospermum orinocense;5,55E+07;119;28
Miconia nervosa;5,53E+07;39;2
Licania bracteata;5,51E+07;190;85
Qualea parviflora;5,50E+07;60;4
Neea hermaphrodita;5,50E+07;77;31
Annona foetida;5,50E+07;72;38
Bauhinia brachycalyx;5,48E+07;213;49
Huberodendron swietenioides;5,47E+07;99;53
Pouteria opposita;5,46E+07;325;85
Hymenolobium pulcherrimum;5,45E+07;109;57
Inga cylindrica;5,44E+07;135;64
Pachira flaviflora;5,44E+07;418;35
Couepia robusta;5,43E+07;124;53
Batesia floribunda;5,41E+07;172;102
Vochysia obscura;5,40E+07;127;28
Rhigospira quadrangularis;5,38E+07;104;38
Trichilia adolfi;5,37E+07;95;24
Elvasia quinqueloba;5,36E+07;304;5
Aniba guianensis;5,35E+07;317;87
Machaerium acutifolium;5,35E+07;129;26
Garcinia benthamiana;5,34E+07;227;68
Ptychopetalum olacoides;5,31E+07;387;113
Alchornea castaneifolia;5,31E+07;78;13
Swartzia rosea;5,28E+07;63;11
Pourouma acuminata;5,27E+07;104;25
Guatteria citriodora;5,27E+07;99;73
Diospyros capreifolia;5,27E+07;296;112
Byrsonima densa;5,25E+07;449;84
Abarema adenophora;5,24E+07;146;62
Talisia angustifolia;5,23E+07;179;40
Mabea trianae;5,22E+07;266;3
Pouteria freitasii;5,22E+07;173;61
Samanea saman;5,22E+07;27;11
Peltogyne floribunda;5,22E+07;184;16
Sterculia colombiana;5,20E+07;286;76
Coussapoa trinervia;5,20E+07;119;64
Acioa longipendula;5,19E+07;766;122
Protium morii;5,18E+07;129;30
Hymenopus divaricatus;5,18E+07;272;33
Trigynaea duckei;5,17E+07;192;36
Swartzia grandifolia;5,16E+07;131;62
Zygia basijuga;5,16E+07;132;34
Casearia decandra;5,16E+07;286;95
Eperua duckeana;5,15E+07;219;36
Protium pilosum;5,14E+07;114;54
Parahancornia surrogata;5,13E+07;89;12
Zanthoxylum huberi;5,13E+07;101;40
Handroanthus ochraceus;5,10E+07;89;28
Abuta grandifolia;5,09E+07;265;47
Duroia nitida;5,08E+07;107;9
Pourouma melinonii;5,07E+07;173;60
Hirtella glandulosa;5,07E+07;266;63
Tachigali melinonii;5,06E+07;429;86
Hirtella lightioides;5,05E+07;101;27
Anisophyllea guianensis;5,04E+07;152;17
Aspidosperma polyneuron;5,04E+07;73;11
Duguetia odorata;5,04E+07;75;25
Hydrochorea marginata;5,03E+07;157;16
Vatairea paraensis;5,03E+07;93;55
Lonchocarpus sericeus;5,02E+07;112;13
Pleuranthodendron lindenii;5,02E+07;110;38
Licania pallida;5,01E+07;155;77
Miconia holosericea;5,01E+07;105;25
Parinari campestris;5,01E+07;186;63
Warszewiczia schwackei;5,01E+07;207;65
Macoubea sprucei;5,00E+07;81;28
Cassia leiandra;5,00E+07;91;26
Tovomita macrophylla;4,99E+07;114;52
Pachira nervosa;4,99E+07;118;52
Licania triandra;4,98E+07;117;42
Erisma japura;4,98E+07;98;11
Guarea cinnamomea;4,97E+07;136;63
Pouteria manaosensis;4,97E+07;289;71
Zygia divaricata;4,96E+07;116;16
Protium neglectum;4,93E+07;196;39
Lecythis holcogyne;4,93E+07;729;118
Dendropanax umbellatus;4,93E+07;238;16
Monopteryx angustifolia;4,93E+07;62;3
Emmotum nitens;4,92E+07;201;42
Chrysophyllum gonocarpum;4,92E+07;87;23
Mouriri vernicosa;4,91E+07;150;32
Aniba terminalis;4,91E+07;94;46
Rinorea paniculata;4,91E+07;181;20
Anomalocalyx uleanus;4,91E+07;93;24
Pouteria minima;4,90E+07;211;65
Vochysia haenkeana;4,88E+07;68;11
Ochthocosmus multiflorus;4,88E+07;755;12
Siparuna cuspidata;4,88E+07;599;100
Crudia aromatica;4,87E+07;181;12
Leonia cymosa;4,87E+07;212;70
Licania elliptica;4,87E+07;120;16
Pouteria virescens;4,86E+07;160;65
Casearia pitumba;4,84E+07;150;78
Dendropanax caucanus;4,84E+07;207;47
Ephedranthus amazonicus;4,84E+07;158;79
Calyptranthes bipennis;4,83E+07;430;77
Unonopsis rufescens;4,82E+07;613;90
Mabea fistulifera;4,81E+07;166;30
Wettinia maynensis;4,81E+07;343;45
Pouteria oblanceolata;4,81E+07;154;84
Ocotea puberula;4,80E+07;133;67
Byrsonima crispa;4,80E+07;131;65
Coussarea albescens;4,80E+07;226;36
Chimarrhis glabriflora;4,79E+07;145;35
Ziziphus cinnamomum;4,79E+07;98;38
Tovomita obovata;4,76E+07;222;46
Vochysia inundata;4,76E+07;177;32
Hirtella elongata;4,75E+07;86;33
Hirtella rodriguesii;4,74E+07;121;69
Dendropanax palustris;4,74E+07;65;11
Sloanea obtusifolia;4,72E+07;87;24
Parinariopsis licaniiflora;4,72E+07;152;54
Endlicheria formosa;4,71E+07;113;63
Eugenia ramiflora;4,70E+07;383;91
Rhodostemonodaphne kunthiana;4,70E+07;126;58
Duroia genipoides;4,69E+07;105;25
Chelyocarpus chuco;4,68E+07;108;13
Protium giganteum;4,67E+07;122;69
Pouteria retinervis;4,67E+07;448;105
Aniba williamsii;4,67E+07;144;83
Chomelia tenuiflora;4,65E+07;90;35
Inga chartacea;4,64E+07;243;95
Sorocea muriculata;4,64E+07;110;50
Parahancornia fasciculata;4,64E+07;198;122
Eschweilera rhododendrifolia;4,64E+07;158;56
Cathedra acuminata;4,62E+07;191;68
Pouteria rostrata;4,62E+07;330;82
Aiouea grandifolia;4,61E+07;72;54
Brownea macrophylla;4,61E+07;199;8
Elvasia elvasioides;4,61E+07;237;6
Licania harlingii;4,61E+07;154;65
Eugenia coffeifolia;4,60E+07;125;50
Crudia bracteata;4,60E+07;403;34
Micropholis humboldtiana;4,55E+07;193;7
Dipteryx polyphylla;4,54E+07;57;37
Pouteria ramiflora;4,53E+07;152;25
Parkia velutina;4,52E+07;170;97
Ocotea douradensis;4,51E+07;84;27
Inga huberi;4,51E+07;142;69
Alchornea glandulosa;4,51E+07;142;48
Xylopia micans;4,51E+07;78;32
Compsoneura sprucei;4,49E+07;123;57
Heliocarpus americanus;4,49E+07;89;26
Exellodendron coriaceum;4,47E+07;117;10
Trattinnickia lawrancei;4,47E+07;114;55
Vochysia floribunda;4,47E+07;70;7
Endlicheria paniculata;4,46E+07;83;33
Protium krukovii;4,45E+07;334;61
Licania urceolaris;4,45E+07;132;36
Andira parviflora;4,45E+07;135;60
Copaifera reticulata;4,45E+07;148;80
Tovomita grata;4,45E+07;178;26
Couepia macrophylla;4,43E+07;138;41
Gustavia poeppigiana;4,42E+07;73;24
Swartzia laurifolia;4,42E+07;127;69
Caryocar pallidum;4,42E+07;104;63
Luehea candicans;4,41E+07;114;9
Eugenia moschata;4,41E+07;143;85
Annona papilionella;4,41E+07;219;73
Inga disticha;4,40E+07;126;36
Stryphnodendron paniculatum;4,40E+07;199;93
Duroia saccifera;4,39E+07;244;71
Guazuma crinita;4,38E+07;117;20
Garcinia gardneriana;4,37E+07;92;48
Guarea scabra;4,36E+07;124;47
Pseudobombax marginatum;4,36E+07;100;11
Vatairea macrocarpa;4,36E+07;60;7
Iryanthera coriacea;4,35E+07;64;25
Maytenus macrocarpa;4,35E+07;87;44
Naucleopsis oblongifolia;4,34E+07;116;53
Inga cordatoalata;4,30E+07;141;62
Socratea salazarii;4,30E+07;157;14
Cespedesia spathulata;4,28E+07;102;36
Moquilea unguiculata;4,26E+07;228;94
Croton tessmannii;4,26E+07;123;31
Pouteria baehniana;4,26E+07;160;43
Couepia obovata;4,25E+07;96;54
Bagassa guianensis;4,24E+07;85;66
Persea caerulea;4,23E+07;114;5
Cecropia peltata;4,22E+07;161;23
Ceiba insignis;4,22E+07;73;19
Homalium racemosum;4,21E+07;146;23
Andira surinamensis;4,21E+07;200;81
Guatteria guianensis;4,21E+07;149;61
Randia armata;4,21E+07;108;48
Perebea longepedunculata;4,20E+07;76;22
Marlierea caudata;4,19E+07;76;12
Chrysophyllum cuneifolium;4,18E+07;515;97
Naucleopsis imitans;4,18E+07;96;59
Allophylus scrobiculatus;4,18E+07;157;18
Gaulettia parillo;4,17E+07;153;38
Macoubea guianensis;4,17E+07;143;81
Ficus gomelleira;4,17E+07;92;63
Tabebuia fluviatilis;4,16E+07;281;7
Guatteria decurrens;4,15E+07;67;36
Swartzia klugii;4,15E+07;87;13
Himatanthus bracteatus;4,15E+07;188;44
Inga obtusata;4,14E+07;52;17
Dipteryx magnifica;4,14E+07;276;97
Sloanea rufa;4,14E+07;75;52
