species;population;N.ind;N.plots;pop.sd
Rudgea hostmanniana;12643885,356;9;3;7773496,43072312
Rudgea klugii;1627317,2218;1;1;1875189,78489605
Rudgea lanceifolia;9783122,7604;18;8;4717903,33332989
Rudgea loretensis;4014172,0724;2;2;3031378,60583571
Rudgea obesiflora;2313489,3904;1;1;2172654,61905806
Rudgea panurensis;281595,0518;1;1;272414,732973727
Rudgea sclerocalyx;559913,6546;2;2;505934,520910091
Rudgea verticillata;6702884,6876;6;3;5800829,97753834
Rudgea viburnoides;1265813,1766;3;3;796567,27494971
Ruizodendron ovale;144852220,4508;333;77;23207236,2051747
Ruizterania albiflora;113593154,6084;349;115;26762593,46686
Ruizterania cassiquiarensis;59383012,7394;50;21;19777268,656291
Ruizterania esmeraldae;2535621,7448;3;2;2126461,43397729
Ruizterania retusa;263642524,8472;389;11;148664471,158091
Ruizterania sacculata;6301726,7188;5;2;5216426,69494724
Ruizterania trichanthera;41564661,2912;65;21;12064310,190406
Ruizterania verruculosa;2819211,3878;3;2;2538962,75985406
Ruprechtia apetala;3902455,5784;4;1;3208237,03244843
Ruprechtia brachysepala;4338487,2654;5;2;3834880,01792764
Ruprechtia laxiflora;5976255,8166;9;5;3132215,87471837
Ruprechtia maracensis;17676597,1386;9;2;13101994,6333894
Ruprechtia tangarana;7219115,2158;18;7;4152465,06135647
Ruprechtia tenuiflora;1847475,3584;2;1;1825530,32968922
Ruptiliocarpon caracolito;79141081,866;103;13;53749324,1903843
Rustia rubra;176972,0448;1;1;203873,945608155
Ryania pyrifera;4461583,3562;3;3;3403617,29394717
Ryania speciosa;4057058,681;8;8;1925901,93412335
Ryania spruceana;1300415,9028;1;1;1432543,1084419
Sabal mauritiiformis;2547467,7968;3;2;2047801,59482766
Sabicea villosa;551779,68;1;1;565740,475663394
Sacoglottis amazonica;22540656,12;37;16;7714411,89231654
Sacoglottis ceratocarpa;127215360,3818;128;29;56060216,3927431
Sacoglottis cydonioides;11391342,4044;33;19;2907886,72643172
Sacoglottis guianensis;566040631,674;877;212;95075709,0885986
Sacoglottis mattogrossensis;394589216,3502;488;76;208311581,893958
Sagotia brachysepala;867107624,052;603;15;375373462,736537
Sagotia racemosa;683592585,6;870;87;129874452,442387
Salacia cordata;1804976,6578;2;2;1258129,99817683
Salacia elliptica;15904312,5434;26;13;5060849,7160966
Salacia gigantea;28475869,0182;37;15;10045979,8944091
Salacia grandifolia;412219,5856;1;1;427189,034367196
Salacia impressifolia;16223134,914;22;15;5456303,59474813
Salacia insignis;5657250,6118;5;4;3108526,73475579
Salacia juruana;909339,5716;1;1;1011737,95752325
Salacia macrantha;14915848,0714;30;20;4952356,12973629
Salacia macrophylla;1287348,7214;2;2;828679,205625936
Salacia multiflora;905388,8882;2;1;1234108,80074194
Salacia opacifolia;2600509,471;2;2;2105860,92189349
Salacia solimoesensis;723622,8438;1;1;639518,130193342
Salacia spectabilis;11293706,0528;12;3;6513283,25159987
Salvertia convallariodora;4325190,4548;10;1;6059902,73707523
Samanea inopinata;8992421,6946;2;1;8766393,91744824
Samanea saman;119016534,6198;24;8;48198303,48145
Samanea tubulosa;36464615,1794;24;9;29045441,2790623
Sambucus mexicana;3686110,0658;2;2;2753078,2921225
Sandwithia guyanensis;204011340,716;692;67;52864944,4056302
Sandwithia heterocalyx;72676102,8238;58;11;33527640,8191094
Sapindus saponaria;40137560,2884;38;17;13853375,3543345
Sapium argutum;2227246,5172;1;1;2271195,17732074
Sapium ciliatum;6819830,578;17;11;2703245,28352902
Sapium contortum;1032672,3762;1;1;1211285,24529725
Sapium curupita;28338109,481;22;12;11386059,6583757
Sapium glandulosum;302000645,064;387;124;71075887,1026491
Sapium hippomane;3719386,0526;4;2;2261599,24803873
Sapium jenmanii;4924395,8252;8;5;2351113,47484793
Sapium laurifolium;39101847,4944;49;25;20386450,1043875
Sapium marmieri;305908150,788;448;131;38717591,1909817
Sapium paucinervium;16074401,128;17;10;9616140,29460196
Sapium poeppigii;8999568,326;15;6;5118654,83859346
Sarcaulus brasiliensis;259212015,008;620;167;32129185,1229946
Sarcaulus oblatus;2943010,2218;2;2;2200502,81735522
Sarcaulus vestitus;2300784,097;5;4;1199215,67421073
Sarcaulus wurdackii;301533,533;1;1;286522,640730537
Schefflera confusa;20106147,3958;12;4;12733283,3252806
Schefflera decaphylla;30668605,491;126;53;6931369,25298491
Schefflera distractiflora;964306,8954;1;1;910208,772114151
Schefflera japurensis;15080833,0128;20;1;17275509,7478786
Schefflera megacarpa;6675142,5618;10;5;3902402,81599777
Schefflera morototoni;296484199,724;370;199;38277362,3430442
Schefflera umbrosa;6546208,5322;2;2;4628814,38844896
Schinopsis brasiliensis;3140960,099;3;2;1968818,33584137
Schistostemon densiflorum;3854455,6216;15;1;5699175,50813464
Schistostemon macrophyllum;7263837,4;6;2;5077737,30296758
Schistostemon oblongifolium;6158050,5168;5;2;5369030,42299681
Schistostemon reticulatum;6541952,1592;7;2;5571271,68517504
Schistostemon retusum;10002435,2106;8;3;6080204,1974151
Schistostemon sylvaticum;1707695,3304;11;4;994375,565161722
Schizolobium parahyba;72093762,6892;62;38;23582097,1170223
Schoenobiblus amazonicus;2237833,6158;2;1;2131977,08458306
Schoenobiblus ellipticus;860345,4476;1;1;1131180,08984872
Schoenobiblus peruvianus;3970159,9894;4;4;2244650,48082786
Schoepfia lucida;6479839,8406;10;7;3002495,15363711
Schoepfia tepuiensis;607866,5028;1;1;554381,654792386
Sclerolobium aureum;3941477,0852;5;2;3003966,62788018
Sclerolobium froesii;130057572,2158;485;9;45727973,3226309
Sclerolobium hypoleucum;2445004,1314;3;2;2015143,24725178
Sclerolobium macrophyllum;1378127,2;1;1;1772806,26329234
Sclerolobium melanocarpum;151113254,5854;90;30;59066578,6571081
Sclerolobium paniculatum;157359609,1904;254;17;96039248,4444121
Scleronema micranthum;611869366,024;990;179;68722810,349831
Scleronema praecox;92333679,7232;92;21;29433270,7678053
Scyphonychium multiflorum;683567,4724;2;2;625345,116225534
Sebastiania brasiliensis;4878069,472;5;1;4010296,29054264
Sebastiania huallagensis;35144914,7662;39;3;19414074,5510891
Seguieria aculeata;11569945,0754;5;2;9320570,75479598
Seguieria macrophylla;7062474,6248;5;2;5303612,99421944
Semaphyllanthe megistocaula;50139714,1998;91;30;16691562,5122457
Senefeldera inclinata;787616866,738;1415;35;264872777,907043
Senefeldera macrophylla;162222381,0942;141;38;49426771,9721037
Senefeldera nitida;22375060,9182;6;3;14302245,4287294
Senefeldera skutchiana;13114130,0904;16;1;15102707,8186715
Senefeldera verticillata;9445350,8274;6;3;7353253,24290428
Senefelderopsis chiribiquetensis;1508083,3014;2;1;1727550,97472001
Senegalia alemquerensis;1984544,3008;3;1;2384057,53659928
Senegalia amazonica;1322647,4796;2;1;1223024,88395013
Senegalia multipinnata;1578249,323;2;1;1489641,25206534
Senegalia polyphylla;51067841,3504;21;8;26209774,7946386
Senegalia rhytidocarpa;783028,7402;1;1;1096358,19101177
Senegalia riparia;9697139,5276;13;4;4379248,67093615
Senegalia tenuifolia;4920913,3322;4;1;4679776,79180785
Senna bacillaris;204756,1542;1;1;248931,770362547
Senna multijuga;3590817,8558;3;3;2196273,14331381
Senna quinquangulata;2648388,7816;1;1;2324878,08626846
Senna ruiziana;9315334,1568;9;4;6356053,72883228
Senna silvestris;65904845,91;59;21;26296940,2036524
Senna spectabilis;2966863,7474;3;2;2668885,1443298
Senna trolliiflora;280776,7068;1;1;263937,293515459
Senna undulata;2139756,5618;2;2;1662255,48425144
Serjania elongata;1915238,4724;2;2;1322624,70635654
Serjania lethalis;1835386,3266;2;1;2005371,17800189
Serjania obtusidentata;672076,4296;1;1;703488,082269736
Serjania paucidentata;399458,7042;1;1;426309,684367139
Serjania perulacea;965131,6744;1;1;1022348,82052211
Sextonia pubescens;2072914,2748;2;2;1598687,17401885
Sextonia rubra;75100881,5096;239;123;17764196,5145803
Sickingia tinctoria;29088171,225;22;11;10273762,8282534
Sideroxylon obtusifolium;4878069,472;5;1;4010296,29054264
Simaba cedron;218319074,554;311;89;38615362,6545829
Simaba guianensis;155007120,7986;138;52;68696747,1460396
Simaba morettii;4207961,0186;27;18;805968,639760392
Simaba obovata;11098969,3208;9;1;13490690,8495871
Simaba orinocensis;111975709,0296;159;43;23877042,0183476
Simaba paraensis;23981437,3422;36;18;11981025,1566717
Simaba polyphylla;79571572,3896;166;118;17147888,495735
Simarouba amara;631372542,494;705;326;70159359,7505629
Simira catappifolia;1683357,1466;5;4;946726,660105285
Simira cordifolia;87044037,8944;106;24;49498964,5372089
Simira macrocrater;2799896,8798;3;3;1659498,13496463
Simira pikia;21066787,7688;15;3;15054802,5477957
Simira pisoniiformis;3158700,4582;1;1;3275269,78153629
Simira rubescens;82250275,0584;68;27;45410912,2822224
Simira wurdackii;1793277,074;8;4;1172010,53244982
Siparuna andina;410856,752;1;1;451264,010641958
Siparuna aspera;753767,9608;1;1;614696,418656113
Siparuna bifida;16982130,8816;15;10;6501812,05722794
Siparuna cervicornis;6764138,231;9;9;3436291,84069271
Siparuna crassiflora;720130,4044;2;2;723360,556615656
Siparuna cristata;49196174,7892;75;38;18317147,8018887
Siparuna cuspidata;72286209,9206;166;75;11550840,1347737
Siparuna cymosa;21522176,2008;42;22;4797794,42188098
Siparuna decipiens;620093459,536;1040;259;79470920,0259452
Siparuna glycycarpa;47417759,502;64;31;23255052,3746953
Siparuna guianensis;247049972,502;282;80;45373664,0040031
Siparuna harlingii;937899,8448;1;1;1140982,80917742
Siparuna macrotepala;281595,0518;1;1;272414,732973727
Siparuna obstipa;3133148,1894;4;4;1551556,6426319
Siparuna pachyantha;18665972,1184;31;22;5750342,24361637
Siparuna poeppigii;54541708,0586;102;42;7255041,05079322
Siparuna reginae;20020051,6902;21;9;10691960,8892148
Siparuna sarmentosa;589921,8186;1;1;570201,03354247
Siparuna sessiliflora;1202900,4914;2;2;895145,35146186
Siparuna thecaphora;690437,0516;1;1;760363,718072643
Siphoneugena occidentalis;218223586,1462;222;3;166752343,124482
Sloanea brachytepala;21822066,1748;19;13;8153083,84851058
Sloanea brevipes;41738523,0912;62;43;9175427,9286701
Sloanea caribaea;957841,002;1;1;1217204,91480376
Sloanea davidsei;1153213,52;1;1;1344711,66767683
Sloanea duckei;5766248,9866;4;3;2928491,7265331
Sloanea durissima;14864400,3028;22;14;5175465,74720735
Sloanea echinocarpa;3251938,0262;7;4;2200467,45957394
Sloanea eichleri;424789887,156;560;98;78412082,3102586
Sloanea erismoides;7930346,8662;12;7;3986736,37739137
Sloanea fendleriana;13270942,2742;18;17;4794914,98068768
Sloanea floribunda;259701927,36;335;161;30448073,707832
Sloanea fragrans;50418509,7508;97;32;10340615,1823648
Sloanea froesii;88476186,1748;23;6;51065691,1846663
Sloanea garckeana;125083635,986;427;57;38524193,4897847
Sloanea gracilis;136657376,172;226;45;53349606,9367254
Sloanea grandiflora;138290568,7178;221;103;21896669,0208391
Sloanea grandis;7629354,1596;9;6;5112647,31904286
Sloanea granulosa;2503304,9894;7;3;1438277,14672348
Sloanea guianensis;276762279,454;408;176;34172706,8720005
Sloanea lasiocoma;4490650,322;2;2;3423332,32824406
Sloanea latifolia;233928643,9734;172;69;75545170,5974831
Sloanea laurifolia;88634401,5804;96;50;30570846,7908588
Sloanea laxiflora;95966276,5654;116;46;38838842,1853145
Sloanea longiaristata;438609,6326;2;1;465010,055641531
Sloanea macrophylla;5441466,5434;6;4;3949906,02913635
Sloanea meianthera;9471559,1624;20;15;3453173,28200464
Sloanea monosperma;3260632,164;6;5;1586410,38022883
Sloanea multiflora;5281000,2672;6;4;2741322,10364095
Sloanea nitida;39187076,7562;27;18;14345121,8838164
Sloanea obtusa;2531962,9896;8;5;1634996,11565353
Sloanea obtusifolia;78614479,2728;79;22;33684718,6782908
Sloanea oppositifolia;11748822,102;15;10;7250219,01480051
Sloanea parviflora;32666085,8078;31;11;11791893,4623186
Sloanea parvifructa;6771406,2676;5;2;5449480,08418232
Sloanea picapica;9711059,0624;18;12;3332620,18641383
Sloanea porphyrocarpa;8854610,745;9;6;3578545,11754047
Sloanea ptariana;563519,8732;1;1;545845,20136968
Sloanea pubescens;72291287,6014;101;59;20801231,8097267
Sloanea pubiflora;975505,823;1;1;901503,59907726
Sloanea robusta;154269877,0444;244;24;58108124,4244577
Sloanea rufa;55381315,5304;52;34;13052681,3530413
Sloanea schomburgkii;35975173,8238;30;25;17232515,4951294
Sloanea sinemariensis;45589766,9328;90;23;31759432,2631838
Sloanea spathulata;13044209,7076;36;20;2729603,56445727
Sloanea steyermarkii;2753691,0634;7;2;1715336,78770449
Sloanea stipitata;2690526,4446;4;2;3044574,08902395
Sloanea synandra;48769928,0424;76;52;10238173,5267272
Sloanea terniflora;76803454,3214;108;37;32608214,4332948
Sloanea tuerckheimii;91055110,2254;77;33;46045002,8476722
Socratea exorrhiza;2682963736,44;3030;335;289501672,200026
Socratea rostrata;3516260,6296;1;1;3344644,98522063
Socratea salazarii;92828733,577;151;12;24980015,6422077
Solanum altissimum;1685530,3572;7;5;787689,524137616
Solanum appressum;164197,6934;1;1;204696,110792585
Solanum asperum;1800884,901;1;1;1657515,12781606
Solanum cyathophorum;2633214,5592;2;1;3553110,45589608
Solanum grandiflorum;172920,0236;1;1;203455,323971129
Solanum kioniotrichum;1046776,9746;1;1;1111896,92657637
Solanum lepidotum;299105,188;1;1;313831,727199274
Solanum leucocarpon;863024,5324;1;1;1082865,60230149
Solanum occultum;723622,8438;1;1;639518,130193342
Solanum rugosum;1007103,4476;1;1;1144193,71247609
Solanum sessile;265532,2748;1;1;247327,465818266
Sorocea briquetii;215119074,04;462;61;34569629,4016346
Sorocea duckei;15590078,0708;18;8;6825273,80191896
Sorocea guilleminiana;132283428,0198;257;89;38024784,0278141
Sorocea klotzschiana;836418,537;3;1;820617,553637504
Sorocea muriculata;96237351,7236;79;27;30759142,2575833
Sorocea opima;3759904,6972;5;4;1952947,75557139
Sorocea pubivena;77984116,1442;154;63;12208915,8676705
Sorocea sprucei;8325969,474;6;4;4200644,95200977
Sorocea steinbachii;260351930,78;405;82;68768082,2677016
Spachea elegans;4788101,4288;6;2;4593347,10428904
Sparattanthelium amazonum;13436401,5694;20;2;11163960,5078291
Sparattanthelium tarapotanum;446471,1458;1;1;482734,193005123
Sparattanthelium tupiniquinorum;1099062,9376;4;4;661958,695978587
Sparattosperma leucanthum;14545771,146;15;6;6993742,46574433
Spathelia excelsa;4288019,3928;7;5;1855709,16048343
Spathelia terminalioides;753767,9608;1;1;614696,418656113
Sphinctanthus maculatus;5697722,7716;3;1;6322133,7021968
Spiranthera guianensis;71995456,9058;58;3;59799806,7829039
Spondias lutea;98826485,0514;128;21;36855535,530692
Spondias mombin;494921450,436;733;176;76400519,1357138
Spondias venosa;11271437,3132;15;7;6134768,10538888
Spongiosperma grandiflorum;11533146,4346;7;2;10815409,3837481
Stachyarrhena acuminata;7340144,054;21;8;3358884,02882221
Stachyarrhena penduliflora;2191907,1026;3;3;1396888,69636657
Stachyarrhena spicata;37899913,8786;44;12;18072828,8324378
Stachyococcus adinanthus;723622,8438;1;1;639518,130193342
Stemmadenia grandiflora;3968490,4536;3;3;2439715,37428685
Stenostomum acreanum;64028174,0938;186;15;29417690,7673838
Stephanopodium peruvianum;5877984,0738;22;7;2620803,2872363
Sterculia aerisperma;2596223,0826;5;2;1810966,62272244
Sterculia amazonica;1969261,9214;2;1;2377244,54796431
Sterculia apeibophylla;116673583,0728;185;69;25210519,3467239
Sterculia apetala;147413291,7982;199;87;25167740,1403338
Sterculia chicomendesii;1326049,3926;1;1;1457628,52079523
Sterculia colombiana;75099871,3772;168;54;18109964,8694164
Sterculia corrugata;1184101,2462;4;1;1289731,27048091
Sterculia costaricana;3143819,455;3;2;2419737,15653827
Sterculia duckei;30600977,404;55;40;7531407,48846798
Sterculia excelsa;57686489,9482;80;39;18212492,9742135
Sterculia frondosa;102125523,9938;174;86;22366097,4978447
Sterculia guapayensis;16962128,708;18;11;7783002,30466937
Sterculia guianensis;377590,167;1;1;448528,7286834
Sterculia kayae;33237416,8726;58;29;10826836,9606673
Sterculia killipiana;19392947,409;32;13;8080250,00636476
Sterculia megalocarpa;387979,9244;1;1;409129,056609917
Sterculia multiovula;410773,283;1;1;422707,88393707
Sterculia parviflora;10851013,4976;13;5;6596768,44663338
Sterculia pendula;284349,4704;1;1;322449,225332079
Sterculia peruviana;3697107,9004;4;3;2227128,72434375
Sterculia pruriens;591531006,678;1024;261;45543883,7130069
Sterculia rebeccae;4626752,6014;7;6;2364004,61320721
Sterculia rugosa;9413753,5108;29;8;4286718,96112345
Sterculia speciosa;277800868,962;327;112;43253893,2470029
Sterculia stipulifera;1899240,9242;1;1;2107377,90136135
Sterculia striata;1601573,367;3;1;1415155,03476612
Sterculia tessmannii;68264802,2124;144;60;11092567,9943486
Sterculia villifera;16250475,2328;25;8;8862767,48349382
Sterigmapetalum colombianum;15292640,8912;39;5;7394644,38697004
Sterigmapetalum exappendiculatum;2120434,4526;2;2;1417054,1703211
Sterigmapetalum guianense;37924141,7204;20;12;11433621,7674854
Sterigmapetalum obovatum;124771814,0218;113;55;26539380,2003355
Strychnos araguaensis;3372080,3888;3;3;2463186,17235062
Strychnos asperula;1670771,134;1;1;1818907,90665651
Strychnos brasiliensis;672076,4296;1;1;703488,082269736
Strychnos erichsonii;8618917,3326;10;4;6563974,91848388
Strychnos fendleri;6660484,6028;7;1;9273766,09683393
Strychnos froesii;659712,8208;1;1;709379,891947396
Strychnos glabra;512229,6016;1;1;451507,613773005
Strychnos guianensis;1217469,7936;1;1;1146601,36686779
Strychnos jobertiana;4874732,824;5;5;2897317,22698024
Strychnos mattogrossensis;730537,5848;1;1;825849,203613123
Strychnos mitscherlichii;1772676,8268;2;2;1675258,89853996
Strychnos panurensis;7707406,7112;12;7;4120403,12663012
Strychnos peckii;3866400,0122;3;2;3400169,06421544
Strychnos pseudoquina;836418,537;3;1;820617,553637504
Strychnos ramentifera;399458,7042;1;1;426309,684367139
Strychnos rondeletioides;2017744,5154;3;3;1425711,19658236
Strychnos sandwithiana;1492131,2968;3;2;1072477,37066685
Strychnos tarapotensis;265532,2748;1;1;247327,465818266
Strychnos xinguensis;3062522,1982;3;1;4405986,82351335
Stryphnodendron adstringens;31638877,8292;13;9;16587300,4849988
Stryphnodendron flammatum;2942865,2672;3;3;1801418,4874012
Stryphnodendron guianense;41946947,8528;42;28;11747174,6506711
Stryphnodendron microstachyum;14105438,0468;15;13;4721373,01811959
Stryphnodendron moricolor;15484944,4268;15;10;6799139,09446148
Stryphnodendron obovatum;36410193,795;71;44;5872621,97873419
Stryphnodendron paniculatum;53862603,3144;89;58;9790254,27291539
Stryphnodendron polystachyum;98972125,4402;134;86;10777299,6547718
Stryphnodendron porcatum;4184671,111;12;10;1815863,37377363
Stryphnodendron pulcherrimum;78236085,5986;87;63;16336678,5780324
Stryphnodendron racemiferum;34280843,1566;72;52;15085156,3003541
Styloceras brokawii;462458,5052;2;2;455952,613491462
Stylogyne ambigua;28191761,444;30;11;14586164,6136298
Stylogyne cauliflora;7214465,657;15;11;2580035,87461139
Stylogyne laxiflora;2013007,155;2;1;2034518,06231479
Stylogyne longifolia;5870667,5032;5;4;3643626,21751079
Stylogyne micrantha;1501829,4738;1;1;1654230,24427502
Styrax argenteus;1078602,872;3;2;882769,882652931
Styrax discolor;468974,442;1;1;418967,291159237
Styrax guyanensis;26970958,6664;35;15;11565272,8162578
Styrax macrophyllus;696133,6218;1;1;874113,334326284
Styrax pallidus;3289692,2214;5;4;2157918,12069687
Styrax sieberi;9910647,066;5;4;5563605,84725936
Styrax tessmannii;12506070,2954;11;4;9168739,91562042
Suessenguthia multisetosa;2650995,5916;2;2;2333587,91653703
Swartzia acuminata;36431110,3816;34;13;12205000,6981035
Swartzia amplifolia;3906958,4182;5;5;1723590,78721453
Swartzia amshoffiana;4281315,0102;7;6;2124663,41473109
Swartzia apetala;6675806,6304;12;8;3442002,15321234
Swartzia apiculata;1131813,0116;1;1;1054004,98035833
Swartzia aptera;604995,2494;1;1;662945,973446449
Swartzia arborescens;154921744,166;259;145;29453780,785681
Swartzia argentea;74217639,7192;64;18;21308510,0009133
Swartzia auriculata;7419779,4468;7;2;6145506,95553196
Swartzia bannia;120474837,6376;570;21;47653808,0987132
Swartzia benthamiana;171881066,5698;187;58;34670902,3650008
Swartzia bombycina;4427873,3936;18;5;2429332,0297696
Swartzia brachyrhachis;59629161,3536;62;36;23213896,5761909
Swartzia calva;851317,6256;1;1;831305,769633066
Swartzia canescens;76915104,5246;82;25;21675755,8231781
Swartzia cardiosperma;171247815,7916;251;62;41097292,2958852
Swartzia caudata;3314759,7866;1;1;2728683,95306269
Swartzia corrugata;46618072,7166;75;51;13007667,9316079
Swartzia cuspidata;116410857,92;146;50;30151537,172314
Swartzia dipetala;4340641,3616;3;3;2361559,01100658
Swartzia duckei;1495289,1256;1;1;1242834,02146728
Swartzia eriocarpa;377590,167;1;1;448528,7286834
Swartzia flaemingii;45324914,7914;29;12;26615199,0165256
Swartzia gracilis;5823555,5192;7;5;3231837,79594634
Swartzia grandifolia;40951282,5964;74;36;12384782,6031018
Swartzia guianensis;4613115,6292;4;3;2385158,17516553
Swartzia haughtii;301533,533;1;1;286522,640730537
Swartzia ingifolia;106566498,7916;125;64;27247740,3187554
Swartzia jenmanii;68932054,2304;132;13;47113381,5098986
Swartzia jorori;21992373,5594;19;10;7720032,39048646
Swartzia laevicarpa;152773514,038;251;52;42913339,3739429
Swartzia lamellata;33760001,0874;47;19;16113435,2947969
Swartzia latifolia;1568216,3426;1;1;1719508,56793232
Swartzia laurifolia;90536236,593;82;44;15875351,3691669
Swartzia laxiflora;24930349,5484;43;29;4809348,00118532
Swartzia leblondii;7309565,5312;55;22;2469708,86821399
Swartzia leiocalycina;381765514,094;557;23;134152938,874059
Swartzia leptopetala;42966848,6674;44;19;12759115,265221
Swartzia longistipitata;10432950,8106;11;3;7966342,55024071
Swartzia macrocarpa;15234694,9458;23;5;10553587,8184827
Swartzia macrosema;3896971,63;15;9;1241292,84246258
Swartzia macrostachya;6014454,045;9;1;6793194,49914155
Swartzia microcarpa;3254634,4444;2;1;3750379,57054987
Swartzia multijuga;4936866,5094;9;5;3050765,75545686
Swartzia myrtifolia;36031252,5456;62;24;9763068,77663215
Swartzia oblanceolata;46769962,9618;149;52;11739176,4126901
Swartzia obscura;884697,5076;1;1;816059,32973834
Swartzia oraria;8912035,2558;9;7;4376401,9262096
Swartzia panacoco;89556164,626;179;84;20457806,3664066
Swartzia parvifolia;1296202,7758;2;2;1031501,148921
Swartzia pendula;12258048,915;3;1;13391443,0168839
Swartzia picta;8392874,401;7;5;3924422,24258631
Swartzia polyphylla;399001131,914;673;216;81523312,5021191
Swartzia racemosa;233359338,514;565;98;38803947,4351061
Swartzia recurva;164670814,568;369;137;34347168,3179782
Swartzia remiger;11375715,8434;50;8;4866067,50600686
Swartzia reticulata;153939200,924;335;87;23222845,4095046
Swartzia schomburgkii;234489357,634;310;86;53790398,8695647
Swartzia schunkei;2173429,2472;2;2;1817288,45502773
Swartzia sericea;21483622,7108;15;4;12109336,1493407
Swartzia simplex;7333246,1816;10;8;3140741,47422418
Swartzia sprucei;5451190,3302;5;4;3490985,59955342
Swartzia tessmannii;33124757,8518;40;23;16681050,4743528
Swartzia tomentifera;131735861,68;128;29;54526433,966545
Swartzia trianae;8843406,7356;8;3;4921000,30815467
Swartzia ulei;341820697,1656;264;33;108551403,538118
Swartzia vaupesiana;5734773,5954;10;6;2977148,89811554
Sweetia fruticosa;61149302,6536;52;10;31787946,5787448
Swietenia macrophylla;50263702,799;32;18;15040937,7686712
Syagrus cocoides;13791867,5726;26;3;11226599,6826282
Syagrus inajai;23065572,696;19;7;13524992,0682814
Syagrus orinocensis;4328143,14;2;1;3916432,9889555
Syagrus sancona;79461506,0482;77;13;25438086,575069
Symmeria paniculata;160290863,5234;332;28;75361071,9506998
Symphonia globulifera;970372541,65;2069;397;115303831,662401
Symplocos arechea;1214256,8818;3;2;1021256,23813892
Symplocos martinicensis;5089050,9962;11;8;2595701,22560679
Tabebuia aurea;13134074,9494;13;4;7963413,07592587
Tabebuia barbata;724474855,034;369;27;245959783,987562
