Accepted_species;n.ind;n.plots;est.ind;population.mean;population.sd
Gloeospermum_sclerophyllum;1;1;1005713,99571607;1024720,1570782;1012336,91432452
Dulacia_inopiflora;2;1;1000907,07184602;1020086,0304416;1003103,34018138
Nectandra_sanguinea;1;1;1001331,66867039;1017127,332418;957135,678618164
Zanthoxylum_setulosum;5;2;950805,380016516;1016936,7334184;757602,904992571
Laetia_americana;2;1;1026432,57211041;1011461,7813964;980342,307946087
Styrax_argenteus;3;2;1009771,32320166;1011086,7576324;827652,068984793
Cordia_naidophila;1;1;1125399,71341511;1009551,0130142;1058905,87173151
Symplocos_arechea;3;2;1020616,43688848;1005115,0908812;870554,69596208
Hyperbaena_leptobotryosa;1;1;993511,980002766;1004110,4273696;961642,886709083
Tovomita_rubella;4;2;959673,30411168;1003044,1089258;804616,645973762
Randia_hondensis;2;2;984015,006539595;1002852,563068;675489,825798478
Vantanea_maculicarpa;4;3;1076788,32510975;1001106,0110276;575727,041397622
Sarcaulus_oblatus;2;2;967674,676593143;1000888,601099;679815,003759663
Lindackeria_pauciflora;1;1;992629,936556306;998585,4891056;964410,333614146
Ocotea_scalariformis;4;4;971106,700318754;997545,164031;522465,833251658
Eugenia_discreta;1;1;1077335,07286329;992646,620197599;991269,154990919
Persea_caerulea;1;1;1018697,01662371;992558,245345999;921097,31787951
Eugenia_armeniaca;1;1;924273,033888258;992041,0137792;895797,305988618
Miconia_aulocalyx;6;4;989878,555764301;991208,051754201;542008,761936475
Henriettea_flavescens;8;6;880223,057516603;987575,75514492;511423,486593009
Miconia_phaeochaeta;1;1;993511,980002766;986959,3049238;919881,628593691
Myrcia_coumete;1;1;1000833,30362579;986873,1563074;949624,0939287
Potalia_amara;1;1;983784,252565639;982861,72823;977231,170876228
Rhodostemonodaphne_licanioides;3;3;990721,146301704;973105,848079;576554,611079782
Joosia_dichotoma;1;1;1001331,66867039;968947,8042832;920692,334120149
Licania_marleneae;1;1;872853,328010701;968834,0887846;890204,525276587
Senegalia_paraensis;1;1;967805,919075263;968307,431508;950451,035335543
Xylopia_surinamensis;8;6;884992,920379495;961354,15911136;456186,966591149
Miconia_woytkowskii;2;1;947893,754644839;958085,5385274;895373,396751753
Klarobelia_anomala;4;2;883119,820816713;954830,968821601;666594,73523661
Calliandra_purpurea;3;3;952571,339089701;952322,82788;548918,466775161
Ocotea_sulcata;1;1;1001331,66867039;950905,026031401;950435,780840359
Annona_haematantha;1;1;963670,089150329;950825,84266;858428,928537029
Vismia_tomentosa;1;1;913519,138663001;950490,1315974;964793,510454464
Ocotea_esmeraldana;1;1;872853,328010701;950309,491372201;921783,819837343
Aniba_vaupesiana;1;1;963085,499616542;950285,640103199;942327,488782325
Tabernaemontana_heterophylla;2;1;863957,815523808;948700,634855199;919753,207110031
Couepia_reflexa;2;1;892171,437659069;947453,8600704;949619,803158283
Allophylus_pauciflorus;1;1;983918,905250603;946954,726179;946552,481698998
Ficus_catappifolia;2;1;964528,459730914;943477,241219;930247,252039216
Coussapoa_tessmannii;1;1;943460,444781568;942393,484932;961903,832403353
Siparuna_harlingii;1;1;938863,377836282;941485,6217302;913452,265453529
Dichapetalum_rugosum;1;1;1027273,97243345;941336,7759186;867763,935864122
Tachigali_davidsei;1;1;939215,474009632;939550,967415;936184,105618982
Pachira_faroensis;2;1;918053,858811294;938388,999034001;942699,513986577
Diospyros_rotok;2;1;915138,07724993;937558,3175732;867794,636591865
Pachira_humilis;1;1;845737,247954453;932888,9214888;896397,074776418
Ficus_aripuanensis;2;2;902407,880631001;928274,4656042;655988,749101686
Macrolobium_prancei;2;2;932983,135480906;926906,0763644;638332,447255922
Diospyros_lissocarpoides;3;3;878845,528065645;925249,4915958;513566,826475904
Caraipa_duckeana;1;1;943460,444781568;922987,4987682;905603,325005745
Dacryodes_glabra;1;1;983784,252565639;920028,6804072;914936,377837209
Cassia_swartzioides;1;1;930708,441467499;917352,0837246;893745,131700332
Coussarea_violacea;1;1;992400,92663014;915713,1760334;1009157,49531766
Stylogyne_micrantha;1;1;1040104,45656407;912696,5076688;820636,899488513
Erythrina_velutina;1;1;919131,976376794;912136,4415622;891481,839421957
Ormosia_lignivalvis;4;4;910202,915442843;911401,37726034;500263,54285331
Ficus_schippii;4;4;885340,775399159;910651,553510399;446869,639641852
Sterculia_corrugata;4;1;774832,929039727;910212,945360201;962380,027092781
Ocotea_ligulata;3;2;826904,834588501;905695,1262782;686274,477755182
Aniba_santalodora;2;1;925065,980869222;904271,4034896;898182,039424795
Picramnia_guianensis;1;1;963670,089150329;903771,0681198;831033,864965339
Varronia_buddleoides;1;1;1040104,45656407;899578,6362378;855043,840308007
Clavija_weberbaueri;2;2;928530,497127987;899306,2981714;663354,84701244
Ecclinusa_parviflora;1;1;928331,242758938;898863,1302946;851463,335256868
Coussarea_cephaeloides;5;3;805130,43541908;895996,945336401;584287,540608088
Esenbeckia_cowanii;2;2;1085677,40177707;891972,756891801;476974,285350511
Eumachia_podocephala;3;2;877159,070340698;886289,747161401;593707,706847162
Ronabea_latifolia;1;1;871492,116876718;886175,735623801;899239,372074382
Machaerium_latialatum;1;1;928331,242758938;886056,4936844;840069,888110867
Dimorphandra_unijuga;1;1;851971,799508276;884119,0636568;867326,61388896
Ficus_velutina;1;1;928331,242758938;883638,390597;805611,341184762
Coccoloba_paraensis;2;2;927834,309160318;882024,5835998;628215,331349885
Nectandra_fragrans;1;1;838174,64573679;877341,240195601;779248,203727698
Swartzia_duckei;1;1;805363,227854595;872797,2977832;765809,438932192
Matayba_laevigata;6;6;847979,706575278;870936,973177881;369947,498710588
Humiriastrum_diguense;1;1;838174,64573679;869972,5488562;810348,241453722
