Species;population;N ind;N plots
Myrciaria_dubia;93115401,0131605;299;21
Myrciaria_floribunda;233135975,12846;739;173
Myrciaria_glomerata;887946,566919319;2;1
Myrciaria_tenella;11886819,1728901;70;18
Myrciaria_vismiifolia;152127,715533195;1;1
Myriocarpa_stipitata;37941564,5711515;63;6
Myrocarpus_frondosus;61599359,0297392;76;14
Myroxylon_balsamum;65083158,4191657;165;75
Myroxylon_peruiferum;7812170,74662391;16;1
Myrsine_guianensis;187163,248081163;3;2
Myrsine_laetevirens;604488,494464574;1;1
Myrsine_umbellata;11842415,1905723;18;5
Naucleopsis_caloneura;498202987,294263;1205;284
Naucleopsis_concinna;82375812,0844946;165;72
Naucleopsis_glabra;105559430,906679;190;82
Naucleopsis_guianensis;3915609,67032262;29;19
Naucleopsis_herrerensis;11494853,2014151;40;25
Naucleopsis_humilis;1015026,23768746;5;4
Naucleopsis_imitans;44329471,7541882;86;57
Naucleopsis_jamariensis;1113115,56703815;3;2
Naucleopsis_krukovii;103456939,562137;385;113
Naucleopsis_macrophylla;18057404,3276202;51;27
Naucleopsis_oblongifolia;44230533,4818564;112;49
Naucleopsis_pseudonaga;17937719,5376014;47;20
Naucleopsis_riparia;13039184,8962305;34;20
Naucleopsis_stipularis;11041513,3197237;8;3
Naucleopsis_ternstroemiiflora;59287961,578715;136;46
Naucleopsis_ulei;176339005,122533;345;162
Nealchornea_stipitata;7738909,53627332;21;5
Nealchornea_yapurensis;317568830,676212;564;140
Nectandra_acuminata;7938224,45691713;13;9
Nectandra_acutifolia;12894379,8289603;38;6
Nectandra_amazonum;197538255,35769;460;60
Nectandra_bicolor;412818,844829193;1;1
Nectandra_canescens;6311249,99369877;28;4
Nectandra_cissiflora;42164446,456372;94;41
Nectandra_coeloclada;6023140,25883953;30;9
Nectandra_coriacea;2033688,3894422;5;2
Nectandra_crassiloba;5201772,13568631;33;17
Nectandra_cuneatocordata;7751884,22370718;29;17
Nectandra_cuspidata;189671275,834988;375;112
Nectandra_egensis;528090,04079148;1;1
Nectandra_fragrans;538867,607686819;1;1
Nectandra_fulva;1667069,09834005;2;2
Nectandra_gardneri;1447727,27910474;10;2
Nectandra_globosa;16573150,5905532;45;17
Nectandra_gracilis;2618574,1957585;9;6
Nectandra_hihua;80616105,1272471;249;17
Nectandra_lanceolata;6048725,51438133;7;4
Nectandra_latissima;5394272,94288171;17;7
Nectandra_laurel;269601,000456989;2;1
Nectandra_lineata;8060698,98183826;20;8
Nectandra_lineatifolia;4532716,66488171;12;5
Nectandra_longifolia;37163938,2800657;104;35
Nectandra_maguireana;324151,26433439;2;1
Nectandra_matthewsii;256549,404965647;1;1
Nectandra_maynensis;476242,071576946;2;2
Nectandra_membranacea;12215269,9577618;35;19
Nectandra_nitidula;1025549,21453322;1;1
Nectandra_oppositifolia;1579879,02764139;11;8
Nectandra_parviflora;542683,351652276;3;3
Nectandra_paucinervia;6943591,85997501;41;14
Nectandra_pearcei;5922886,49111632;19;10
Nectandra_pulverulenta;64303044,2726468;234;65
Nectandra_reflexa;522770,866044259;1;1
Nectandra_reticulata;18781247,0977891;42;23
Nectandra_sanguinea;706869,070965771;1;1
Nectandra_turbacensis;26566995,8575914;100;23
Nectandra_umbrosa;3396957,26880913;6;1
Nectandra_viburnoides;8637475,90210174;29;15
Nectandra_yarinensis;1576866,15075867;3;3
Neea_altissima;11815225,2221735;58;9
Neea_amplifolia;19019380,6095403;40;5
Neea_anisophylla;7917352,73825832;28;6
Neea_boliviana;12496689,7743716;14;2
Neea_bracteosa;47692969,8473784;69;9
Neea_davidsei;1108402,67796094;3;3
Neea_divaricata;108891070,722061;225;76
Neea_floribunda;337177481,29369;601;156
Neea_hermaphrodita;57150639,1378233;77;31
Neea_hirsuta;950502,612070876;2;2
Neea_laxa;7738961,58820483;11;10
Neea_longipedunculata;168540,270958915;1;1
Neea_macrophylla;63254174,9062427;215;82
Neea_madeirana;95961037,6047611;191;72
Neea_mapirensis;462258,66757471;3;1
Neea_obovata;12560158,1966735;17;8
Neea_oppositifolia;333622533,229074;596;213
Neea_ovalifolia;41113528,4198269;104;58
Neea_parviflora;16800459,1541123;48;25
Neea_parvifolia;5215642,52506273;15;9
Neea_robusta;12156199,9130112;17;14
Neea_stellulata;4726621,32886434;8;7
Neea_theifera;1190151,66901546;2;2
Neea_verticillata;27540629,0579196;52;25
Neea_virens;515674,859954833;1;1
Neocalyptrocalyx_grandipetala;7030067,88455898;5;4
Neocalyptrocalyx_leprieurii;736021,709077099;8;5
Neocalyptrocalyx_maroniensis;3245159,64121305;30;19
Neocalyptrocalyx_morii;47205,9056016399;1;1
Neocouma_ternstroemiacea;34134642,9936333;49;14
Neoptychocarpus_apodanthus;353449,378979832;2;2
Neoptychocarpus_killipii;1007419,34465883;3;3
Neoraputia_magnifica;9096090,67561139;8;1
Neoraputia_paraensis;70344765,5515953;107;6
Neosprucea_grandiflora;1678959,76332798;8;6
Neosprucea_rimachii;360283,644106511;1;1
Nycticalanthus_speciosus;914517,488001784;2;2
Ochroma_pyramidale;11548256,8947417;28;11
Ochthocosmus_barrae;14101081,6077901;30;4
Ochthocosmus_berryi;361806,259736845;1;1
Ochthocosmus_multiflorus;51240373,0221663;755;12
Ocotea_abbreviata;3072333,59671641;3;2
Ocotea_aciphylla;496611986,372326;924;219
Ocotea_adenotrachelium;653646,099131414;2;2
Ocotea_amazonica;88996192,6896179;194;92
Ocotea_amplissima;390622,598002222;1;1
Ocotea_argyrophylla;79380959,3029199;217;98
Ocotea_aurantiodora;204965898,764133;509;154
Ocotea_bofo;68956089,8311978;169;62
Ocotea_boissieriana;346992,818262677;1;1
Ocotea_brachybotrya;2055012,12881246;4;2
Ocotea_brenesii;3588000,05686902;6;4
Ocotea_camphoromoea;26978543,5472296;77;24
Ocotea_canaliculata;152006480,709763;524;145
Ocotea_ceanothifolia;3955944,67324726;39;30
Ocotea_chrysophylla;166448,618922954;1;1
Ocotea_cinerea;372715043,966474;723;179
Ocotea_complicata;468477,922583921;1;1
Ocotea_corymbosa;69039837,7811808;46;2
Ocotea_costulata;17287947,4663957;39;21
Ocotea_cujumary;115946059,668211;534;140
Ocotea_cuneifolia;3310371,37268678;8;5
Ocotea_cuprea;1646326,8053341;4;4
Ocotea_cymbarum;104614933,78331;214;65
Ocotea_debilis;465758,197148103;1;1
Ocotea_delicata;8251236,83808883;15;12
Ocotea_diffusa;548823,066125757;2;2
Ocotea_diospyrifolia;890013,033197558;1;1
Ocotea_discrepens;175180,947777323;1;1
Ocotea_dispersa;123260,59041283;4;1
Ocotea_douradensis;47905789,7502935;84;27
Ocotea_esmeraldana;3862646,8838108;4;3
Ocotea_fasciculata;15874308,2803882;201;33
Ocotea_fendleri;3984687,84043075;10;5
Ocotea_floribunda;71016688,8388023;230;99
Ocotea_fragrantissima;6688441,47828243;11;6
Ocotea_glomerata;223261425,34755;702;93
Ocotea_gracilis;8606105,12792464;15;9
Ocotea_guianensis;384241423,063076;916;118
Ocotea_hirtostyla;636706,87969313;4;3
Ocotea_immersa;6668309,94510713;10;6
Ocotea_indirectinervia;2170609,37333427;30;15
Ocotea_insularis;2572632,97154794;6;2
Ocotea_javitensis;102863716,790014;228;90
Ocotea_lenitae;513098,809931294;2;1
Ocotea_leptobotra;323459878,713503;1196;266
Ocotea_leucoxylon;186044906,612345;443;68
Ocotea_ligulata;261915,174443585;3;2
Ocotea_macrophylla;531546,464824074;4;1
Ocotea_marginata;953877,194652939;1;1
Ocotea_marmellensis;28853957,5621168;36;8
Ocotea_matogrossensis;76784752,4497374;153;49
Ocotea_meziana;518715,526165412;2;1
Ocotea_minor;36445079,1941123;42;25
Ocotea_minutiflora;1087769,05066222;4;1
Ocotea_myriantha;83366902,5176212;163;74
Ocotea_neblinae;39895246,1542441;46;24
Ocotea_nectandrifolia;185800,738834919;1;1
Ocotea_neesiana;14792131,1472825;59;12
Ocotea_nigra;3685441,02314309;27;18
Ocotea_nigrescens;116763677,409029;179;69
Ocotea_nilssonii;858791,881496129;1;1
Ocotea_nitida;9363339,92341813;47;18
Ocotea_notata;4355144,50972413;3;1
Ocotea_obliqua;757329,709144276;9;8
Ocotea_oblonga;67729953,7109969;196;78
Ocotea_obovata;11579758,397305;45;12
Ocotea_olivacea;10233509,3194471;35;17
Ocotea_oppositifolia;441800,203843459;1;1
Ocotea_ovalifolia;256549,404965647;1;1
Ocotea_pauciflora;20223807,2265549;40;16
Ocotea_percoriacea;241933,195178805;2;1
Ocotea_percurrens;122127794,754117;383;122
Ocotea_petalanthera;25276909,812478;168;58
Ocotea_porosa;112686420,106153;75;2
Ocotea_puberula;50497536,0809989;129;66
Ocotea_quixos;5115458,25338384;23;14
Ocotea_rhodophylla;35393979,6073653;78;38
Ocotea_rubrinervis;17712502,5207727;136;34
Ocotea_rufovestita;47205,9056016399;1;1
Ocotea_sandwithii;638115,808869767;5;4
Ocotea_scabrella;8335929,83207851;8;7
Ocotea_scalariformis;794208,464960747;4;4
Ocotea_schomburgkiana;119537899,883393;497;38
Ocotea_silvae;2028188,42553275;6;4
Ocotea_splendens;80195770,7395682;157;70
Ocotea_subterminalis;18593613,993368;101;47
Ocotea_sulcata;706869,070965771;1;1
Ocotea_tabacifolia;16440381,2529193;23;17
Ocotea_tessmannii;14100065,3584451;44;27
Ocotea_tomentella;13536181,9934786;77;40
Ocotea_tomentosa;777174,962981425;1;1
Ocotea_velloziana;11531124,1993177;16;1
Ocotea_whitei;932413,528531978;2;2
Oenocarpus_bacaba;1046581032,74522;13962;462
Oenocarpus_balickii;3522673,03569874;7;6
Oenocarpus_bataua;2724689060,45682;6745;487
Oenocarpus_distichus;196446501,473437;313;91
Oenocarpus_mapora;164675502,997165;574;101
Oenocarpus_minor;21230432,8859624;33;13
Onychopetalum_amazonicum;92816715,039863;852;112
Onychopetalum_periquino;15267781,5394346;15;11
Ophiocaryon_heterophyllum;39132697,6317461;89;39
Ophiocaryon_klugii;4656969,78842184;9;6
Ophiocaryon_manausense;13581733,2763898;35;18
Oreopanax_capitatus;777174,962981425;1;1
Ormosia_amazonica;11546541,4026077;19;17
Ormosia_arborea;1933721,10752036;6;3
Ormosia_bolivarensis;2092524,28753952;23;7
Ormosia_bopiensis;9872234,61209338;28;17
Ormosia_coarctata;18510085,6694108;40;19
Ormosia_coccinea;34774689,4644599;116;50
Ormosia_costulata;24399724,255641;106;41
Ormosia_coutinhoi;60941843,3942039;344;56
Ormosia_discolor;33232421,1856856;59;23
Ormosia_elata;1577639,79959231;7;6
Ormosia_excelsa;78463380,6745501;387;32
Ormosia_fastigiata;5820671,61831914;9;4
Ormosia_flava;15511568,2217045;51;41
Ormosia_grandiflora;29448649,1705008;43;23
Ormosia_grossa;37201559,9119228;63;30
Ormosia_holerythra;3529200,18557418;71;19
Ormosia_lignivalvis;18104538,8385161;43;9
Ormosia_macrocalyx;42951245,1101007;60;30
Ormosia_macrophylla;9524880,99140847;20;8
Ormosia_melanocarpa;1222365,44068832;13;7
Ormosia_nobilis;19625853,2689511;41;30
Ormosia_panamensis;357076,216427789;2;1
Ormosia_paraensis;200428847,73181;437;171
Ormosia_schunkei;491472,009502303;1;1
Ormosia_smithii;1779773,82223576;1;1
Ormosia_stipularis;609157,905017972;4;3
Osteophloeum_platyspermum;511492715,844677;1379;425
Otoba_glycycarpa;264461721,642864;886;96
Otoba_novogranatensis;1354542,97257636;13;3
Otoba_parvifolia;496392126,462724;2037;142
Ouratea_acuminata;738609,365675565;1;1
Ouratea_amplifolia;7433364,56373338;17;9
Ouratea_aquatica;559696,886034139;1;1
Ouratea_aromatica;420414,609351394;3;2
Ouratea_candollei;3630189,89875769;15;3
Ouratea_castaneifolia;20516631,7825476;78;35
Ouratea_cerebroidea;137060,209013092;1;1
Ouratea_chiribiquetensis;3543968,65124618;5;3
Ouratea_chrysopetala;165550,331454439;1;1
Ouratea_coccinea;12518893,3096683;13;10
Ouratea_decagyna;2418204,96297861;21;15
Ouratea_discophora;296734859,931903;553;100
Ouratea_ferruginea;1015071,49360715;2;2
Ouratea_guianensis;3149765,08087546;13;8
Ouratea_hexasperma;4815304,6725047;14;3
Ouratea_inundata;4748974,06535637;13;3
Ouratea_iquitosensis;221405,21275577;1;1
Ouratea_kananariensis;428772,518343033;2;1
Ouratea_leprieuri;2075418,17483113;13;2
Ouratea_melinonii;6420788,8127871;41;19
Ouratea_odora;3393772,20383964;5;1
Ouratea_paraensis;8366515,19861831;42;20
Ouratea_pendula;5552117,53331476;9;7
Ouratea_pisiformis;1986327,48121132;9;1
Ouratea_polyantha;4477661,50242569;9;6
Ouratea_polygyna;1791057,29358317;13;5
Ouratea_racemiformis;3633891,76034377;8;6
Ouratea_scottii;3494341,5930863;14;4
Ouratea_spectabilis;47260,9681714864;1;1
Ouratea_spruceana;24712259,3130942;184;8
Ouratea_superba;694936,934402216;1;1
Ouratea_williamsii;288267,061855746;1;1
Oxandra_asbeckii;152971422,269052;1001;97
Oxandra_espintana;208097292,347644;451;25
Oxandra_euneura;28077646,5765072;76;19
Oxandra_krukoffii;12453624,6554833;39;16
Oxandra_leucodermis;16387976,8232432;25;2
Oxandra_macrophylla;1126289,12333394;1;1
Oxandra_mediocris;254670305,661719;553;89
Oxandra_polyantha;562048586,184639;841;33
Oxandra_riedeliana;370430795,52979;512;86
Oxandra_sphaerocarpa;41786898,3784186;80;11
Oxandra_xylopioides;167904929,981806;363;122
Pachira_amazonica;1411968,45568269;10;1
Pachira_aquatica;101699577,491426;520;84
Pachira_brevipes;1557996125,73353;4114;36
Pachira_coriacea;861346,525137941;1;1
Pachira_cowanii;113810,393911297;1;1
Pachira_dolichocalyx;3162952,65574988;44;12
Pachira_duckei;22812915,5891631;41;11
Pachira_faroensis;6041756,81140461;41;7
Pachira_flaviflora;58025901,9068397;418;35
Pachira_fuscolepidota;2197334,93467877;3;1
Pachira_glabra;6370253,47437419;35;9
Pachira_gracilis;10224480,2463069;13;1
Pachira_humilis;614769,214621122;1;1
Pachira_imperialis;990902,841608366;1;1
Pachira_insignis;212679413,151793;443;121
Pachira_macrocalyx;75107950,1549244;127;46
Pachira_minor;6868595,39465023;8;4
Pachira_nervosa;52533485,4872755;118;52
Pachira_nitida;66001050,5013868;104;15
Pachira_nukakica;1056180,08158296;2;1
Pachira_obovata;326475,829603921;1;1
Pachira_orinocensis;3696029,49828292;10;5
Pachira_paraensis;26864229,9241227;64;27
Pachira_punga-schunkei;20885374,7217315;85;23
Pachira_quinata;9245639,13343095;14;10
Pachira_sessilis;4090500,9345519;10;2
Pachira_trinitensis;841506,956827227;3;3
Pagamea_acrensis;9760220,67385392;7;2
Pagamea_coriacea;60027138,3252765;173;27
Pagamea_duckei;4229354,82908189;23;6
Pagamea_guianensis;83547496,1885792;419;27
Pagamea_macrophylla;19257341,1030249;64;14
Pagamea_plicata;40950646,014169;65;9
Pagamea_thyrsiflora;933238,414674925;2;1
Palicourea_amapaensis;890013,033197558;1;1
Palicourea_anceps;107274,283979376;1;1
Palicourea_crocea;1023553,39674015;2;2
Palicourea_flaviflora;68058,2156017531;1;1
Palicourea_grandiflora;4098429,42328791;22;3
Palicourea_guianensis;33719059,7109822;188;46
Palicourea_lasiantha;4115538,25202629;26;7
Palicourea_mansoana;176870,971962534;1;1
Palicourea_nigricans;822721,221376437;1;1
Palicourea_racemosa;1396296,93813844;2;1
Palicourea_roseocremea;179167,031773248;1;1
Palicourea_stenostachya;385871,677661014;1;1
Palicourea_triphylla;245293,507655395;2;1
Paloue_brasiliensis;2328215,58036102;3;3
Paloue_guianensis;2738298,87959751;18;1
Paloue_induta;6214015,04977181;44;5
Paloue_riparia;1270662,8283009;6;2
Panopsis_rubescens;142363856,859841;589;54
Panopsis_sessilifolia;30095661,1409584;73;18
Parachimarrhis_breviloba;3747256,78789922;10;1
Paradrypetes_subintegrifolia;2206275,49478359;10;5
Parahancornia_amara;19649022,0185363;133;4
Parahancornia_fasciculata;47118195,9927366;194;119
Parahancornia_krukovii;1359820,33053511;1;1
Parahancornia_negroensis;20967848,8232054;37;5
Parahancornia_oblonga;23978278,6644421;28;13
Parahancornia_peruviana;25656620,143593;65;29
Parahancornia_surrogata;56808746,5949248;89;12
Paraia_bracteata;11753754,9467618;69;13
Paramachaerium_ormosioides;110101906,757492;376;53
Parapiptadenia_rigida;143116,152547092;1;1
Parathesis_amazonica;68058,2156017531;1;1
Parathesis_palaciosii;92343,6258900624;2;1
Parinari_campestris;53539393,4127754;185;62
Parinari_excelsa;155422917,168872;429;181
Parinari_klugii;41647260,0719749;101;36
Parinari_montana;40848637,9104416;77;61
Parinari_occidentalis;16162482,2487266;36;21
Parinari_pachyphylla;760146,211682689;1;1
Parinari_parilis;32319294,7439762;58;35
Parinari_parvifolia;27353887,4599785;54;29
Parinari_rodolphii;21821267,1979695;90;48
Parinari_sprucei;23098666,2568354;51;15
Parkia_balslevii;4501209,29157298;24;16
Parkia_decussata;22072326,0964176;99;51
Parkia_discolor;34590224,2248117;116;31
Parkia_gigantocarpa;19122984,9689553;36;28
Parkia_igneiflora;158667098,573916;280;68
Parkia_multijuga;301365646,794606;808;271
Parkia_nitida;134848673,872733;443;240
Parkia_panurensis;88000129,0992527;180;74
Parkia_paraensis;642603,667872514;4;2
Parkia_pendula;124409160,446441;296;179
Parkia_reticulata;1382143,88582998;11;9
Parkia_ulei;23458887,3737305;153;75
Parkia_velutina;46020757,7516507;153;94
Patinoa_ichthyotoxica;3628084,86940553;9;6
Patinoa_paraensis;70515927,6620341;697;47
Pausandra_fordii;7467894,91292641;106;7
Pausandra_hirsuta;1447605,79711938;2;2
Pausandra_macropetala;73596933,1697772;260;60
Pausandra_martinii;18385870,1286895;52;15
Pausandra_trianae;156674700,25838;482;63
Paypayrola_grandiflora;156664801,578845;1001;205
Paypayrola_guianensis;23563905,9394472;90;18
Paypayrola_hulkiana;101948,331051719;1;1
Paypayrola_longifolia;26347389,7762484;97;28
Peltogyne_campestris;7740106,78726041;18;9
Peltogyne_catingae;235978037,571823;312;81
Peltogyne_confertiflora;1293486,38815097;6;2
Peltogyne_excelsa;112315926,313143;201;63
Peltogyne_floribunda;52676740,0210346;158;13
Peltogyne_gracilipes;83707562,925618;117;3
Peltogyne_heterophylla;43446885,5262066;57;4
Peltogyne_lecointei;362051,568505427;2;2
Peltogyne_paniculata;304400215,501085;616;180
Peltogyne_paradoxa;409613,405561159;2;2
Peltogyne_parvifolia;3048473,51622691;9;1
Peltogyne_subsessilis;61881967,3246006;87;9
Peltogyne_venosa;59660992,4787106;265;89
Pentaclethra_macroloba;1550135258,07443;8825;187
Pentagonia_amazonica;59402600,1288743;163;28
Pentagonia_macrophylla;8198415,16026849;31;14
Pentagonia_spathicalyx;22616530,1737109;74;18
Pentagonia_wurdackii;691707,415876198;2;2
Pentaplaris_davidsmithii;82544012,539681;199;14
Pentaplaris_huaoranica;4513887,37020138;31;12
Pentascyphus_thyrsiflorus;122099,715687182;1;1
Pera_anisotricha;7231451,80907642;16;3
Pera_benensis;14401410,2692141;30;20
Pera_bicolor;248561841,997957;719;116
Pera_coccinea;19239262,5832576;48;13
Pera_decipiens;10124234,5984014;17;9
Pera_distichophylla;9628195,78914181;22;8
Pera_eiteniorum;763404,017655782;1;1
Pera_glabrata;40060361,8604765;98;52
Pera_tomentosa;15326617,8757609;30;14
Perebea_angustifolia;38128601,5421047;79;48
Perebea_guianensis;238201731,390181;550;176
Perebea_humilis;361258,035569389;1;1
Perebea_longepedunculata;44346775,1912722;76;22
Perebea_mennegae;3113939,44876747;6;5
Perebea_mollis;196251059,731152;334;151
Perebea_rubra;20827993,6808497;29;22
Perebea_tessmannii;30984639,4268077;67;40
Perebea_xanthochyma;145507729,290547;419;126
Peridiscus_lucidus;10975386,2973163;42;16
Perissocarpa_umbellifera;917542,787190899;1;1
Persea_areolatocostae;7637547,87112831;8;6
Persea_caerulea;44934278,9914931;114;5
Persea_croizatii;3549647,42148167;4;1
Persea_fastigiata;8598687,26928932;7;1
Persea_haenkeana;182522,89797802;1;1
Persea_jariensis;243013,65318102;2;2
Persea_peruviana;8708265,73520379;19;10
Persea_pseudofasciculata;531855,138716275;2;2
Phanera_guianensis;373362,642608144;3;2
Phanera_splendens;255786,166424174;1;1
Phragmotheca_ecuadorensis;2038250,09700793;21;7
Phragmotheca_mammosa;13649486,3935052;37;19
Phyllanthus_attenuatus;7821811,37940478;23;14
Phyllanthus_elsiae;44663809,4972188;306;1
Phyllanthus_juglandifolius;5129716,50847147;8;7
Phyllanthus_madeirensis;2596859,7990469;2;2
Phyllostylon_rhamnoides;16447446,5266637;159;3
Physocalymma_scaberrimum;172443914,107618;375;42
Phytelephas_macrocarpa;2617950,11866528;3;3
Phytelephas_seemannii;2408193,40932855;5;2
Phytelephas_tenuicaulis;15799186,4151037;47;11
Picramnia_ciliata;380839,481076694;1;1
Picramnia_elliptica;2970213,38425493;2;1
Picramnia_guianensis;1043673,0903308;2;2
Picramnia_juniniana;13133345,873982;16;10
Picramnia_latifolia;13821925,8212131;29;18
Picramnia_magnifolia;1123425,12326249;3;2
Picramnia_pentandra;7100017,47357273;10;6
Picramnia_sellowii;6519664,15461174;13;6
Picramnia_spruceana;7665009,62991192;15;8
Picrolemma_sprucei;4247534,21137742;12;5
Pilocarpus_racemosus;243458,687044244;2;1
Piper_aequale;825637,689658385;2;1
Piper_arboreum;5405830,67299008;9;4
Piper_bellidifolium;163648,32095436;1;1
