Species;population;N.ind;N.plots
Caryocar pallidum;43616828,9577521;104;63
Annona papilionella;43541545,9548801;222;75
Garcinia gardneriana;43520083,862509;92;48
Andira parviflora;43504940,8340403;135;60
Pseudobombax marginatum;43413565,7789547;100;11
Eugenia moschata;43320215,4830309;144;86
Guazuma crinita;43305860,977668;117;20
Cecropia peltata;43142885,1217002;161;23
Duroia saccifera;42991584,5604382;244;71
Vatairea macrocarpa;42941202,0916019;60;7
Vochysia obscura;42776925,9851888;127;28
Socratea salazarii;42774875,7097395;157;14
Endlicheria paniculata;42749899,5955472;83;33
Naucleopsis oblongifolia;42641711,5813169;116;53
Protium morii;42407891,6536514;129;30
Cespedesia spathulata;42391454,7770305;102;36
Gustavia poeppigiana;42358447,3771635;73;24
Allophylus scrobiculatus;42219682,9322197;159;19
Croton tessmannii;42217612,932477;123;31
Macoubea guianensis;42206339,0495694;144;82
Bagassa guianensis;42197851,553848;85;66
Guarea scabra;42175654,3381366;124;47
Pouteria baehniana;42132563,2795389;160;43
Caraipa spuria;42115884,6918261;34;5
Andira surinamensis;42050086,5388894;200;81
Chrysophyllum cuneifolium;42012174,8025409;515;97
Persea caerulea;41983216,4491347;114;5
Iryanthera coriacea;41938155,6067341;64;25
Heliocarpus americanus;41858500,1878746;89;26
Couepia obovata;41848808,3093074;96;54
Swartzia klugii;41818463,1236024;87;13
Monteverdia macrocarpa;41784429,1013476;87;44
Naucleopsis imitans;41661871,1087492;96;59
Gaulettia parillo;41600627,8131282;153;38
Inga disticha;41593959,6951683;126;36
Inga cordatoalata;41574270,4251719;141;62
Moquilea unguiculata;41555255,1971211;228;94
Cordia scabrifolia;41505071,0798117;227;61
Randia armata;41451889,2077471;108;48
Perebea longepedunculata;41415710,7620813;76;22
Ferdinandusa elliptica;41318710,3292592;139;72
Myracrodruon urundeuva;41306446,3147514;105;7
Guatteria guianensis;41137743,2898951;149;61
Marlierea caudata;40933451,5130555;76;12
Homalium racemosum;40805004,0407955;146;23
Neea bracteosa;40657897,5708588;69;9
Dipteryx magnifica;40630982,3914936;276;97
Ficus gomelleira;40601682,3312609;92;63
Phyllanthus elsiae;40565162,9093033;306;1
Himatanthus bracteatus;40561010,4684834;188;44
Emmotum acuminatum;40548710,5189316;93;34
Cordia sellowiana;40460766,5448504;73;39
Ceiba insignis;40417216,6621133;73;19
Talisia sylvatica;40383244,8231939;129;15
Sloanea rufa;40376133,2759209;75;52
Peltogyne heterophylla;40347659,3594087;57;4
Erisma splendens;40299859,3332991;92;26
Dendropanax cuneatus;40137211,0593502;109;34
Hirtella paniculata;40114755,8870106;140;6
Guatteria decurrens;40059547,2779897;67;36
Croton tricolor;39847021,1953856;219;6
Inga obtusata;39672410,0143208;52;17
Virola carinata;39579693,5102879;79;31
Tabebuia fluviatilis;39421957,9278893;281;7
Spiranthera guianensis;39414579,1437192;62;5
Vismia macrophylla;39373668,6809563;87;51
Virola multicostata;39298987,7547096;119;63
Parinari montana;39283314,1589575;79;63
Oxandra sphaerocarpa;39227318,1854754;80;11
Cordia sagotii;39201590,6020969;172;69
Protium rubrum;39149211,0595285;122;43
Heisteria densifrons;39079001,8661035;104;63
Eschweilera juruensis;39034319,7299068;113;40
Pradosia caracasana;39000042,0358305;86;8
Micropholis trunciflora;38979269,6113001;109;60
Isertia hypoleuca;38970906,3314954;45;22
Chrysophyllum ucuquirana-branca;38934484,3837067;127;57
Caraipa richardiana;38854647,3633454;149;29
Meriania urceolata;38809873,1690761;64;12
Sterculia peruviana;38737739,5124778;74;31
Xylopia barbata;38688790,7160295;96;12
Parinari klugii;38574108,8577749;102;37
Dipteryx alata;38567499,0902093;98;38
Stenostomum acreanum;38440828,7589758;188;16
Cynometra hostmanniana;38425219,8986665;117;24
Enterolobium maximum;38374425,432916;175;43
Astronium obliquum;38290532,9948884;127;57
Guatteria ucayalina;38168138,2858253;163;59
Casearia ulmifolia;38156906,1665263;161;74
Couratari tenuicarpa;38067925,1366268;81;14
Apeiba schomburgkii;38048458,3613492;91;28
Alseis peruviana;38035385,9669118;40;5
Mezilaurus sprucei;37979182,636467;61;32
Terminalia ochroprumna;37974076,7917245;151;21
Andira trifoliolata;37962037,096841;78;36
Hymenolobium sericeum;37955170,2176243;76;48
Eperua bijuga;37837435,9820841;161;34
Nectandra cissiflora;37796194,9486721;94;41
Pourouma ferruginea;37669252,010543;49;28
Dussia tessmannii;37654765,1913132;111;69
Coussarea hirticalyx;37630733,0546255;44;7
Croton palanostigma;37612898,9341811;75;20
Erythroxylum spruceanum;37594476,2986549;188;11
Lueheopsis rugosa;37484555,8587367;108;51
Duguetia calycina;37462560,2743008;186;72
Ormosia macrocalyx;37430146,1537985;60;30
Pera glabrata;37371605,2187577;109;61
Neea ovalifolia;37348460,9194697;104;58
Geissospermum urceolatum;37281082,2273414;70;46
Terminalia guyanensis;37277766,9249841;173;59
Platycarpum orinocense;37264221,6587154;40;16
Banara nitida;37171153,581679;79;37
Haploclathra paniculata;37139700,0771601;52;9
Iryanthera tessmannii;37116214,8173646;90;25
Micropholis resinifera;37072797,2419542;321;49
Guatteria modesta;36913768,6940571;99;46
Pouteria lucumifolia;36890359,1168649;57;21
Senegalia loretensis;36884725,8243178;120;37
Guatteria dura;36881656,1046538;52;13
Cordia iguaguana;36838941,6456084;43;4
Licaria brasiliensis;36675506,5242958;425;68
Alibertia edulis;36615322,1951446;130;33
Hymenolobium heterocarpum;36584188,9661946;96;36
Simira cordifolia;36563162,9702571;119;27
Hirtella hispidula;36538789,5043809;76;45
Botryarrhena pendula;36536145,7096354;93;45
Pagamea plicata;36525807,7755916;65;9
Ophiocaryon heterophyllum;36473885,4440659;89;39
Chimarrhis barbata;36331524,001907;103;39
Perebea angustifolia;36264333,9344551;85;49
Vataireopsis iglesiasii;36227993,7241077;68;16
Heisteria spruceana;36110319,3212293;66;40
Aniba burchellii;36091047,7241734;158;52
Heisteria laxiflora;36087614,8550906;125;46
Astronium fraxinifolium;36079616,0671572;80;17
Inga gracilior;36067499,4380721;62;19
Platymiscium stipulare;36027190,9073732;86;44
Cecropia polystachya;36021678,6362688;73;23
Hymenopus sothersiae;36005105,6367231;55;22
Eugenia omissa;35966920,6886937;276;78
Protium laxiflorum;35782151,4281819;49;12
Pradosia mutisii;35772783,0926538;47;4
Esenbeckia amazonica;35760854,0419039;92;32
Nectandra longifolia;35588404,2534813;106;37
Annona ambotay;35555319,1121493;136;68
Licania rodriguesii;35541215,9791175;73;50
Piptadenia viridiflora;35466646,1239303;78;6
Myriocarpa stipitata;35425688,2630436;63;6
Cupania macrostylis;35325383,7245299;71;32
Coussarea paniculata;35315344,1389893;125;31
Siparuna poeppigii;35295102,074638;177;58
Jacaranda macrocarpa;35255387,4662543;85;34
Diospyros tetrandra;35213595,8499907;244;13
Aniba riparia;35212846,8649075;114;41
Inga obidensis;35200112,6305157;61;29
Chrysochlamys membranacea;35007706,5343436;161;38
Humiriastrum excelsum;34995744,4045068;92;37
Poeppigia procera;34877663,1801271;36;9
Ruizterania cassiquiarensis;34855999,9242821;68;28
Hymenopus prismatocarpus;34787526,6529731;53;32
Chimarrhis gentryana;34781006,2364432;46;21
Cedrela fissilis;34695236,8001644;121;48
Couepia bernardii;34653512,505796;88;10
Styrax guyanensis;34515129,0636888;73;30
Pouteria ucuqui;34426218,7286779;49;19
Ocotea neblinae;34423491,1310948;46;24
Licania mollis;34396719,2987329;83;22
Terminalia suaveolens;34385649,1434891;64;6
Amanoa gracillima;34379457,4283603;71;3
Ocotea minor;34368481,7957912;42;25
Aniba parviflora;34233993,5754911;205;80
Hymenopus arachnoideus;34230595,4083716;81;34
Caraipa savannarum;34181863,0480099;37;3
Byrsonima stipulacea;34126203,306496;318;55
Diospyros carbonaria;34109397,0824499;116;58
Talisia coriacea;34088430,6202181;30;11
Duguetia uniflora;34008402,5398765;130;10
Chamaecrista apoucouita;33997418,1940405;190;19
Capparidastrum coimbranum;33992368,2441823;52;2
Pradosia ptychandra;33977646,1267405;267;76
Mezilaurus synandra;33971516,6806004;69;35
Mouriri collocarpa;33900656,7874507;282;81
Couepia ulei;33873042,5137941;55;32
Tetrastylidium peruvianum;33847601,8696293;90;35
Inga sapindoides;33762210,756396;79;41
Inga neblinensis;33760296,7851831;32;2
Wittmackanthus stanleyanus;33710687,4952968;160;33
Miconia mirabilis;33702357,1842438;268;36
Vouacapoua macropetala;33552047,2785226;285;3
Elvasia canescens;33541193,238795;73;3
Antonia ovata;33529121,087434;155;39
Swartzia leptopetala;33493303,0739335;109;40
Pouteria melanopoda;33464907,8663585;255;63
Protium prancei;33462473,8522826;81;44
Mouriri guianensis;33428193,92177;107;24
Dulacia guianensis;33411789,2662297;95;61
Byrsonima incarnata;33328158,8104503;91;25
Triplaris poeppigiana;33301511,1528447;113;24
Posoqueria latifolia;33296606,0576286;255;82
Malouetia lata;33266477,4853813;240;21
Ormosia coccinea;33264103,6064795;117;51
Abarema mataybifolia;33206305,4843713;195;81
Terminalia congesta;33171065,6198117;112;74
Moronobea coccinea;33156976,1959458;173;60
Zygia ampla;33105832,2063498;110;10
Duckesia verrucosa;33099692,8173634;151;56
Clathrotropis brunnea;33063491,1550979;81;6
Vochysia divergens;33062088,8448715;122;32
Licania stewardii;33060073,1020412;80;7
Caraipa valioi;33048020,5824459;55;8
Glandonia macrocarpa;33039035,1458767;57;17
Guapira opposita;33027040,0459449;57;20
Galipea jasminiflora;32984697,6744051;32;8
Catostemma sclerophyllum;32966792,5659683;214;15
Lonchocarpus nicou;32926905,770687;147;7
Bowdichia virgilioides;32875717,6365672;63;21
Sweetia fruticosa;32865245,9577603;61;14
Elaeoluma schomburgkiana;32852317,5528768;55;19
Aniba citrifolia;32800168,1007652;127;53
Humiriastrum cuspidatum;32778185,838735;69;25
Actinostemon amazonicus;32772396,0246662;53;6
Sloanea synandra;32766577,4589665;108;73
Aniba puchury-minor;32742607,0460981;154;40
Croton urucurana;32737542,1543721;36;5
Inga spectabilis;32736738,2332391;139;39
Vitex calothyrsa;32724632,5183875;43;4
Calophyllum longifolium;32686161,3489793;81;16
Annona neoinsignis;32643839,3643161;86;56
Couroupita subsessilis;32597794,5337701;51;23
Ormosia grossa;32465640,8029655;61;29
Sloanea fragrans;32430065,1145829;131;38
Bowdichia nitida;32374560,2989201;164;45
Caryodendron orinocense;32361108,7731827;182;47
Licaria armeniaca;32350194,6132137;82;24
Zanthoxylum compactum;32309646,5131901;65;33
Platypodium elegans;32187013,3897171;106;31
Talisia hexaphylla;32157883,9316661;170;72
Mabea occidentalis;32118490,1120683;82;20
Bathysa bathysoides;32081326,0405405;81;5
Recordoxylon speciosum;32080396,692147;63;17
Monopteryx inpae;32071019,8561974;148;39
Parkia discolor;31990412,2660968;116;31
Ficus paraensis;31936631,0799867;83;41
Platonia insignis;31913991,2176037;134;65
Vismia japurensis;31905729,2052801;75;28
Caryocar gracile;31904999,544392;66;19
Tachigali alba;31855686,7717536;339;68
Jacaranda obtusifolia;31849277,6333053;118;43
Allophylus divaricatus;31842362,4306068;56;23
Miconia dispar;31778885,3989156;94;42
Geissanthus ambigua;31751942,3501367;54;14
Inga brachyrhachis;31732363,3960475;93;35
Ocotea rhodophylla;31729886,8095076;78;38
Cynophalla flexuosa;31722301,4439663;50;10
Vantanea macrocarpa;31720223,8074816;138;68
Dacryodes roraimensis;31682608,0174143;55;18
Vochysia obidensis;31652648,0438358;86;21
Touroulia guianensis;31524720,910693;265;79
Vochysia lomatophylla;31514910,3744195;84;34
Chrysophyllum sparsiflorum;31505523,1167427;79;42
Ceiba chodatii;31487884,2702841;48;22
Palicourea guianensis;31457646,0706965;187;45
Pseudima frutescens;31373783,3884294;59;31
Stryphnodendron racemiferum;31269184,6100478;96;64
Caraipa llanorum;31252951,8288709;159;8
Tachigali eriopetala;31214526,1321106;62;22
Gaulettia racemosa;31176905,2762304;69;25
Limadendron hostmannii;31087955,5237654;197;17
Duguetia lucida;30973794,891126;64;12
Mouriri sagotiana;30946385,032429;134;33
Chrysophyllum bombycinum;30774830,4491306;80;31
Neocouma ternstroemiacea;30771113,4458913;49;14
Ternstroemia klugiana;30730886,6796454;132;10
Trema micrantha;30681206,0040282;69;36
Quiina rhytidopus;30650491,3359998;45;15
Swartzia jenmanii;30554922,0434656;158;14
Quiina negrensis;30545893,6923366;73;41
Emmotum fagifolium;30531980,176554;134;42
Swartzia canescens;30443341,646881;96;35
Rhamnidium elaeocarpum;30417765,8371147;71;26
Endlicheria bracteolata;30404506,054312;108;25
Senna silvestris;30333576,4698592;71;29
Guarea humaitensis;30326288,9137717;145;60
Licaria triandra;30217630,2774593;61;27
Diclinanona tessmannii;30215053,9472085;85;25
Vitex compressa;30175187,0100231;57;9
Mezilaurus duckei;30166277,3976739;266;78
Licania niloi;30140882,3008264;62;40
Ferdinandusa loretensis;30124928,9557345;72;32
Eugenia punicifolia;30097662,9582152;145;11
Laetia suaveolens;30051601,1018783;142;14
Ormosia discolor;30040590,6405232;59;23
Zygia lathetica;30027843,5304789;57;16
Drypetes fanshawei;29999189,5114789;175;51
Marlierea schomburgkiana;29991642,6343061;159;25
Parinari parilis;29989129,5299364;58;35
Virola marleneae;29884416,1251709;54;12
Diospyros santaremnensis;29823724,8944201;199;11
Sterculia kayae;29797313,3859439;142;40
Dulacia candida;29760142,9795941;259;90
Unonopsis stipitata;29715942,941109;88;47
Licaria martiniana;29685878,4508922;84;45
Inga tenuistipula;29671993,5313353;85;43
Senegalia multipinnata;29434682,5662394;56;36
Coussapoa orthoneura;29432703,8677467;112;63
Hymenopus reticulatus;29416040,9928551;83;36
Tachigali amplifolia;29379559,9673682;65;20
Gustavia elliptica;29241656,4734709;116;41
Aniba cylindriflora;29241234,0920368;62;19
Aspidosperma araracanga;29230113,6968454;50;26
Curatella americana;29220654,7234332;108;16
Ixora peruviana;29205107,593634;61;22
Manilkara cavalcantei;29198121,5149815;81;34
Couepia chrysocalyx;29112990,9306335;67;29
Aniba kappleri;29053514,0303157;74;31
Sloanea brevipes;29050230,6151287;77;55
Perebea tessmannii;28949967,0230707;79;43
Corythophora rimosa;28863049,3371022;148;57
Inga melinonis;28775910,0219051;104;51
Miconia bubalina;28774129,5271921;84;18
Marila laxiflora;28765007,3903399;136;30
Pouteria platyphylla;28729666,2366532;112;70
Inga vismiifolia;28699187,5720434;106;39
Hymenopus laevigatus;28486168,6733954;78;41
Virola schultesii;28264323,7384384;28;2
Terminalia corrugata;28218126,543978;81;47
Paypayrola longifolia;28161519,8314623;127;35
Lacistema grandifolium;28143249,9881403;193;53
Duroia micrantha;28090144,9305209;144;17
Roucheria calophylla;28083926,2609036;45;19
Swietenia macrophylla;28037786,2427006;41;20
Ormosia grandiflora;28016812,432996;43;23
Pleurothyrium parviflorum;28016230,564708;81;38
Croton smithianus;27997980,9790602;80;23
Catostemma altsonii;27959679,1027677;188;3
Swartzia lamellata;27951054,4433573;69;31
Endlicheria sericea;27877370,6439167;65;27
Salacia impressifolia;27805020,1153961;48;26
Sloanea nitida;27773480,6998484;58;31
Inga alata;27769702,3395943;113;36
Parinari sprucei;27767400,2013088;63;24
Heterostemon ellipticus;27658368,9046166;45;10
Syagrus inajai;27592953,8391875;44;13
Swartzia oblanceolata;27587803,9646643;153;55
Dendropanax macropodus;27586964,229143;47;14
Xylopia plowmanii;27561413,1030457;58;4
Byrsonima cydoniifolia;27514903,2115698;54;6
Cordia lomatoloba;27429242,7414199;92;46
Annona montana;27419756,177116;55;33
Pachira paraensis;27386747,0581006;66;28
Sloanea sinemariensis;27275927,4546153;113;33
Vochysia grandis;27269014,2451062;56;28
Handroanthus heptaphyllus;27237727,8809678;77;5
Laetia cupulata;27182650,4353571;60;20
Tovomita acutiflora;27083722,259547;32;10
Panopsis sessilifolia;27011037,9732043;74;19
Miconia elata;27008958,3251281;135;42
Virola obovata;27006801,4681186;166;40
Tachigali physophora;26921432,1451884;31;8
Erythroxylum havanense;26896879,7094643;44;7
Bellucia dichotoma;26879114,1937749;113;25
Sterculia duckei;26844514,9180787;136;63
Pouteria stipulifera;26837420,036757;38;18
Tachigali ptychophysca;26817242,839884;54;10
Zanthoxylum ekmanii;26777428,773764;45;24
Inga umbratica;26757837,1432805;131;53
Quiina obovata;26739231,5535044;72;54
Zygia coccinea;26704324,1014939;82;22
Leptobalanus emarginata;26693222,7759177;53;20
Inga sertulifera;26692532,5443449;111;71
Vitex orinocensis;26618004,1996384;59;34
Tachigali vasquezii;26542429,7858878;54;11
Semaphyllanthe obovata;26540336,1637358;50;18
Leptobalanus gardneri;26478495,3622724;72;12
Parkia decussata;26424871,9203962;110;59
Vochysia biloba;26412716,8958436;79;23
Terminalia fagifolia;26401485,9329793;26;1
Xylopia uniflora;26372830,3112635;34;3
Eugenia stylaris;26270801,252655;32;7
Duguetia trunciflora;26247524,9752728;104;21
Ocotea marmellensis;26205148,8769875;36;8
Aniba taubertiana;26181460,0424326;92;61
Moquilea minutiflora;26170179,6023521;167;32
Schefflera decaphylla;26166952,4271815;176;74
Cavanillesia umbellata;26159250,9893187;39;17
Casearia uleana;26131870,5249853;96;15
Mouriri huberi;26106737,4194937;88;61
Quiina amazonica;26070579,5851296;85;53
Eugenia ochrophloea;26022157,4139543;49;16
Marlierea montana;26005559,3057159;166;14
Lacmellea gracilis;25985399,439444;58;32
Calyptranthes spruceana;25972938,6029991;74;9
Trymatococcus oligandrus;25927733,8658414;163;65
Croton trombetensis;25921155,6804956;1076;34
Calyptranthes forsteri;25896739,404054;41;21
Erythroxylum citrifolium;25892991,9857406;69;36
Caraipa heterocarpa;25875198,5819032;43;17
Quararibea turbinata;25872884,7279779;18;2
Oxandra euneura;25831847,5760554;76;19
Eugenia lambertiana;25760544,6883186;80;40
Toulicia reticulata;25675001,2807114;42;17
Haydenia urbaniana;25667688,1921612;80;32
Neea verticillata;25600598,3067263;52;25
Siparuna glycycarpa;25556749,6647729;254;45
Senegalia tenuifolia;25469995,6284776;59;19
Byrsonima laevigata;25468042,1952087;42;22
Micropholis cylindrocarpa;25464214,1426979;100;56
Calyptranthes lucida;25441747,8758607;47;7
Miconia ruficalyx;25429916,3480577;57;14
Micropholis madeirensis;25408553,6608852;54;28
Alchornea grandiflora;25385887,1827296;24;1
Glandonia williamsii;25385409,5390219;45;10
Henriettea fascicularis;25374443,401271;26;11
Eschweilera apiculata;25352930,1631081;193;72
Macrolobium pendulum;25349479,1061802;155;26
Iryanthera olacoides;25294838,0361046;145;21
Ocotea petalanthera;25291692,8986072;168;58
Guatteria elata;25269916,5497307;68;32
Leptobalanus granvillei;25249575,0213264;135;33
Amburana acreana;25242806,6636931;53;15
Varronia multispicata;25213984,2063834;58;7
Hymenolobium petraeum;25188323,4162203;247;64
Mouriri sideroxylon;25181523,9034041;41;10
Gaulettia elata;25142343,4628684;65;42
Parinari parvifolia;25094668,179395;54;29
Endlicheria macrophylla;25060157,0870696;52;21
Talisia cupularis;24924237,5785171;27;21
Diclinanona calycina;24914280,681212;53;37
Iryanthera grandis;24836460,9172025;96;25
Sloanea schomburgkii;24832352,3297904;43;33
Protium gallicum;24806461,4974508;276;41
Dendrobangia multinervia;24779079,7087266;59;41
Ocotea douradensis;24754890,001689;84;27
Ruizterania trichanthera;24723738,7291258;66;22
Gaulettia canomensis;24718271,439193;215;55
Vochysia venulosa;24704790,1457399;97;16
Dilodendron bipinnatum;24658460,1218666;63;11
Nectandra turbacensis;24658336,804665;100;23
Quararibea amazonica;24642959,105997;85;12
Ocotea camphoromoea;24630979,1860836;77;24
Parahancornia peruviana;24490082,4189289;65;29
Zanthoxylum riedelianum;24397346,3257761;91;34
Anisophyllea manausensis;24365437,2694647;109;58
Pseudobombax septenatum;24325227,0144056;73;27
Aspidosperma darienense;24245721,9741126;102;14
Sterigmapetalum guianense;24195048,8791139;41;20
Pouteria macrocarpa;24194639,5167948;92;26
Heisteria coccinea;24177494,5109822;52;13
Piper demeraranum;24169120,4897816;62;4
Drypetes gentryi;24166667,5852171;76;23
Licania cuprea;24138107,6911796;120;11
Leptobalanus parvifolius;24103472,341508;28;7
Miconia gratissima;24044268,9069818;198;31
Geissospermum reticulatum;24021282,8220871;48;19
Pleurothyrium poeppigii;23972424,7636825;79;32
Swartzia jorori;23969976,1109689;71;23
Prunus myrtifolia;23954375,4800237;73;26
Capparidastrum petiolare;23891271,8513828;31;6
Ferdinandusa guainiae;23881478,19485;66;16
Dalbergia inundata;23840447,0223137;47;8
Ephedranthus guianensis;23839667,829966;59;20
Swartzia cupavenensis;23769116,1012568;42;6
Tabernaemontana markgrafiana;23764057,5460781;28;8
Pourouma herrerensis;23738816,6939008;48;25
Allophylus latifolius;23737777,1207442;43;25
Tacarcuna amanoifolia;23734264,7822231;30;4
Cecropia angulata;23724941,2747393;66;8
Homalium guianense;23691807,8595902;56;21
Ilex nayana;23684992,8825812;41;11
Pradosia cochlearia;23577281,7605337;171;73
Myrcia tomentosa;23554270,5078537;166;19
Calyptranthes multiflora;23547162,3941415;42;13
Cecropia purpurascens;23494198,3516521;72;31
Swartzia brachyrachis;23430490,33984;95;60
Eschweilera eperuetorum;23385217,6526486;133;29
Rinorea falcata;23341502,2897631;48;18
Erisma bracteosum;23333447,3906174;52;25
Mouriri trunciflora;23313984,9809773;31;20
Chimarrhis duckeana;23296260,8839416;39;22
Guatteria glaberrima;23247756,2510364;123;41
Aspidosperma multiflorum;23240215,7426755;66;12
Protium balsamiferum;23213787,4231676;17;2
Mouriri uncitheca;23205338,1040544;20;3
Parkia ulei;23179194,3103501;153;75
Combretum laxum;23166923,3594294;70;30
Endlicheria krukovii;23163908,8834082;63;41
Chromolucuma rubriflora;23158928,9996159;48;22
Ficus pertusa;23122661,6506746;64;29
Tovomita brevistaminea;23097309,9545916;101;45
Melicoccus oliviformis;23067263,4675635;59;15
Faramea torquata;23037735,9216698;50;33
Monteverdia myrsinoides;23022996,3945429;80;44
Ilex divaricata;23003519,0362721;101;8
Dipteryx micrantha;22893085,8350741;67;42
Calliandra trinervia;22806336,1342486;74;30
Pouteria cayennensis;22805689,5738332;102;31
Paypayrola guianensis;22786541,4012821;90;18
Chamaecrista negrensis;22777052,8363335;71;14
Ferdinandusa paraensis;22771040,1671204;68;40
Ormosia costulata;22756644,5383047;106;41
Lacmellea ramosissima;22749121,6388456;57;19
Pouteria nemorosa;22720510,404816;36;12
Terminalia argentea;22700263,9827416;51;23
Miconia tomentosa;22699595,7094501;62;21
Inga striata;22697098,1775067;60;15
Pseudoxandra leiophylla;22631165,3496825;59;26
Simaba obovata;22602770,0171305;87;7
Corythophora labriculata;22598819,830898;94;15
Parahancornia oblonga;22592676,4611811;28;13
Vismia baccifera;22575432,7525814;59;26
Byrsonima aerugo;22564819,7847998;131;42
Dialypetalanthus fuscescens;22497462,3783707;51;22
Campomanesia aromatica;22466793,9309468;48;20
Ficus amazonica;22447300,7208657;20;17
Licaria aurea;22405463,2637747;64;36
Oenocarpus minor;22374298,9317568;33;13
Marlierea spruceana;22350095,4258934;64;24
Guatteria hirsuta;22334502,470457;74;27
Senegalia riparia;22282939,5720389;37;17
Endlicheria ruforamula;22281738,331773;44;22
Eugenia patens;22265001,7135121;67;42
Faramea capillipes;22264729,9498169;29;22
Ouratea spruceana;22258249,3180416;184;8
Duguetia lepidota;22214612,5379258;72;5
Duroia petiolaris;22148627,9131897;47;9
Poraqueiba sericea;22030732,0946687;39;25
Swartzia flaemingii;22013383,9709101;40;17
Tovomita eggersii;21980977,1791506;60;17
Socratea rostrata;21850426,465796;226;7
Pentagonia spathicalyx;21844910,1948767;74;18
Clusia hammeliana;21821201,1073337;32;2
Miconia lepidota;21793715,5258348;58;24
Miconia cuspidata;21759525,1522096;88;16
Swartzia oraria;21749698,5014961;46;28
Esenbeckia almawillia;21734852,317847;22;1
Manilkara paraensis;21712632,2004132;79;32
Elvasia calophyllea;21649216,7703207;104;3
Zanthoxylum sprucei;21645903,6673859;57;33
Kutchubaea insignis;21612766,1287548;41;30
Handroanthus uleanus;21579415,6056899;35;4
Marlierea umbraticola;21568033,0935834;287;69
Luehea paniculata;21554775,0512394;61;11
Abarema floribunda;21547175,4349661;37;19
Cybianthus reticulatus;21519436,5487016;37;5
Qualea grandiflora;21517748,5284812;63;7
Matayba spruceana;21512780,2894149;21;5
Sloanea parviflora;21465896,0452618;45;18
Miconia affinis;21455808,7991141;80;42
Bactris gasipaes;21438555,7761311;40;23
Hieronyma duquei;21428040,563856;43;4
Alchornea fluviatilis;21427892,4017342;62;14
Pourouma velutina;21425111,4254644;82;36
Hydrochorea gonggrijpii;21392952,2957877;142;9
Erythrina fusca;21390748,0959303;41;7
Hymenolobium flavum;21382789,3491722;135;48
Duguetia argentea;21378623,2766261;25;13
Matisia bicolor;21370938,10934;73;21
Inga coruscans;21264484,333461;86;46
Albizia subdimidiata;21261285,2910255;45;15
Guatteria insculpta;21170184,8950226;41;16
Roucheria schomburgkii;21169891,8168101;45;21
Inga pilosula;21025532,6811723;67;35
Pachira duckei;21011335,963892;41;11
Anaxagorea acuminata;21010639,0141805;158;38
Vataireopsis speciosa;20995471,3508492;87;31
Astronium ulei;20961994,0113898;103;38
Micropholis macrophylla;20943689,3190859;36;13
Coussapoa nitida;20931362,8330892;32;12
Dacryodes negrensis;20913331,1813598;32;9
Leptobalanus persaudii;20891268,1859293;93;14
Diploon cuspidatum;20857085,2452645;85;44
Helicostylis turbinata;20851594,3713189;44;28
Chrysochlamys weberbaueri;20765819,2086801;58;19
Couepia caryophylloides;20756456,1463904;156;61
Esenbeckia grandiflora;20746904,4852176;21;1
Chamaecrista xinguensis;20714139,6650707;60;16
Qualea ingens;20700522,3432406;43;16
Inga tessmannii;20682625,6482742;50;28
Quiina indigofera;20678906,8271227;117;16
Hernandia guianensis;20672934,7947281;84;30
Parinari rodolphii;20644995,8949394;93;51
Pouteria pallens;20643108,6038255;58;33
Pachira punga-schunkei;20630455,119714;203;24
Vochysia mapirensis;20588329,9587645;64;8
Lorostemon bombaciflorum;20581953,1183768;42;11
Kutchubaea sericantha;20565347,6547011;76;33
Macrocnemum roseum;20538238,3420182;81;25
Allophylus glabratus;20529122,6107821;128;50
Qualea mori-boomii;20522253,3162034;86;21
Zygia glomerata;20503978,589464;55;5
Licaria macrophylla;20489695,0198372;33;22
Handroanthus capitatus;20476132,5941499;55;37
Bocageopsis pleiosperma;20424769,9935676;49;27
Ferdinandusa goudotiana;20419492,4335927;31;11
Ephedranthus parviflorus;20367336,5143509;83;7
Guatteria duckeana;20299235,402001;29;15
Dacryodes cuspidata;20267702,4864396;76;42
Spondias globosa;20206982,8764564;56;22
Talisia macrophylla;20156717,4668048;38;30
Muellera denudata;20142406,1764713;29;13
Acioa edulis;20138417,0799192;32;9
Aspidosperma pichonianum;20110773,8206564;20;8
Miconia ampla;20039591,1540104;26;10
Mouriri crassifolia;20027061,0014787;129;60
Tovomita caloneura;20007380,5191251;47;19
Allophylus paniculatus;19983450,2186827;57;18
Micropholis caudata;19965392,7010319;198;45
Hirtella schultesii;19892079,601867;32;7
Inga microcalyx;19880107,6342861;277;54
Salacia gigantea;19865807,9731124;43;20
Allantoma pluriflora;19848825,1071347;40;21
Huertea glandulosa;19841341,354585;93;40
Ferdinandusa uaupensis;19828269,4571874;29;16
Tovomita spruceana;19827047,5377974;80;14
Cordia laevifrons;19826803,1524657;99;26
Pleradenophora membranifolia;19805451,2250178;39;3
Duroia gransabanensis;19789718,5571066;31;12
Stryphnodendron rotundifolium;19736628,1856712;181;58
Talisia longifolia;19694973,1551058;86;34
Matisia obliquifolia;19691501,5422549;262;34
Eperua schomburgkiana;19684580,300594;71;12
Pouteria grandiflora;19678504,524162;40;10
Pseudomonotes tropenbosii;19655514,9050658;80;5
Hirtella eriandra;19633639,1678123;77;31
