species;population;N.ind;N.plots
Annona_papilionella;49045664,801299;200;66
Eugenia_ramiflora;48796678,9069472;90;51
Aniba_burchellii;48789033,900592;85;36
Miconia_ceramicarpa;48710428,2183211;277;10
Oxandra_sphaerocarpa;48600456,3479333;80;11
Aptandra_tubicina;48512919,6004074;73;32
Licaria_brasiliensis;48494537,7604847;83;43
Cordia_goeldiana;48436463,7467317;52;28
Crudia_aromatica;48367307,3758127;181;12
Guarea_trunciflora;48212524,6756965;114;56
Coussarea_hirticalyx;48165730,7253493;44;7
Pouteria_ephedrantha;48164030,6001383;186;34
Annona_hypoglauca;48123505,1599233;92;17
Crudia_bracteata;48084092,4426017;371;27
Talisia_angustifolia;47945811,4730261;116;31
Geissospermum_urceolatum;47849492,688328;55;35
Hirtella_lightioides;47704551,1183268;101;27
Ormosia_coutinhoi;47694900,6532895;256;34
Tovomita_grata;47577102,4852662;169;22
Couroupita_guianensis;47564337,7570975;78;35
Pouteria_lucumifolia;47395138,5577865;51;18
Chomelia_tenuiflora;47358235,2882903;76;24
Inga_acrocephala;47204680,7539709;119;51
Endlicheria_formosa;47172685,8333954;78;43
Pachira_flaviflora;47107098,666758;358;31
Virola_venosa;47037121,4486245;126;67
Lacmellea_arborescens;47008293,8912591;80;38
Inga_chartacea;46901402,3754346;154;74
Huberodendron_swietenioides;46901348,5286931;67;36
Pradosia_mutisii;46838132,8599707;47;4
Vitex_calothyrsa;46444898,1838978;43;4
Ormosia_excelsa;46438910,4557428;102;10
Iryanthera_coriacea;46083090,5194627;58;22
Duguetia_calycina;46039096,3243522;153;56
Crudia_oblonga;45994862,7917354;101;24
Pentagonia_amazonica;45815256,6403218;149;22
Eschweilera_tenuifolia;45778681,1366728;80;13
Miconia_dispar;45731679,368411;85;36
Eugenia_stictopetala;45632293,4492327;129;26
Sandwithia_heterocalyx;45558976,967267;58;11
Endlicheria_bracteolata;45502954,3071324;95;21
Couepia_obovata;45482054,9994579;77;44
Caryocar_microcarpum;45385397,3404229;80;27
Alchornea_castaneifolia;45345010,9316191;37;4
Zygia_divaricata;45308269,0633555;94;14
Ptychopetalum_olacoides;45229659,2704489;128;65
Ocotea_petalanthera;45148807,1173656;104;49
Aniba_hostmanniana;45101441,8993305;113;72
Amanoa_gracillima;44993514,4311135;71;3
Cochlospermum_orinocense;44991515,1661577;72;15
Myroxylon_balsamum;44990330,5407117;131;57
Erisma_splendens;44875418,4347111;73;18
Parinari_klugii;44561953,644553;96;34
Dipteryx_magnifica;44424865,2644148;87;65
Byrsonima_japurensis;44421939,6170132;58;26
Miconia_holosericea;44419229,7393731;84;17
Pagamea_coriacea;44342424,1763301;75;16
Manilkara_inundata;44325459,0126522;84;33
Spiranthera_guianensis;44289761,9878422;58;3
Vantanea_macrocarpa;44184510,3332217;103;50
Terminalia_guyanensis;44163428,4250454;144;43
Hymenopus_caudatus;44150281,6041411;114;56
Dicorynia_paraensis;44146635,027783;47;7
Ficus_trigona;44028602,4289368;133;36
Ocotea_bofo;44018277,3261767;109;44
Abarema_adenophora;43958160,8349343;78;41
Ficus_americana;43886779,8228251;75;40
Macoubea_guianensis;43875303,90666;118;63
Tabebuia_roseoalba;43864749,2683496;116;6
Garcinia_benthamiana;43862263,002327;192;55
Pouteria_oblanceolata;43788539,0121381;113;61
Mouriri_vernicosa;43704099,9363301;100;22
Cordiera_macrophylla;43664972,8818991;97;27
Alchornea_glandulosa;43657904,6208812;119;36
Endlicheria_paniculata;43495824,0737787;75;30
Leonia_cymosa;43455637,8706274;77;43
Cenostigma_macrophyllum;43244046,911241;184;1
Eriotheca_macrophylla;43242561,2462716;70;28
Talisia_hexaphylla;43176249,0229715;137;56
Ocotea_matogrossensis;43102299,4451277;92;26
Couepia_bernardii;42718149,6145473;88;10
Mezilaurus_duckei;42588864,0055887;102;62
Couratari_oblongifolia;42524010,4414448;72;31
Talisia_esculenta;42510068,5922551;56;17
Siparuna_cristata;42499073,736471;76;38
Inga_cylindrica;42452889,6219449;91;38
Eugenia_lambertiana;42417838,230593;61;28
Cespedesia_spathulata;42394942,2736603;73;27
Bagassa_guianensis;42313571,6261323;61;46
Chrysophyllum_cuneifolium;42281751,1265886;118;72
Schizolobium_parahyba;42193353,4575972;62;38
Virola_marleneae;42160570,6883;54;12
Nectandra_cissiflora;41858079,6222142;88;36
Miconia_mirabilis;41753274,1985743;96;29
Batocarpus_costaricensis;41748977,7739107;89;35
Aniba_parviflora;41721944,9063548;98;53
Pagamea_plicata;41668610,8686074;64;8
Parinari_campestris;41656300,3299769;155;46
Guatteria_guianensis;41649193,1185944;100;50
Siparuna_poeppigii;41611903,4524506;102;42
Duguetia_lepidota;41588583,569518;64;2
Dussia_tessmannii;41460055,4343636;70;50
Peltogyne_venosa;41422225,3409314;179;61
Eugenia_moschata;41344270,1499433;97;67
Hirtella_elongata;40988983,5368349;63;25
Hevea_benthamiana;40984470,7023022;65;11
Inga_sapindoides;40967986,852589;69;36
Duguetia_odorata;40863642,6277746;52;21
Oenocarpus_minor;40849901,9978907;20;4
Stryphnodendron_paniculatum;40844830,9549548;92;60
Mabea_occidentalis;40780032,4221568;71;15
Cupania_cinerea;40764951,4432405;78;27
Hymenolobium_pulcherrimum;40724048,9940599;42;28
Dacryodes_roraimensis;40723677,7151311;52;17
Inga_leiocalycina;40690400,3484634;144;63
Tovomita_umbellata;40690095,2866968;99;37
Sloanea_garckeana;40601585,7729866;131;53
Tachigali_alba;40498321,0419402;90;49
Manilkara_cavalcantei;40494051,7824412;65;30
Toulicia_reticulata;40485864,2068276;40;15
Marlierea_schomburgkiana;40402323,1422201;156;24
Croton_trombetensis;40177988,9516507;97;23
Mouriri_brachyanthera;40006645,2007177;71;33
Handroanthus_ochraceus;39995787,0432024;48;20
Byrsonima_densa;39971812,888911;125;52
Pausandra_macropetala;39881002,6867988;132;42
Naucleopsis_ternstroemiiflora;39723508,2049134;84;29
Guatteria_decurrens;39716409,5966763;44;28
Swartzia_klugii;39669114,5687736;67;10
Endlicheria_anomala;39595550,4969227;53;13
Myracrodruon_urundeuva;39592626,4809433;105;7
Luehea_candicans;39543880,3512276;97;9
Antonia_ovata;39542803,1000848;150;35
Botryarrhena_pendula;39518799,3166967;73;35
Cecropia_engleriana;39491875,7480652;121;57
Qualea_parviflora;39462235,9539786;60;4
Tetrastylidium_peruvianum;39433585,7768918;84;32
Batocarpus_orinocensis;39433361,6734121;122;50
Miconia_gratissima;39293601,5976099;63;18
Homalium_guianense;39229396,4507828;49;15
Andira_surinamensis;39197274,8089573;85;40
Chrysochlamys_membranacea;39066282,7750669;143;35
Couma_utilis;39063623,2374526;104;14
Touroulia_guianensis;39027392,7299522;94;60
Panopsis_rubescens;39001461,9203333;80;20
Catostemma_sclerophyllum;38993411,0275524;138;10
Allophylus_scrobiculatus;38958331,2189441;156;17
Swartzia_corrugata;38921319,9819503;70;49
Casearia_pitumba;38913917,0934666;73;51
Guatteria_blepharophylla;38898537,7216916;78;22
Tachigali_micropetala;38845104,9057113;56;30
Himatanthus_bracteatus;38811538,349927;143;37
Aldina_latifolia;38767328,7105825;44;9
Bellucia_dichotoma;38614233,4455217;96;18
Guatteria_dura;38557156,1552348;52;13
Syagrus_sancona;38429137,4272466;77;13
Agonandra_silvatica;38396212,8137271;96;67
Parahancornia_fasciculata;38340167,6031115;124;85
Ephedranthus_amazonicus;38317935,7510388;105;56
Guatteria_foliosa;38262075,4388781;95;20
Heliocarpus_americanus;38258595,6377813;85;23
Annona_montana;38186768,4389803;51;29
Marlierea_caudata;38091754,2533515;36;7
Anomalocalyx_uleanus;38075924,9957536;67;15
Banara_nitida;38007371,2897272;41;17
Heisteria_laxiflora;37950275,4281443;98;35
Dalbergia_inundata;37939919,2312721;33;3
Byrsonima_crispa;37901199,2698247;66;35
Croton_tessmannii;37888023,4559902;110;28
Wettinia_maynensis;37870186,6095009;128;37
Copaifera_langsdorffii;37857713,9877919;76;14
Protium_neglectum;37689247,5893819;147;26
Humiriastrum_excelsum;37516376,0256145;79;33
Pouteria_manaosensis;37473846,3214807;64;43
Eugenia_punicifolia;37411050,2318551;115;8
Inga_microcalyx;37364535,9037786;85;43
Pentaplaris_davidsmithii;37342160,2613715;145;12
Platycarpum_orinocense;37297319,9666455;31;9
Pouteria_opposita;37171790,1461769;91;62
Humiriastrum_cuspidatum;37116703,7998953;44;13
Ocotea_nigrescens;37086913,9255324;78;43
Pseudima_frutescens;37028753,633433;35;20
Miconia_lepidota;37027288,2507131;39;19
Dulacia_candida;37019715,1559087;72;59
Ophiocaryon_heterophyllum;37002169,9502594;71;25
Pouteria_stipulifera;36951961,5070022;26;11
Mouriri_collocarpa;36896900,8937276;91;56
Cordia_scabrifolia;36761029,2406385;75;34
Mezilaurus_sprucei;36698802,0383116;44;21
Aniba_kappleri;36639627,6387119;62;27
Socratea_salazarii;36636394,5165748;151;12
Xylopia_uniflora;36633559,850961;34;3
Caryocar_pallidum;36508404,3214798;67;40
Monopteryx_inpae;36443605,3898432;129;28
Senna_silvestris;36346496,7677124;59;21
Inga_grandiflora;36272785,9614184;37;30
Terminalia_congesta;36110785,7547323;57;47
Helicostylis_elegans;36019596,9535452;61;33
Piptadenia_viridiflora;35996072,594148;78;6
Vouacapoua_macropetala;35984815,3221737;285;3
Panopsis_sessilifolia;35865744,3694347;67;13
Anacardium_parvifolium;35833864,2042751;70;48
Herrania_mariae;35810329,0725486;48;13
Licania_parviflora;35768099,7701853;31;12
Zygia_lathetica;35759312,7273687;57;16
Platymiscium_pinnatum;35692799,9820573;91;52
Elvasia_elvasioides;35681351,3436721;237;6
Pouteria_erythrochrysa;35660586,5408935;80;42
Hymenopus_reticulatus;35659132,6734837;67;29
Ochthocosmus_multiflorus;35587535,4928403;124;2
Alibertia_edulis;35537359,2882673;43;22
Stenostomum_acreanum;35500866,8245715;186;15
Licaria_armeniaca;35493030,7140646;73;20
Elvasia_calophyllea;35472695,392327;104;3
Chimarrhis_barbata;35466156,0788602;54;26
Licania_pallida;35433746,6718952;75;52
Pouteria_melanopoda;35357520,4605195;147;49
Geissospermum_reticulatum;35289807,3843283;40;17
Inga_neblinensis;35241721,9039267;31;1
Copaifera_reticulata;35240670,7820677;92;62
Pouteria_rostrata;35239976,8025335;97;56
Inga_cayennensis;35212067,9593561;65;37
Vochysia_haenkeana;35107227,7427292;56;7
Vochysia_revoluta;35033767,8934049;66;3
Sloanea_rufa;34973741,022783;53;35
Senegalia_multipinnata;34955810,860241;48;29
Byrsonima_incarnata;34939767,5155644;61;18
Swartzia_canescens;34639628,004646;82;25
Croton_tricolor;34528257,3418882;219;6
Naucleopsis_oblongifolia;34501962,3787337;70;32
Inga_stipularis;34481715,9478315;91;61
Pradosia_ptychandra;34449468,4860736;220;58
Simira_cordifolia;34382711,7449051;106;24
Ocotea_neblinae;34357367,2970572;38;18
Hymenolobium_excelsum;34324300,4380654;50;37
Emmotum_fagifolium;34241736,3114508;127;35
Limadendron_hostmannii;34168285,8758495;190;15
Swartzia_oblanceolata;34109157,6496823;148;51
Capparidastrum_coimbranum;34041562,7471981;52;2
Iryanthera_tessmannii;34037134,799795;73;19
Discophora_guianensis;33972898,4182453;89;53
Eugenia_omissa;33970106,2974525;63;44
Trichilia_cipo;33955690,3258193;76;26
Xylopia_aromatica;33904437,8921549;130;25
Alseis_labatioides;33849153,9989919;69;18
Bixa_orellana;33705092,6881964;109;32
Jacaranda_macrocarpa;33617495,456796;74;29
Vochysia_obscura;33476246,460785;45;5
Gustavia_poeppigiana;33443468,8651128;50;12
Marlierea_spruceana;33309231,1789046;54;20
Oxandra_euneura;33256828,7336494;72;16
Duckeodendron_cestroides;33158117,1693943;92;59
Apeiba_schomburgkii;33125492,4761234;46;20
Styrax_guyanensis;33120238,2792864;53;20
Inga_gracilior;33032238,0014952;33;12
Ouratea_spruceana;33015112,0904872;164;3
Parkia_velutina;32973776,8709948;105;67
Siparuna_glycycarpa;32897002,4654799;64;31
Rinorea_paniculata;32853077,0868776;50;8
Ruizterania_cassiquiarensis;32786597,150798;49;20
Sloanea_synandra;32781760,939764;75;51
Luehea_speciosa;32662552,5958881;53;43
Protium_balsamiferum;32650773,3150508;17;2
Mouriri_guianensis;32617195,9871625;59;10
Galipea_jasminiflora;32609489,5404868;21;5
Dulacia_guianensis;32492499,4224797;65;41
Lepidocordia_punctata;32461761,4685378;66;7
Inga_disticha;32459620,8892039;68;19
Chrysophyllum_ucuquirana-branca;32413077,8439274;74;36
Pseudobombax_longiflorum;32373860,2326944;58;5
Matayba_elegans;32362567,5766348;52;16
Eriotheca_longipedicellata;32324447,7426249;41;21
Inga_huberi;32295948,1427149;85;42
Couroupita_subsessilis;32265002,0649319;23;9
Ormosia_macrocalyx;32127068,4782924;38;17
Dendropanax_umbellatus;32048634,8921003;119;9
Hirtella_glandulosa;32043436,2455818;203;39
Tovomita_macrophylla;32030233,6511187;65;24
Perebea_tessmannii;32020742,6783274;64;38
Marlierea_umbraticola;31902534,9227566;86;51
Parinari_parilis;31901603,8783029;53;32
Vochysia_obidensis;31805036,8020904;86;21
Myrcia_splendens;31738906,4307704;95;31
Alchornea_grandiflora;31700041,7332831;24;1
Ocotea_puberula;31688785,4957073;94;43
Swartzia_brachyrachis;31532932,7304627;62;36
Sweetia_fruticosa;31493817,6834484;52;10
Cordia_sagotii;31444706,0093788;123;48
Dendropanax_macropodus;31406496,2201623;44;12
Gaulettia_racemosa;31396775,20658;50;10
Platonia_insignis;31350419,2240367;65;39
Handroanthus_uleanus;31313672,1736752;33;3
Unonopsis_stipitata;31259863,2995748;63;32
Diclinanona_tessmannii;31237818,5038813;67;21
Swietenia_macrophylla;31212299,014857;32;18
Vismia_macrophylla;31157421,0517031;52;30
Hydrochorea_gonggrijpii;31056312,4843999;133;5
Sloanea_sinemariensis;31026599,1860099;83;21
Caryodendron_orinocense;30949315,6997236;133;36
Pouteria_macrocarpa;30949268,55575;60;14
Casearia_uleana;30905676,6436493;94;14
Diospyros_tetrandra;30875290,0904335;106;12
Gaulettia_canomensis;30842750,7184443;74;36
Cecropia_polystachya;30822031,8864612;61;17
Platypodium_elegans;30797705,9200784;102;29
Swartzia_jenmanii;30693893,9300092;132;13
Combretum_laxum;30683858,7327413;62;26
Inga_vismiifolia;30655606,4566598;72;30
Tachigali_ptychophysca;30568235,2012161;48;7
Mezilaurus_synandra;30532848,5151197;45;23
Inga_brachyrhachis;30503795,06596;58;27
Inga_alata;30441895,6652492;93;31
Cedrela_fissilis;30339690,2531778;81;41
Chromolucuma_rubriflora;30338585,770096;40;16
Parahancornia_amara;30293294,1381148;133;4
Esenbeckia_almawillia;30290700,2885028;22;1
Dacryodes_microcarpa;30286906,2371648;39;6
Melicoccus_oliviformis;30250035,9357186;53;12
Salacia_impressifolia;30156202,7226096;32;17
Xylopia_plowmanii;30154950,7179867;56;3
Licaria_triandra;30151160,2767505;55;23
Pagamea_guianensis;30137285,2285212;62;13
Ruizterania_trichanthera;30093964,8633264;65;21
Chamaecrista_apoucouita;30029754,750686;136;13
Semaphyllanthe_obovata;29998916,1205496;46;15
Couepia_chrysocalyx;29953737,1396078;60;24
Aspidosperma_darienense;29949504,0398808;102;14
Abarema_mataybifolia;29907549,6243322;100;53
Dicypellium_manausense;29862612,0542671;26;10
Pera_glabrata;29821309,7854453;69;33
Gaulettia_elata;29801018,6158439;50;36
Heisteria_coccinea;29616330,4370964;52;13
Stryphnodendron_rotundifolium;29612398,251123;71;44
Tachigali_vasquezii;29575355,3980013;48;9
Caraipa_heterocarpa;29553455,1788313;40;14
Perebea_angustifolia;29539365,3873766;61;34
Vatairea_paraensis;29532832,5385743;66;42
Licania_urceolaris;29443398,4744229;62;26
Pouteria_baehniana;29426629,426298;94;22
Cathedra_acuminata;29357942,4569313;66;45
Licania_sandwithii;29356944,7054607;71;40
Virola_carinata;29307195,7850664;39;13
Terminalia_argentea;29249865,4076714;44;17
Leptobalanus_parvifolius;29206553,0005226;27;6
Guarea_convergens;29174024,5609262;54;34
Ocotea_douradensis;29173717,062019;36;21
Trichilia_lepidota;28976370,2548361;64;16
Stryphnodendron_racemiferum;28931963,6231408;71;51
Mezilaurus_lindaviana;28921621,1814421;30;13
Esenbeckia_grandiflora;28913850,275389;21;1
Theobroma_microcarpum;28874408,4986201;27;12
Clusia_hammeliana;28853492,4982544;32;2
Dialypetalanthus_fuscescens;28813048,3024516;51;22
Ormosia_discolor;28808232,9322067;39;16
Inga_spectabilis;28782426,8256443;95;20
Guazuma_crinita;28659147,090026;94;14
Platymiscium_stipulare;28644513,4559455;58;29
Posoqueria_latifolia;28574026,2999772;198;65
Hymenolobium_flavum;28547202,815992;52;35
Hirtella_rodriguesii;28521234,9699312;74;43
Anaxagorea_acuminata;28468882,5857012;70;29
Miconia_ruficalyx;28426155,2416216;49;10
Amanoa_guianensis;28421193,5906614;46;28
Miconia_tomentosa;28373245,0747978;54;17
Miconia_elata;28364489,9523051;64;29
Ilex_divaricata;28358532,7692192;94;7
Zygia_coccinea;28253306,1077958;82;22
Randia_armata;28222588,4202725;59;36
Sloanea_fragrans;28177158,5876439;97;32
Ceiba_chodatii;28154138,0976432;44;18
Pouteria_cayennensis;28058932,1204918;74;19
Inga_sertulifera;28036121,8589543;94;59
Virola_obovata;28015965,6936308;106;35
Exellodendron_coriaceum;27920104,2963296;34;3
Guarea_scabra;27901577,9203515;79;37
Eugenia_ochrophloea;27875461,0929171;43;13
Vismia_latifolia;27853518,2975435;59;31
Ixora_peruviana;27844570,1257738;59;20
Manilkara_paraensis;27825794,5642088;47;19
Gustavia_elliptica;27819451,4149967;91;31
Pleurothyrium_parviflorum;27797102,7859183;63;32
Albizia_subdimidiata;27702195,8297081;35;11
Moronobea_coccinea;27677443,8929923;123;43
Eschweilera_apiculata;27657540,5175906;110;56
Guatteria_glaberrima;27554411,3248615;88;40
Dipteryx_punctata;27529865,4258782;62;45
Trymatococcus_oligandrus;27423095,4486864;122;54
Calyptranthes_multiflora;27422128,3636658;35;11
Moquilea_unguiculata;27392620,2935715;65;47
Isertia_hypoleuca;27346983,07988;26;14
Cordia_sellowiana;27346075,7482402;31;19
Moquilea_minutiflora;27302816,0046651;94;17
Eschweilera_juruensis;27278442,873071;67;27
Byrsonima_laevigata;27265697,6129763;31;15
Parahancornia_peruviana;27243294,8196255;54;27
Byrsonima_aerugo;27185058,7578672;49;27
Hymenolobium_sericeum;27181175,2741672;41;24
Calyptranthes_lucida;27100684,2347628;17;4
Vismia_baccifera;27009258,1230504;33;15
Annona_neoinsignis;26975205,6938576;42;30
Nectandra_longifolia;26951949,6298241;85;30
Leptobalanus_granvillei;26932787,392023;115;29
Inga_tenuistipula;26853216,0603718;65;31
Parahancornia_negroensis;26844990,2282986;32;3
Pradosia_cochlearia;26838578,8981348;120;49
Heterostemon_ellipticus;26796307,5849564;32;6
Miconia_bubalina;26586361,2389238;80;17
Parkia_ulei;26572757,2339121;77;57
Diospyros_carbonaria;26568020,0230318;78;36
Pourouma_herrerensis;26490278,3672592;45;23
Zanthoxylum_huberi;26454251,5184039;22;16
Chamaecrista_xinguensis;26449623,9344016;36;11
Sloanea_nitida;26440187,7642051;27;18
Wittmackanthus_stanleyanus;26406139,4201524;72;24
Guatteria_elata;26386225,0168416;55;29
Quararibea_amazonica;26366118,3235146;80;7
Ormosia_costulata;26280125,1484507;99;38
Miconia_cuspidata;26261024,4785962;58;12
Inga_pilosula;26196003,8746545;53;25
Swartzia_grandifolia;26172462,7930848;74;36
Sloanea_brevipes;26157606,8027291;61;42
Lorostemon_bombaciflorum;26137547,7826508;42;11
Micropholis_macrophylla;26126878,7259604;33;10
Couepia_robusta;26110056,7887795;48;27
Aspidosperma_pichonianum;26061172,1154872;18;7
Aniba_puchury-minor;26058733,6937872;48;22
Micropholis_caudata;25907860,772638;62;29
Miconia_phanerostila;25870721,7937447;64;34
Ferdinandusa_goudotiana;25868497,4077635;28;9
Micropholis_cylindrocarpa;25856550,5996434;66;42
Curatella_americana;25852409,4982186;77;9
Licania_rodriguesii;25818157,6017088;44;33
Neocouma_ternstroemiacea;25801308,2627386;33;10
Ilex_affinis;25768511,6806071;16;4
Drypetes_fanshawei;25757743,9301756;104;38
Stryphnodendron_guianense;25726281,7495337;40;27
Ormosia_coccinea;25697873,8089525;35;25
Exellodendron_barbatum;25687688,7348312;100;20
Duguetia_lucida;25652445,7088221;27;4
Protium_giganteum;25535929,3936994;52;28
Inga_melinonis;25495739,792121;53;32
Vochysia_citrifolia;25492203,203315;13;6
Inga_micradenia;25442165,4198586;33;4
Casearia_ulmifolia;25424643,6435856;70;42
Zygia_glomerata;25421609,3863785;55;5
Swartzia_lamellata;25266958,7474582;47;19
Hymenaea_intermedia;25167023,9973819;44;33
Swartzia_tessmannii;25161169,7149305;40;23
Pentagonia_spathicalyx;25123217,8801503;74;18
Glandonia_macrocarpa;25107951,9126111;30;7
Calophyllum_longifolium;25061685,1884858;60;12
Aniba_riparia;25003296,8649236;53;28
Parinari_montana;24928276,3657257;40;33
Quiina_indigofera;24917650,4119966;116;15
Bauhinia_brachycalyx;24898183,865157;99;27
Couepia_caryophylloides;24825813,3356699;115;49
Dipteryx_alata;24801155,7738781;72;23
Bocageopsis_pleiosperma;24742268,6928577;36;21
Licania_parvifructa;24725907,7713538;47;14
Parinariopsis_licaniiflora;24692175,8621396;58;26
Chrysophyllum_bombycinum;24616720,3466295;42;12
Pouteria_minima;24600014,2324772;59;39
Endlicheria_macrophylla;24590535,819317;42;14
Licaria_pachycarpa;24540787,3135267;55;33
Eugenia_brownsbergii;24530687,5109741;119;11
Monteverdia_macrocarpa;24530513,1144274;53;31
Moquilea_macrocarpa;24464921,5096515;48;26
Aspidosperma_multiflorum;24456723,443427;71;12
Virola_caducifolia;24421962,4963954;44;39
Schefflera_decaphylla;24421833,7160356;127;53
Anisophyllea_manausensis;24409942,5828285;70;40
Hymenaea_martiana;24402412,2920997;30;1
Micropholis_trunciflora;24360044,733925;61;40
Cecropia_pachystachya;24346860,0766174;85;5
Couepia_ulei;24320320,1106776;41;21
Bactris_gasipaes;24316533,5263741;33;18
Duroia_petiolaris;24263122,776124;35;8
Dendropanax_tessmannii;24255679,2121159;28;6
Hymenopus_laevigatus;24242074,770687;63;32
Pagamea_macrophylla;24241473,8641392;64;14
Paypayrola_longifolia;24180528,9132258;89;24
Talisia_longifolia;24167642,2696888;37;22
Iryanthera_olacoides;24142335,0892841;145;21
Stachyarrhena_spicata;24111051,0744153;54;14
Leptobalanus_persaudii;24040286,9408154;92;13
Lecythis_gracieana;23997907,0361515;64;39
Myrcia_tomentosa;23990712,3904479;17;3
Parkia_discolor;23967727,5311427;50;13
Eugenia_patens;23922684,5750371;47;33
Guatteria_insculpta;23921720,9820315;30;8
Compsoneura_sprucei;23896148,0495637;47;28
Palicourea_guianensis;23860460,5922498;114;27
Vochysia_glaberrima;23845807,2868994;27;3
Zanthoxylum_riedelianum;23806005,7321673;74;23
Myrcia_paivae;23766335,8820396;40;28
Talisia_obovata;23753578,1999898;38;5
Handroanthus_capitatus;23719780,782781;48;30
Leptobalanus_emarginata;23713389,2686215;34;12
Pseudomonotes_tropenbosii;23686833,613532;80;5
Esenbeckia_amazonica;23684332,3610985;30;12
Cordia_lomatoloba;23652537,1341465;84;42
Paypayrola_guianensis;23616528,7916736;89;17
Inga_cordatoalata;23590290,7335596;64;41
Terminalia_corrugata;23578247,2164957;59;32
Coutarea_hexandra;23496706,7443607;56;6
Protium_gallicum;23376794,3676829;232;28
Diclinanona_calycina;23340399,4798459;32;22
Pourouma_myrmecophila;23337721,2094592;41;13
Swartzia_flaemingii;23289399,5628732;29;12
Micropholis_madeirensis;23270504,3504782;44;20
Monteverdia_myrsinoides;23265997,8359918;62;33
Ficus_obtusiuscula;23262094,4364221;60;4
Guatteria_citriodora;23253128,2376785;53;42
Caryocar_gracile;23231263,8065611;33;12
Mouriri_brevipes;23216655,832183;31;5
Swartzia_leptopetala;23162888,6083553;50;19
Vitex_sprucei;23096492,9353563;54;9
Trattinnickia_peruviana;23076371,9641149;57;40
Pouteria_platyphylla;23054536,4786669;76;53
Ocotea_fasciculata;23001513,0686568;56;22
Miconia_dichrophylla;22987366,77303;67;22
Coussapoa_orthoneura;22952507,0640447;65;42
Sloanea_schomburgkii;22915605,0376507;30;25
Eperua_bijuga;22911775,2675541;22;4
Sterculia_duckei;22863302,6927783;54;39
Matisia_obliquifolia;22826722,165855;122;30
Mouriri_huberi;22786775,2505541;57;41
Alexa_cowanii;22784642,9325016;74;1
Pachira_punga-schunkei;22764502,0756516;83;21
Eugenia_citrifolia;22745641,5009675;53;30
Ilex_nayana;22706209,1642138;32;8
Cordia_lutea;22619340,9853668;41;9
Aiouea_myristicoides;22576507,0992493;46;37
Sloanea_froesii;22553426,0852121;23;6
Ephedranthus_guianensis;22496302,1143648;51;18
Byrsonima_intermedia;22487244,8074221;86;3
Oxandra_krukoffii;22471670,1632013;31;13
Hymenopus_sothersiae;22451898,842116;33;13
Mezilaurus_crassiramea;22445194,3822561;42;2
Coussapoa_nitida;22377628,1152026;25;9
Bowdichia_virgilioides;22348568,8721227;48;12
Ocotea_camphoromoea;22327969,7212918;76;23
Prunus_myrtifolia;22296063,0548926;61;18
Pouteria_crassiflora;22263267,6596948;52;32
Chimarrhis_duckeana;22248688,6420303;29;15
Inga_velutina;22219108,4028554;54;33
Garcinia_brasiliensis;22215751,594825;70;32
Licania_cuprea;22188469,9709823;104;9
Eugenia_pseudopsidium;22150782,1790801;58;42
Pera_coccinea;22147733,7315667;43;10
Lonchocarpus_imatacensis;22101109,8126748;50;15
Leptobalanus_gardneri;22084065,5323683;49;10
Ceiba_insignis;22031709,2483567;53;15
Henriettea_fascicularis;21964122,945247;19;7
Eugenia_cuspidifolia;21953149,0105638;31;26
Neea_altissima;21932218,5925805;57;8
Eschweilera_integrifolia;21923941,9870782;25;3
Inga_obtusata;21920864,6078016;12;6
Caraipa_llanorum;21902516,1267763;94;3
Chrysophyllum_sparsiflorum;21898855,8894191;46;22
Mouriri_uncitheca;21837537,7347693;18;2
Sterigmapetalum_guianense;21836023,539558;20;12
Miconia_affinis;21814327,5152989;60;27
Diospyros_dichroa;21808983,9489;76;16
Conostegia_cuatrecasii;21795470,610793;8;2
Naucleopsis_imitans;21777645,5418994;44;28
Lacistema_grandifolium;21665665,7947087;55;42
Heisteria_nitida;21569989,1480884;56;41
Iryanthera_grandis;21558638,5222296;21;13
Eugenia_biflora;21522304,0219216;22;13
Corythophora_labriculata;21520872,7594187;94;15
Ferdinandusa_loretensis;21417090,8331963;36;19
Cyrillopsis_paraensis;21405882,6833806;46;19
Neea_ovalifolia;21386520,2111871;43;27
Erisma_japura;21378196,3408061;37;7
Haydenia_urbaniana;21364126,8023822;74;29
Swartzia_acuminata;21330909,5797545;39;15
Guianodendron_praeclarum;21309374,3328379;72;8
Rhamnidium_elaeocarpum;21302985,9918691;57;20
Croton_gossypiifolius;21234250,0610467;47;9
Bowdichia_nitida;21201519,2901557;40;22
Qualea_multiflora;21150562,6791815;81;5
Quiina_obovata;21148034,5855426;60;45
Chimarrhis_glabriflora;21133769,3919459;55;20
Vismia_sandwithii;21115605,7047187;15;8
Chrysophyllum_manaosense;21102360,2102147;52;33
Zygia_basijuga;21070768,4494691;57;16
Ferdinandusa_paraensis;21065576,494233;54;34
Cordia_laevifrons;20935739,6103864;99;26
Eugenia_exaltata;20901273,6393598;63;22
Poraqueiba_sericea;20884590,4544475;23;13
Licania_mollis;20845923,1023921;29;10
Vismia_japurensis;20790863,8140618;47;20
Ficus_gomelleira;20663884,0252993;42;38
Abarema_cochleata;20540997,8322803;38;22
Pseudobombax_marginatum;20536134,7047348;55;6
Nectandra_reticulata;20504112,5422495;33;18
