"species";"population";"N.ind";"N.plots";"pop.sd"
"Inga_microcoma";10122362,652326;30;16;3302712,08636012
"Cybianthus_guyanensis";10097580,0565426;14;5;6797795,00314294
"Tabernaemontana_sananho";10082732,654336;21;16;2887083,91092003
"Ormosia_coarctata";10039955,393108;21;10;4133619,05727627
"Melicoccus_pedicellaris";10025851,032412;36;21;2721264,71026679
"Neoraputia_magnifica";10017323,279862;8;1;8809551,13271881
"Tapura_singularis";10015656,251222;34;17;3307596,13065574
"Lecythis_serrata";10010773,823987;15;5;5681279,21843536
"Achatocarpus_praecox";10000974,8940986;37;3;6137889,04848337
"Vitex_stahelii";9966892,40460962;18;7;4378738,83895407
"Cordia_sprucei";9950389,94198099;13;6;4831299,44968226
"Capparidastrum_solum";9937629,37818999;15;8;4078118,0510377
"Euplassa_pinnata";9869829,6135724;26;11;4551840,71444035
"Tapura_lanceolata";9859097,401032;23;10;3472547,785587
"Aspidosperma_myristicifolium";9851637,451356;27;10;3595087,05703096
"Microdesmia_arborea";9844703,8976464;12;6;6730972,29753947
"Campomanesia_aromatica";9833888,724882;17;9;3172398,542478
"Porocystis_toulicioides";9810664,3740286;12;6;5900038,3678949
"Pouteria_stylifera";9808223,193472;37;15;2692115,75040535
"Micropholis_longipedicellata";9807626,454224;42;17;2639416,62731911
"Eriotheca_surinamensis";9806388,35610601;31;16;2528971,41658764
"Dendropanax_cuneatus";9798499,73484601;18;9;3203080,40380282
"Pradosia_verticillata";9769988,308538;12;9;4649859,88520125
"Cassipourea_lasiocalyx";9752581,57446001;30;5;4218184,97830661
"Enterolobium_barnebianum";9751977,43001399;17;10;4533014,69493986
"Nectandra_viburnoides";9740731,78425401;27;14;3013130,52080412
"Protium_meridionale";9732947,5828212;16;9;5357835,07581196
"Macrolobium_ischnocalyx";9728100,74727419;46;10;4156110,27587222
"Pouteria_pariry";9726500,618894;25;16;2511098,82445545
"Porcelia_nitidifolia";9696564,59913;29;12;3580040,96072051
"Tapura_capitulifera";9688117,946374;87;27;2934748,53641967
"Ocotea_ceanothifolia";9642421,940672;37;29;2374145,22346055
"Syagrus_inajai";9623637,85793999;19;7;4983693,27370721
"Trichilia_martiana";9605813,18742801;18;12;3687421,86429284
"Poeppigia_procera";9605405,041716;6;3;5207786,82585988
"Cupania_hirsuta";9601285,150566;21;12;3390569,7204895
"Duroia_prancei";9580885,4361808;29;2;9297232,94744312
"Coussarea_ampla";9573277,701858;20;13;4316240,39141405
"Aniba_excelsa";9554715,03505;33;12;3288875,94024168
"Mabea_taquari";9527532,93100322;11;3;5702055,3382155
"Couratari_longipedicellata";9513959,18609599;22;21;2058607,68583841
"Sloanea_picapica";9505347,60520401;19;13;3164313,2091998
"Annona_fosteri";9491647,06306948;18;7;4283208,55034436
"Swartzia_remiger";9479258,86673481;50;8;4015599,11954938
"Couepia_exflexa";9458972,32207799;30;12;2979365,3269938
"Ateleia_guaraya";9455515,14991001;7;2;6885393,8504932
"Cordia_hebeclada";9446607,027414;23;16;3300015,04266147
"Catostemma_sancarlosianum";9390751,02216039;11;2;8159727,7119109
"Hippotis_albiflora";9388609,696518;24;4;4482196,40429506
"Anadenanthera_peregrina";9362290,69811221;5;3;6869554,62173171
"Psychotria_mapourioides";9358008,600166;10;10;4683760,64111469
"Pouteria_grandis";9355798,15463802;63;24;2686694,52268038
"Aniba_permollis";9330806,04460481;6;3;7594725,67143631
"Hortia_regia";9296381,131788;38;11;3060032,08934106
"Roupala_obtusata";9287581,830996;20;15;2573350,3067318
"Hirtella_obidensis";9270128,52829599;26;19;2497017,95068427
"Ruizterania_sacculata";9268823,718548;5;2;6693222,64444002
"Tachigali_tinctoria";9268093,9847694;6;5;5043332,19735236
"Pourouma_cuspidata";9259272,18728021;12;5;4846575,89961761
"Zygia_ampla";9258885,38210939;11;4;5164468,00341552
"Mouriri_cauliflora";9257995,020384;15;9;3311889,62755893
"Phragmotheca_mammosa";9247552,3228806;17;8;3608075,06595317
"Ormosia_holerythra";9243850,244504;15;10;3641773,19829247
"Bellucia_pentamera";9242593,75010761;19;12;3478748,41158776
"Rauia_subtruncata";9237705,586672;10;1;8244533,17277344
"Pterandra_arborea";9233605,519076;24;21;1935093,04044941
"Persea_fastigiata";9219274,43018;7;1;8487284,56042465
"Nectandra_cuneatocordata";9215332,44024201;27;15;2955832,14853055
"Nectandra_paucinervia";9213937,6901;41;14;2951997,77524351
"Helicostylis_heterotricha";9212403,55016099;15;6;5383750,81605125
"Coussarea_macrophylla";9180359,6880686;16;3;5953017,09765575
"Vataireopsis_iglesiasii";9154243,6800108;10;4;5782492,10201665
"Malouetia_naias";9141632,5048826;7;3;6045157,85905513
"Inga_densiflora";9136132,459818;23;13;2836314,47697797
"Sterculia_villifera";9122673,5570736;25;8;3681236,64603979
"Bonyunia_aquatica";9113275,14641181;10;7;3261335,30319117
"Salacia_cordata";9103058,012839;14;5;4519877,33156563
"Miconia_prasina";9102903,17698801;28;11;3671053,73867034
"Croton_diasii";9078963,002772;13;5;3954414,58846118
"Ficus_schultesii";9071957,774568;15;15;2731652,60758496
"Vochysia_rufescens";9068706,794194;20;11;3555045,69376792
"Ocotea_fendleri";9004451,30345319;9;4;3931033,71959362
"Humiriastrum_colombianum";8978351,50738841;9;2;7394720,1486361
"Dacryodes_sclerophylla";8977867,18339601;13;8;3466194,02365439
"Inga_fastuosa";8959338,14112601;18;11;3173978,91273998
"Hymenopus_miltonii";8954695,53046161;9;4;5287153,64329804
"Moquilea_subarachnophylla";8935008,612944;15;7;5138495,6570994
"Pouteria_maguirei";8931034,3927292;16;4;4590846,7261443
"Trichilia_catigua";8919427,1182692;10;2;7184921,93522654
"Elizabetha_speciosa";8894366,93148659;17;9;3272886,79199763
"Cecropia_angulata";8830283,608239;13;5;5140798,90528572
"Marlierea_velutina";8820719,62622001;18;16;2205959,93495169
"Quiina_guianensis";8815999,5964012;39;11;3263702,28349466
"Faramea_capillipes";8807092,710666;10;10;3472530,96719862
"Dacryodes_edilsonii";8786428,50659601;8;1;8267497,24096018
"Vaupesia_cataractarum";8773728,60981621;8;4;4847932,14879371
"Virola_albidiflora";8762547,56378119;17;7;3633416,80818375
"Abarema_barbouriana";8746778,51625381;22;11;3654697,05707171
"Ficus_caballina";8741607,1168936;10;5;4434113,89986675
"Trichilia_pittieri";8729728,5146904;23;5;7683119,59914108
"Persea_areolatocostae";8717983,23522639;7;5;4492898,63380143
"Calyptranthes_macrophylla";8709929,613558;27;17;2623064,37494514
"Faramea_paniculata";8683059,50084001;41;2;6829067,06230529
"Inga_poeppigiana";8669595,78233201;20;14;2983083,98446395
"Swartzia_oraria";8655974,948314;11;9;2823557,17590305
"Inga_lallensis";8645353,272206;23;14;2656253,66733407
"Trichilia_laxipaniculata";8635795,68626;38;11;2987786,93560109
"Eugenia_uniflora";8633441,3636528;16;9;5464815,01316547
"Inga_suaveolens";8627117,981198;29;15;2892906,12844761
"Nectandra_lineata";8622560,3420612;18;6;5202610,6808187
"Endlicheria_williamsii";8602065,1458734;18;11;4579762,80381395
"Acrocomia_aculeata";8596647,9114056;22;2;8206551,2592735
"Croton_sampatik";8564892,3840317;27;4;5648432,08416217
"Neea_anisophylla";8552240,0332058;27;5;4078926,91844659
"Senegalia_tenuifolia";8550603,16036601;16;7;3188062,74589767
"Aldina_insignis";8544545,94357819;29;3;7613009,4476487
"Caryodaphnopsis_fosteri";8540998,16491;30;19;2345323,46323569
"Acalypha_diversifolia";8521425,39481799;8;2;6450535,14623592
"Eugenia_paracatuana";8518452,7335386;8;2;7087191,56816773
"Calyptranthes_speciosa";8516485,17932601;24;14;2472422,30336012
"Pouteria_pubescens";8508415,74372601;18;14;2835501,76881066
"Senna_ruiziana";8506065,9184122;9;4;4271104,55383005
"Systemonodaphne_geminiflora";8504300,161888;17;12;2642073,75673746
"Erisma_bracteosum";8480577,23371401;20;10;3313981,58172904
"Stryphnodendron_microstachyum";8476610,41324799;16;14;2442949,55976742
"Euplassa_inaequalis";8472266,3843364;16;6;5880264,84758435
"Vataireopsis_surinamensis";8439255,340672;19;12;2730652,57869212
"Miconia_napoana";8410118,480264;24;13;2875575,54099062
"Peltogyne_subsessilis";8388097,79945401;12;2;5904115,11386564
"Licania_silvae";8373257,528012;14;12;2925707,39150819
"Licania_polita";8360891,51468421;8;4;5344716,09121005
"Annona_duckei";8342146,541148;24;16;2519959,3421398
"Anthodiscus_klugii";8334390,88051601;23;20;1920200,91522495
"Pera_anisotricha";8306882,7470472;16;3;6240628,9511313
"Machaerium_quinata";8295795,410714;11;8;2996741,89563805
"Pouteria_gabrielensis";8293468,59487199;17;2;6727896,55836307
"Ilex_martiniana";8284774,07433139;37;4;5735988,42671473
"Caryocar_edule";8269623,70561;3;1;7707558,55016558
"Ficus_sphenophylla";8268312,999062;14;10;2780486,64049635
"Attalea_princeps";8267145,681586;9;2;4612588,0392588
"Isertia_rosea";8257324,4772182;35;7;4374118,44897304
"Vatairea_macrocarpa";8255045,471584;30;2;6196703,4925199
"Simaba_obovata";8245504,405616;9;1;8243927,23332724
"Monteverdia_amazonica";8239884,8077382;17;11;2743338,19872545
"Cybianthus_peruvianus";8233592,8029052;19;8;3045595,60503765
"Zygia_claviflora";8229552,4534572;13;5;4318153,26678775
"Couepia_macrophylla";8214111,74875621;22;10;4212510,56062979
"Rudgea_lanceifolia";8181950,80083619;18;8;3174226,74736937
"Pleurothyrium_trianae";8156974,26289201;35;19;2199431,3083911
"Virola_coelhoi";8144385,165764;8;2;6530750,65730222
"Abarema_piresii";8118313,93164199;15;15;2442694,20590382
"Tovomita_martiana";8115029,6425932;16;2;7756954,99489154
"Mouriri_myrtilloides";8105788,9892968;15;11;3878175,25225629
"Diptychandra_aurantiaca";8091980,31558;15;2;6292743,37620789
"Sacoglottis_cydonioides";8028994,16977601;32;18;1976887,37084277
"Guatteria_villosissima";8026396,7275624;9;5;4269689,22160046
"Eperua_venosa";8021420,43894;8;2;5224637,88266431
"Licania_gracilipes";8016135,06861;17;11;2680141,20694068
"Nectandra_acuminata";7981446,353925;7;5;3589940,1230075
"Eugenia_agathopoda";7966526,88621;14;12;2954951,18631127
"Ocotea_gracilis";7953024,6610306;14;8;3220275,13516294
"Emmotum_orbiculatum";7915845,3043722;16;4;4257827,15269042
"Psychotria_viridis";7912863,042742;10;1;8087499,76398127
"Virola_parvifolia";7909037,7274664;11;8;3096421,49751048
"Ternstroemia_candolleana";7905210,4157832;31;2;6977659,49414257
"Andira_macrothyrsa";7904094,5759944;22;11;3210465,56858512
"Protium_reticulatum";7894137,87043401;5;1;7551409,44082855
"Allophylus_pilosus";7850447,683734;17;12;2753801,80595981
"Guatteria_rubrinervis";7819694,4532444;11;5;3336746,85161123
"Aegiphila_integrifolia";7812720,414602;19;10;2589953,99907814
"Nectandra_canescens";7809240,1659276;28;4;4749735,39896725
"Licania_fanshawei";7799450,1096588;28;13;3401097,62168565
"Triplaris_dugandii";7795991,9519522;17;10;3146928,90864322
"Sapium_paucinervium";7778325,222856;17;10;3843784,25802989
"Heisteria_maytenoides";7735493,234386;8;1;7521941,79669135
"Humiriastrum_piraparanense";7730922,0241476;6;4;4817459,94110237
"Caraipa_myrcioides";7725069,60177;18;11;2509066,40500499
"Matisia_oblongifolia";7710254,3078976;8;5;3475027,54514976
"Tabernaemontana_markgrafiana";7701800,50772;4;1;7335833,27385589
"Eugenia_diplocampta";7693056,73255362;7;3;6030627,28380926
"Neea_robusta";7668227,32636221;8;7;2767246,58411827
"Vatairea_fusca";7661531,82103901;12;11;2565597,94296416
"Tachigali_odoratissima";7661463,847484;8;3;4902939,71879155
"Alseis_blackiana";7658664,90455201;31;9;3181084,96631017
"Eriotheca_candolleana";7650641,07768321;5;3;5579399,34748532
"Psidium_guineense";7638718,192048;2;1;7379330,08118292
"Diospyros_santaremnensis";7629819,6198924;25;3;5546951,33230289
"Alchornea_latifolia";7622346,946628;15;10;2601894,74527306
"Mabea_anadena";7615758,42862;20;2;5176615,77512658
"Gloeospermum_equatoriense";7612023,49176601;14;7;3657921,05425652
"Malmea_dielsiana";7602459,894844;39;13;2401669,02997703
"Hymenopus_glabriflorus";7600950,2803716;8;5;5932844,44989617
"Protium_surinamense";7600085,73930259;28;7;4041512,72398054
"Macrolobium_campestre";7599246,8828114;11;5;4896883,98290357
"Ficus_citrifolia";7589253,506562;18;13;2573474,02338371
"Bauhinia_eilertsii";7580759,31965801;17;2;5375533,58534209
"Marila_tomentosa";7575918,265488;19;13;2332890,23688638
"Picramnia_sellowii";7566926,2221626;12;5;4835415,0799924
"Muellera_denudata";7547416,05649;6;3;4766978,79947743
"Porcelia_ponderosa";7546581,9900498;7;4;6763674,85239336
"Burdachia_prismatocarpa";7529366,8167756;8;4;4828027,79008075
"Henriettea_spruceana";7522509,63932;6;2;4976801,5744042
"Aspidosperma_pachypterum";7507117,48321221;8;4;4798675,03729015
"Cestrum_racemosum";7498908,1653522;9;4;5104672,97262504
"Alibertia_claviflora";7483562,876268;12;9;2768164,86779406
"Mabea_pohliana";7471296,00544479;26;4;4719542,43800764
"Tovomita_leucantha";7470112,75426;6;2;4800487,99666843
"Bellucia_arborescens";7468510,85852401;25;21;1836181,57849212
"Allophylus_divaricatus";7468100,904798;23;18;1786585,08013199
"Mollinedia_ovata";7467395,73273399;17;12;2398805,81821366
"Talisia_carinata";7465012,1830846;11;6;3413333,18833084
"Pochota_fendleri";7450815,558452;6;5;4714416,31128337
"Pachira_glabra";7421437,0610394;35;9;3925762,62385266
"Ocotea_olivacea";7414060,29115119;19;9;3294815,16557305
"Eugenia_acrensis";7409791,0780082;6;4;4186882,74024408
"Piper_reticulatum";7387466,410208;22;14;2281024,61759454
"Duroia_bolivarensis";7357778,116678;8;7;2650940,18781449
"Eperua_schomburgkiana";7357684,37518201;6;2;4769193,27694173
"Macrolobium_archeri";7347624,784194;29;13;2182982,45610748
"Pera_distichophylla";7345765,1600818;8;4;3802655,46515725
"Swartzia_simplex";7339496,6797596;10;8;3337035,29137584
"Himatanthus_phagedaenicus";7333176,95368201;8;1;6560690,33567317
"Pouteria_rodriguesiana";7305635,2299632;36;14;2306674,4704374
"Thyrsodium_herrerense";7282073,8458426;9;7;2975680,14906965
"Cassia_leiandra";7269783,3625056;9;7;2806373,41444565
"Quiina_macrophylla";7263377,28343;21;14;2211461,12946797
"Abarema_commutata";7259402,17275901;5;2;6007183,74912256
"Protium_urophyllidium";7248645,5663958;11;7;3281510,71658113
"Monopteryx_angustifolia";7234006,707386;7;1;7036529,16333702
"Coussapoa_asperifolia";7232225,5530218;9;7;2998716,15731829
"Miconia_klugii";7229529,681254;8;4;4457064,7536519
"Swartzia_longistipitata";7211553,6613762;11;3;4955068,84957933
"Endlicheria_punctulata";7203061,9714688;13;10;2772843,89422522
"Tabernaemontana_disticha";7189558,239204;33;1;6908983,15479325
"Miconia_longispicata";7171578,26636401;17;12;2505421,57727151
"Ouratea_odora";7119469,966906;5;1;6797782,3336925
"Guatteria_wachenheimii";7097224,327224;33;12;3002906,62220173
"Inga_tomentosa";7090083,0238488;17;8;2837903,01710627
"Nectandra_pearcei";7087622,42167;19;10;3284717,68249612
"Ruprechtia_maracensis";7087371,68911401;9;2;4449240,6586308
"Faramea_anisocalyx";7085624,20260901;13;8;2726851,83016701
"Aiouea_maguireana";7083440,5745758;19;10;3105534,7911374
"Miconia_ampla";7081804,6672256;8;4;4358190,5479143
"Macrolobium_wurdackii";7068120,1727896;7;3;3510108,43986064
"Nectandra_crassiloba";7062161,21502399;33;17;1959510,95728145
"Tapirira_bethanniana";7055406,52826601;35;20;1988440,32642209
"Tovomita_stigmatosa";7054982,088872;8;7;2712594,26434981
"Eugenia_arawakorum";7049293,983076;33;8;2516427,00662719
"Syagrus_cocoides";7016344,830152;26;3;5233469,94818714
"Couepia_joaquinae";7009536,5643204;18;7;4731338,9980619
"Lacmellea_peruviana";7004106,6930412;13;7;3057742,42577304
"Ouratea_pendula";6994170,621408;8;6;3190626,32012432
"Albizia_multiflora";6982973,7374478;12;3;4648733,18765058
"Cassia_fastuosa";6963478,8063318;7;5;3336863,41117164
"Ciliosemina_pedunculata";6954652,5898906;12;8;2778025,43725172
"Tetrameranthus_laomae";6952982,33884;6;5;4554258,3646953
"Mouriri_spruceana";6951518,90162799;5;2;5272265,51292958
"Annona_sericea";6908340,26170101;10;5;3885725,73767246
"Faramea_torquata";6907452,97679;15;11;2208612,58117467
"Andira_coriacea";6868108,80882;68;21;2823215,62250033
"Piptocarpha_macropoda";6863399,850276;1;1;6624015,51649212
"Ilex_laureola";6859840,1447606;28;6;3814512,94491762
"Zygia_dinizii";6857420,4655134;7;5;3331330,27759534
"Libidibia_paraguariensis";6849993,7392168;7;2;5920240,35576139
"Moquilea_klugii";6838507,2706496;9;8;2753356,16648261
"Ouratea_polygyna";6819640,94141919;13;5;4242243,77951278
"Dussia_discolor";6813482,9412372;14;11;3106867,61300203
"Protium_cuneifolium";6795568,196162;6;2;5337405,92078608
"Senefeldera_verticillata";6790508,068443;6;3;5097042,74834721
"Stryphnodendron_moricolor";6774648,1074654;15;10;2642004,32312557
"Ilex_petiolaris";6773223,6480708;14;11;2341891,48947612
"Nectandra_coeloclada";6771382,09798479;28;8;2734264,40294734
"Chrysophyllum_scalare";6766426,22478381;12;6;2900255,38054411
"Piper_arboreum";6735678,7694434;8;3;4987112,24649248
"Paloue_induta";6733728,122897;23;4;4079680,83579679
"Limadendron_amazonicum";6731247,4285564;9;4;4622746,25059225
"Sloanea_erismoides";6722855,020148;12;7;2902637,24096944
"Prunus_debilis";6706637,72945801;24;17;2186839,21872685
"Fissicalyx_fendleri";6690332,9280954;12;4;3665596,53539551
"Tabernaemontana_angulata";6679975,63445;22;12;2163162,81811417
"Licania_davillifolia";6675885,8762618;22;6;3147475,99965802
"Vismia_sprucei";6656874,7281666;21;11;2989779,24212568
"Enterolobium_contortisiliquum";6642290,5970951;12;5;3323952,2904198
"Cordia_sericicalyx";6642103,85433741;8;5;4643520,12698831
"Duguetia_hadrantha";6629335,688876;24;15;2391145,81764561
"Macrolobium_evenulosum";6624972,9544796;6;3;3834659,52087742
"Tetrorchidium_macrophyllum";6617202,149474;26;12;2348037,66643961
"Couepia_cidiana";6608190,371548;1;1;5778712,06178802
"Ruagea_glabra";6607836,44243799;9;1;6586426,53627273
"Pourouma_phaeotricha";6602795,0157816;9;4;3454085,20871105
"Inga_longiflora";6595075,38278439;8;5;4127152,02793659
"Hieronyma_huilensis";6587949,275298;7;2;4502611,18571843
"Citharexylum_poeppigii";6583765,8217156;9;6;3492021,21398552
"Miconia_tetrasperma";6579636,30833101;15;7;3142411,74444962
"Lacistema_polystachyum";6576773,2444018;8;7;2975236,05921004
"Guapira_costaricana";6570395,903628;6;2;4608207,73085008
"Quiina_cruegeriana";6568268,887182;20;12;2364359,74115428
"Ruprechtia_tangarana";6566519,2529576;18;7;3301623,81891061
"Myrcia_rufipila";6557824,82650399;7;7;3185374,59902095
"Onychopetalum_periquino";6553647,18301201;6;5;2958680,23968061
"Endlicheria_tessmannii";6546460,64569426;11;8;3471583,70127337
"Guatteria_ramiflora";6527250,378908;20;6;3263969,18687384
"Homalium_albiflorum";6516427,62355041;10;2;5872949,74822786
"Isertia_parviflora";6515833,1643;8;2;4872373,28499029
"Alseis_lugonis";6508920,184108;27;16;1847474,57186868
"Guapira_cuspidata";6498664,151169;11;4;3745223,5917798
"Microdesmia_rigida";6464031,264584;7;1;6877296,96752055
"Pagamea_duckei";6426815,80627079;21;4;3916852,93165866
"Miconia_centrodesma";6421882,99114241;10;8;3132309,02955549
"Brosimum_melanopotamicum";6420576,34276859;10;9;2843342,47948871
"Mabea_klugii";6416080,94030979;26;11;3041709,74083355
"Laetia_cupulata";6405011,8491164;8;7;2756703,72763786
"Curupira_tefeensis";6403520,834102;3;3;3868348,635812
"Corythophora_amapaensis";6394944,0749306;28;4;5053988,43354076
"Talisia_megaphylla";6383557,512108;22;15;1772706,0637402
"Rhodostemonodaphne_recurva";6381072,511788;15;14;1870351,7800793
"Virola_multiflora";6345532,07217581;14;12;1779139,27461991
"Duguetia_trunciflora";6341663,2480912;18;8;3106634,9980433
"Rudgea_hostmanniana";6323328,504072;9;3;3233049,73316215
"Ixora_martinsii";6305734,9216008;7;3;3503650,61809599
"Terminalia_glabrescens";6303628,25112079;7;4;4386561,18981774
"Casearia_fasciculata";6292981,2012653;12;5;3114856,06995572
"Erisma_micranthum";6283449,23276599;6;2;4288034,4409717
"Casimirella_ampla";6279662,247444;18;8;2503160,95677422
"Neea_laxa";6257290,572704;8;8;3017937,70684379
"Casearia_commersoniana";6247131,8923868;8;5;3098162,2818057
"Guapira_eggersiana";6246353,125234;43;19;1671986,3186023
"Inga_yacoana";6236714,736358;23;13;2266389,01936495
"Chaunochiton_angustifolium";6224837,231192;23;1;6735590,13051544
"Genipa_spruceana";6221856,56544899;6;3;4810084,93912134
"Inga_acuminata";6214726,7372036;16;10;2396978,06708364
"Eugenia_heterochroma";6211479,00371;16;14;1859826,39669148
"Trichanthera_gigantea";6203755,08509479;13;6;3377282,09762615
"Machaerium_villosum";6200284,013791;11;4;3538663,54067149
"Inga_striata";6199048,8691276;13;10;2959259,32013925
"Mouriri_oligantha";6191758,71909;13;5;3393650,84241822
"Neea_parvifolia";6166302,0233164;15;9;2477804,33131953
"Vismia_schultesii";6151899,59659401;8;2;3888182,67609705
"Byrsonima_frondosa";6144922,585413;8;2;5393640,20062263
"Tovomita_caloneura";6144804,5623442;12;12;2141039,577612
"Ambelania_duckei";6135624,591148;14;13;1736323,042215
"Ixora_ulei";6119118,3036812;19;8;2724226,62039632
"Cecropia_putumayonis";6118861,6448956;25;11;2466921,36718294
"Raputia_aromatica";6116808,672342;8;1;5804450,96612052
"Casearia_negrensis";6116747,49119601;18;11;1942550,79695712
"Quararibea_hirta";6116193,9578716;12;5;2760377,69490689
"Bursera_inversa";6093482,4104006;8;2;5533395,69022813
"Talisia_sylvatica";6085625,9520048;20;5;4722043,38907014
"Miconia_fragilis";6080412,78977068;19;7;4730833,13959895
"Talisia_furfuracea";6062402,928678;33;19;2070734,17617304
"Spongiosperma_grandiflorum";6054757,7059338;7;2;5330704,39413557
"Ocotea_obovata";6052122,7507382;22;9;2580563,58231668
"Ficus_piresiana";6049708,703362;18;14;2052604,79312578
"Theobroma_velutinum";6045135,2261676;8;6;3017487,55999115
"Nectandra_membranacea";6040524,68940001;20;15;1636901,18606918
"Swartzia_leblondii";6038416,654136;54;21;2303842,16821032
"Ouratea_melinonii";6026044,9983598;40;18;2616773,00054969
"Endlicheria_metallica";6013897,5601614;21;8;2784716,11807582
"Inga_loubryana";6013456,596554;66;26;1422725,68660926
"Talisia_simaboides";6007269,539302;41;31;1365015,89119916
"Aspidosperma_ulei";5975945,389744;10;4;4760843,14930514
"Ceiba_crispiflora";5952409,01949599;2;1;5252899,21622332
"Ocotea_nitida";5949598,136944;9;9;2236303,24932365
"Parkia_balslevii";5945765,12606;24;16;1529225,64740261
"Sloanea_meianthera";5941692,170736;20;15;1743613,54275492
"Tetrorchidium_rubrivenium";5935624,9990494;10;3;3426670,32632804
"Coursetia_ferruginea";5933681,01349879;11;5;2669617,92447833
"Recordoxylon_speciosum";5924385,57401999;40;12;2201504,03964992
"Vantanea_paraensis";5920374,9652424;9;7;2639377,98650464
"Inga_leptocarpa";5912654,6110652;8;5;3174786,26760924
"Miconia_pubipetala";5912178,84633479;10;3;4065791,777429
"Theobroma_bicolor";5910530,9703468;7;3;4406782,92417811
"Cavanillesia_hylogeiton";5900289,85075821;10;5;2946609,74837109
"Ximenia_americana";5899382,2731794;12;5;2852149,79208048
"Inga_panurensis";5871504,08923139;6;4;4040801,71555617
"Guettarda_spruceana";5860623,2561876;11;4;3271316,41825827
"Cinchonopsis_amazonica";5857972,0533118;9;4;3230855,08404354
"Tovomita_krukovii";5847255,561866;7;2;5389288,51953494
"Myrcia_citrifolia";5837758,864224;5;2;4871491,62255135
"Chrysophyllum_superbum";5827101,1108358;8;4;2903738,38324575
"Caryocar_harlingii";5824276,4530002;10;8;2051075,68256376
"Eugenia_tetramera";5823342,3200932;18;10;3493168,6657601
"Pourouma_petiolulata";5820682,541722;17;10;2258694,54896183
"Anaxagorea_phaeocarpa";5816220,7971492;14;8;2112501,34189568
"Swartzia_picta";5811138,1020834;7;5;2485035,2575473
"Adelia_ricinella";5803276,3193152;7;5;2390909,75948483
"Pentaplaris_huaoranica";5801607,276194;31;12;2350350,66598867
"Pachira_orinocensis";5801393,5413144;10;5;2828921,61980785
"Catostemma_milanezii";5798735,312691;7;5;2944662,50446876
"Quararibea_loretoyacuensis";5798695,27896239;10;3;3661004,08595368
"Ocotea_brenesii";5796209,9258266;6;4;2968800,4385535
"Lacmellea_gracilis";5787992,457666;19;9;2433615,12948206
"Heisteria_insculpta";5776215,68518799;19;11;1737401,20818703
"Pouteria_pimichinensis";5766042,00659401;5;1;5916313,67915368
"Ocotea_quixos";5763917,2999;19;12;1703103,1173113
"Samanea_inopinata";5761302,325752;2;1;5340829,93751681
"Nectandra_umbrosa";5757864,787074;6;1;5848197,30127634
"Protium_aidanianum";5728960,66952601;30;16;1824843,38008419
"Eumachia_boliviana";5705510,554724;13;2;3878630,52998116
"Blastemanthus_gemmiflorus";5705012,3712754;5;2;4718248,27112998
"Sloanea_grandis";5686179,7838436;9;6;3680061,81850409
"Schistostemon_macrophyllum";5683691,186392;6;2;4008316,98907257
"Licania_robusta";5677528,8720296;78;10;2067384,45290615
"Tovomita_spruceana";5676191,3240096;8;5;2656962,48481056
"Hymenopus_adolphoduckei";5659819,4748006;14;7;3319660,63497461
"Endlicheria_chalisea";5656910,2715552;17;11;1997096,86111632
"Salvertia_convallariodora";5648799,59116;10;1;5989955,77986988
"Ficus_trianae";5638331,81197701;15;2;5339972,6314793
"Peltogyne_campestris";5637740,4539334;11;6;2600836,95572571
"Talisia_hemidasya";5633065,5161544;11;5;2516225,60454361
"Endlicheria_dysodantha";5633012,347314;14;12;1786807,46970492
"Tocoyena_williamsii";5631083,3542942;15;9;2260046,20981731
"Aspidosperma_nanum";5622204,86106181;9;3;4700357,44168416
"Malouetia_guianensis";5621455,4378034;25;6;2611906,17279628
"Trichilia_mazanensis";5613546,2439556;7;4;3058595,65706461
"Taralea_nudipes";5602893,620826;5;4;3119263,03057758
"Diospyros_manu";5596032,55399301;11;7;4022330,07738459
"Luehea_grandiflora";5587284,3077896;8;5;2491743,46950082
"Inga_glomeriflora";5581317,1590576;14;9;2192747,15483786
"Myrcia_guianensis";5580455,657874;11;10;2020986,06710424
"Calliandra_magdalenae";5576596,367782;9;7;2517272,68768234
"Stylogyne_orinocensis";5560025,70680654;5;4;2878955,37098825
"Cordia_toqueve";5557740,819794;15;10;2049361,35902931
"Myrcia_servata";5554319,981986;18;11;1934446,52892563
"Ecclinusa_lancifolia";5552944,125895;15;7;2171223,67690468
"Cheiloclinium_hippocrateoides";5542456,9297276;7;5;2433391,37917391
"Preslianthus_pittieri";5540946,2325408;14;6;2461592,92750852
"Ouratea_leprieuri";5521851,735549;13;2;5308351,29340178
"Eugenia_schunkei";5499967,6874262;21;13;1846865,48589172
"Albizia_duckeana";5494371,246323;14;10;2102216,61123729
"Styrax_sieberi";5491950,790833;5;4;3500898,56345374
"Rinorea_brevipes";5481475,2588436;17;3;3515383,17519295
"Byrsonima_lancifolia";5480903,298226;2;1;5230174,86383692
"Duguetia_dimorphopetala";5476513,293242;5;1;5099108,11466295
"Couepia_sandwithii";5474080,1227008;13;8;2461966,13098575
"Byrsonima_laevis";5474015,903238;4;3;3024654,98191271
"Calyptranthes_forsteri";5471191,2688952;11;10;1896048,92088053
"Ternstroemia_urophora";5466461,847756;4;3;3128790,14165238
