"species";"population";"N.ind";"N.plots";"pop.sd"
"Eugenia_tapacumensis";89294934,1846;125;23;34172108,9411062
"Inga_oerstediana";89267336,382;206;93;16601533,4017829
"Allantoma_lineata";89028564,9472;156;31;34650432,1421081
"Rinorea_pubiflora";88865195,4562;211;42;18632741,9812896
"Virola_peruviana";88739888,2146;193;53;21352132,2712928
"Eschweilera_tenuifolia";88690809,4188;81;14;55268501,9550831
"Sloanea_laurifolia";88634401,5804;96;50;30570846,7908588
"Talisia_hexaphylla";88582181,3344;138;56;19365476,7922697
"Sloanea_froesii";88476186,1748;23;6;51065691,1846663
"Diospyros_tetrandra";88432845,645;244;13;38943059,4429771
"Meliosma_herbertii";88351847,0038;147;64;14203582,3392414
"Mezilaurus_lindaviana";88202241,5224;39;15;39588062,9937018
"Abarema_adenophora";88023190,4868;78;41;30468997,454426
"Couepia_parillo";87859423,987;140;32;60325026,5640974
"Pouteria_lucumifolia";87824160,2346;51;18;54004782,3635036
"Maytenus_guyanensis";87692442,8354;113;63;21483336,8892088
"Guatteria_umbonata";87431172,4334;168;44;15698148,1977662
"Rhodostemonodaphne_kunthiana";87332827,2776;89;44;35660673,8523842
"Garcinia_gardneriana";87332424,3788;74;40;18205266,1161698
"Mucoa_duckei";87279926,5558;97;30;31527478,6161003
"Brosimum_potabile";87216489,6324;111;67;19564746,395235
"Ferdinandusa_chlorantha";87176949,1162;65;20;47437263,0508764
"Simira_cordifolia";87044037,8944;106;24;49498964,5372089
"Luehea_candicans";87026238,1034;114;9;43642542,6622966
"Dialium_guineense";86661690,3192;19;2;60690159,2568426
"Melicoccus_oliviformis";86634526,129;53;12;31238233,5253992
"Alchornea_castaneifolia";86571212,3946;33;4;62783361,4765576
"Gustavia_longifolia";86416525,904;298;57;13836059,950127
"Vouacapoua_macropetala";86313707,245;285;3;100438587,14987
"Ormosia_excelsa";86257472,919;199;15;40569134,1492717
"Compsoneura_capitellata";86209818,8322;147;53;20411261,5949496
"Inga_acreana";86177510,826;171;70;15651192,3231041
"Mabea_maynensis";86147237,8204;179;29;25542410,77724
"Couratari_oligantha";86103051,0466;103;22;30402522,5933004
"Eugenia_coffeifolia";85948801,8012;104;34;32166657,3792911
"Aldina_kunhardtiana";85918620,8568;52;5;43836216,5368593
"Couma_utilis";85912787,541;104;14;29869530,2836311
"Inga_acrocephala";85869884,2828;117;49;21010082,0401648
"Mouriri_guianensis";85748956,3824;61;12;63184079,827451
"Ilex_vismiifolia";85523079,6242;45;17;66289513,6946052
"Heisteria_duckei";85351846,8594;108;46;17150230,1025595
"Virola_theiodora";85231843,6176;60;20;26320320,2431762
"Coussarea_hirticalyx";84587040,1492;45;8;50382519,8951272
"Lecythis_chartacea";84520652,512;100;42;22295918,6800056
"Croton_tessmannii";84441318,8986;110;28;49561791,8291435
"Hirtella_excelsa";84366946,9504;137;56;18542601,7035748
"Mabea_paniculata";84308146,9846;318;11;34354644,3111019
"Emmotum_nitens";84301270,9164;156;38;22489178,0492617
"Lueheopsis_duckeana";84116805,3578;53;34;19506507,8002546
"Tovomita_choisyana";84053931,5728;100;34;23511563,8555469
"Eschweilera_rhododendrifolia";84036643,4448;127;42;20094441,4248904
"Mabea_angularis";83816617,8968;167;46;25461191,0834857
"Warszewiczia_schwackei";83197736,852;163;52;17188863,4861575
"Tapirira_retusa";83162086,5398;67;32;26767019,9403281
"Inga_ruiziana";83131635,556;194;69;21053827,6811622
"Miconia_holosericea";83079289,2072;88;19;39418245,1405491
"Parkia_panurensis";82981332,4806;124;54;21775478,2865156
"Ocotea_oblonga";82777032,8238;162;60;16979420,1020681
"Micropholis_splendens";82729184,2826;77;35;22928846,054882
"Duroia_saccifera";82632449,7778;154;52;38813311,302517
"Virola_duckei";82615848,7904;201;74;14756917,4157609
"Bocageopsis_canescens";82456049,5802;69;15;34840814,7580096
"Ceiba_samauma";82290921,0766;125;52;16541989,9556598
"Simira_rubescens";82250275,0584;68;27;45410912,2822224
"Genipa_americana";81929347,5964;150;56;14952474,5846658
"Heterostemon_conjugatus";81848238,6788;70;9;44147314,8864853
"Guarea_humaitensis";81832264,6164;116;49;30459675,8766402
"Dendropanax_caucanus";81643713,2612;137;45;27429489,7234363
"Aspidosperma_carapanauba";81422292,606;66;36;23155936,8189186
"Inga_bourgoni";81127511,5728;123;43;23590132,1841011
"Vochysia_guianensis";80840176,576;224;39;18663179,12567
"Trichilia_claussenii";80768640,0224;52;2;64795595,0415126
"Casearia_decandra";80623428,8562;126;72;15028839,3166457
"Pentagonia_parvifolia";80482609,6902;121;11;33783368,4695779
"Parahancornia_amara";80448239,3858;133;4;74740375,950545
"Ephedranthus_parviflorus";80358015,843;95;5;62418864,6355176
"Licaria_martiniana";80355219,6036;52;27;31146290,8963983
"Inga_macrophylla";80250456,3854;97;57;18404141,8559796
"Pouteria_peruviensis";80228194,6244;172;51;12227767,3884597
"Chrysochlamys_membranacea";80114389,5034;143;35;28289063,8130211
"Ocotea_bofo";80114001,3364;115;44;20309652,8629102
"Aptandra_tubicina";80100045,1356;80;32;20649998,4820322
"Cynometra_spruceana";79853199,7312;88;16;35704415,6006847
"Andira_inermis";79697491,9874;129;74;14151703,275821
"Trichilia_surinamensis";79628709,5046;141;16;39480104,8584325
"Ocotea_cymbarum";79617295,8768;95;31;21038504,7471115
"Simaba_polyphylla";79571572,3896;166;118;17147888,495735
"Platypodium_elegans";79563691,7682;104;29;26575135,1350073
"Cupania_oblongifolia";79523054,1048;48;2;46494218,0983772
"Couma_guianensis";79493899,222;266;99;12023729,5853685
"Syagrus_sancona";79461506,0482;77;13;25438086,575069
"Bathysa_bathysoides";79400971,5908;77;4;81330510,2057566
"Lecythis_zabucajo";79386210,3182;202;124;11825491,9382209
"Diospyros_capreifolia";79141668,9978;142;85;15663683,7819843
"Ruptiliocarpon_caracolito";79141081,866;103;13;53749324,1903843
"Conceveiba_terminalis";79139958,071;133;34;18973674,306493
"Trattinnickia_lawrancei";79000462,828;94;49;19766251,8743112
"Iryanthera_obovata";78904067,8854;101;8;52957149,934363
"Calyptranthes_bipennis";78749648,2882;145;58;10662468,306891
"Sloanea_obtusifolia";78614479,2728;79;22;33684718,6782908
"Chrysophyllum_ucuquirana-branca";78552024,947;99;38;23387709,364059
"Vatairea_erythrocarpa";78462087,5578;114;57;16930245,8668857
"Stryphnodendron_pulcherrimum";78236085,5986;87;63;16336678,5780324
"Cupania_diphylla";78174656,2602;95;21;27645839,9797176
"Ocotea_corymbosa";78007601,8524;46;2;48348965,8413768
"Sorocea_pubivena";77984116,1442;154;63;12208915,8676705
"Dinizia_excelsa";77782057,3816;113;72;13069612,5615023
"Inga_punctata";77731241,6392;134;70;12779596,2908333
"Qualea_parviflora";77654472,0846;60;4;64419813,6617425
"Guatteria_megalophylla";77615527,2454;117;46;17683578,9017227
"Myroxylon_balsamum";77596754,2448;130;57;16359590,9473164
"Patinoa_paraensis";77591547,59;219;15;30459898,8989642
"Ocotea_amazonica";77472249,6266;118;54;23462095,8755672
"Platymiscium_trinitatis";77279197,0476;120;38;20155432,2250938
"Licania_divaricata";77263519,2018;268;32;20182706,5981623
"Swartzia_canescens";76915104,5246;82;25;21675755,8231781
"Endlicheria_paniculata";76861276,7754;79;32;26373297,3253014
"Sloanea_terniflora";76803454,3214;108;37;32608214,4332948
"Alibertia_edulis";76747627,6026;45;23;33516524,2332606
"Neea_madeirana";76541672,871;91;32;28478250,9305028
"Buchenavia_viridiflora";76420862,6148;89;32;30086709,0935862
"Tachigali_melinonii";76404238,696;238;67;18344229,6997539
"Licania_sprucei";76235916,4592;163;70;19794972,157685
"Ormosia_coutinhoi";75642803,8926;260;35;25349412,4489354
"Aniba_burchellii";75632729,8562;85;36;31890695,9907623
"Guarea_cinnamomea";75532496,0754;118;53;16636230,6418945
"Talisia_esculenta";75429855,9906;56;17;22992056,9901326
"Etaballia_dubia";75170702,695;63;13;36676835,01433
"Geissospermum_urceolatum";75125830,496;55;35;38677246,0409748
"Monopteryx_inpae";75112993,8744;131;30;20245698,1151919
"Ilex_divaricata";75104992,8202;94;7;47211465,2045827
"Sextonia_rubra";75100881,5096;239;123;17764196,5145803
"Sterculia_colombiana";75099871,3772;168;54;18109964,8694164
"Quiina_florida";75074844,8214;120;63;10822319,2182195
"Ficus_trigona";75053159,051;133;36;31017112,0759082
"Guatteria_procera";75040794,7858;46;14;41782404,7524846
"Cordia_goeldiana";74791573,4794;54;29;24660266,5093746
"Didymocistus_chrysadenius";74383679,0568;91;6;40644069,9473623
"Caraipa_richardiana";74283445,7052;101;13;28966692,0256801
"Machaerium_scleroxylon";74243894,9108;73;5;46038302,7908582
"Swartzia_argentea";74217639,7192;64;18;21308510,0009133
"Annona_hypoglauca";74107991,9466;93;18;26884751,4969287
"Agonandra_brasiliensis";74078990,8384;87;51;16176352,0172528
"Diospyros_vestita";73963929,1872;72;39;17439679,8721065
"Discocarpus_spruceanus";73916201,3056;67;11;25150398,0616633
"Heisteria_laxiflora";73861345,0394;100;36;51229253,0373654
"Perebea_longepedunculata";73748669,2656;61;20;26442245,9849394
"Iryanthera_paradoxa";73279771,9958;75;23;20797998,4003611
"Vochysia_haenkeana";73205509,0408;53;7;47389809,7317889
"Duguetia_surinamensis";73135072,962;187;68;19340223,1092936
"Cassipourea_guianensis";73004473,1366;320;56;16354885,6312744
"Combretum_laxum";72764720,4698;65;28;25562394,8004063
"Heisteria_densifrons";72742865,0056;91;52;18856645,9251183
"Pouteria_fimbriata";72714088,7092;164;90;13972379,1661239
"Xylopia_aromatica";72697678,908;138;28;19788899,2208991
"Neea_macrophylla";72683790,055;122;60;18398019,4977755
"Sandwithia_heterocalyx";72676102,8238;58;11;33527640,8191094
"Talisia_longifolia";72662001,0838;35;20;38842695,8505589
"Terminalia_guyanensis";72574110,6348;144;43;16213844,6749482
"Manilkara_cavalcantei";72533491,2918;67;31;24236728,1981355
"Cordia_tetrandra";72362537,9784;139;47;11763119,8780578
"Sloanea_pubescens";72291287,6014;101;59;20801231,8097267
"Siparuna_cuspidata";72286209,9206;166;75;11550840,1347737
"Clusia_fockeana";72246084,778;500;12;39303010,2712192
"Pouteria_ramiflora";72221640,8642;97;18;34427961,7771642
"Cynophalla_polyantha";72195428,1806;74;1;59352385,0971094
"Trichilia_adolfi";72185775,8046;89;22;28034643,006366
"Pouteria_williamii";72101893,5006;117;41;20536930,4341219
"Schizolobium_parahyba";72093762,6892;62;38;23582097,1170223
"Spiranthera_guianensis";71995456,9058;58;3;59799806,7829039
"Alseis_labatioides";71971290,619;70;19;21829701,5490572
"Chomelia_tenuiflora";71870972,4262;76;24;27294277,5813807
"Iryanthera_polyneura";71756040,9534;118;30;17586257,03387
"Aspidosperma_vargasii";71715707,5126;125;24;19725165,1910995
"Pourouma_melinonii";71566082,5828;105;40;36963099,454682
"Ouratea_spruceana";71436976,1228;164;3;50968839,6328795
"Panopsis_sessilifolia";71429475,293;65;11;59018725,0747728
"Naucleopsis_concinna";71340831,8212;60;33;20487181,0644426
"Bombacopsis_nervosa";71275449,9358;51;11;42296058,3088125
"Toulicia_pulvinata";71055756,691;160;23;24871196,1565014
"Ternstroemia_candolleana";71000176,8988;301;8;29395553,2745617
"Aniba_panurensis";70823039,6236;87;42;25115416,0257504
"Vochysia_obscura";70754063,807;48;6;42333493,0846687
"Zygia_coccinea";70739521,37;88;24;40611720,0699991
"Poecilanthe_hostmannii";70730792,674;190;15;47248803,3733911
"Couepia_chrysocalyx";70675620,2554;60;24;28713021,2132031
"Wettinia_maynensis";70535549,1698;128;37;20710109,7308994
"Ocotea_myriantha";70203404,1366;86;40;18337659,3993668
"Tovomita_grata";70168699,4786;169;22;25744426,5092264
"Pouteria_gardneri";70101355,1896;100;15;44622260,5441051
"Pseudobombax_longiflorum";69947226,7148;57;5;47214001,5867471
"Ocotea_floribunda";69888238,2638;179;76;11675961,3872317
"Eschweilera_eperuetorum";69774345,5476;124;27;12180932,6342274
"Matisia_bracteolosa";69607348,3658;165;64;10347425,9763155
"Terminalia_argentea";69424890,8334;42;15;34312650,176694
"Oxandra_sphaerocarpa";69023999,8638;80;11;22319031,7105956
"Swartzia_jenmanii";68932054,2304;132;13;47113381,5098986
"Lacmellea_arborescens";68881441,4056;80;38;20041463,7498069
"Talisia_obovata";68804822,4822;38;5;55460914,0200506
"Dendropanax_palustris";68777177,6272;64;10;26199621,2325165
"Macoubea_guianensis";68773777,4002;118;63;20640778,5427858
"Pouteria_ephedrantha";68655607,973;186;34;15963196,3882372
"Duguetia_stelechantha";68641742,2556;105;65;25940733,4005093
"Astrocaryum_gratum";68524191,1028;82;5;38724130,6411628
"Protium_gallosum";68326327,6828;100;51;25484418,2192927
"Handroanthus_ochraceus";68273211,2451995;49;21;22248754,1695571
"Sterculia_tessmannii";68264802,2124;144;60;11092567,9943486
"Hevea_benthamiana";68186271,2616;65;11;43144869,5600344
"Cariniana_domestica";68166061,9156;25;7;41421015,7459386
"Duguetia_calycina";68027451,7824;153;56;13523243,0637819
"Dilodendron_bipinnatum";68019230,8682;55;10;35616091,3127209
"Apeiba_schomburgkii";67919198,6342;46;20;19863685,4023343
"Vatairea_sericea";67885010,6844;56;37;29054819,3178477
"Casearia_pitumba";67831980,4958;69;50;16701492,4967399
"Inga_chartacea";67808585,5678;154;74;9705771,21303654
"Hirtella_glandulosa";67552491,2518;200;39;35117749,105282
"Heliocarpus_americanus";67533794,0302;85;23;26833054,8741908
"Pouteria_macrocarpa";67456882,7342;141;20;23410866,872983
"Xylopia_micans";67448737,9238;76;30;19651689,809018
"Lacunaria_crenata";67316006,6644;136;88;16772786,5609417
"Unonopsis_rufescens";67288034,492;288;68;17025589,2206854
"Miconia_ruficalyx";67206543,0356;53;11;34881921,2560308
"Pagamea_coriacea";67136517,5158;75;16;28279327,7587432
"Erisma_splendens";66864489,1232;73;18;25307619,1787606
"Caryocar_microcarpum";66779554,3474;80;27;16706636,8621336
"Aniba_guianensis";66735061,649;108;53;13891840,6923932
"Bagassa_guianensis";66376501,0762;61;46;12565705,558553
"Alibertia_verrucosa";66132754,2752;78;16;29126849,7900064
"Senna_silvestris";65904845,91;59;21;26296940,2036524
"Licania_blackii";65811490,576;104;33;16301541,4302547
"Miconia_lepidota";65729493,2288;40;19;28655716,9366535
"Mabea_fistulifera";65529857,7862;136;22;14281585,9708652
"Buchenavia_tetraphylla";65410261,523;75;41;12381837,4743522
"Copaifera_langsdorffii";65362009,6712;73;13;35812585,2810582
"Couroupita_guianensis";65282455,496;89;37;19785127,4304084
"Licania_guianensis";64975354,0678;115;51;17516789,800916
"Couepia_racemosa";64848893,3482;50;10;52383909,6162915
"Allophylus_scrobiculatus";64710047,8826;156;17;34971129,9663167
"Parinari_campestris";64654687,9698;163;49;15457855,5293524
"Coussapoa_trinervia";64612662,552;96;48;12248738,5526843
"Byrsonima_incarnata";64318705,5038;61;18;52677002,6485811
"Duroia_macrophylla";64146067,2974;130;74;7939506,20511312
"Stenostomum_acreanum";64028174,0938;186;15;29417690,7673838
"Endlicheria_formosa";63803003,9766;84;46;16778552,2239778
"Guatteria_decurrens";63610103,8508;45;27;30484441,7738602
"Croton_lanjouwensis";63384625,1138;105;38;16648555,9866315
"Vochysia_revoluta";63145512,9556;66;3;47808359,2767727
"Crudia_oblonga";63087823,9586;104;26;24611574,9566716
"Clathrotropis_nitida";63010665,586;48;12;22387797,5817631
"Eugenia_punicifolia";62896463,706;108;7;59181797,0203834
"Licaria_armeniaca";62784035,2808;72;19;22052443,486359
"Duguetia_lucida";62540060,9076;27;4;53114910,062056
"Chamaecrista_apoucouita";62458963,2048;136;13;31207173,6688819
"Miconia_nervosa";62436296,438;39;2;40515180,4017729
"Andira_surinamensis";62381355,2638;85;40;16683591,5851221
"Protium_strumosum";62376593,4182;144;73;10632046,3704463
"Caryocar_villosum";62215861,5504;99;74;15363548,4838778
"Exellodendron_coriaceum";62211583,4896;34;3;45313014,3235535
"Anacardium_spruceanum";62142823,8536;130;89;12715802,4765469
"Ocotea_matogrossensis";61628790,9408;92;26;46423715,2837467
"Dussia_tessmannii";61533466,1362;71;51;18076572,8737271
"Byrsonima_densa";61495912,1446;123;51;14031981,7032506
"Amanoa_gracillima";61435330,8176;71;3;71564534,1866106
"Iryanthera_coriacea";61308325,6478;58;22;21662010,5611438
"Protium_rhynchophyllum";61237771,548;66;8;26337749,8083975
"Sweetia_fruticosa";61149302,6536;52;10;31787946,5787448
"Caryocar_pallidum";61079524,195;70;43;14785510,279421
"Cenostigma_macrophyllum";61010489,5892;184;1;69400376,0749155
"Erythroxylum_citrifolium";61001369,534;38;23;20841945,3415898
"Astronium_fraxinifolium";61000949,7556;48;6;51879225,8618311
"Huberodendron_swietenioides";60878252,8744;64;35;17823251,7812187
"Pseudobombax_marginatum";60862533,5802;55;6;36900009,293998
"Emmotum_fagifolium";60821758,9374;125;34;13943326,0603453
"Guatteria_kuhlmannii";60637990,6762;46;9;27328437,8588599
"Alchornea_grandiflora";60617448,9758;24;1;67802129,6203307
"Dacryodes_roraimensis";60501507,4324;52;17;19718212,992917
"Miconia_splendens";60454218,1938;121;34;16169375,7088635
"Hymenolobium_sericeum";60330338,115;42;25;25852156,8525398
"Eugenia_ramiflora";60299806,4848;112;52;12022718,4731603
"Inga_cylindrica";60152581,5096;73;26;18013571,3009451
"Couepia_bernardii";60124159,745;88;10;25350486,581722
"Toulicia_reticulata";60047420,4728;40;15;31293864,2789347
"Cupania_cinerea";59952549,064;78;27;21585539,8648937
"Inga_neblinensis";59872051,4236;31;1;59792748,9269986
"Miconia_bubalina";59739019,3362;80;17;27466782,6541005
"Caraipa_llanorum";59725534,2876;94;3;48202532,0987995
"Pachira_flaviflora";59692145,6772;358;31;18652932,2472152
"Pagamea_plicata";59657016,7084;64;8;36835713,9881264
"Catostemma_sclerophyllum";59656308,9882;138;10;31344128,4145464
"Swartzia_brachyrhachis";59629161,3536;62;36;23213896,5761909
"Tovomita_umbellata";59418993,1918;99;37;12169416,9539936
"Ruizterania_cassiquiarensis";59383012,7394;50;21;19777268,656291
"Protium_pilosum";59331651,2864;97;44;15453074,3052652
"Pera_glabrata";59274034,5652;65;32;15017467,8501367
"Lepidocordia_punctata";59217651,4574;66;7;41117789,1543647
"Inga_sapindoides";59072211,5078;48;23;20272765,8049593
"Tachigali_tessmannii";58898651,9298;77;8;33294221,4142826
"Trichilia_lepidota";58864807,4882;64;16;24579266,4465579
"Banara_arguta";58841045,0076;29;5;47287657,0306793
"Magonia_pubescens";58790109,4722;34;5;56411569,0961022
"Leonia_racemosa";58788966,2986;82;22;20822273,0811482
"Leonia_cymosa";58650366,393;78;44;17855167,7810608
"Byrsonima_crispa";58602437,1478;65;34;18671814,5952775
"Vochysia_obidensis";58516262,8552;86;21;26993137,3146278
"Naucleopsis_ternstroemiiflora";58468840,6426;82;28;27962265,3428283
"Mouriri_duckeana";58449585,927;143;68;9467227,79660941
"Pouteria_baehniana";58291248,5978;104;23;19769326,6949538
"Ocotea_petalanthera";58185889,3958;104;49;9668000,1197254
"Touroulia_guianensis";58054803,141;95;61;16151577,4471213
"Terminalia_dichotoma";58037118,162;110;35;12188108,2182731
"Croton_argyrophylloides";57882322,0172;219;6;49158182,3484646
"Elvasia_elvasioides";57854456,9294;237;6;58948950,4872811
"Licaria_brasiliensis";57843776,3404;61;34;31093614,2840867
"Ocotea_neblinae";57731959,2588;37;17;18139789,2702891
"Mouriri_brachyanthera";57706555,3362;70;32;25600859,7932256
"Sterculia_excelsa";57686489,9482;80;39;18212492,9742135
"Batocarpus_orinocensis";57543835,844;134;51;12541406,5001876
"Batocarpus_costaricensis";57541592,9438;89;35;23176031,1483263
"Eugenia_brownsbergii";57456416,9726;115;10;22717257,4527801
"Aniba_kappleri";57423797,154;62;27;25692642,2718821
"Licania_harlingii";57383267,2608;122;57;11429928,3304648
"Anacardium_parvifolium";57148835,298;66;43;21649590,7737808
"Geissospermum_reticulatum";57137350,6888;40;17;22626062,1839327
"Crudia_bracteata";56774408,6858;371;27;12418649,3389437
"Licania_bracteata";56670637,1814;114;70;12843767,3386678
"Diospyros_dichroa";56666155,7026;76;16;22518723,8237704
"Aspidosperma_auriculatum";56628023,6172;43;13;33553792,9852987
"Inga_stipularis";56614140,1542;91;61;11376941,6845597
"Micropholis_cyrtobotrya";56568248,629;116;27;15457922,0739371
"Parahancornia_fasciculata";56562548,688;129;85;10947914,903625
"Platycarpum_orinocense";56544923,9728;30;8;38022880,0988036
"Copaifera_reticulata";56463042,5426;89;59;11596337,8094287
"Pausandra_macropetala";56435188,9994;132;42;13426644,0346589
"Pouteria_cayennensis";56417678,4638;74;19;16516072,19013
"Vitex_calothyrsa";56333956,433;43;4;31158958,9557802
"Heisteria_coccinea";56311999,6376;52;13;19794168,6679472
"Aspidosperma_discolor";56295401,0636;78;12;16193071,1588126
"Hydrochorea_gonggrijpii";56266630,4404;138;6;49995799,8870799
"Dicorynia_paraensis";56204772,2918;48;8;35187437,6960484
"Corythophora_rimosa";56165468,1122;140;52;13422222,082922
"Chamaecrista_xinguensis";56128874,852;36;11;26408948,9277522
"Ilex_nayana";56053748,7228;32;8;31845994,7364085
"Guarea_trunciflora";55891624,91;114;56;13364833,7438744
"Aniba_parviflora";55866253,2482;96;52;16438893,0949918
"Aldina_latifolia";55748373,9712;44;9;39604384,9060958
"Licania_caudata";55526506,3018;111;53;14621795,884449
"Cordia_scabrifolia";55509425,176;74;33;16070421,1355014
"Peltogyne_venosa";55508982,101;178;60;8446532,23761949
"Dipteryx_alata";55490917,925;72;23;16635413,1701965
"Sloanea_rufa";55381315,5304;52;34;13052681,3530413
"Trichilia_cipo";55366964,4136;78;27;16569795,6990268
"Pradosia_mutisii";55298252,366;47;4;30614883,3069929
"Miconia_dispar";55203367,6874;81;35;18519216,0421163
"Vantanea_macrocarpa";55094936,7498;99;48;12813271,2705966
"Rinorea_paniculata";55072192,1576;54;8;29567820,3667916
"Dipteryx_punctata";54944251,8088;64;46;16809609,1024986
"Pourouma_myrmecophila";54929931,0126;42;14;41280832,2404202
"Hymenolobium_pulcherrimum";54669790,0806;43;29;16121299,6261617
"Siparuna_poeppigii";54541708,0586;102;42;7255041,05079322
"Chromolucuma_rubriflora";54494993,551;39;15;27551311,3957919
"Hymenaea_martiana";54150909,9786;30;1;51217085,333123
"Pouteria_manaosensis";54119115,223;68;44;15841686,8761084
"Calophyllum_longifolium";54074145,2928;60;12;32311947,9924787
"Oenocarpus_minor";54064659,0874;20;4;46176429,471748
"Couepia_robusta";54042425,9538;54;28;19186777,2244078
"Licania_pallida";54009311,061;71;52;14220131,5746269
"Stryphnodendron_paniculatum";53862603,3144;89;58;9790254,27291539
"Ptychopetalum_olacoides";53803068,2638;129;66;9431414,50675189
"Haploclathra_paniculata";53658338,8554;47;6;33133065,2734051
"Dialypetalanthus_fuscescens";53554436,3416;51;22;14762315,5639338
"Lonchocarpus_lilloi";53417742,8768;70;7;28296896,2593501
"Hymenolobium_excelsum";53312948,49;50;37;12258501,517872
"Ormosia_macrocalyx";53289216,2944;42;19;17384925,519247
"Eriotheca_macrophylla";53101468,3114;72;30;18023865,9000514
"Hirtella_lightioides";52886575,7514;101;27;21739567,4414899
"Humiriastrum_cuspidatum";52880784,8602;42;12;27808843,221163
"Cecropia_engleriana";52836955,9342;122;57;10333847,8243521
"Caryodendron_orinocense";52774917,4304;133;36;16767460,1907359
"Luehea_paniculata";52725523,2968;28;5;49271533,2263912
"Chrysophyllum_manaosense";52665344,7182;66;36;17138906,5394098
"Bellucia_dichotoma";52438936,415;94;16;37919965,7855663
"Calycophyllum_obovatum";52400040,6138;42;14;32947019,4812805
"Cecropia_polystachya";52251619,0148;61;17;25133028,1405483
"Couepia_obovata";52249648,2656;78;45;18153033,6153151
"Parinari_klugii";52176720,7198;96;34;21848369,4198596
"Mouriri_vernicosa";52023196,3318;94;21;24182218,313412
"Cathedra_acuminata";51927026,7076;128;48;10031607,7262305
"Hirtella_elongata";51636248,883;58;23;19956020,4784973
"Inga_sarmentosa";51623354,964;50;20;26335757,1043532
"Cecropia_pachystachya";51599337,2046;96;6;39617412,4557152
"Marlierea_spruceana";51599148,1316;55;21;19324017,4815709
"Croton_trombetensis";51591548,362;97;23;8817678,00273325
"Clusia_hammeliana";51565062,7206;32;2;57949785,7312302
"Aspidosperma_pichonianum";51452147,578;18;7;38774344,915574
"Acacia_multipinnata";51241409,4728;46;28;12325564,7212024
"Dendropanax_macropodus";51232989,3666;44;12;36190491,8394816
"Agonandra_silvatica";51180448,0254;94;67;10943064,019945
"Caraipa_heterocarpa";51169787,691;39;13;32698736,5657269
"Mouriri_collocarpa";51100496,9208;89;53;14485159,2326805
"Licania_parvifructa";51086843,0476;47;14;32700501,2624842
"Alseis_floribunda";51074644,0778;25;4;45692911,1115917
"Licania_cuprea";51074148,8066;104;9;17132122,3510614
"Senegalia_polyphylla";51067841,3504;21;8;26209774,7946386
"Banara_nitida";50950078,9132;41;17;24896399,8858477
"Amphirrhox_surinamensis";50856657,18;40;11;31847416,509308
"Guazuma_crinita";50854297,1898;94;14;28496004,0446443
"Inga_micradenia";50655776,4518;33;4;35127362,9058923
"Virola_calophylloidea";50622746,565;18;3;34510028,548068
"Catostemma_altsonii";50484480,6132;126;1;54305238,9964696
"Manilkara_paraensis";50453509,602;48;20;18824971,3816781
"Aniba_hostmanniana";50450916,838;114;72;10184573,3231739
"Sloanea_fragrans";50418509,7508;97;32;10340615,1823648
"Platymiscium_filipes";50379051,5206;84;15;16690585,9648831
"Swietenia_macrophylla";50263702,799;32;18;15040937,7686712
"Semaphyllanthe_megistocaula";50139714,1998;91;30;16691562,5122457
"Lonchocarpus_imatacensis";50077217,7342;50;15;8935801,42014086
"Aspidosperma_oblongum";49962293,8956;71;35;16779564,9196721
"Pradosia_ptychandra";49938747,5186;220;58;12028658,7644346
"Cedrela_fissilis";49916026,6422;81;41;14501510,7656931
"Pouteria_retinervis";49874667,353;138;72;7278622,15231422
"Herrania_mariae";49690748,3778;48;13;25003765,8548848
"Byrsonima_laevigata";49683031,2098;31;15;33114808,2572719
"Annona_montana";49642653,6628;50;28;21805822,5820391
"Parkia_velutina";49461948,7754;104;66;9194103,42081046
"Byrsonima_intermedia";49336057,7926;86;3;37767831,6778853
"Siparuna_cristata";49196174,7892;75;38;18317147,8018887
"Virola_venosa";49139803,5968;124;65;8197619,34874406
"Vochysia_glaberrima";49059742,6086;27;3;38893826,939998
"Cordia_sellowiana";48957771,6516;40;20;21131923,7312983
"Chimarrhis_glabriflora";48830274,2344;55;20;18033086,578344
"Iryanthera_olacoides";48771584,4884;145;21;17181931,4844183
"Sloanea_synandra";48769928,0424;76;52;10238173,5267272
"Perebea_angustifolia";48642510,6724;62;35;23815176,8585311
"Jacaranda_macrocarpa";48588649,807;73;28;9776522,20746269
"Inga_disticha";48569007,5644;67;18;22357828,6472253
"Chrysophyllum_cuneifolium";48519089,1732;113;68;7883092,09023404
"Calyptranthes_multiflora";48504105,733;39;12;18588007,9856634
"Pseudima_frutescens";48475955,6794;35;20;26369151,4513529
"Eugenia_feijoi";48412301,9972;97;67;9787120,0170097
"Dipteryx_magnifica";48402358,75;83;62;11395684,4951071
"Qualea_grandiflora";48365541,3372;58;5;34537219,684192
"Dendropanax_umbellatus";48354288,1618;119;9;24175626,8630731
"Eriotheca_longipedicellata";48279861,6966;39;19;19739493,5028233
"Guatteriopsis_blepharophylla";48181769,0674;27;4;48427898,6948592
"Inga_huberi";48117521,284;85;42;11490587,1152125
"Gustavia_poeppigiana";48073441,536;43;9;31979295,9283291
"Ophiocaryon_heterophyllum";48065764,672;74;26;13240621,2641181
"Xylopia_peruviana";48015066,6952;67;10;15792635,8098432
"Chimarrhis_barbata";47991671,366;55;27;16332444,7340996
