species;population;N.ind;N.plots
Myrcia fallax;74924639,8133633;390;130
Protium rhoifolium;240359119,862088;563;162
Samanea tubulosa;9448493,68600411;24;9
Diptychandra aurantiaca;6030737,7006598;15;2
Aptandra tubicina;87647860,1364738;152;66
Cupania oblongifolia;66878260,1310233;48;2
Casearia aculeata;58221618,998483;140;42
Virola peruviana;87156463,8911949;273;81
Tapirira obtusa;152229773,233076;572;198
Neea oppositifolia;339503268,359804;749;229
Alseis floribunda;15003165,5705447;26;5
Cespedesia spathulata;42392649,1736334;102;36
Lacmellea arborescens;70960389,5909659;193;73
Eschweilera nana;12395192,3893039;27;3
Quararibea turbinata;25870566,6790487;18;2
Heterostemon conjugatus;130682149,116556;189;22
Chrysophyllum gonocarpum;49584309,5076242;87;23
Pouteria campanulata;142317520,840023;440;178
Ormosia paraensis;195831569,767648;467;183
Xylopia polyantha;97181531,9903021;183;51
Iryanthera polyneura;68670530,6976467;184;48
Sweetia fruticosa;32885811,2483365;61;14
Eriotheca macrophylla;54758130,9465756;99;47
Vitex sprucei;9934093,11005567;54;9
Abuta grandifolia;52746148,7802397;270;48
Duguetia echinophora;107757007,416337;985;109
Tapura capitulifera;16550978,5168547;171;38
Miconia mirabilis;33837839,5730801;268;36
Licaria armeniaca;32354557,5338404;82;24
Tachigali melanocarpa;137817747,771061;239;64
Dendropanax palustris;45443088,0636013;65;11
Warszewiczia schwackei;49617087,1090842;207;65
Protium grandifolium;147436247,829945;363;108
Himatanthus bracteatus;41112332,9132505;182;44
Xylopia parviflora;77626714,5244085;359;65
Apuleia leiocarpa;183475510,350672;367;144
Miconia nervosa;54629576,5611673;39;2
Clathrotropis brunnea;33053307,3700915;81;6
Copaifera langsdorffii;66426585,2373895;118;22
Licania urceolaris;44263163,068248;132;36
Peltogyne heterophylla;40344946,2589303;57;4
Guatteria hirsuta;22334394,9680485;74;27
Pausandra fordii;7332324,81973196;106;7
Swartzia benthamiana;139067937,578668;245;68
Dendropanax macropodus;27584731,4414065;47;14
Platycarpum orinocense;37266649,4442489;40;16
Protium gallosum;82402921,1525;206;84
Hymenopus sothersiae;40175138,9370856;63;23
Sorocea briquetii;211258663,83403;561;75
Clusia hammeliana;21819491,7113144;32;2
Eperua duckeana;46976721,6120148;219;36
Syagrus orinocensis;18681983,3276402;27;4
Croton sampatik;9127006,09982285;38;9
Cestrum racemosum;5604814,78414328;9;4
Alchorneopsis floribunda;137910687,161015;364;165
Guarea gomma;145572839,228942;511;138
Inga laurina;99284668,2898973;338;94
Triplaris vestita;3722275,57595223;8;1
Protium robustum;242530359,369599;459;123
Diplotropis purpurea;262220253,869704;613;258
Eschweilera carinata;86566563,4466868;76;31
Rhodostemonodaphne kunthiana;46657765,0608082;126;58
Chrysophyllum argenteum;199336925,267786;681;208
Ziziphus cinnamomum;47925999,4535824;98;38
Achatocarpus praecox;7792156,69670932;37;3
Ruizodendron ovale;89243757,0498244;348;82
Eugenia illepida;9430743,65909503;11;3
Chrysophyllum venezuelanense;80900049,5264806;378;119
Peltogyne subsessilis;58370701,5024221;87;9
Phytelephas tenuicaulis;14753135,3183474;52;12
Cybianthus reticulatus;21520352,0840208;37;5
Pouteria stipulifera;26834443,0962973;38;18
Chimarrhis glabriflora;47351144,6674872;145;35
Swartzia macrocarpa;16363616,0889244;36;7
Galipea davisii;9359723,02897138;16;3
Callisthene fasciculata;16525778,204275;38;5
Eschweilera romeu-cardosoi;93526930,0115137;361;88
Nectandra turbacensis;24658307,9134609;100;23
Couratari multiflora;61032893,6990181;319;110
Aspidosperma darienense;24245937,7763375;102;14
Jacaratia spinosa;124810914,342526;222;89
Inga acreana;66506380,8422358;247;92
Pouteria lucumifolia;36891970,490022;57;21
Pseudomonotes tropenbosii;19655366,4506542;80;5
Pisonia zapallo;15927875,9837635;21;2
Diospyros artanthifolia;85628211,4166239;223;106
Simaba obovata;22586352,5546789;87;7
Virola schultesii;28261566,7915452;28;2
Senegalia tenuifolia;25474111,6997787;59;19
Zygia lathetica;30029427,5679116;57;16
Handroanthus chrysotrichus;2105817,10513678;29;1
Eriotheca globosa;105666593,860716;394;174
Duguetia surinamensis;56761426,3274326;242;101
Machaerium acutifolium;52230341,9957757;128;25
Talisia coriacea;34083299,4555114;30;11
Protium elegans;7675655,69712563;37;9
Leptobalanus longistylus;195872712,243804;431;147
Hasseltia floribunda;97890471,8683772;255;80
Aspidosperma fendleri;8181472,07269345;35;14
Eugenia stylaris;26262165,743772;32;7
Emmotum fagifolium;30506806,0711469;134;42
Calyptranthes spruceana;25967280,6035727;74;9
Muellera denudata;20133729,0104466;29;13
Aspidosperma multiflorum;23571864,0813283;71;12
Byrsonima laevigata;25471272,4758899;42;22
Duroia prancei;6467908,52107343;41;6
Batesia floribunda;51514132,1619346;172;102
Emmotum acuminatum;40531287,8224487;93;34
Loxopterygium sagotii;11652320,2481341;42;17
Leptobalanus wurdackii;10138383,1985573;24;1
Calliandra trinervia;22804498,9468454;74;30
Chamaecrista scleroxylon;7253093,34752428;16;7
Lecythis pisonis;112810116,814572;437;165
Dicorynia paraensis;89163908,1487484;111;25
Andira cordata;6669190,88879942;52;2
Inga cinnamomea;97749125,9225853;304;88
Tachigali melinonii;49307184,4348705;429;86
Zanthoxylum riedelianum;24772135,449568;90;33
Euphronia guianensis;7117698,27731122;9;3
Zygia inundata;5336968,99033384;42;5
Mouriri brevipes;15649174,4325304;31;5
Aniba riparia;35211778,9753766;114;41
Mouriri vernicosa;49014502,6881077;150;32
Trichilia pittieri;7334823,98352844;23;5
Parinari campestris;49792783,9600244;186;63
Cecropia polystachya;36033142,7684072;73;23
Protium puncticulatum;68011382,1821159;188;34
Calyptranthes densiflora;14916697,4102527;44;15
Eschweilera potaroensis;7518344,75535117;40;2
Guianodendron praeclarum;19057878,5741791;77;9
Croton tessmannii;42217236,3964699;123;31
Moquilea egleri;196235858,177534;712;135
Schizolobium parahyba;103350687,388413;157;62
Guarea purusana;87716177,2987828;207;61
Duroia eriopila;60757049,6527244;215;66
Qualea mori-boomii;20521417,5105755;86;21
Helicostylis scabra;316733244,587166;647;233
Dacryodes hopkinsii;9474760,90405721;19;8
Croton gossypiifolius;11080595,4879283;47;9
Abarema jupunba;292552043,150828;884;381
Trymatococcus amazonicus;240056812,583173;562;235
Sandwithia heterocalyx;100633432,509468;172;22
Diospyros dalyom;17127738,5059301;19;1
Cynometra longicuspis;65786283,4669221;150;32
Neea amplifolia;17830216,5134986;40;5
Alibertia edulis;36682999,6755218;130;33
Pachira nervosa;48047265,6682998;118;52
Macrolobium arenarium;12425393,5605082;58;13
Protium ferrugineum;95826058,8662331;161;84
Erythrina fusca;21389682,386512;41;7
Vochysia biloba;26407921,8534434;79;23
Elizabetha speciosa;13554856,9676213;30;14
Maquira guianensis;254373343,911017;967;329
Neea hermaphrodita;53737357,9340677;76;30
Protium nitidifolium;159507298,553966;262;117
Copaifera pubiflora;14618017,942777;33;8
Pradosia cochlearia;23576930,1107992;171;73
Ocotea leptobotra;214327213,327835;801;139
Virola kwatae;15477600,9736348;68;26
Theobroma obovatum;183152513,328618;431;97
Hirtella schultesii;19856959,2504865;32;7
Mouriri brachyanthera;69501007,8245656;242;61
Mouriri sagotiana;30969884,0934257;134;33
Pouteria hispida;147137350,152929;436;205
Virola obovata;27007812,1708131;166;40
Quiina indigofera;20665820,5009897;117;16
Xylopia cuspidata;19196334,2149664;59;12
Muellera frutescens;6180107,59447067;24;3
Byrsonima crispa;46332576,335361;131;65
Anomalocalyx uleanus;47207791,5884277;93;24
Guatteria dura;36877190,3905597;52;13
Xylopia micans;44396387,8800186;78;32
Oxandra sphaerocarpa;39231759,3531187;80;11
Eugenia ochrophloea;26024555,9496316;49;16
Micropholis splendens;67747639,8325551;160;57
Tovomita choisyana;67079012,2912721;124;49
Lecythis lurida;238215295,595662;604;156
Macrolobium suaveolens;73754569,9982827;189;59
Vitex calothyrsa;32719767,1701951;43;4
Eschweilera chartaceifolia;116529890,153648;258;80
Protium morii;42408995,1319317;129;30
Duguetia decurrens;3936191,35176823;26;1
Cordia nodosa;171433141,270498;440;162
Paypayrola longifolia;28128761,782315;127;35
Trichanthera gigantea;10649990,0041384;49;12
Mabea anadena;15513236,9020383;46;3
Xylopia benthamii;166020275,279813;506;141
Simarouba amara;469468316,475181;1224;537
Swartzia oblanceolata;27562078,3583857;153;55
Ocotea nitida;19180765,3293072;62;23
Matayba oligandra;15828427,0132392;353;41
Ilex martiniana;7019871,47745479;38;5
Miconia acuminata;3629678,7792129;50;14
Dimorphandra pennigera;13780531,49485;38;13
Inga ruiziana;65946228,6077577;297;95
Diospyros manausensis;14157583,853972;20;5
Paloue induta;6129100,01937485;44;5
Sloanea durissima;65814898,5089028;178;81
Simira paraensis;9384746,94561643;20;3
Myrcia argentigemma;13207379,8285362;20;2
Pouteria ambelaniifolia;102556253,032577;293;123
Gustavia longifolia;62408445,6998594;558;66
Socratea salazarii;42773879,1804412;157;14
Diospyros cavalcantei;61857446,8799798;101;51
Croton palanostigma;37165802,8902121;75;20
Pterocarpus acapulcensis;16974250,0059735;29;7
Protium neglectum;49419618,4687968;196;39
Heisteria barbata;90130047,2197611;196;82
Erisma laurifolium;125054355,667004;298;50
Acrocomia aculeata;11178406,2093138;39;6
Ocotea cernua;122935250,947717;460;143
Naucleopsis glabra;97200955,0288396;201;84
Inga gracilior;36064782,3652507;62;19
Pouteria freitasii;50357164,3105104;173;61
Tovomita humilis;9633118,40691559;10;4
Lecointea amazonica;81392417,8518378;171;66
Tovomita acutiflora;27057529,9679671;32;10
Haploclathra paniculata;37136445,7083507;52;9
Inga rubiginosa;253578002,76968;1254;261
Tachigali physophora;26920462,9486613;31;8
Eugenia exaltata;15360582,673777;66;24
Brosimum potabile;94144794,2469111;272;116
Ocotea velloziana;10421489,0972965;16;1
Manihot brachyloba;3357641,42505811;62;3
Casearia sylvestris;120703942,690828;494;160
Couepia bracteosa;114300082,046278;321;142
Alseis reticulata;18489252,0251088;27;4
Dimorphandra macrostachya;15030133,4827226;30;12
Diospyros dichroa;15927495,2815917;77;17
Miconia triplinervis;15870613,6550246;52;13
Sloanea obtusifolia;47058724,2184972;87;24
Swartzia ingifolia;73853306,8687937;195;99
Mouriri duckeana;88323542,9816257;407;111
Richeria grandis;122138115,048579;313;112
Ocotea douradensis;24734059,8586695;84;27
Nectandra cuspidata;178351768,659672;355;109
Inga punctata;112883026,636913;436;124
Licania bracteata;53480270,6820016;190;85
Caraipa spuria;42101870,5154116;34;5
Aldina kunhardtiana;75333796,3806035;93;10
Ocotea nigrescens;94569438,3394544;175;73
Virola venosa;139472575,783334;304;135
Vochysia mapirensis;20579343,2930505;64;8
Tachigali richardiana;9599693,75800339;74;26
Pourouma acuminata;51516965,1924629;104;25
Hymenaea oblongifolia;86319295,8750287;414;155
Pouteria sagotiana;71169045,7427571;145;40
Inga brachyrhachis;31751089,1217579;93;35
Melicoccus oliviformis;23069373,7784728;59;15
Monteverdia macrocarpa;41787324,5467443;87;44
Eugenia coffeifolia;46172188,9502095;125;50
Peltogyne catingae;194532527,88972;293;78
Pagamea macrophylla;16840261,1878653;64;14
Roucheria columbiana;198745456,217563;602;193
Parkia multijuga;284122011,543711;847;274
Pourouma cucura;59723033,7388119;152;52
Guatteria alata;7145590,57612442;24;4
Apeiba schomburgkii;38028292,3321457;91;28
Moquilea minutiflora;26736042,4670861;167;32
Dipteryx odorata;169482190,859921;735;269
Corythophora amapaensis;5374544,12415167;32;6
Parahancornia negroensis;18894562,9847773;37;5
Tachigali setifera;125237960,997282;229;89
Byrsonima densa;52396412,1223219;449;84
Croton urucurana;32730501,7022629;36;5
Eperua schomburgkiana;19652437,1422691;71;12
Sloanea latifolia;104905553,438752;245;91
Heliocarpus americanus;41854803,4098056;89;26
Bowdichia virgilioides;33257467,1050956;63;21
Inga bonplandiana;7251261,30240024;15;2
Swartzia recurva;150783476,725451;1253;213
Eschweilera integrifolia;16486367,9410368;25;3
Ladenbergia amazonensis;71476671,4059204;176;44
Talisia retusa;70581651,8881056;124;24
Abarema adenophora;50724708,847547;146;62
Piper demeraranum;24161315,6419344;62;4
Aniba puchury-minor;32761793,071999;154;40
Lindackeria paludosa;154114834,664908;439;127
Parinari parvifolia;25085607,0120216;54;29
Conceveiba tristigmata;13916505,2049132;39;5
Lonchocarpus lilloi;10165687,834023;70;7
Duguetia odorata;50211863,4748567;75;25
Aspidosperma discolor;64060213,3802669;172;58
Randia armata;41452653,7175401;108;48
Micropholis williamii;119650303,622064;540;134
Pouteria williamii;56972198,5920854;174;68
Duguetia quitarensis;70406082,8480078;226;77
Duckesia verrucosa;33058262,388391;151;56
Guarea grandifolia;84932119,1181313;506;113
Grias peruviana;15329438,7883065;41;9
Vismia cayennensis;83765547,5973466;213;97
Endlicheria levelii;13645790,2995597;66;5
Hebepetalum humiriifolium;111160249,969737;538;187
Ocotea aurantiodora;193006075,038733;512;157
Ferdinandusa chlorantha;64599891,9335554;160;37
Vitex stahelii;16322578,0366589;55;11
Rinorea pubiflora;59166684,7394854;278;58
Henriettea fissanthera;8342704,18684304;25;4
Rhigospira quadrangularis;53399126,3650619;104;38
Ficus trianae;4140349,56807341;15;2
Aiphanes ulei;3890495,3883494;15;2
Annona exsucca;129771366,832219;313;122
Duguetia trunciflora;26212555,473944;104;21
Trichilia adolfi;53329025,8137621;95;24
Astronium obliquum;38272484,4320925;127;57
Perebea guianensis;224501158,967008;582;179
Glandonia macrocarpa;33024547,9000551;57;17
Schefflera morototoni;252989275,575419;668;303
Talisia dasyclada;8405977,24375566;25;5
Geissanthus ambigua;31759768,9812528;54;14
Piptadenia gonoacantha;14190566,1633207;34;9
Pleradenophora membranifolia;19796374,8125784;39;3
Uleanthus erythrinoides;16710450,9894492;13;4
Miconia multiflora;11110953,6166916;31;2
Andira trifoliolata;37842638,4568672;78;36
Elaeoluma crispa;9484847,67417426;23;2
Garcinia benthamiana;53910341,920557;227;68
Unonopsis glaucopetala;70339860,6916672;338;61
Pouteria trilocularis;128480076,35379;344;111
Matisia lomensis;19555217,3351569;101;22
Eschweilera rhododendrifolia;43917224,023205;158;56
Pouteria filipes;162503162,577575;1184;212
Hevea benthamiana;58467001,4363904;122;27
Virola flexuosa;126801876,001349;301;111
Ficus paraensis;31923143,696439;83;41
Compsoneura sprucei;44795847,8317006;123;57
Pouteria tenuisepala;9780937,15490961;14;3
Cremastosperma brevipes;8138443,13128035;11;3
Terminalia macrophylla;109827601,022143;188;87
Licania hypoleuca;87964010,4831699;277;102
Monopteryx inpae;32067689,5152145;148;39
Solanum grandiflorum;5080134,49177166;18;3
Scleronema praecox;60311811,0493037;113;35
Licania stricta;8724446,76312318;44;4
Margaritaria nobilis;85725610,0235684;258;88
Conostegia cuatrecasii;11758606,3318729;8;2
Pouteria bilocularis;127894391,882874;495;175
Myrcia subsericea;4328015,81632235;8;4
Humiria balsamifera;110213789,295875;318;76
Piptocoma discolor;3037323,27404068;29;3
Discocarpus spruceanus;80933757,3307214;83;16
Couratari oligantha;85564363,8798992;160;27
Byrsonima leucophlebia;7945907,31433147;16;5
Pouteria torta;296051131,949668;1010;299
Pourouma bicolor;306816806,173845;1142;274
Pseudopiptadenia suaveolens;242956929,929611;1073;290
Mucoa duckei;58709746,7579455;121;34
Hirtella hispidula;36477041,6773723;75;44
Ouratea hexasperma;4927769,51693786;14;3
Protium catuaba;1629769,20755129;9;1
Hirtella excelsa;62381580,9724869;231;72
Terminalia aubletii;16777837,77777;51;28
Hirtella lightioides;49998415,8886054;101;27
Bocoa viridiflora;161330324,822344;595;180
Ocotea percurrens;117476342,741798;392;127
Myroxylon balsamum;61204557,0962855;167;77
Protium glabrescens;59601763,7838603;197;57
Coccoloba latifolia;18028205,4443176;59;24
Myrocarpus frondosus;59336357,8642684;76;14
Virola theiodora;91216366,4335993;127;49
Crudia tomentosa;17557738,8734238;17;7
Xylopia spruceana;63412856,7448884;114;25
Iryanthera olacoides;25294341,6313769;145;21
Siparuna poeppigii;35243191,7590431;177;58
Tacarcuna amanoifolia;23733556,5856165;30;4
Erythroxylum rufum;7510787,62122976;17;9
Pseudopiptadenia psilostachya;139106363,779678;539;165
Pausandra martinii;17096279,3433149;52;15
Inga tessmannii;20684490,6240543;50;28
Eugenia florida;192086372,873329;413;162
Copaifera paupera;13719615,3792168;17;7
Ruizterania esmeraldae;16325881,0085306;48;6
Parkia discolor;31959074,7119401;116;31
Iryanthera grandis;24829528,3806843;96;25
Neea madeirana;88681432,274335;191;72
Ambelania acida;116203872,562396;614;235
Couroupita guianensis;56771110,0118961;119;53
Sideroxylon obtusifolium;2704652,26525092;8;2
Faramea crassifolia;6668412,09854126;17;1
Pouteria erythrochrysa;67684783,6638423;1124;90
Duroia genipoides;44674476,0277964;105;25
Licania cuprea;24081462,3111065;120;11
Ocotea fasciculata;14996938,280235;201;33
Aspidosperma parvifolium;149733786,869778;426;108
Kutchubaea sericantha;20541252,536969;76;33
Andira micrantha;117345166,466203;283;128
Virola duckei;112141589,483436;391;111
Trichilia surinamensis;65477939,0787147;328;82
Copaifera reticulata;45185284,2953563;148;80
Batocarpus amazonicus;73122891,7254144;181;85
Maquira calophylla;208043612,920529;771;243
Raphia taedigera;14481124,583867;74;6
Paypayrola guianensis;22770971,5790697;90;18
Inga gracilifolia;96654245,0292117;318;168
Aiouea grandifolia;44795976,724719;72;54
Swartzia leptopetala;33488962,5735679;109;40
Inga micradenia;17238133,1924826;42;8
Ladenbergia muzonensis;3774985,84149434;8;1
Parinariopsis licaniiflora;46727176,5154887;152;54
Matisia idroboi;18365407,8060295;72;17
Chromolucuma rubriflora;23149027,8832116;48;22
Ocotea puberula;45012519,3491412;133;67
Swartzia angustifoliola;10362305,6582702;20;1
Micropholis mensalis;65528148,7183029;161;51
Apeiba glabra;268803928,909464;784;234
Gustavia poeppigiana;42357383,996908;73;24
Pouteria cladantha;275338025,822737;1270;307
Swartzia corrugata;86457637,3044466;373;108
Swartzia klugii;41818159,9900066;87;13
Neea altissima;10649967,7267864;58;9
Rinorea paniculata;46938731,5116864;181;20
Copaifera multijuga;230073896,653182;317;134
Eugenia ligustrina;14976604,383351;28;6
Calyptranthes nigrescens;15286649,9786098;84;7
Miconia minutiflora;58238650,2389314;168;58
Couepia bernardii;34657252,8701526;88;10
Pseudomalmea diclina;74958670,2657889;297;66
Tapirira retusa;56713034,3740094;102;50
Calophyllum longifolium;32667800,7481141;81;16
Cassia spruceana;55227837,2008551;99;41
Tachigali rigida;15777802,0804897;23;6
Perebea longepedunculata;41420575,9179347;76;22
Pradosia mutisii;35769574,1958242;47;4
Aspidosperma pichonianum;20114883,5994417;20;8
Chimarrhis gentryana;34773879,5864196;46;21
Dicypellium manausense;85042149,4211409;135;45
Humiriastrum cuspidatum;32775951,4931155;69;25
Ecclinusa ramiflora;101679693,070995;616;115
Guarea carinata;148850480,602845;484;127
Pouteria durlandii;114993381,548134;259;128
Swartzia cupavenensis;23765144,3385657;42;6
Licania rodriguesii;35410500,1092608;73;50
Trichilia micropetala;11688124,715155;23;12
Licania cruegeriana;9970870,04917033;21;6
Nectandra canescens;5998501,53925906;28;4
Sterculia peruviana;38739455,093454;74;31
Pera glabrata;37347390,9826722;109;61
Aniba williamsii;45700508,4278407;144;83
Aniba burchellii;35846722,6257845;158;52
Inga acuminata;10008526,7169845;39;16
Ocotea splendens;76876445,6905711;155;69
Capparidastrum petiolare;23892922,5877661;31;6
Ternstroemia delicatula;3040778,53973558;34;4
Fusaea longifolia;136433461,816663;527;232
Nectandra cissiflora;37803949,5664667;94;41
Inga disticha;41656279,0892284;126;36
Macrolobium brevense;14094765,9710537;42;9
Pentagonia spathicalyx;21845205,2666333;74;18
Mabea occidentalis;32405868,0090773;82;20
Syagrus cocoides;7491165,87417359;43;9
Eugenia brownsbergii;11381843,128536;136;17
Talisia cerasina;54269408,5124691;117;48
Aniba kappleri;29291809,8402872;74;31
Jacaratia digitata;102692853,111151;331;111
Unonopsis duckei;81852942,5971342;795;145
Chimarrhis duckeana;23229071,0507631;39;22
Dendropanax tessmannii;18705138,9898899;28;6
Cecropia herthae;10254305,3195949;58;23
Pseudoxandra lucida;10805806,8714441;47;7
Byrsonima spicata;18259857,688948;40;8
Tabebuia stenocalyx;8404424,62262285;41;10
Eriotheca gracilipes;8344599,54536603;38;6
Guatteria guianensis;41135913,6639769;149;61
Hirtella eriandra;19638514,6844056;77;31
Citharexylum spinosum;7415194,11416124;23;4
Caraipa heterocarpa;25863329,9973098;43;17
Galipea jasminiflora;33267788,2482371;32;8
Licaria martiniana;29623892,736925;84;45
Tachigali amplifolia;29377976,9641807;65;20
Trichilia rubra;91429580,9235405;290;117
Talisia hemidasya;13135442,0285183;24;6
Ferdinandusa guainiae;23881057,2987942;66;16
Rinorea pectinosquamata;9853635,83617501;135;25
Macrocnemum roseum;20537998,9410979;81;25
Allophylus amazonicus;16565393,4901698;53;23
Hymenaea parvifolia;138713976,352939;364;149
Leptobalanus granvillei;25248546,4338766;135;33
Marlierea spruceana;22343409,9703425;64;24
Tachigali pilosa;1314948,9140893;19;1
Protium balsamiferum;23401692,5137379;17;2
Vochysia schomburgkii;3373315,84074729;16;1
Guatteria schomburgkiana;150940749,129784;465;127
Pouteria peruviensis;69760243,5790486;243;74
Cupania macrostylis;35342458,4386807;71;32
Mouriri sideroxylon;25097048,6678038;41;10
Protium strumosum;57741883,1259817;286;102
Calyptranthes speciosa;7465981,24649343;37;17
Clarisia biflora;149512972,91899;519;161
Miconia tomentosa;22657859,1541512;60;20
Sterigmapetalum colombianum;13897936,034851;80;9
Pachira faroensis;5720133,23669467;41;7
Platypodium elegans;32420402,1731641;104;31
Campsiandra casiquiarensis;9760271,65907651;17;1
Perebea xanthochyma;136088297,510672;497;127
Neea macrophylla;58107213,2445045;215;82
Cordiera macrophylla;56759188,2930258;136;35
Rauia subtruncata;12890293,7443732;18;2
Eugenia rufidula;2437616,71812437;13;1
Oenocarpus minor;22370328,2593679;33;13
Galipea trifoliata;73807878,8276292;174;36
Licania parvifructa;18368680,2906592;55;19
Schefflera japurensis;9284481,97889455;20;1
Couma guianensis;80239482,3398226;359;154
Senna silvestris;30509259,5036635;71;29
Virola mollissima;107957213,43665;287;137
Batocarpus orinocensis;55534023,3597727;224;65
Palicourea grandiflora;3880531,74103721;22;3
Handroanthus incanus;53088600,263103;84;41
Annona impressivenia;8557718,50819302;45;8
Guarea scabra;42130203,7007307;124;47
Euxylophora paraensis;5660347,50800328;41;11
Inga oerstediana;53438370,9595492;288;109
Couepia subcordata;12957196,0896968;29;10
Macrolobium ischnocalyx;9511287,76235729;53;12
Hymenolobium heterocarpum;36574740,1625289;96;36
Duroia gransabanensis;19788023,4338304;31;12
Pouteria grandiflora;19676692,2197517;40;10
Ruizterania rigida;7787811,93295194;25;1
Tovomita caloneura;19965125,250624;47;19
Cordiera hadrantha;10532952,2954628;40;5
Inga paraensis;154164364,762734;396;157
Castilla ulei;250855354,592484;430;153
Alseis microcarpa;17596103,2171512;53;21
Siparuna cristata;54933964,5987519;144;73
Rhodostemonodaphne grandis;64499020,051884;463;116
Hymenaea intermedia;59272913,3143301;161;66
Nealchornea stipitata;13375926,1532187;32;10
Ocotea neesiana;15233302,6047906;59;12
Byrsonima punctulata;9704233,61607097;55;5
Endlicheria citriodora;12450608,244658;38;16
Compsoneura capitellata;84482303,3013624;251;78
Licania pallida;46355671,7301995;155;77
Swartzia jorori;23974842,0690566;71;23
Pouteria coriacea;95551293,4124271;980;120
Campomanesia aromatica;22471476,7875944;48;20
Terminalia parvifolia;115116020,344572;306;173
Trattinnickia peruviana;24233904,2255195;69;47
Duguetia argentea;21372328,4123317;25;13
Zanthoxylum rigidum;4785384,57027073;6;3
Schistostemon densiflorum;3162483,60070058;15;1
Zygia ramiflora;75711849,1728188;195;75
Cordia laevifrons;19812844,0957531;99;26
Dimorphandra vernicosa;1408559,00144884;13;1
Licania ovalifolia;19456565,9684991;84;34
Amburana acreana;25233012,7494795;53;15
Swartzia flaemingii;22152588,9159262;40;17
Couma macrocarpa;130662920,634837;315;157
Celtis loxensis;6742371,98555564;10;3
Hymenopus caudatus;67545306,0280293;173;77
Ocotea minor;34338048,5936925;42;25
Trattinnickia rhoifolia;193642791,394055;609;174
Brosimum parinarioides;185610101,931429;569;271
Cupania latifolia;15414376,6660101;41;22
Preslianthus detonsus;10342207,468895;30;9
Miconia burchellii;4333472,55377822;61;20
Alseis longifolia;9186692,89940903;14;3
Byrsonima riparia;2282303,35825589;12;1
Terminalia guyanensis;37300449,2322133;173;59
Matayba camptoneura;2595603,27972031;25;1
Caryocar microcarpum;62969611,5435011;173;66
Siparuna glycycarpa;25558331,0122084;254;45
Pachira punga-schunkei;20632293,9406957;203;24
Klarobelia inundata;13144638,0237272;11;7
Duguetia stelechantha;61080712,5738346;312;106
Samanea saman;59332073,6679398;27;11
Allophylus latifolius;23551191,816367;43;25
Virola caducifolia;86352273,6612743;137;93
Tachigali ptychophysca;26816462,0884763;54;10
Miconia prasina;12269179,0972106;77;21
Xylopia uniflora;26370320,3437499;34;3
Ficus pertusa;23126038,9147746;64;29
Sloanea obtusa;4104185,78905792;22;9
Clarisia racemosa;471515826,626413;1275;428
Candolleodendron brachystachyum;64798736,0503679;2069;66
Ampelocera edentula;242553276,079419;636;293
Simaba polyphylla;123495789,231211;598;199
Swartzia grandifolia;50626961,468666;131;62
Tovomita macrophylla;47753800,4353212;114;52
Neocouma ternstroemiacea;30768938,4322197;49;14
Senegalia riparia;22277376,9206823;37;17
Ocotea cymbarum;102185506,342433;258;69
Qualea cordata;10201023,723343;23;3
Swartzia remiger;7646907,59011458;50;8
Inga bourgonii;58277427,8704763;170;56
Ocotea bofo;63802603,1537323;214;64
Nectandra longifolia;35591842,6543295;106;37
Pouteria vernicosa;90852023,5064244;337;150
Vatairea paraensis;49203115,8765054;93;55
Pouteria ephedrantha;63339155,3130772;203;38
Aspidosperma tomentosum;11581732,878438;19;4
Parahancornia fasciculata;46381054,2663989;198;122
Pouteria oppositifolia;82146279,5230717;686;112
Couepia williamsii;8692085,52202442;25;7
Lacistema aggregatum;173406659,906664;488;198
Naucleopsis krukovii;97263480,3794318;436;119
Agonandra brasiliensis;109178199,390184;326;130
Licaria triandra;30227289,1313366;61;27
Cordia scabrifolia;41530850,7209475;227;61
Miconia ruficalyx;25566061,9348643;57;14
Protium pilosum;50602405,414138;114;54
Chomelia tenuiflora;44991647,7219082;90;35
Cyrilla racemiflora;9064464,05695563;16;1
Zeyheria tuberculosa;13845627,1843;18;3
Simira pikia;11456740,3556448;15;3
Andira inermis;71169191,4306756;201;102
Pouteria opposita;52319106,3238439;325;85
Eugenia wentii;11879035,7961274;35;14
Tessaria integrifolia;2479273,07547839;4;1
Apeiba macropetala;13853385,3641875;35;10
Tapura tessmannii;5753469,21014543;26;4
Guatteria anteridifera;3769692,89445742;19;4
Byrsonima duckeana;15226503,2864525;50;32
Neea boliviana;11464917,0632527;14;2
Platycarpum rugosum;7428590,05171268;11;3
Remijia pacimonica;19249341,94924;29;7
Mouriri uncitheca;23201270,723455;20;3
Posoqueria latifolia;33239081,0388298;254;81
Vatairea erythrocarpa;68011485,348868;207;102
Meriania urceolata;38751990,5730324;64;12
Bothriospora corymbosa;13970113,1345646;27;10
Naucleopsis ulei;165645493,185987;381;168
Macrolobium discolor;8480209,34560887;14;5
Cariniana domestica;47714262,6210114;29;11
Oxandra xylopioides;160197696,901402;375;126
Pterodon emarginatus;11160215,1705744;11;1
Inga ingoides;78276646,7805795;189;57
Vataireopsis speciosa;20996472,0167172;87;31
Chrysophyllum cuneifolium;42006202,2605916;515;97
Tovomita longifolia;15911483,8377301;96;30
Tachigali odoratissima;14523668,3336521;19;6
