species;population;N.ind;N.plots
Geissospermum urceolatum;37249892,7302119;70;46
Myrcia graciliflora;3492172,48746762;10;4
Clarisia ilicifolia;58033300,0127302;282;71
Myrcia deflexa;15332570,2957735;44;22
Unonopsis spectabilis;17848034,6054433;56;28
Couepia obovata;41846598,5429195;96;54
Mollinedia killipii;11664127,8915115;43;17
Ferdinandusa hirsuta;10945717,8500114;52;20
Inga barbata;7004615,61098652;54;13
Albizia multiflora;4943365,7926337;15;4
Lacmellea foxii;12981564,253737;29;9
Hylocarpa heterocarpa;12172168,3076173;16;2
Votomita guianensis;2345928,02655626;25;7
Heisteria spruceana;36106455,0783703;66;40
Swartzia macrostachya;1617310,0862853;9;1
Ilex jenmanii;3978705,69256419;7;3
Ormosia costulata;22720944,8354751;106;41
Poraqueiba sericea;22009065,0860344;39;25
Couratari longipedicellata;14875149,9732472;133;34
Limadendron amazonicum;11991532,9867088;29;11
Klarobelia lucida;8210443,91683682;21;9
Inga panurensis;10091725,1676315;17;12
Leptobalanus humilis;1931731,617898;8;2
Kutchubaea insignis;21554491,4309179;41;30
Eugenia diplocampta;3035842,33192116;7;3
Myrsine umbellata;10487177,4704945;18;5
Byrsonima putumayensis;15512779,0602426;52;17
Licania sandwithii;16323643,2222252;91;43
Sorocea pubivena;72452868,0264422;220;95
Neocalyptrocalyx maroniensis;3200605,83889139;30;19
Heterostemon ellipticus;27656899,9833209;45;10
Couepia latifolia;13865020,0585283;36;21
Swartzia flavescens;8176060,17256023;17;5
Erisma fuscum;9405723,29630859;27;13
Casearia ulmifolia;38155565,0896144;161;74
Palicourea lasiantha;3757637,85301296;26;7
Guarea carapoides;4557392,40873418;10;3
Sterigmapetalum obovatum;65618950,6351142;166;83
Zanthoxylum ekmanii;26874628,5405566;45;24
Duguetia megalocarpa;10503709,8083923;38;27
Annona fosteri;8221884,52301063;19;8
Ouratea polygyna;1873592,64544288;13;5
Abarema cochleata;17566142,743467;54;32
Licania fanshawei;3788895,94066675;28;13
Anacardium parvifolium;75232496,041314;227;105
Swartzia leblondii;3885870,4852644;58;23
Coccoloba excelsa;16448654,9728142;28;17
Myrcia servata;12469602,2200632;29;18
Ormosia nobilis;18365161,5874366;41;30
Carapa vasquezii;15117816,0864569;25;8
Protium leptostachyum;6581089,74476796;13;4
Sterculia striata;2263746,21393701;6;2
Aiouea saligna;1251000,29347778;5;2
Virola urbaniana;346626,318594013;3;1
Quararibea martini;11073365,1684972;8;1
Hymenopus hirsutus;9948141,14858785;26;19
Croton lechleri;9495897,22488499;25;10
Myrcia citrifolia;6193982,5065372;8;4
Couratari riparia;1611792,63756052;16;1
Stryphnodendron paniculatum;43647267,6665504;199;93
Cupania hirsuta;12083729,1827258;45;22
Unonopsis magnifolia;2349282,72873778;7;1
Alseis lugonis;5407188,9703011;82;17
Casearia commersoniana;9402805,92495734;17;9
Moquilea leucosepala;6561420,42464693;10;3
Palicourea hoffmannseggiana;1480605,42015205;9;1
Ladenbergia oblongifolia;17542327,587628;50;20
Ficus yoponensis;10089746,2074178;24;14
Hieronyma huilensis;2957950,48205479;7;2
Heisteria maytenoides;3948316,53409882;9;2
Mezilaurus campaucola;4629191,73353278;13;3
Diploon cuspidatum;20844140,1367908;85;44
Abarema microcalyx;11275970,4774151;22;11
Aniba excelsa;8968501,95474915;38;15
Conceveiba martiana;80227484,2273172;187;95
Garcinia gardneriana;43839042,1206462;92;48
Naucleopsis oblongifolia;42634238,4479283;116;53
Virola multicostata;39287040,5974714;119;63
Aniba parviflora;34281833,9654153;205;80
Lacmellea gracilis;25974152,9391677;58;32
Geissospermum reticulatum;24031951,0804918;48;19
Ferdinandusa paraensis;22810013,4498739;68;40
Talisia macrophylla;20141536,4315583;38;30
Abarema longipedunculata;10871967,616803;15;9
Bactris maraja;1413324,52046348;4;1
Ocotea tomentella;12554502,63441;77;40
Fusaea peruviana;11351934,1248633;24;13
Couepia magnoliifolia;11421227,0078958;35;30
Melicoccus pedicellaris;11290871,8987019;60;37
Heisteria coccinea;24176076,6786567;52;13
Mouriri cauliflora;11956481,6300791;25;15
Licaria rodriguesii;6246442,88391645;19;16
Duroia hirsuta;12827185,6987711;40;19
Ocotea argyrophylla;66345978,8355593;234;98
Dacryodes edilsonii;5979077,22055438;9;2
Erisma floribundum;5684872,30162288;9;6
Pouteria arcuata;5238412,56169469;6;4
Kutchubaea morilloi;4857288,29889472;3;2
Pourouma velutina;21405080,8896763;82;36
Anisophyllea manausensis;24335926,9325801;109;58
Annona amazonica;13077980,9429609;19;16
Melicoccus novogranatensis;8947640,7858387;128;18
Couepia exflexa;7213820,23263039;31;13
Miconia phaeophylla;12591241,0237541;31;18
Ficus coerulescens;12573106,4492567;24;11
Cremastosperma leiophyllum;10028274,7461978;17;6
Ruizterania trichanthera;24726005,1301825;66;22
Lonchocarpus seorsus;12700793,7667869;114;24
Vochysia kosnipatae;1350407,71299012;12;2
Galipea ciliata;1209067,22687699;6;1
Tetrorchidium macrophyllum;6668842,02896475;39;15
Myrcia sylvatica;12751566,3495973;47;22
Pseudoxandra leiophylla;22625572,6597072;59;26
Annona insignis;13736442,9430571;11;4
Chrysochlamys bracteolata;7788972,84379627;28;10
Pseudima frutescens;31371383,2680096;59;31
Swartzia ingaefolia;8631739,66721326;12;7
Pouteria rodriguesiana;5409079,47019009;42;16
Perebea tessmannii;28960092,3886814;79;43
Inga coruscans;21264755,3771252;86;46
Isertia laevis;3196523,64915495;13;4
Inga stipularis;63751149,7261885;215;112
Vochysia lomatophylla;31513935,5726179;84;34
Allophylus paniculatus;19983521,687428;57;18
Sloanea froesii;5735543,70289972;23;6
Pleurothyrium parviflorum;28015985,2957333;81;38
Pouteria fimbriata;60452871,9835263;268;135
Chrysophyllum ucuquirana-branca;38913506,1614549;127;57
Lecythis gracieana;17118574,0083877;79;50
Eugenia citrifolia;15181834,9370796;59;34
Licania coriacea;15006329,8497055;54;30
Aspidosperma ulei;4216136,4611059;11;5
Tapura lanceolata;3851476,4140058;25;11
Guarea fissicalyx;2530339,64445955;11;6
Hirtella tocantina;5878536,90084321;19;3
Vismia latifolia;17209885,7669359;193;45
Ouratea pisiformis;1798758,70985791;9;1
Inga tenuistipula;29671084,4963221;85;43
Vochysia densiflora;9264790,62061648;28;14
Pouteria retinervis;45810036,7327285;448;105
Aniba ferrea;10583677,0819812;40;22
Ouratea paraensis;8132673,89794777;42;20
Thyrsodium rondonianum;6616097,55466437;7;1
Hymenolobium excelsum;66631207,9289516;158;78
Aniba rosiodora;18925580,1264165;65;40
Byrsonima arthropoda;14448411,3472176;46;27
Gloeospermum longifolium;3991598,93037174;9;5
Psychotria carthagenensis;4072276,00295233;31;16
Dacryodes belemensis;10643771,40293;24;9
Salacia juruana;5418613,34187956;18;8
Trichilia catigua;2508940,71519566;10;2
Tovomita brasiliensis;16658556,6022815;66;25
Styrax sieberi;5856354,70112132;18;8
Sloanea parviflora;21465698,2023134;45;18
Aspidosperma inundatum;1855668,53604845;56;6
Manilkara paraensis;21768746,977412;79;32
Onychopetalum periquino;18222714,2171302;24;14
Eriotheca surinamensis;10840892,2390697;34;19
Tachigali macbridei;10134953,8304565;17;5
Laetia ovalifolia;7478931,0265562;18;4
Micropholis cayennensis;12667702,1691049;82;27
Matisia bicolor;21370578,9230705;73;21
Calycolpus calophyllus;6012778,65072683;8;4
Myrcia dichasialis;4233836,85163997;5;2
Caryocar pallidum;43607944,1646684;104;63
Botryarrhena pendula;36534273,2843247;93;45
Qualea dinizii;13513106,2144106;43;21
Roucheria schomburgkii;21168617,434502;45;21
Endlicheria klugii;13585491,0984957;30;18
Inga bicoloriflora;10593950,6185277;35;25
Calycophyllum multiflorum;6783952,41495005;16;5
Faramea torquata;22979442,1893726;50;33
Protium carolense;16112190,3859735;25;7
Persea areolatocostae;7448135,51614061;11;7
Swartzia pendula;6251655,03445388;9;4
Ocotea notata;4331696,67570512;3;1
Persea fastigiata;7528960,51604524;7;1
Sterculia villifera;6697076,86376827;25;8
Tovomita krukovii;7556993,94945526;13;7
Machaerium villosum;4861288,82333899;11;4
Cathedra acuminata;40236966,1176605;127;63
Guettarda spruceana;3266205,08887369;11;4
Caryocar villosum;62654105,0713066;229;121
Bocageopsis mattogrossensis;15157669,0843743;41;10
Persea peruviana;8112611,57558074;19;10
Ocotea scabrella;6790708,42082059;8;7
Himatanthus semilunatus;4144922,26330808;8;1
Endlicheria macrophylla;25031833,3077088;52;21
Damburneya purpurea;15238616,9523919;30;11
Cariniana micrantha;56673650,1491772;195;95
Calyptranthes paniculata;5403130,59921846;20;13
Andira macrothyrsa;10833370,3216713;30;17
Ocotea olivacea;9174294,72207019;34;16
Licania cuyabenensis;3782153,66803152;16;7
Guapira salicifolia;2367140,41716939;11;2
Martiodendron parviflorum;18068262,6395354;53;31
Cyrillopsis paraensis;18353974,725632;71;30
Helianthostylis steyermarkii;13659893,0699122;23;8
Pouteria flavilatex;10976246,9982557;53;42
Diospyros bullata;8335337,73588722;10;8
Spondias venulosa;7707021,65443752;26;8
Swartzia pinnata;4024388,10560747;7;1
Pentagonia macrophylla;7426822,99730458;31;14
Theobroma bicolor;13231328,5816755;11;4
Astrocaryum ulei;8788079,35669078;4;1
Persea croizatii;3211192,46669562;4;1
Macrolobium venulosum;4697998,74761721;7;3
Miconia manauara;2225310,44350063;3;1
Aniba firmula;12818095,877097;65;36
Allophylus punctatus;11417633,3118037;46;22
Ormosia discolor;30055146,5179255;59;23
Lacmellea speciosa;3914361,35265225;11;3
Inga velutina;19042839,3313659;74;43
Enterolobium barnebianum;6765347,81844804;19;11
Ouratea scottii;3438859,70653702;14;4
Stryphnodendron pulcherrimum;69622691,7861989;152;105
Guatteria modesta;36913996,5308071;99;46
Mouriri spruceana;7066484,91387512;15;7
Senefeldera verticillata;4243840,69909172;6;3
Triplaris gardneriana;4234317,73203581;5;3
Terminalia fanshawei;2809889,65505157;14;6
Paradrypetes subintegrifolia;2160024,22272641;16;6
Wettinia drudei;1604195,55352442;6;2
Casearia pitumba;47343373,2933652;150;78
Endlicheria bracteata;18747890,0346002;41;26
Pradosia atroviolacea;6920222,51207734;31;18
Protium calendulinum;14668471,2362736;31;15
Preslianthus pittieri;3879913,14983921;14;6
Spachea elegans;1640620,9423378;6;2
Aspidosperma nanum;3200285,81959905;9;3
Pouteria amygdalicarpa;3809553,76491851;7;3
Magnolia amazonica;8542817,41540142;38;13
Thyrsodium guianense;12793104,9727011;122;40
Duroia macrophylla;68458210,869016;788;119
Sloanea rufa;40334872,4485419;75;52
Parinari occidentalis;14895683,6474021;36;21
Vouacapoua pallidior;7288994,85389227;34;24
Couepia ulei;33862321,3757299;55;32
Pourouma herrerensis;23739743,152729;48;25
Terminalia tetraphylla;67993826,5382692;142;83
Ormosia bopiensis;9368447,5401566;28;17
Ocotea dispersa;220414,412498342;5;1
Myrcia paivae;17708853,2008569;102;44
Licania niloi;30123323,656327;62;40
Licania majuscula;18514004,4399124;109;39
Swietenia macrophylla;28081294,7800996;41;20
Pterygota amazonica;19445973,6240357;63;22
Endlicheria multiflora;10432220,1181179;14;7
Neea stellulata;4508876,86417712;8;7
Trichilia bullata;3022635,95247331;3;2
Virola loretensis;18217731,9091025;51;19
Ocotea rubrinervis;16527512,8994064;136;34
Jacqueshuberia loretensis;4647012,08539027;30;4
Allantoma pluriflora;19849954,9832314;40;21
Monteverdia floribunda;16802465,9913595;46;20
Cybianthus amplus;3034095,20387334;8;4
Miconia stipitata;1348659,70006636;2;1
Copaifera duckei;10669700,9550647;22;14
Perebea angustifolia;36264475,5449205;85;49
Nectandra paucinervia;6535345,37059808;41;14
Qualea labouriauana;3158495,7749011;41;16
Mouriri ficoides;15687600,0512431;27;17
Simaba paraensis;9081521,93041296;47;20
Ocotea immersa;6072927,62204245;10;6
Machaerium acuminatum;4085593,28756506;11;3
Sloanea schomburgkii;24822453,2591331;43;33
Picramnia sellowii;5821024,84638749;13;6
Syzygium cumini;1988145,6525912;3;1
Andira vermifuga;298970,059988942;3;1
Coussapoa nitida;20926876,434549;32;12
Eugenia arawakorum;5660336,53993317;33;8
Talisia furfuracea;5421272,73746199;39;25
Himatanthus attenuatus;10060527,1042868;29;11
Parinari montana;39258707,2570449;79;63
Leptobalanus cardiophyllus;15955281,8770847;25;11
Picramnia pentandra;6096023,66628832;10;6
Guapira guianensis;3523358,50944869;5;3
Naucleopsis imitans;41659288,9193785;96;59
Micropholis brochidodroma;8721083,74787898;43;16
Cinchonopsis amazonica;7787718,10922324;17;8
Peltogyne campestris;7238105,72824444;18;9
Ruagea glabra;4913595,21984871;9;1
Miconia napoana;11936051,8017526;53;23
Henriettea succosa;3702098,48154544;10;6
Haploclathra leiantha;3324252,33000388;4;1
Endlicheria ferruginosa;780130,881004488;2;1
Casearia decandra;52042470,1083911;286;95
Dinizia excelsa;64246580,7029225;271;118
Dipteryx magnifica;40585349,642588;276;97
Humiria crassifolia;9949505,07519695;15;3
Swartzia myrtifolia;18597484,8201489;72;31
Hirtella duckei;5480351,6527431;12;5
Acalypha diversifolia;6257830,01698728;8;2
Eugenia egensis;13854702,9274146;45;25
Sacoglottis cydonioides;11313278,9063797;47;24
Tabernaemontana undulata;14961351,2655407;29;16
Inga tomentosa;4884954,03121173;19;10
Protium klugii;15729851,9970202;40;27
Naucleopsis stipularis;10541261,1102077;8;3
Ruprechtia maracensis;4167666,25576749;9;2
Lecythis zabucajo;56338415,6726357;305;156
Faramea tamberlikiana;6131388,60521528;19;12
Bactris guineensis;1161829,00502755;42;1
Schefflera confusa;13201791,7082476;22;9
Inga suaveolens;10062431,7511385;33;18
Allophylus loretensis;8454803,49898787;24;9
Coussarea macrophylla;4341629,96463645;18;5
Trichilia glabra;4022771,25507942;4;1
Apeiba albiflora;2748940,83731369;15;6
Endlicheria canescens;10176259,8861969;39;17
Coccoloba coronata;9430939,17427482;52;22
Dacryodes cuspidata;20261981,4793481;76;42
Septotheca tessmannii;6949662,08220168;11;2
Pera decipiens;9389320,35098663;17;9
Swartzia anomala;3689047,92329013;7;4
Nectandra coeloclada;5568854,24409944;30;9
Sloanea parvifructa;3205796,18311117;7;3
Ocotea fendleri;5100907,2908874;17;8
Ferdinandusa loretensis;30124481,5318023;72;32
Zinowiewia aymardii;5631787,56977178;26;10
Sacoglottis amazonica;14452676,2119834;48;22
Parinari rodolphii;20610847,7742284;93;51
Monteverdia oblongata;5856696,83406688;42;24
Dulacia candida;29734042,4863145;259;90
Mabea taquari;6824972,01111395;11;3
Picrolemma sprucei;3929735,48238728;12;5
Zanthoxylum sprucei;21650658,2506174;57;33
Hymenopus arachnoideus;34230245,3828654;81;34
Moquilea macrocarpa;18911820,3518218;50;28
Miconia mattogrossensis;2752805,97573176;5;2
Marlierea umbraticola;21555374,3322253;287;69
Chamaecrista bahiae;9165057,70202642;14;7
Endlicheria arunciflora;9141641,44886324;11;4
Ephedranthus pisocarpus;4995318,88114084;8;3
Rinorea ovalifolia;3269021,01127211;5;1
Pouteria pachycalyx;923005,794816368;5;1
Spondias globosa;20207055,0121024;56;22
Parkia ulei;23153802,6290062;153;75
Cordia ucayaliensis;78796242,2237599;246;106
Rhodostemonodaphne rufovirgata;4410922,31353328;44;26
Inga microcoma;8264286,17776602;35;17
Tachigali densiflora;2760802,63568306;13;4
Ecclinusa bullata;16773706,4030341;28;8
Protium carnosum;12051136,8298515;28;13
Eugenia gomesiana;16746770,81946;33;13
Couratari guianensis;143485271,746356;533;280
Hymenopus prismatocarpus;34769049,9065043;53;32
Ouratea coccinea;11961026,5669734;13;10
Hymenolobium nitidum;13220105,3158915;130;32
Swartzia brachyrachis;23444563,3121755;95;60
Swartzia bombycina;4338211,39435549;24;8
Sterculia tessmannii;80653846,2132992;314;94
Aralia excelsa;4624956,12671759;9;5
Naucleopsis macrophylla;18969386,8413417;55;31
Parkia pendula;112707291,692461;303;186
Protium occultum;3771228,24605794;49;21
Calycorectes psidiiflorus;1257907,84488857;7;1
Lacunaria crenata;55577635,8866331;271;131
Micropholis obscura;14693567,3626676;130;50
Pouteria benai;5060565,33853802;51;22
Vochysia complicata;9184315,98032602;23;4
Trichilia martiana;8807704,42710315;21;14
Swartzia longistipitata;8915438,25532743;16;6
Sterculia rugosa;3764490,69741496;28;7
Haydenia urbaniana;25667998,9517025;80;32
Protium cuneatum;12068044,4418216;45;14
Annona symphyocarpa;2409598,5265256;13;3
Guapira graciliflora;862894,13369391;9;2
Duroia aquatica;15639197,5585067;100;46
Stryphnodendron occhionianum;7263794,97353761;6;3
Cordia panicularis;6703101,99328291;23;16
Duguetia cadaverica;6481515,56367497;23;9
Euphronia hirtelloides;4939657,31049914;10;4
Esenbeckia leiocarpa;7837954,83188629;7;3
Bocageopsis pleiosperma;20391437,5342355;49;27
Duguetia chrysea;4953628,39421027;35;19
Palicourea violacea;5426421,17296467;4;2
Endlicheria ruforamula;22281079,1469784;44;22
Alseis blackiana;6210863,66294328;31;9
Geonoma baculifera;3058727,17259445;13;4
Caryodendron amazonicum;720776,924419447;7;2
Casearia mariquitensis;14836882,9322879;61;18
Myrcia aliena;13085150,8960925;26;19
Cestrum schlechtendalii;4418853,17283082;18;13
Chomelia polyantha;4185490,750706;8;4
Klarobelia napoensis;3613187,95671645;18;10
Cecropia marginalis;2966586,28480358;13;6
Myrcia obumbrans;2853007,62603968;6;5
Trigynaea triplinervis;2774039,5026953;9;7
Ixora killipii;2554025,5411289;5;5
Ficus tonduzii;1532162,63855032;7;4
Talisia princeps;1521607,43720434;4;4
Matisia arteagensis;1409132,29265448;3;2
Hebepetalum roraimense;8133152,75349541;21;3
Piper reticulatum;8698485,16315035;30;16
Banara guianensis;17907407,0098496;61;33
Nectandra viburnoides;8202253,48221677;84;16
Caraipa odorata;3939166,73386539;9;3
Anacardium microsepalum;5494495,22622697;10;6
Ateleia guaraya;6449959,52282611;7;2
Alexa wachenheimii;2354669,43582423;26;8
Quararibea loretoyacuensis;8759033,46056763;25;13
Coccoloba acuminata;2920583,13500718;4;2
Alibertia bertierifolia;9925390,36906396;27;13
Endlicheria tschudyana;2523691,41860082;13;5
Bauhinia arborea;9654967,49143877;52;17
Hippotis albiflora;8690694,05606578;24;4
Macrolobium colombianum;1887003,28667057;11;3
Ocotea costulata;13735503,0608373;37;20
Miconia calvescens;4191841,89318835;15;7
Posoqueria coriacea;2007695,5207387;10;2
Ouratea melinonii;6267999,04040438;41;19
Micropholis madeirensis;25406910,3305273;54;28
Annona edulis;19267561,2561539;81;39
Siparuna reginae;8589912,79352957;29;16
Cordia acutifolia;2334147,54859132;8;2
Duckeodendron cestroides;17936377,9192748;106;67
Alibertia curviflora;2056379,60885924;8;3
Protium reticulatum;11911193,1716784;9;4
Caraipa rodriguesii;2834577,46388156;4;2
Pera tomentosa;13643860,2598509;30;14
Inga loubryana;4995167,83020283;83;32
Talisia longifolia;19688389,4407594;86;34
Mezilaurus lindaviana;14860351,9647575;141;24
Unonopsis perrottetii;9930580,1989841;48;19
Inga nouragensis;3328835,93434858;37;21
Bellucia ovata;4377302,79509563;11;4
Protium cuneifolium;6537149,72399639;8;4
Tricerna obtogonum;780526,783524056;1;1
Annona neoamazonica;8525619,06903415;29;19
Simaba morettii;1660459,22339956;34;19
Annona cherimolioides;11176190,0926445;25;13
Gloeospermum equatoriense;5722552,73282379;20;9
Miconia phanerostila;14049982,6221642;113;40
Votomita pubescens;8448864,46623019;23;7
Lecointea peruviana;15846106,8041492;43;24
Fissicalyx fendleri;10922944,48204;22;9
Spondias venosa;8867103,19287682;16;9
Cremastosperma megalophyllum;2795002,28249638;10;4
Compsoneura ulei;9459688,20324195;30;15
Dussia discolor;6833250,40682257;37;20
Mouriri oligantha;4441760,36301081;16;7
Vaupesia cataractarum;6109418,56743606;9;5
Diospyros longifolia;6907232,19587236;7;2
Myrcia lucida;7223578,45291108;10;6
Vismia macrophylla;39370423,2240991;87;51
Capparidastrum osmanthum;15865301,7868842;87;31
Sterculia guapayensis;7141004,66491738;19;12
Gustavia macarenensis;3070496,69770841;8;5
Malouetia naias;6578615,9449211;8;4
Macrolobium campestre;13601005,6796108;32;10
Albizia decandra;3261186,18155694;93;13
Pouteria brachyandra;955858,110290651;13;7
Zanthoxylum setulosum;5759479,6012995;16;5
Bourreria exsucca;2478852,24025384;8;2
Parkia velutina;43964380,923172;170;97
Lacunaria macrostachya;12555964,0070668;40;25
Aegiphila integrifolia;10278456,0274898;32;16
Casearia resinifera;9895400,77446653;6;3
Albizia niopoides;12077154,8957227;37;16
Guapira cuspidata;4039504,71569422;11;4
Hirtella obidensis;19447539,9670406;105;37
Tachigali plumbea;9632435,37280052;59;29
Senna multijuga;8364121,25553687;18;13
Siparuna cymosa;8259616,86296278;93;30
Senna atomaria;3338274,08685612;7;3
Pourouma floccosa;1311381,62736341;12;5
Vitex gigantea;4010700,07990037;10;3
Exostema maynense;5748695,25062748;11;5
Pochota fendleri;8228487,52751757;14;10
Croton draconoides;11639062,0076894;25;11
Acalypha stenoloba;4825597,0350574;11;3
Dacryodes negrensis;20910860,7344204;32;9
Guatteria pastazae;1870981,44589148;9;2
Calyptranthes macrophylla;9101318,63638772;106;25
Byrsonima garcibarrigae;3384664,70863029;17;7
Eumachia boliviana;4243465,3394893;13;2
Xylopia crinita;15664829,7938347;64;38
Citronella incarum;9202551,00675268;39;24
Swartzia sericea;13030012,4584171;20;8
Licaria pachycarpa;16828857,7657517;57;35
Ruprechtia tangarana;7568619,28567614;26;10
Vitex orinocensis;26617479,4066561;59;34
Peltogyne parvifolia;2803612,2958627;9;1
Billia rosea;3233245,39632279;19;4
Copaifera martii;8174650,81996262;13;7
Dodecastigma amazonicum;7730293,37031718;19;11
Miconia hypoleuca;3778549,37978425;20;11
Cecropia glaziovii;5667448,04376814;6;1
Myrcia grandis;7277458,25606787;59;29
Eschweilera rankiniae;6659682,62660372;72;34
Nectandra latissima;5042501,4040483;17;7
Croton sapiiflorus;3334138,26697821;3;1
Stachyarrhena acuminata;6025462,3908204;24;11
Cordia sprucei;6749386,71426642;62;13
Guapira tomentosa;8233969,95204781;15;12
Ruizterania sacculata;7671293,84372257;5;2
Tabebuia cassinoides;6316929,95258437;5;2
Campsiandra gomez-alvareziana;6234124,0191603;12;2
Erythroxylum macrophyllum;14659840,5446399;56;32
Adenocalymma cladotrichum;13614905,7310553;25;13
Siparuna sarmentosa;11924701,8876441;10;6
Unonopsis veneficiorum;10098599,6236186;30;18
Bunchosia argentea;7822946,37473849;37;22
Allophylus pilosus;6901632,82506994;20;14
Macrolobium archeri;6126254,85183607;32;15
Agonandra peruviana;6072279,27256982;27;17
Warszewiczia cordata;4942051,03250224;62;13
Sapium ciliatum;4008347,47910645;19;13
Pourouma napoensis;3500236,86385514;19;10
Amyris macrocarpa;1633322,78834132;7;5
Mosannona papillosa;963550,484788076;1;1
Phragmotheca ecuadorensis;1934358,68051887;21;7
Inga mitaraka;2439536,12235196;8;4
Swartzia oraria;21749123,9700818;46;28
Tetrameranthus laomae;8944480,48690494;15;10
Guarea velutina;2847753,73532812;11;7
Chelyocarpus ulei;4202583,43289553;23;7
Xylosma benthamii;13315814,6188551;24;18
Faramea anisocalyx;17421108,840757;44;28
Sapium paucinervium;3911568,05437082;21;12
Sloanea duckei;3927140,43683523;14;4
Cordia hebeclada;7496447,30729377;29;18
Nectandra pearcei;5695018,50113013;19;10
Cybianthus spicatus;4128232,5866659;12;7
Swartzia amshoffiana;3462779,96655005;27;10
Posoqueria longiflora;2511566,06138699;10;3
Cupania rubiginosa;6658196,72198919;36;23
Zygia macrophylla;1799239,75822789;6;2
Xylopia multiflora;13792101,2180234;32;17
Inga poeppigiana;6293401,23580019;25;16
Cassia cowanii;3526172,48530514;20;11
Miconia lamprophylla;2512309,64905335;10;4
Rudgea verticillata;1820473,12181746;6;3
Eugenia anastomosans;13738507,6788356;34;23
Eugenia chrysophyllum;2926164,18739213;10;5
Platymiscium stipulare;36029546,8972959;86;44
Ouratea castaneifolia;18996530,0005877;77;35
Humiriastrum subcrenatum;5208270,12029699;59;27
Ouratea inundata;4120045,69392593;13;3
Annona sericea;8776036,49433019;13;7
Humiriastrum colombianum;6740311,43384126;11;4
Lacmellea floribunda;14505928,5120055;37;19
Endlicheria metallica;6785343,08610314;30;15
Inga densiflora;13096536,8302722;32;18
Quararibea hirta;4796038,8639305;12;5
Ceiba chodatii;31487090,9534493;48;22
Porcelia ponderosa;5677803,87684489;9;5
Talisia subalbens;2082952,0853933;340;10
Guapira boliviana;833326,507113124;5;1
Inga pruriens;17532634,557123;43;28
Rauvolfia paraensis;7895739,61370532;30;23
Theobroma velutinum;4996697,7825418;9;7
Nectandra lineatifolia;4267497,4559145;12;5
Miconia sprucei;2563035,78598327;6;1
Myrciaria tenella;11513498,1952037;70;18
Inga ulei;4754366,34556488;19;10
Xylosma tessmannii;3138320,8060136;12;6
Coussapoa orthoneura;29430671,7819368;112;63
Dendrobangia multinervia;24779337,9183861;59;41
Lacmellea lactescens;11597594,7144723;50;27
Nectandra umbrosa;3146003,60731693;6;1
Eschweilera squamata;3982919,67845612;28;13
Ouratea amplifolia;6694354,19477291;17;9
Tapirira bethanniana;5655747,45265481;43;27
Huberodendron swietenioides;52826365,2121184;103;56
Casearia fasciculata;8027512,68453261;14;7
Anadenanthera peregrina;6034612,86791238;9;5
Cynophalla hastata;3153008,00837106;8;3
Miconia centrodesma;4790104,73270341;12;9
Terminalia congesta;33140367,7383725;112;74
Hymenopus glabriflorus;3374429,04318816;8;5
Trichilia euneura;9398611,88564449;36;22
Guapira noxia;9201481,60788229;59;13
Ocotea esmeraldana;3538041,8366893;4;3
Diospyros hispida;2070057,0883587;5;2
Byrsonima eugeniifolia;1567185,60636227;2;1
Hymenaea stigonocarpa;1348298,28769232;5;2
Byrsonima basiloba;1168597,16699395;4;1
Peltogyne confertiflora;1168597,16699395;4;1
Triplaris punctata;9961383,20328184;15;4
Mollia ulei;2412306,27838976;10;6
Luetzelburgia praecox;238796,185883087;6;1
Cordia naidophila;9060437,27668199;16;6
Rudgea hostmanniana;2998023,84494977;9;3
Tovomita hopkinsii;15846658,4476459;34;26
Lecythis parvifructa;13857901,8648196;38;24
Monteverdia pruinosa;6609472,81685215;17;8
Myrcia magnoliifolia;10857964,9281706;21;16
Talisia cupularis;24947836,313707;27;21
Ficus amazonica;22501848,4416032;20;17
Elizabetha paraensis;1041497,22934323;6;1
Cecropia putumayonis;7913173,87513223;30;15
Picramnia latifolia;12768975,9907318;29;18
Attalea princeps;6488946,12902613;9;2
Aspidosperma sandwithianum;17747265,9280078;40;31
Pera distichophylla;8719238,74215506;22;8
Jacaranda macrocarpa;35256047,9421292;85;34
Tabernaemontana heterophylla;7329265,17612593;5;2
Lacistema pubescens;15443262,7469681;49;11
Calycorectes bergii;4350156,47021861;5;1
Pouteria penicillata;3552015,16139746;9;5
Leptobalanus sclerophyllus;19572292,9035379;39;26
Cojoba arborea;2839335,54365896;11;4
Swartzia simplex;10598665,0227061;22;11
Swartzia latifolia;8520882,35887771;8;3
Tachigali inconspicua;1933049,58671119;7;3
Miconia longispicata;6396415,41521278;52;17
Protium panamense;4027147,24010274;16;6
Swartzia arumateuana;3699316,98758636;3;2
Myrcia decorticans;3672723,38695019;36;16
Pouteria campechiana;2731750,96126799;11;9
Calyptranthes maxima;3846955,14568206;16;11
Micropholis macrophylla;20939735,8725099;36;13
Mouriri laxiflora;1492729,62484251;8;5
Cordiera elliptica;231084,212396009;2;1
Ocotea tabacifolia;14804136,1721641;23;17
Ophiocaryon klugii;4226284,91697816;9;6
Talisia mollis;15310809,196492;75;28
Dipteryx punctata;13625546,0643369;65;47
Lacmellea peruviana;5849505,00574838;15;9
Myrcia inaequiloba;4833479,25966292;16;4
Browningia altissima;632398,276833541;1;1
