species;population;N.ind;N.plots
Lecythis pisonis;119185024,119989;185;96
Lecythis pneumatophora;136827,280816398;1;1
Lecythis poiteaui;114249959,905285;354;110
Lecythis prancei;270098029,180453;411;116
Lecythis retusa;373699933,546649;125;22
Lecythis serrata;19269856,311722;15;5
Lecythis zabucajo;74289082,2139303;202;124
Leonia crassa;513887002,653153;550;66
Leonia cymosa;52090857,3658754;78;44
Leonia glycycarpa;1088573130,99421;1719;302
Leonia racemosa;55036662,6261859;82;22
Leopoldinia piassaba;327763200,796379;265;7
Leopoldinia pulchra;295148138,09227;207;4
Lepidocordia punctata;49482357,6296552;66;7
Licania adolphoduckei;5116236,58916795;14;7
Licania affinis;5892688,78308362;9;7
Licania alba;377006844,769213;1071;106
Licania amapaensis;4464051,54054325;6;4
Licania apetala;1507478991,444;2721;202
Licania arachnoidea;17273207,9636327;24;9
Licania arborea;17268229,7272592;12;6
Licania blackii;64003858,6683381;104;33
Licania bracteata;55573056,7765584;114;70
Licania brittoniana;97389323,6011018;200;71
Licania buxifolia;387001742,885227;779;20
Licania canescens;314513958,657849;617;181
Licania capinensis;17011913,2026197;23;2
Licania cardiophylla;22522771,345217;16;6
Licania cariae;6682438,51486572;9;3
Licania caudata;55311471,051779;111;53
Licania celiae;1550622,03299247;2;2
Licania cordata;1803867,61887129;1;1
Licania coriacea;21887738,5597126;36;20
Licania cruegeriana;22350040,9868191;15;4
Licania cuprea;52389716,7285708;104;9
Licania cuyabenensis;4769430,04019847;15;6
Licania cyathodes;632086,937294548;2;1
Licania davillifolia;9538678,09925081;22;6
Licania densiflora;557505049,53384;720;52
Licania discolor;17514193,3210953;25;15
Licania divaricata;79820221,1144779;268;32
Licania durifolia;3028963,8175015;12;10
Licania egleri;210806223,572328;233;77
Licania elliptica;169134360,398058;120;16
Licania emarginata;27636735,3122569;33;11
Licania fanshawei;12038850,4352895;28;13
Licania gardneri;31445741,6576246;56;10
Licania glabriflora;9690316,75743131;8;5
Licania gracilipes;10149934,053929;17;11
Licania granvillei;38118424,1464918;115;29
Licania guianensis;63964168,2495058;115;51
Licania harlingii;56036322,6044261;122;57
Licania hebantha;540497,131358966;1;1
Licania heteromorpha;1618167323,32631;2499;409
Licania hirsuta;12588971,2668295;20;13
Licania hoehnei;308928,472391062;1;1
Licania humilis;5024393,66972822;8;2
Licania hypoleuca;179485140,110992;196;69
Licania impressa;235633769,924724;263;79
Licania incana;716324,578922388;2;2
Licania intrapetiolaris;184703204,776358;135;18
Licania irwinii;5878285,42685928;44;5
Licania klugii;12358407,1499827;9;8
Licania krukovii;1254121,6221877;3;3
Licania kunthiana;510015176,685211;1116;84
Licania laevigata;34721116,165789;63;32
Licania lata;137035745,318309;163;50
Licania latifolia;157250789,158069;189;56
Licania latistipula;3529689,66987271;23;16
Licania laxiflora;299931911,033997;528;64
Licania leptostachya;112640830,572798;453;15
Licania leucosepala;6228556,9747401;4;2
Licania licaniiflora;35003226,5630871;62;26
Licania longipedicellata;19913016,8921578;18;10
Licania longistyla;175424095,363876;192;80
Licania macrocarpa;30968990,5642898;48;26
Licania macrophylla;182900446,220659;358;71
Licania majuscula;22681684,6906263;79;29
Licania marleneae;1208444,08144662;1;1
Licania membranacea;223839006,649274;697;115
Licania micrantha;1032509255,72753;982;216
Licania microphylla;1483548,26077441;1;1
Licania miltonii;14697047,7506995;9;4
Licania minutiflora;40089738,5928379;91;14
Licania mollis;32879194,074033;28;9
Licania niloi;22716946,4393795;32;23
Licania oblongifolia;404086529,42394;433;97
Licania occultans;3762485,33322794;10;7
Licania octandra;524779638,686526;853;216
Licania ovalifolia;21056947,0669618;77;29
Licania pallida;52240008,4087529;71;52
Licania paraensis;1654645,74922811;3;2
Licania parviflora;35747087,2007755;31;12
Licania parvifructa;48511549,9378046;47;14
Licania persaudii;40970436,0736224;92;13
Licania piresii;411050,467700189;1;1
Licania polita;14037292,7231439;8;4
Licania prismatocarpa;8352432,5463394;12;5
Licania reticulata;41785823,9148061;67;29
Licania rigida;9380376,49596811;7;1
Licania robusta;6480274,46675235;78;10
Licania rodriguesii;156284125,09784;68;35
Licania rufescens;5437630,07149336;13;9
Licania sandwithii;38460218,7976629;71;40
Licania sclerophylla;18971771,850751;18;11
Licania silvae;9461250,21017254;14;12
Licania sothersiae;24772671,1322038;33;13
Licania sprucei;76245444,7198649;163;70
Licania stricta;17254860,3152086;44;4
Licania subarachnophylla;18105503,1924509;15;7
Licania tambopatensis;969882,717196134;2;1
Licania triandra;26111052,635451;25;11
Licania trigonioides;796668,510527018;1;1
Licania unguiculata;24715046,4013561;63;45
Licania urceolaris;32061658,1668298;62;26
Licania vaupesiana;3153776,40873452;3;3
Licania velutina;1151889,51049799;5;5
Licania wurdackii;32161290,8433192;24;1
Licaria armeniaca;60507786,7380471;72;19
Licaria aurea;27664523,8667916;42;22
Licaria aureosericea;1412767,03718702;4;4
Licaria brasiliensis;53758882,4770209;61;34
Licaria camara;333503,193979566;1;1
Licaria cannella;224558535,064392;468;184
Licaria chrysophylla;107147330,246877;161;79
Licaria crassifolia;10945088,7394059;2;2
Licaria debilis;1416845,42313374;1;1
Licaria deltoidea;752996,976333329;1;1
Licaria excelsa;1093026,52370524;1;1
Licaria exserta;349713,162510523;1;1
Licaria guianensis;123627411,977999;217;97
Licaria hirsuta;594560,434609165;1;1
Licaria latifolia;15442995,6085177;21;8
Licaria macrophylla;24358341,3900466;21;17
Licaria martiniana;70275166,3387265;52;27
Licaria oppositifolia;14721486,5374538;40;30
Licaria pachycarpa;27996502,1702673;55;33
Licaria polyphylla;2058007,81007659;1;1
Licaria rodriguesii;5838763,70040047;14;13
Licaria rufotomentosa;314984,495837052;3;2
Licaria subbullata;444256,738891067;1;1
Licaria triandra;39978969,2597785;55;23
Licaria vernicosa;1788597,08329143;5;3
Lindackeria latifolia;120139584,610758;118;45
Lindackeria paludosa;134791441,580348;199;63
Lindackeria paraensis;19117344,2679488;8;6
Lindackeria pauciflora;1958516,12434489;1;1
Lissocarpa guianensis;4781487,14071195;17;5
Lissocarpa jensonii;3214971,87413678;4;4
Lissocarpa stenocarpa;6788855,6723456;8;4
Lonchocarpus campestris;758116,567022092;1;1
Lonchocarpus densiflorus;2291965,98416344;4;2
Lonchocarpus hedyosmus;2696779,77773893;2;1
Lonchocarpus heptaphyllus;1451113,6498539;5;2
Lonchocarpus imatacensis;40625229,6656279;50;15
Lonchocarpus latifolius;3339607,86342067;2;1
Lonchocarpus lilloi;55961494,9929585;70;7
Lonchocarpus longifolius;10840596,3118188;12;6
Lonchocarpus macrophyllus;867821,05212655;1;1
Lonchocarpus muehlbergianus;3178547,33237783;1;1
Lonchocarpus nicou;4630156,35139062;3;3
Lonchocarpus pluvialis;1321173,2928972;1;1
Lonchocarpus seorsus;20064111,9131157;71;23
Lonchocarpus sericeus;5190935,81170391;4;3
Lonchocarpus spiciflorus;121751225,952298;279;31
Lonchocarpus trifolius;250050,298272165;1;1
Lonchocarpus utilis;23566948,9749091;22;13
Lophostigma schunkei;790032,260587428;1;1
Lophostoma calophylloides;1180098,36284571;9;2
Loreya arborescens;8529399,5972915;25;21
Loreya ovata;2452988,54625218;2;1
Loreya strigosa;1387679,58480879;1;1
Lorostemon bombaciflorum;49212467,8038202;42;11
Lorostemon coelhoi;2466621,21095167;8;8
Lorostemon colombianus;20715342,6447763;14;7
Loxopterygium sagotii;22916085,247223;37;15
Lozania klugii;230402,570614075;1;1
Luehea candicans;91778000,9821518;114;9
Luehea cymulosa;895104555,730368;759;59
Luehea divaricata;2920974,17152488;4;2
Luehea grandiflora;7814369,11990555;8;5
Luehea paniculata;49351262,8572516;28;5
Luehea seemannii;988720,569663154;1;1
Luehea speciosa;44710865,7472246;53;43
Lueheopsis althaeiflora;5982374,03632946;10;8
Lueheopsis burretiana;14174022,0411838;4;3
Lueheopsis duckeana;81949609,2649229;53;34
Lueheopsis hoehnei;212634576,875163;233;2
Lueheopsis rosea;150640644,964086;201;97
Lueheopsis rugosa;101667575,675347;98;44
Lueheopsis schultesii;27085276,7321427;16;8
Luetzelburgia praecox;2417920,74323051;7;1
Lunania parviflora;240520000,363078;450;58
Mabea acutissima;11007013,1410296;4;3
Mabea anadena;16807508,9829725;20;2
Mabea angularis;78362473,5691376;167;46
Mabea angustifolia;5239786,82030708;9;3
Mabea caudata;44364508,1117791;38;4
Mabea fistulifera;65285097,608023;136;22
Mabea inodora;1884028,44603306;3;1
Mabea klugii;8065244,97243415;26;11
Mabea macbridei;15440774,146666;29;4
Mabea maynensis;87141525,6488049;179;29
Mabea nitida;476422668,008099;443;53
Mabea occidentalis;48215793,1134959;67;13
Mabea paniculata;101972295,639909;318;11
Mabea piriri;316634588,142642;613;102
Mabea pohliana;15577770,8418722;36;4
Mabea pulcherrima;2424050,91303464;7;2
Mabea speciosa;792035136,957654;902;149
Mabea subserrulata;4986823,37247172;4;2
Mabea subsessilis;37540121,1914138;38;19
Mabea taquari;12700160,4560543;11;3
Mabea uleana;985785,25872424;2;2
Maburea trinervis;198748174,995765;465;7
Macbrideina peruviana;729886,337659765;1;1
Machaerium acaciifolium;2778143,80812266;2;2
Machaerium acuminatum;1217687,87576565;1;1
Machaerium acutifolium;112037316,896558;128;25
Machaerium arboreum;4454602,53896223;5;3
Machaerium aristulatum;3719648,51076125;6;4
Machaerium biovulatum;3114051,64041264;2;2
Machaerium brasiliense;798525,782390595;1;1
Machaerium caudatum;448347,944647351;1;1
Machaerium cuspidatum;4575464,9878099;3;2
Machaerium duckeanum;2663411,03443598;2;2
Machaerium ferox;25520313,8850335;22;16
Machaerium floribundum;9207887,70832413;20;12
Machaerium froesii;2160555,85573676;7;5
Machaerium goudotii;426985,04316891;1;1
Machaerium inundatum;9024324,61158587;13;3
Machaerium isadelphum;1170576,59481118;2;2
Machaerium jacarandifolium;895675,302701755;1;1
Machaerium kegelii;10396591,4172868;12;6
Machaerium latialatum;1217687,87576565;1;1
Machaerium latifolium;790032,260587428;1;1
Machaerium leiophyllum;15374383,161043;55;8
Machaerium leucopterum;5397730,97110104;5;2
Machaerium lunatum;1543928,22195112;1;1
Machaerium macrophyllum;9771239,61160597;80;2
Machaerium madeirense;12358520,7007225;11;9
Machaerium microphyllum;2093484,97670231;3;2
Machaerium multifoliolatum;7361415,66448587;11;8
Machaerium mutisii;1555494,38551491;1;1
Machaerium myrianthum;1968638,97295227;4;2
Machaerium nyctitans;681829,969786052;1;1
Machaerium opacum;2354038,48712471;4;1
Machaerium paraense;417695,642671239;1;1
Machaerium pilosum;5662068,56264163;6;3
Machaerium pittieri;1110235,14103025;1;1
Machaerium quinata;12933981,8688863;11;8
Machaerium robiniifolium;7305380,14488399;10;5
Machaerium salzmannii;4000745,93592081;4;2
Machaerium saraense;1044196,75430207;1;1
Machaerium scleroxylon;65772728,6390487;73;5
Machaerium subrhombiforme;790032,260587428;1;1
Machaerium tortipes;3653553,63243843;1;1
Machaerium villosum;11099743,8763405;11;4
Maclura tinctoria;98888407,9882294;111;25
Macoubea guianensis;67834600,0587715;118;63
Macoubea sprucei;91309138,9311389;48;17
Macrocnemum dissimiliflorum;2861540,05770354;3;2
Macrocnemum roseum;28126228,0136426;56;22
Macrolobium acaciifolium;362140305,001358;390;69
Macrolobium angustifolium;470183311,107716;922;98
Macrolobium archeri;8634188,72414381;29;13
Macrolobium arenarium;15730063,0133816;13;8
Macrolobium bifolium;195979869,854787;242;44
Macrolobium brevense;15100969,184993;10;5
Macrolobium campestre;6845136,06628694;10;4
Macrolobium colombianum;256558,445012768;1;1
Macrolobium discolor;17718424,8942906;11;3
Macrolobium evenulosum;9650181,36069823;6;3
Macrolobium gracile;254817202,23111;232;35
Macrolobium guianense;6059436,54075769;36;2
Macrolobium huberianum;2897023,91373859;2;2
Macrolobium ischnocalyx;11567605,4187776;46;10
Macrolobium latifolium;10954396,9931712;2;1
Macrolobium limbatum;338984874,268258;377;129
Macrolobium microcalyx;141431336,470422;258;44
Macrolobium montanum;2303463,02209717;2;1
Macrolobium multijugum;100233807,537427;94;24
Macrolobium pendulum;26505260,4769411;87;12
Macrolobium prancei;1047738,52655844;2;2
Macrolobium punctatum;3382278,95507751;3;2
Macrolobium stenocladum;2549102,94764938;12;1
Macrolobium suaveolens;121747573,968998;138;39
Macrolobium urupaense;1038305,21733099;3;2
Macrolobium wurdackii;7785809,26783294;7;3
Macrosamanea pubiramea;27426138,8975195;124;2
Macrosamanea spruceana;3508486,24477294;2;1
Magnolia amazonica;16852825,4269072;38;13
Magnolia rimachii;7821769,76574633;5;4
Magonia pubescens;54953623,5907897;34;5
Mahurea exstipulata;3164487,95675226;3;3
Mahurea palustris;586557,80494317;4;2
Maieta guianensis;3759636,8549537;4;3
Malmea dielsiana;11224177,1016862;39;13
Malmea manausensis;453940,870641717;1;1
Malouetia duckei;1129585,39364666;3;3
Malouetia flavescens;7024107,8234376;23;6
Malouetia guianensis;8725916,13679699;25;6
Malouetia lata;1841214,59543126;3;1
Malouetia naias;13732406,2662159;7;3
Malouetia tamaquarina;358096334,784194;327;47
Manicaria saccifera;304390678,156913;742;15
Manihot brachyloba;28612064,280318;62;3
Manilkara amazonica;89066730,7948111;121;55
Manilkara bella;3178547,33237783;1;1
Manilkara bidentata;542244426,06315;1126;242
Manilkara cavalcantei;71705145,0377645;67;31
Manilkara elata;1544642,36195531;5;1
Manilkara huberi;312207387,044945;418;129
Manilkara inundata;51999939,6618644;77;29
Manilkara paraensis;46084388,4792952;48;20
Mansoa alliacea;790032,260587428;1;1
Mansoa kerere;528817,769110919;1;1
Maprounea amazonica;1217687,87576565;1;1
Maprounea guianensis;221434837,268688;208;75
Maquira calophylla;141930491,814367;261;156
Maquira coriacea;618066542,473025;534;59
Maquira guianensis;270896788,502602;482;222
Maquira sclerophylla;228469559,579446;252;109
Margaritaria nobilis;90671750,3289777;154;62
Marila alternifolia;3619430,73996755;8;6
Marila cespedesiana;4781678,10450167;3;1
Marila grandiflora;1823230,97537839;5;2
Marila laxiflora;43433013,544855;84;21
Marila pluricostata;786064,211661639;2;2
Marila tomentosa;11567387,9849247;20;14
Marlierea bipennis;1624652,50978504;1;1
Marlierea caudata;49486602,1799013;36;7
Marlierea cuprea;624549,621163149;1;1
Marlierea ferruginea;1528234,04968822;2;2
Marlierea imperfecta;1595983,88274817;3;2
Marlierea macrophylla;1512067,84833486;2;1
Marlierea montana;30208591,0289548;104;8
Marlierea schomburgkiana;109804298,550376;156;24
Marlierea spruceana;54461434,9743634;55;21
Marlierea subulata;1482096,96125613;3;2
Marlierea umbraticola;38919374,183623;85;50
Marlierea velutina;9713166,95199697;18;16
Martiodendron elatum;157134754,509445;86;33
Martiodendron excelsum;4394401,13186234;5;3
Martiodendron parviflorum;27926437,1698772;51;29
Matayba adenanthera;2179468,83996296;5;5
Matayba arborescens;138925851,857842;208;51
Matayba camptoneura;7791570,32224441;25;1
Matayba elaeagnoides;120210679,91052;81;3
Matayba elegans;42206777,1206615;48;15
Matayba fallax;1461933,17015135;7;1
Matayba guianensis;203713849,056712;217;37
Matayba inelegans;220015650,149945;163;44
Matayba laevigata;1122564,73654626;6;6
Matayba macrocarpa;4691297,02212195;11;9
Matayba macrostylis;28513989,8967828;30;16
Matayba oligandra;21922362,7313538;57;28
Matayba opaca;148470056,769214;546;32
Matayba peruviana;9473681,49950883;16;8
Matayba purgans;26885444,7039355;24;16
Matayba scrobiculata;32846369,6756685;52;23
Matayba spruceana;1852459,42679134;6;2
Matayba stenodictya;2743191,42305723;7;4
Matisia arteagensis;1888103,34205561;1;1
Matisia bicolor;28210499,2445108;67;19
Matisia bracteolosa;70844495,4451381;165;64
Matisia cordata;282643409,359646;463;51
Matisia idroboi;30460568,9641928;65;15
Matisia intricata;19469117,6385834;33;15
Matisia lasiocalyx;145154059,275284;152;17
Matisia lecythicarpa;817352,015584661;1;1
Matisia lomensis;11708220,4673914;40;11
Matisia longiflora;21054119,1062918;74;21
Matisia malacocalyx;173269039,962994;545;67
Matisia obliquifolia;31445520,1865602;122;30
Matisia ochrocalyx;497066928,331317;692;174
Matisia soegengii;898029,81688425;1;1
Mauritia carana;94933899,3050459;64;12
Mauritia flexuosa;1567213067,7648;1989;90
Mauritiella aculeata;398151331,637057;420;24
Mauritiella armata;212368551,237491;576;13
Mayna grandifolia;1208675,81590881;1;1
Mayna parvifolia;3241374,27808384;7;6
Maytenus amazonica;9286493,34747446;19;12
Maytenus aquifolium;1110433,68589558;3;1
Maytenus cardenasii;4184672,53019671;5;2
Maytenus communis;713174,003563275;2;1
Maytenus ebenifolia;14479619,4749713;25;11
Maytenus erythrocarpa;3012273,08075062;3;2
Maytenus evonymoides;6066337,92624003;4;4
Maytenus ficiformis;29680745,8822152;37;9
Maytenus floribunda;27968856,0537951;32;11
Maytenus guyanensis;93516894,8861791;113;63
Maytenus krukovii;4896921,35274309;2;1
Maytenus laevis;1409935,61826461;1;1
Maytenus longipes;2540258,54969477;2;2
Maytenus macrocarpa;37506226,8673247;53;31
Maytenus magnifolia;30486259,3324553;56;18
Maytenus myrsinoides;31014993,7824241;62;33
Maytenus oblongata;4970419,06107452;25;15
Maytenus pruinosa;23396903,7819641;17;8
Maytenus pustulata;3508486,24477294;2;1
Melicoccus novogranatensis;14824917,1963395;59;17
Melicoccus oliviformis;88441967,7169295;53;12
Melicoccus pedicellaris;14212913,8010388;36;21
Meliosma boliviensis;3835993,89498283;5;1
Meliosma glabrata;2845868,54874431;3;2
Meliosma herbertii;88159959,6943633;147;64
Meliosma loretoyacuensis;14487195,7280459;23;15
Meliosma palustris;7216307,53338137;10;5
Meliosma polyneura;731948,869526481;3;3
Meliosma vasquezii;6620116,61076169;11;9
Meriania urceolata;13209246,1918665;17;1
Metrodorea flavida;1575495332,66533;1326;90
Metteniusa tessmanniana;4438834,97045009;10;6
Mezilaurus campaucola;18320050,7529905;6;2
Mezilaurus crassiramea;29965083,1109451;42;2
Mezilaurus duckei;43660116,4108163;97;58
Mezilaurus itauba;600943636,113307;612;163
Mezilaurus lindaviana;68812853,3071822;39;15
Mezilaurus mahuba;25901628,9030618;61;12
Mezilaurus opaca;7877349,58627836;8;7
Mezilaurus palcazuensis;10825340,0689169;5;3
Mezilaurus pyriflora;279904,609771834;1;1
Mezilaurus sprucei;45602246,4127281;39;19
Mezilaurus subcordata;5696427,971033;8;4
Mezilaurus synandra;38903036,9047634;40;24
Mezilaurus triunca;3001894,58623526;10;7
Miconia abbreviata;630791,171232583;2;2
Miconia acuminata;2212715,7817682;14;7
Miconia acutifolia;1070725,96113181;1;1
Miconia affinis;29377108,2151246;63;28
Miconia albicans;787577,232701072;1;1
Miconia amazonica;740877,883909827;1;1
Miconia ampla;4411741,77924195;4;3
Miconia appendiculata;2452988,54625218;2;1
Miconia argyrophylla;92058724,0115986;249;48
Miconia aulocalyx;1497219,26496387;6;4
Miconia aurea;1492847,60055902;3;3
Miconia biglandulosa;12300501,8052125;7;5
Miconia bubalina;60825181,8023337;80;17
Miconia burchellii;20961479,6688978;58;18
Miconia calvescens;2291108,3839455;2;1
Miconia cazaletii;1012473,27663192;3;2
Miconia centrodesma;9120566,455018;10;8
Miconia ceramicarpa;117147558,291517;274;9
Miconia chrysophylla;233814984,430468;231;35
Miconia ciliata;308928,472391062;1;1
Miconia comptifolia;1237987,01086929;1;1
Miconia crassinervia;921397,210490385;3;2
Miconia cuspidata;28149749,1555958;59;13
Miconia decurrens;1709078,61081398;4;4
Miconia dispar;49225112,3368275;81;35
Miconia dodecandra;3175792,86843465;9;2
Miconia dolichorrhyncha;22871262,5786944;19;9
Miconia egensis;24236879,2703725;18;10
Miconia elaeagnoides;29761292,3549487;68;23
Miconia elata;24118281,5998721;48;28
Miconia eriodonta;2532255,78346701;3;3
Miconia eugenioides;1626887,7122598;1;1
Miconia fragilis;9478255,3200901;19;7
Miconia glaucescens;1618816,77450529;4;4
Miconia grandifolia;2996120,35523161;11;6
Miconia gratissima;41944752,1304401;63;18
Miconia holosericea;83528799,9538763;88;19
Miconia hylophila;3190911,22285396;4;2
Miconia hypoleuca;6726349,57224822;19;10
Miconia impetiolaris;606990,351342219;1;1
Miconia insularis;7121661,04023941;3;3
Miconia klugii;10707799,4189468;8;4
Miconia lamprophylla;6072368,92139617;10;4
Miconia lepidota;60198119,6092774;40;19
Miconia longifolia;15689472,3994888;13;9
Miconia longispicata;8650695,79662881;17;12
Miconia lourteigiana;12997427,4813631;10;1
Miconia matthaei;728241,09121531;3;2
Miconia mattogrossensis;4062476,4041156;3;1
Miconia minutiflora;102797516,779091;129;42
Miconia mirabilis;198948357,838008;212;35
Miconia multiflora;25247173,3065178;31;2
Miconia multispicata;6505546,97715022;10;8
Miconia myriantha;23727471,5811224;24;6
Miconia napoana;14245146,0054323;24;13
Miconia nervosa;59479353,7183153;39;2
Miconia oraria;1418873,89120127;1;1
Miconia phaeochaeta;1277362,81160716;1;1
Miconia phaeophylla;20149825,7454371;26;14
Miconia phanerostila;24025116,7389656;64;34
Miconia pilgeriana;5558541,52778189;20;9
Miconia plukenetii;172075,501779423;1;1
Miconia poeppigii;183127303,794154;208;34
Miconia prancei;1455255,65596626;2;2
Miconia prasina;12195941,4189004;28;11
Miconia pterocaulon;563691,933398789;2;2
Miconia pubipetala;9172401,523693;10;3
Miconia pulverulenta;2118976,87622715;1;1
Miconia punctata;231581536,912646;330;118
Miconia pyrifolia;314185061,358589;496;69
Miconia quadrialata;1219622,59833987;2;1
Miconia regelii;2822950,72230238;9;8
Miconia rimachii;895955,054293342;1;1
Miconia ruficalyx;67152305,6358185;53;11
Miconia sellowiana;531143,232983256;1;1
Miconia serialis;5878870,71048092;19;7
Miconia serrulata;4829569,20294708;3;2
Miconia spichigeri;680873,535132217;1;1
Miconia splendens;67219454,864315;121;34
Miconia stenostachya;426985,04316891;1;1
Miconia subspicata;471874,428335825;2;1
Miconia symplectocaulos;2894404,07918234;6;3
Miconia ternatifolia;2593265,97154187;7;2
Miconia tetrasperma;7301959,33138449;15;7
Miconia tetraspermoides;3649698,47276173;9;4
Miconia tomentosa;42605380,3719122;50;15
Miconia traillii;5864980,98306525;6;4
Miconia trinervia;32342393,1930657;33;17
Miconia triplinervis;28739982,9591423;49;12
Miconia truncata;1500780,99651549;1;1
Miconia tschudyoides;1211431,95358185;9;9
Miconia woytkowskii;768450,764100447;2;1
Micrandra elata;353904623,753366;684;21
Micrandra glabra;395415024,543807;372;3
Micrandra minor;160551401,328802;155;15
Micrandra rossiana;14916798,0077072;27;8
Micrandra siphonioides;366437954,620124;381;40
Micrandra spruceana;927323645,439392;755;59
Micrandra sprucei;938663331,194792;843;10
Micrandropsis scleroxylon;170506071,824032;279;26
Micropholis acutangula;116758403,015582;226;65
Micropholis brochidodroma;24386867,1278484;23;14
Micropholis casiquiarensis;124681689,084085;128;49
Micropholis caudata;32024164,4233299;62;29
Micropholis cayennensis;14554390,8566403;41;15
Micropholis cylindrocarpa;28102502,3297525;66;42
Micropholis cyrtobotrya;51125167,0651603;116;27
Micropholis egensis;338887015,369598;479;166
Micropholis gardneriana;438785745,048579;1865;10
Micropholis gnaphaloclados;2727319,87914421;4;1
Micropholis grandiflora;1561381,90283271;1;1
Micropholis guyanensis;1323188178,19276;2176;412
Micropholis humboldtiana;1237987,01086929;1;1
Micropholis longipedicellata;14202310,225096;42;17
Micropholis macrophylla;38749061,2940644;32;9
Micropholis madeirensis;46893037,982192;44;20
Micropholis maguirei;161843773,212065;143;7
Micropholis melinoniana;153197538,793944;306;78
Micropholis mensalis;118273792,17597;139;40
Micropholis obscura;21668658,7137666;95;34
Micropholis porphyrocarpa;11376676,0016192;20;12
Micropholis resinifera;90564529,1612521;192;45
Micropholis sanctae-rosae;4833852,45734873;13;5
Micropholis splendens;82028785,6489615;77;35
Micropholis submarginalis;411050,467700189;1;1
Micropholis trunciflora;29043106,653294;61;40
Micropholis venulosa;653003489,641887;957;334
Micropholis williamii;128728340,920516;321;112
Minquartia guianensis;955660607,930777;1713;529
Misanteca aritu;21773752,5947365;36;22
Mollia gracilis;511702312,245595;335;22
Mollia lepidota;374688213,384694;315;34
Mollia speciosa;250322234,752538;260;16
Mollinedia killipii;18255764,6633605;35;12
Mollinedia lanceolata;1651946,6951908;1;1
Mollinedia liesneri;1084643,7338008;1;1
Mollinedia ovata;9610703,23996004;17;12
Mollinedia repanda;1755799,08236988;2;2
Mollinedia tomentosa;521294,929344645;2;2
Monopteryx angustifolia;8952317,26652749;7;1
Monopteryx inpae;73991547,3611536;131;30
Monopteryx uaucu;660711799,983781;428;31
Mora excelsa;340438495,19879;608;16
Mora gonggrijpii;600135027,655992;994;23
Mora paraensis;304937387,8236;942;19
Moronobea coccinea;36435591,0460533;123;43
Moronobea esculenta;3478635,13863341;4;2
Moronobea pulchra;2063236,35663625;2;2
Moronobea riparia;4480518,33548872;3;2
Mosannona papillosa;1646123,28750132;1;1
Mosannona raimondii;1835582,59730522;1;1
Mouriri acutiflora;232602346,602264;472;41
Mouriri angulicosta;196196796,784867;184;37
Mouriri apiranga;157466372,293754;223;45
Mouriri brachyanthera;54524483,0716896;70;32
Mouriri brevipes;44759343,068714;31;5
Mouriri cauliflora;11558847,588001;15;9
Mouriri collocarpa;46220647,7314567;89;53
Mouriri crassifolia;22823633,8325299;122;53
Mouriri dimorphandra;4737846,00161014;12;10
Mouriri duckeana;53107787,1545317;143;68
Mouriri duckeanoides;6099336,66454266;11;8
Mouriri elliptica;2235505,08300284;3;1
Mouriri ficoides;29287502,0407884;22;9
Mouriri floribunda;188949,293691279;1;1
Mouriri francavillana;7092419,87944537;8;7
Mouriri gleasoniana;3178547,33237783;1;1
Mouriri grandiflora;237496949,483883;351;63
Mouriri guianensis;82059688,9119059;61;12
Mouriri huberi;32648752,1796052;57;41
Mouriri laxiflora;2553899,53895402;8;5
Mouriri longifolia;758207,039549585;1;1
Mouriri lunatanthera;46763649,7350171;19;10
Mouriri myrtifolia;126359778,078186;107;26
Mouriri myrtilloides;8903602,22702928;15;11
Mouriri nervosa;15574793,0898269;28;17
Mouriri nigra;147261828,716655;171;77
Mouriri oligantha;10896571,9352937;13;5
Mouriri peruviana;5090579,67694886;18;7
Mouriri sagotiana;21870168,2853012;44;19
Mouriri sideroxylon;7064873,39408774;9;2
Mouriri spruceana;9058990,96022088;5;2
Mouriri subumbellata;1049329,59776209;1;1
Mouriri torquata;3672563,31788754;7;5
Mouriri trunciflora;2500583,02604673;7;3
Mouriri uncitheca;32877613,9280489;18;2
Mouriri vernicosa;49934248,3258948;94;21
Mucoa duckei;92694434,649615;97;30
Myracrodruon urundeuva;120416137,941817;87;6
Myrceugenia correifolia;1948062,38063648;7;6
Myrcia aliena;11684621,3034144;19;12
Myrcia amazonica;258563007,198308;332;43
Myrcia atramentifera;22072302,9889355;24;18
Myrcia bracteata;4623843,35362818;7;6
Myrcia citrifolia;9000898,51798134;5;2
Myrcia coumete;1418471,88025726;1;1
Myrcia crassimarginata;2881679,38824639;4;4
Myrcia cuprea;990457,851791543;3;3
Myrcia decorticans;5595661,63978392;32;14
Myrcia deflexa;13830995,7836991;17;11
Myrcia dichasialis;1208564,50775974;1;1
Myrcia eximia;5186260,90321441;8;7
Myrcia fallax;108520009,184368;167;100
Myrcia fenestrata;6380927,34295562;1;1
Myrcia floribunda;494030,857568523;2;1
Myrcia gigas;1042302,99058851;2;2
Myrcia graciliflora;6870527,24709068;10;4
Myrcia grandis;17480980,6946933;51;24
Myrcia guianensis;9015507,14629076;11;10
Myrcia huallagae;2084269,92969774;1;1
Myrcia inaequiloba;6228556,9747401;4;2
Myrcia laruotteana;415539,59223657;1;1
Myrcia lucida;3128697,1976342;2;2
Myrcia madida;3189939,16616007;1;1
Myrcia magnoliifolia;19222390,4741898;14;10
