species;population;N.ind;N.plots
Diospyros santaremnensis;3892210,63397964;3;2
Diospyros sericea;7360970,2740271;17;10
Diospyros tetrandra;90166556,7762057;244;13
Diospyros vestita;71670358,0112;72;39
Diplokeleba floribunda;922194,078908943;1;1
Diploon cuspidatum;17014589,7420076;48;27
Diplotropis brasiliensis;6756726,97220576;7;5
Diplotropis duckei;14769101,265818;14;10
Diplotropis martiusii;204577836,931038;172;42
Diplotropis peruviana;2448460,67637155;1;1
Diplotropis purpurea;463857819,257096;438;191
Diplotropis racemosa;308928,472391062;1;1
Diplotropis triloba;4033100,00192125;11;10
Dipteryx alata;57564512,4048551;72;23
Dipteryx ferrea;20681934,628412;6;2
Dipteryx lacunifera;1239375,86005599;1;1
Dipteryx magnifica;45504279,9190572;83;62
Dipteryx micrantha;26193189,7331892;44;32
Dipteryx odorata;189885704,154917;318;170
Dipteryx polyphylla;27580909,217299;21;16
Dipteryx punctata;48489203,9126735;64;46
Dipteryx rosea;6372211,04424233;4;2
Diptychandra aurantiaca;28582979,2919512;15;2
Discocarpus essequeboensis;317651967,203375;220;12
Discocarpus spruceanus;76811461,3132166;67;11
Discophora guianensis;42455169,2949918;91;54
Dodecastigma amazonicum;11850892,1538704;18;7
Dodecastigma integrifolium;138423836,530278;128;12
Drypetes amazonica;425235237,544801;676;116
Drypetes fanshawei;34577308,2248913;104;38
Drypetes gentryi;20942927,6797188;40;16
Drypetes sessiliflora;8529234,07423155;2;2
Drypetes variabilis;279958201,204156;650;192
Duckeodendron cestroides;30707055,5987091;92;59
Duckesia verrucosa;22996559,3047812;42;37
Duguetia arenicola;1443271,11088573;2;2
Duguetia argentea;4502394,98033613;3;3
Duguetia asterotricha;3588095,4085564;4;3
Duguetia cadaverica;32705467,6469658;19;5
Duguetia calycina;66693384,3107228;153;56
Duguetia cauliflora;22199923,9255035;25;20
Duguetia chrysea;12643828,9036643;34;18
Duguetia decurrens;10330106,7129292;26;1
Duguetia dimorphopetala;6770070,75965406;5;1
Duguetia duckei;8706522,25220987;4;1
Duguetia echinophora;264481762,664272;237;73
Duguetia flagellaris;37897973,9035361;20;15
Duguetia furfuracea;38942680,5621521;52;4
Duguetia hadrantha;8218237,15931355;24;15
Duguetia latifolia;2080462,30472649;1;1
Duguetia lepidota;95199655,4825867;64;2
Duguetia longicuspis;25273588,2638789;17;6
Duguetia lucida;66945150,3129461;27;4
Duguetia macrophylla;1815896,87837955;5;3
Duguetia manausensis;22149351,111831;60;20
Duguetia marcgraviana;106186790,736386;194;30
Duguetia megalocarpa;12407543,6771826;29;20
Duguetia neglecta;29488605,3578618;64;18
Duguetia odorata;50192589,83067;52;21
Duguetia paraensis;2356334,14181944;3;2
Duguetia pauciflora;1120640,44822986;2;1
Duguetia pycnastera;276487088,594023;275;55
Duguetia quitarensis;149176390,663223;190;66
Duguetia riparia;3314346,75820997;6;2
Duguetia sancticaroli;6329983,23327183;4;2
Duguetia spixiana;295166421,075253;439;68
Duguetia stelechantha;58852971,6354486;105;65
Duguetia stenantha;3997199,29623416;5;4
Duguetia surinamensis;60746458,4702984;187;68
Duguetia trunciflora;8256852,15574465;17;7
Duguetia ulei;565786,214391725;1;1
Duguetia uniflora;110557401,265608;115;5
Duguetia yeshidan;2670448,43646033;5;2
Dulacia candida;40005690,9057053;70;57
Dulacia egleri;9474285,3953871;50;7
Dulacia guianensis;44748655,2179554;63;40
Dulacia inopiflora;1515062,14703878;4;2
Duroia aquatica;19535475,2225875;82;38
Duroia bolivarensis;8641931,16065777;5;5
Duroia duckei;150056386,370789;137;26
Duroia eriopila;105058209,338691;165;44
Duroia genipoides;112688194,137394;97;19
Duroia gransabanensis;7900170,95709397;4;4
Duroia hirsuta;24059519,9999625;33;17
Duroia longiflora;30571830,3841939;90;32
Duroia longifolia;9448157,33705805;4;2
Duroia macrophylla;58635698,3591335;130;74
Duroia maguirei;8331245,2820842;8;6
Duroia martiniana;1392264,331145;1;1
Duroia micrantha;29737591,202255;21;13
Duroia petiolaris;30943624,8916506;35;8
Duroia prancei;40849818,9548345;159;8
Duroia saccifera;84245803,632991;154;52
Duroia velutina;1725548,17883539;1;1
Dussia discolor;7091402,29601392;14;11
Dussia tessmannii;62308366,2383644;71;51
Dystovomita brasiliensis;15869293,5991784;22;16
Dystovomita paniculata;36433532,8143632;17;3
Ecclinusa bullata;22173443,0957595;18;4
Ecclinusa guianensis;1142979389,25082;1555;297
Ecclinusa lanceolata;114495142,588777;141;58
Ecclinusa lancifolia;10371203,6060943;15;7
Ecclinusa parviflora;1217687,87576565;1;1
Ecclinusa ramiflora;157432532,649851;192;77
Elaeagia maguirei;5083427,91744305;3;2
Elaeagia utilis;2080462,30472649;1;1
Elaeodendron xylocarpum;2393453,99779454;3;2
Elaeoluma crispa;30078307,7077926;23;2
Elaeoluma glabrescens;230612095,566261;244;24
Elaeoluma nuda;24812750,2123327;44;25
Elaeoluma schomburgkiana;12030730,3591685;11;5
Elizabetha bicolor;1319276,97115008;2;2
Elizabetha paraensis;2665540,4333464;6;1
Elizabetha princeps;130358204,18479;188;9
Elizabetha speciosa;10175138,609409;17;9
Elvasia calophyllea;90048655,8935313;104;3
Elvasia elvasioides;62354983,3797823;237;6
Elvasia macrostipularis;12701492,3997806;139;4
Emmotum acuminatum;25267156,2572232;52;26
Emmotum fagifolium;57402592,1171637;125;34
Emmotum floribundum;179010726,718671;141;19
Emmotum nitens;82471694,0437696;156;38
Emmotum orbiculatum;13005128,6054045;16;4
Endlicheria anomala;47836386,6805509;54;13
Endlicheria arunciflora;1354158,80137187;1;1
Endlicheria aurea;2685154,19288845;6;6
Endlicheria bracteata;19434321,9068097;19;13
Endlicheria bracteolata;83525669,5076491;95;21
Endlicheria canescens;15589691,8094938;34;14
Endlicheria chalisea;6339678,83003831;17;11
Endlicheria citriodora;22812786,500554;17;12
Endlicheria directonervia;2933216,23111821;5;5
Endlicheria dysodantha;11286976,7940508;29;13
Endlicheria ferruginosa;2867702,11404319;2;1
Endlicheria formosa;64259356,2081129;84;46
Endlicheria gracilis;2403595,64945911;8;5
Endlicheria griseo-sericea;2168848,86044762;3;2
Endlicheria klugii;4118650,52098634;9;7
Endlicheria krukovii;18242872,7030816;31;24
Endlicheria lorastemon;940912,055244529;4;3
Endlicheria macrophylla;33486645,7816239;42;14
Endlicheria melinonii;4286391,7073623;16;14
Endlicheria metallica;5789068,96751109;20;7
Endlicheria mishuyacensis;9484130,74735366;12;6
Endlicheria multiflora;7223530,0717924;7;3
Endlicheria paniculata;70469042,8236119;79;32
Endlicheria punctulata;7172375,77442841;13;10
Endlicheria pyriformis;21513641,5543499;12;5
Endlicheria rubriflora;2169706,80578935;3;3
Endlicheria ruforamula;31787958,8497163;35;17
Endlicheria sericea;25661391,5189847;33;19
Endlicheria sprucei;6462851,73425501;12;9
Endlicheria szyszylowiczii;2344778,45639053;5;5
Endlicheria tessmannii;8194510,07917753;12;9
Endlicheria tschudyana;212425,245637448;1;1
Endlicheria verticillata;22945929,3025554;25;14
Endlicheria williamsii;18847235,9939238;23;11
Endopleura uchi;315665938,055912;362;127
Entada polystachya;1295666,78964277;1;1
Enterolobium barnebianum;15526906,759145;17;10
Enterolobium contortisiliquum;8046712,27040369;11;4
Enterolobium cyclocarpum;8746973,55112989;16;12
Enterolobium maximum;95591714,696843;107;30
Enterolobium oldemanii;2170146,87188407;12;9
Enterolobium schomburgkii;359344986,462288;428;157
Enterolobium timbouva;1191161,61749594;2;2
Eperua bijuga;68835312,3773856;22;4
Eperua duckeana;123789686,585142;185;31
Eperua falcata;1957489751,79835;6031;127
Eperua glabriflora;175500035,400584;490;100
Eperua grandiflora;548038562,0408;1625;52
Eperua jenmanii;185488861,140966;161;5
Eperua leucantha;1938668158,10173;1390;16
Eperua purpurea;537736457,090548;433;13
Eperua rubiginosa;185147625,594385;588;10
Eperua schomburgkiana;19990391,1907851;6;2
Eperua venosa;9455949,77501169;8;2
Ephedranthus amazonicus;44012849,2011534;105;56
Ephedranthus guianensis;32852444,2618434;51;18
Ephedranthus parviflorus;66155281,5566309;95;5
Ephedranthus pisocarpus;14489675,2312449;7;2
Ericoides racemosum;7766136,29689599;16;7
Eriotheca candolleana;7943678,50238279;5;3
Eriotheca crassa;674089,051077427;14;2
Eriotheca globosa;152974375,447605;288;122
Eriotheca gracilipes;20849564,3696958;40;6
Eriotheca longipedicellata;45079716,6028968;39;19
Eriotheca longitubulosa;16270364,8052035;39;23
Eriotheca loretensis;748235,994125204;1;1
Eriotheca macrophylla;55948575,8266217;72;30
Eriotheca roseorum;3121986,18974315;3;2
Eriotheca surinamensis;12800479,3317277;31;16
Erisma bicolor;134616868,540254;156;72
Erisma blancoa;2498982,19111858;1;1
Erisma bracteosum;10984530,930024;20;10
Erisma calcaratum;131503540,550748;106;16
Erisma floribundum;3184700,28363571;4;3
Erisma fuscum;15595691,9374479;12;8
Erisma gracile;4767913,48845941;10;7
Erisma japura;28923618,3436606;37;7
Erisma laurifolium;131076630,451271;151;16
Erisma micranthum;10158005,3327157;6;2
Erisma nitidum;3069615,64743597;8;2
Erisma splendens;62441272,3050437;73;18
Erisma uncinatum;566176444,786882;600;119
Erythrina amazonica;2689683,10125708;8;8
Erythrina dominguezii;30278541,6662374;5;2
Erythrina fusca;40932823,3326365;13;2
Erythrina poeppigiana;14674340,4346745;16;8
Erythrina ulei;28872118,2949912;27;9
Erythrina velutina;1387245,24022002;1;1
Erythrina verna;2159536,39466778;1;1
Erythroxylum amazonicum;4263159,77866519;5;4
Erythroxylum amplifolium;1445614,1659294;3;2
Erythroxylum anguifugum;9649888,45496569;34;5
Erythroxylum citrifolium;56463367,4137975;38;23
Erythroxylum daphnites;5399597,31446709;6;3
Erythroxylum divaricatum;340614,356978583;1;1
Erythroxylum gracilipes;2728810,54804246;3;3
Erythroxylum kapplerianum;16296899,8504801;20;9
Erythroxylum ligustrinum;316043,468647274;1;1
Erythroxylum macrophyllum;17458336,9697593;27;22
Erythroxylum mucronatum;8757997,6177307;8;7
Erythroxylum ruryi;2508341,70193186;4;1
Erythroxylum spruceanum;3293538,77326468;10;2
Erythroxylum squamatum;21052724,1022684;15;7
Erythroxylum subrotundum;3293874,83295303;4;1
Erythroxylum tucuruiense;4446893,27396925;4;3
Erythroxylum vasquezii;422244,819040811;1;1
Eschweilera alata;149722979,810928;241;26
Eschweilera albiflora;946645072,604856;926;80
Eschweilera amazonica;333590428,257691;667;88
Eschweilera amazoniciformis;147550137,121704;212;33
Eschweilera andina;249261171,519878;298;57
Eschweilera apiculata;121699128,814722;128;59
Eschweilera atropetiolata;706538018,183646;1062;153
Eschweilera bracteosa;527655149,580347;655;140
Eschweilera carinata;195655299,383336;66;25
Eschweilera chartaceifolia;101030834,335666;173;48
Eschweilera collina;144630841,166805;370;103
Eschweilera congestiflora;4524178,90153472;35;10
Eschweilera coriacea;4885299218,89565;9048;560
Eschweilera cyathiformis;192015858,749489;268;44
Eschweilera decolorans;440287337,996805;925;95
Eschweilera eperuetorum;59768170,0073309;124;27
Eschweilera gigantea;99985256,6084664;149;44
Eschweilera grandiflora;902945562,834452;1657;221
Eschweilera integrifolia;34079118,0465059;25;3
Eschweilera itayensis;190153367,651756;229;49
Eschweilera juruensis;35646992,3740022;67;27
Eschweilera laevicarpa;96300996,5184783;186;46
Eschweilera macrocarpa;1603609,71380321;1;1
Eschweilera micrantha;170203103,050632;904;102
Eschweilera nana;9487392,88388536;7;1
Eschweilera obversa;10367665,9172439;22;17
Eschweilera ovalifolia;229614629,832223;249;43
Eschweilera ovata;276192244,809765;298;25
Eschweilera parviflora;689952388,606706;1256;70
Eschweilera parvifolia;713767011,961671;1026;85
Eschweilera pedicellata;612620750,857694;1164;210
Eschweilera piresii;13746459,9167775;45;15
Eschweilera pittieri;2557804,93329357;2;1
Eschweilera praeclara;742164,596559222;2;1
Eschweilera pseudodecolorans;237557837,549025;271;72
Eschweilera punctata;329330888,37658;301;25
Eschweilera rankiniae;23371241,2336402;71;33
Eschweilera revoluta;3809529,7943443;3;3
Eschweilera rhododendrifolia;78510132,4837913;127;42
Eschweilera rionegrense;6414438,85521283;4;1
Eschweilera rodriguesiana;32841302,2385904;36;8
Eschweilera romeu-cardosoi;195993688,629595;312;56
Eschweilera rufifolia;147065757,261836;322;68
Eschweilera sagotiana;1036869607,65106;2477;84
Eschweilera sessilis;1384539,77713902;1;1
Eschweilera simiorum;12969645,8069379;37;26
Eschweilera squamata;3275979,15527374;10;5
Eschweilera subglandulosa;200224837,034143;278;35
Eschweilera tenuifolia;82479070,8768434;81;14
Eschweilera tessmannii;475493291,82908;732;146
Eschweilera truncata;328066797,943686;146;16
Eschweilera wachenheimii;880446039,989398;1491;129
Esenbeckia almawillia;51956670,0732042;22;1
Esenbeckia amazonica;12264971,5365442;30;12
Esenbeckia cowanii;334046,755525053;2;2
Esenbeckia grandiflora;49595003,2516949;21;1
Esenbeckia leiocarpa;20724688,5643243;5;2
Esenbeckia pilocarpoides;2712615,55408174;2;2
Etaballia dubia;89091554,9661863;63;13
Euceraea nitida;2268851,91394516;3;1
Eugenia acrensis;8430142,15332721;6;4
Eugenia agathopoda;5556941,41378527;13;11
Eugenia albicans;737114,200660884;1;1
Eugenia amblyosepala;2925967,34426804;2;2
Eugenia anastomosans;20532578,7830901;29;20
Eugenia arawakorum;11392826,1880455;33;8
Eugenia armeniaca;1178839,53179175;1;1
Eugenia atroracemosa;683833,575358268;1;1
Eugenia aurata;2401566,24304556;4;2
Eugenia belemitana;13919031,9055913;35;21
Eugenia biflora;26095348,3532656;18;9
Eugenia brownsbergii;53887351,2365534;115;10
Eugenia chartacea;1224766,90338062;3;3
Eugenia chrysophyllum;3551646,16547657;2;1
Eugenia citrifolia;18540570,3722372;50;29
Eugenia coffeifolia;88473519,5239073;104;34
Eugenia coloradoensis;1278902,46664678;1;1
Eugenia corrugata;336737,553356276;1;1
Eugenia cowanii;3877567,03345838;1;1
Eugenia cucullata;2317962,24339923;8;6
Eugenia cupulata;83774381,7537235;114;65
Eugenia cuspidifolia;8760878,24299791;24;22
Eugenia diplocampta;45607,4255231879;1;1
Eugenia discreta;1570054,19178702;1;1
Eugenia dittocrepis;7318982,44536905;8;6
Eugenia dysenterica;2235505,08300284;3;1
Eugenia egensis;19879255,5569975;36;20
Eugenia essequiboensis;643048,629950789;2;1
Eugenia exaltata;35663002,8202204;62;21
Eugenia excelsa;279904,609771834;1;1
Eugenia feijoi;47821324,9458788;97;67
Eugenia ferreiraeana;586438,201446493;2;2
Eugenia flavescens;18043726,543619;23;19
Eugenia florida;147880554,432171;213;87
Eugenia galalonensis;548259,718413384;2;2
Eugenia galbaoensis;490251,764646333;1;1
Eugenia gomesiana;19636317,7979337;15;7
Eugenia gongylocarpa;3074877,71423371;8;7
Eugenia grandis;297173,36007547;1;1
Eugenia heterochroma;9209201,11416447;17;14
Eugenia lambertiana;96075216,1478336;62;29
Eugenia latifolia;736669,194617853;5;4
Eugenia longiracemosa;2619178,00022596;9;6
Eugenia macrocalyx;18519847,1020923;34;12
Eugenia macrosperma;2182920,95414303;1;1
Eugenia magna;346099,562154584;1;1
Eugenia marowynensis;24238821,501844;23;9
Eugenia mimus;415539,59223657;1;1
Eugenia moraviana;11449396,300699;8;2
Eugenia multirimosa;849894,000255122;3;2
Eugenia muricata;21850935,9441811;33;24
Eugenia myrobalana;1603666,49841305;5;5
Eugenia nesiotica;13815226,7988066;10;4
Eugenia ochrophloea;42565523,8410573;43;13
Eugenia oerstediana;230402,570614075;1;1
Eugenia omissa;33234951,4063437;60;42
Eugenia patens;11480230,5418462;12;7
Eugenia patrisii;190174704,146915;310;125
Eugenia polystachya;5084612,46896269;10;9
Eugenia polystachyoides;536138,022726839;1;1
Eugenia producta;1295666,78964277;1;1
Eugenia protenta;33334843,6278838;30;2
Eugenia pseudopsidium;25316649,0365253;57;41
Eugenia punicifolia;59917090,1466272;108;7
Eugenia quadrijuga;857233,228413084;3;2
Eugenia ramiflora;56887779,3310037;112;52
Eugenia riparia;1080784,00148428;4;4
Eugenia schunkei;5725690,65459315;21;13
Eugenia spruceana;333503,193979566;1;1
Eugenia stipitata;6008459,37409965;5;3
Eugenia tapacumensis;80853386,5978601;125;23
Eugenia tetramera;8351891,71386913;18;10
Eugenia tetrasticha;583732,87132446;2;2
Eugenia uniflora;11033082,5671592;15;8
Eugenia wullschlaegeliana;1479210,17873129;2;2
Eugenia yasuniana;611857,076342308;3;3
Euphronia guianensis;1727706,24182895;3;2
Euphronia hirtelloides;2645711,64755737;2;2
Euplassa inaequalis;10201533,6017235;16;6
Euplassa occidentalis;692122,390568765;2;2
Euplassa pinnata;14541024,4431767;26;11
Euterpe catinga;285311178,022071;255;8
Euterpe edulis;1164968,62191586;1;1
Euterpe longebracteata;19176929,9851739;4;3
Euterpe oleracea;3640515723,50493;8572;87
Euterpe precatoria;5467097134,78404;5903;383
Euxylophora paraensis;12282606,0536788;39;11
Exellodendron barbatum;41696107,0831578;100;20
Exellodendron coriaceum;60984327,5470309;34;3
Exostema maynense;2432146,60755609;4;4
Exostyles amazonica;5048333,38239313;5;4
Faramea anisocalyx;8856396,38781555;13;8
Faramea axillaris;1295046,38283747;1;1
Faramea berryi;1115474,16627577;1;1
Faramea capillipes;13259579,8150639;10;10
Faramea coarinensis;1803261,20799126;1;1
Faramea corymbosa;11971948,9784148;16;13
Faramea crassifolia;22518148,0918598;17;1
Faramea eurycarpa;368379,453216967;1;1
Faramea glandulosa;2167857,72976775;6;6
Faramea guianensis;568285,576199874;1;1
Faramea juruana;660551,084386427;1;1
Faramea multiflora;17458056,0891335;27;7
Faramea occidentalis;23525955,3995754;25;14
Faramea paniculata;13010968,1126191;41;2
Faramea parvibractea;4801841,34579793;14;2
Faramea pedunculata;134605,994519797;1;1
Faramea platyneura;1407673,40486294;3;3
Faramea sessilifolia;17721474,9067295;27;6
Faramea spathacea;299218,555168221;1;1
Faramea tamberlikiana;15549781,7930196;18;11
Faramea torquata;8397744,87737546;15;11
Ferdinandusa chlorantha;88979235,6880852;65;20
Ferdinandusa elliptica;26171246,0872949;71;29
Ferdinandusa goudotiana;38437641,3758142;27;8
Ferdinandusa guainiae;9817538,48214586;18;8
Ferdinandusa hirsuta;12153878,9862165;43;14
Ferdinandusa loretensis;31621288,236931;40;20
Ferdinandusa paraensis;38811756,0919696;53;33
Ferdinandusa paxii;777733,65537101;4;1
Ferdinandusa rudgeoides;178826502,785224;221;17
Ferdinandusa speciosa;1260888,34187009;1;1
Ferdinandusa uaupensis;16616309,884765;17;13
Ficus albert-smithii;954786,64429377;2;2
Ficus amazonica;6562499,68701783;11;10
Ficus americana;40853222,900229;44;23
Ficus aripuanensis;1495006,18498676;2;2
Ficus boliviana;5243708,30844386;6;3
Ficus brevibracteata;887401,494720099;3;3
Ficus broadwayi;368379,453216967;1;1
Ficus caballina;13791176,1943669;9;4
Ficus caldasiana;352747,607418094;1;1
Ficus casapiensis;3686629,05776512;8;6
Ficus castellviana;2606923,60836115;6;3
Ficus catappifolia;763749,31168214;2;1
Ficus citrifolia;10514119,1628139;18;13
Ficus coerulescens;22504285,8892737;20;8
Ficus cremersii;8646976,6447577;5;4
Ficus crocata;7878733,31903347;10;6
Ficus cuatrecasasiana;2419223,7452224;5;4
Ficus davidsoniae;2047321,14047472;1;1
Ficus donnell-smithii;2620125,70344585;4;4
Ficus duckeana;952195,76587112;2;2
Ficus enormis;2318456,39330451;5;1
Ficus eximia;14991225,7397039;17;8
Ficus gomelleira;35458468,9932455;45;40
Ficus greiffiana;473606,851086075;1;1
Ficus guianensis;36535904,9307521;37;18
Ficus hartwegii;188949,293691279;1;1
Ficus hebetifolia;1460458,74866829;1;1
Ficus insipida;96463196,4865204;94;37
Ficus killipii;20291060,3998394;37;17
Ficus krukovii;4212943,25478251;2;2
Ficus macbridei;2620649,56051587;6;5
Ficus mathewsii;15959726,0270396;22;12
Ficus matiziana;239319,052380863;1;1
Ficus maxima;161258142,592292;261;92
Ficus membranacea;3467889,44604743;2;2
Ficus nymphaeifolia;17666924,6629143;18;14
Ficus obtusifolia;6947635,34967882;8;4
Ficus obtusiuscula;42065718,7045801;62;6
Ficus pakkensis;1509121,9211343;1;1
Ficus pallida;3585643,9899939;3;3
Ficus paraensis;24709540,5131164;33;19
Ficus pertusa;17560109,6193444;31;17
Ficus piresiana;5812789,84785444;17;13
Ficus pondoensis;5364299,32592117;3;1
Ficus popenoei;3310962,04606225;4;4
Ficus pulchella;1080856,42117295;2;2
Ficus schippii;1003899,82962041;4;4
Ficus schultesii;9542180,78978278;15;15
Ficus spathulata;767198,778996566;1;1
Ficus sphenophylla;9512732,2614766;15;11
Ficus tonduzii;2061388,17298868;2;2
Ficus trianae;14960335,8001485;15;2
Ficus trigona;70801637,3481542;133;36
Ficus trigonata;4567812,58730741;6;4
Ficus ursina;2481150,73351719;3;3
Ficus velutina;1217687,87576565;1;1
Ficus vittata;1350795,44763096;1;1
Ficus yoponensis;20802816,9185555;17;7
Ficus ypsilophlebia;2965568,31165551;6;6
Firmiana simplex;239319,052380863;1;1
Fissicalyx fendleri;21111013,3619247;16;5
Fridericia candicans;1252956,24685593;1;1
Fridericia dichotoma;855268,774758954;1;1
Fridericia florida;4022986,66878698;5;2
Froesia diffusa;4876200,45867612;9;7
Froesia gereauana;2390124,73506119;1;1
Froesiodendron amazonicum;1357115,83829912;2;1
Fusaea longifolia;222696946,884799;362;170
Fusaea peruviana;11934288,8440824;17;8
Fusispermum laxiflorum;4160924,60945298;2;1
Fusispermum rubrolignosum;3046355,2946359;5;1
Galipea ciliata;7597373,03512194;6;1
Galipea davisii;27742729,9673763;16;3
Galipea jasminiflora;36997330,8297845;20;4
Galipea trifoliata;153110184,626679;161;34
Gallesia integrifolia;157453426,094687;181;37
Garcinia acuminata;18059810,7017564;23;14
Garcinia benthamiana;11213399,0200189;55;16
Garcinia brasiliensis;39534312,2569582;86;33
Garcinia gardneriana;80775268,1341165;74;40
Garcinia intermedia;2330914,11141653;7;3
Garcinia macrophylla;480072924,772995;640;196
Garcinia madruno;226415497,970114;303;141
Garcinia ovalifolia;247015,428784262;1;1
Garcinia spruceana;3107867,04120413;2;2
Gavarretia terminalis;11829810,5907608;20;10
Geissospermum argenteum;286031723,765342;407;78
Geissospermum laeve;9317250,12534102;48;23
Geissospermum reticulatum;62987573,7803864;40;17
Geissospermum sericeum;591184961,062871;949;134
Geissospermum urceolatum;66640178,0036515;55;35
Geissospermum vellosii;12333386,2209604;17;11
Genipa americana;83677484,1103899;150;56
Genipa spruceana;12612059,1908794;6;3
Genipa williamsii;2626634,86774165;3;2
Geonoma brongniartii;467735,272528896;1;1
Geonoma maxima;821080,206211346;3;1
Gilibertia cuneata;2517264,30532484;2;2
Glandonia macrocarpa;38559188,4377302;30;7
Glandonia williamsii;28329883,0689741;19;5
Gloeospermum equatoriense;10126304,6506366;14;7
Gloeospermum longifolium;4691352,33246653;7;3
Gloeospermum sclerophyllum;1528663,18631795;1;1
Gloeospermum sphaerocarpum;3615459,65291012;6;5
Glycydendron amazonicum;235293604,956371;291;170
Gordonia fruticosa;14049676,5281669;21;11
Gouania colombiana;1295666,78964277;1;1
Goupia glabra;1001351126,21032;1665;379
Graffenrieda intermedia;6747000,38595363;19;2
Graffenrieda limbata;2947840,37350281;3;2
Graffenrieda rupestris;1243517,5294159;1;1
Grias neuberthii;163964860,042831;322;39
Grias peruviana;27309769,6998423;32;7
Guapira boliviana;5966222,61433616;5;1
Guapira costaricana;7426563,60949403;7;3
Guapira cuspidata;15229355,542946;11;4
Guapira eggersiana;6886943,3600384;43;19
Guapira glabriflora;1280955,12950673;3;1
Guapira graciliflora;3688544,50286396;10;2
Guapira hirsuta;7339363,96790344;5;4
Guapira myrtiflora;1799841,30317334;2;1
Guapira noxia;5748152,89685155;11;5
Guapira opposita;13759275,0383875;24;10
Guapira salicifolia;4923866,34881489;11;2
Guapira sancarlosiana;1157656,90330507;1;1
Guapira tomentosa;25055353,4421447;14;11
Guapira venosa;361938748,378609;318;27
Guarea carapoides;14428167,3064394;10;3
Guarea carinata;149402651,152623;170;76
Guarea caulobotrys;7445374,02388825;6;3
Guarea cinnamomea;74452816,646912;118;53
Guarea convergens;41832051,0591724;54;34
Guarea costata;243617,48693025;1;1
Guarea crispa;118679,003639978;1;1
Guarea cristata;13348135,7780616;19;7
Guarea ecuadoriensis;20959876,1166643;27;20
Guarea fistulosa;604625,292097504;3;2
Guarea glabra;28387991,1708876;36;24
Guarea gomma;243659212,708333;375;114
Guarea grandiflora;36208838,8985078;76;37
Guarea grandifolia;139154958,707153;242;59
Guarea guentheri;4987059,33070982;14;12
Guarea guidonia;494341662,471697;504;117
Guarea humaitensis;82090309,8859749;116;49
Guarea juglandiformis;3360340,54021565;6;3
Guarea kunthiana;1024679913,83973;1139;216
Guarea macrophylla;719100607,419873;1237;174
Guarea pterorhachis;133940085,702647;251;57
Guarea pubescens;150173375,918744;214;76
Guarea purusana;138554341,689286;146;51
Guarea scabra;38156159,6537546;79;37
Guarea silvatica;595455987,057771;395;134
Guarea subsessilifolia;3488724,4533749;3;2
Guarea trichilioides;111051298,31462;65;15
Guarea trunciflora;53408380,2418536;114;56
Guarea vasquezii;4782843,12148675;1;1
Guarea velutina;5306587,30699631;6;4
Guatteria acutissima;25700688,4021023;50;20
Guatteria alata;1278902,46664678;1;1
Guatteria alutacea;10495451,8131014;21;9
Guatteria amazonica;3389235,27109378;4;3
Guatteria anthracina;13496548,7238584;19;13
Guatteria asplundiana;18003095,817529;66;20
Guatteria atabapensis;14957153,1812956;13;7
Guatteria atra;24124872,927286;40;10
Guatteria blepharophylla;9345935,92726562;23;2
Guatteria boliviana;5305899,03890676;18;7
Guatteria brevicuspis;15338907,7454181;37;15
Guatteria buchtienii;618339,929065655;1;1
Guatteria calophylla;2321890,30778839;4;2
Guatteria citriodora;24436458,7435828;52;41
Guatteria conspicua;344577,489198174;2;1
Guatteria crassipes;4153619,33141705;3;1
Guatteria cryandra;13579606,4799913;25;2
Guatteria decurrens;61566097,3176534;45;27
Guatteria dielsiana;11430047,6159507;10;2
Guatteria discolor;161001328,158769;186;49
Guatteria duckeana;18565477,4944819;15;9
Guatteria dura;9032657,81977089;6;4
Guatteria ecuadorensis;576227,44069676;1;1
Guatteria elata;28734367,0491301;55;29
Guatteria elongata;111036,779974278;1;1
Guatteria excellens;1516332,20550715;3;2
Guatteria ferruginea;4338396,81543456;3;2
Guatteria foliosa;46512004,6783856;89;15
Guatteria friesiana;6484844,42399345;4;2
Guatteria gentryi;6106683,58433017;2;2
Guatteria glaberrima;34166741,1481355;93;41
Guatteria glauca;10607862,7795367;15;3
Guatteria gracilipes;8771215,61193235;5;1
Guatteria guentheri;38059959,7149403;51;17
Guatteria guianensis;10405984,8137538;28;20
Guatteria hispida;1204765,26106359;4;4
Guatteria hyposericea;115690560,448745;156;34
Guatteria insculpta;42763061,7001142;30;8
Guatteria intermedia;12225756,3942577;9;6
Guatteria inundata;18988305,5085261;14;4
Guatteria kuhlmannii;66945873,2850344;46;9
Guatteria lasiocalyx;6241386,91417947;3;1
Guatteria latipetala;2703309,24410272;1;1
Guatteria liesneri;12542507,1351636;11;7
Guatteria longicuspis;333503,193979566;1;1
Guatteria maypurensis;9687310,11937478;11;4
Guatteria megalophylla;78831644,2164387;117;46
Guatteria meliodora;4883119,62362575;10;8
Guatteria melosma;1376209,10065479;2;1
Guatteria microcalyx;925501,982797939;2;2
Guatteria modesta;6312575,51466034;5;3
Guatteria multivenia;34515155,0711586;64;25
Guatteria obovata;19406995,5486772;7;2
Guatteria odorata;627085,425482966;1;1
Guatteria olivacea;296173615,458163;545;121
Guatteria ouregou;1905474,5065368;5;3
