"LNclump","LNrnd","LSclump","LSrnd","NBclump","NBrnd"
0,0,0.705,0.291666666666667,0.00333333333333333,0
0,0,0.757874015748031,0.242125984251969,0,0
0,0,0.912280701754386,0.087719298245614,0,0
